Attacker,Fast Move,Charged Move,Level,"Alakazam, Tier 3","Alakazam, Tier 3","Banette, Tier 3","Banette, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Dusclops, Tier 3","Dusclops, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Lampent, Tier 3","Lampent, Tier 3","Marowak (Alola), Tier 3","Marowak (Alola), Tier 3","Metagross, Tier 3","Metagross, Tier 3","Metang, Tier 3","Metang, Tier 3","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
Mega Houndoom,Snarl or Fire Fang,Foul Play,50,1.1457718323766226,0.59343225,1.1772322987903763,0.4601738,1.1978101480236172,0.7893722000000002,1.1685479879672258,0.37900764,1.2352655942440138,0.808454,1.1026760582654984,0.61830634,1.2569339947037612,0.54648215,1.2270493148679915,0.5622873300000001,1.158588443561874,0.54310006,1.1566413126939683,0.6678151,1.1974408287163814,0.40954372,1.1901133749853048,0.665193,1.1865265440311064,0.5403442,1.1668150488544944,0.42854485,1.247600455137707,0.41546533,1.181742217795983,0.6487099,1.1154839493713846,0.7793598,1.1886374334619598,0.6193616400000002,1.1641373503633778,0.5565916300000001,1.211186302868779,0.63755536,1.1760076030952704,0.6303424,1.2285145578085699,0.6543715,1.2692440527565003,0.3975025,1.1823962557128849,0.5203855600000001
Yveltal,Snarl,Dark Pulse,50,1.3476277748850678,0.7130017,1.417450849694297,0.5574455,1.4077208579933271,0.9535873000000002,1.4165278838600075,0.4654161,1.4950320376194182,0.9925358,1.3170079811708753,0.7429079,1.4328147636654882,0.651235,1.3936404823161257,0.6689546000000001,1.4083298061067966,0.66194785,1.3780241199706873,0.7956429,1.396774865585284,0.47583425,1.4424500926566577,0.8192694,1.4343312516339026,0.65347755,1.4073771678311946,0.5238501,1.4847532025685597,0.506631,1.4247442691001888,0.79251045,1.3150822496881511,0.934339,1.4470277665934004,0.7565010000000002,1.4183977982550218,0.6796840000000001,1.4221015032346043,0.77479255,1.414551957700546,0.7661764,1.4389616531998013,0.78082687,1.521279399072176,0.48059493,1.448238558195752,0.6363542700000001
Shadow Cacturne,Sucker Punch,Dark Pulse,30,1.4569244432453095,0.87268966,1.5919191227619252,0.6739552,1.4313391640339916,1.1120467,1.5320712963200949,0.54311174,1.528548280212147,1.1282576,1.3154541332639873,0.88822454,1.57169683475975,0.8242248,1.596020124240538,0.8366557000000002,1.3774732688966014,0.7668819,1.4463929351011284,0.93753755,1.6197709094454278,0.60050917,1.4872055036207183,0.9505408,1.6339816680033443,0.8282647,1.578204872139791,0.6296631,1.637315840750079,0.6381001,1.629961004939496,0.9693863000000003,1.412496382849276,1.1444447,1.4394620456148726,0.87365305,1.5048292076196261,0.79046935,1.5456531591861828,0.9165293,1.5854917951700287,0.89417535,1.639336152376893,0.95565397,1.5112635292033292,0.55278224,1.4825795094152243,0.78231966
Banette,Shadow Claw,Shadow Ball,45,1.7471490709314177,0.8103265,1.7533083708795618,0.6287377,1.572982718236461,1.029873,1.5990322674690984,0.5054762,1.5853044597974395,1.0494392,1.5216394820851076,0.8431648,1.7933470943032828,0.7245160000000002,1.5735963862271993,0.73960984,1.4985763025984264,0.6972649,1.5438953093431087,0.8605936,1.7815840937272824,0.5507027500000001,1.5580521346458598,0.8668703,1.597800892269756,0.7062599,1.632458387705064,0.5820833000000001,1.6618679178343783,0.5510216,1.5969009694772347,0.8511773,1.6090262072535382,1.056701,1.5558094827745157,0.801441,1.6612531369487689,0.73759043,1.5456278494113813,0.81198,1.5236030812326977,0.8086156,1.592887838363709,0.8468112300000002,1.5228690074886322,0.5103282,1.578086223222328,0.6948214000000001
Weavile,Snarl,Foul Play,40,1.4160719362951488,0.75605255,1.463942819834707,0.59446114,1.4339385102391342,1.0086235,1.3825262734042776,0.48872426,1.454138585643399,1.0170556,1.2923267575168524,0.7758776,1.5279003368412905,0.6929792,1.5803666744024134,0.7347636,1.3558884225298113,0.67384017,1.3041982933681426,0.83271223,1.418548668768197,0.5104719,1.4352788468748194,0.84207773,1.4818518039028883,0.68722326,1.41340930305273,0.5511793000000001,1.5477497813927101,0.54956037,1.4774818036132558,0.83214957,1.427334565616987,1.0151943,1.4104326751004141,0.7832355,1.463235452342198,0.7083764,1.3729026758846157,0.7936505,1.3621791298829353,0.78720254,1.4797316388180155,0.85001963,1.4720206624608374,0.4979635200000001,1.4067500913156041,0.6693039500000001
Crawdaunt,Waterfall or Snarl,Night Slash or Crabhammer,40,1.7572765017053158,0.93019557,1.8782748286389932,0.751248,1.7442333824864213,1.2388885,1.7714216802556269,0.60995847,1.8298813066882333,1.270787,1.638676773118286,0.97463655,1.9455861933653613,0.8674894,1.8904216258329742,0.9216537,1.7267527911459326,0.85508585,1.6410168190638479,1.045761,1.839127335526461,0.64338815,1.749899581803897,1.047929,1.9251989820136055,0.8772883,1.8185512617590793,0.6996057000000001,1.873058672066579,0.67073137,1.7645614522086144,1.0430478,1.766845972673926,1.252294,1.7146815472376753,0.9731667,1.9384454140131784,0.9491237,1.7225550721026468,0.9999452,1.6990449029499015,0.9870496,1.8437510972253865,1.0581818,1.8350775720893184,0.6228311000000001,1.7956981235675717,0.8254137600000002
Mega Gyarados,Bite or Waterfall,Crunch,40,1.2165032568416565,0.7033461,1.2991787959160501,0.5560945,1.2952986006700171,0.93861413,1.3032312640243613,0.46049923,1.367647910377003,0.9573594,1.208350385666072,0.7398243,1.2951118144163585,0.6413939,1.3151146686337567,0.6541554,1.3362791643868932,0.6658941,1.2576116309148146,0.8103569,1.290915251693337,0.4833399,1.3407727731396384,0.8247947,1.300970641964135,0.6463203,1.2926746941076368,0.5201596600000001,1.3577341838183767,0.49471036,1.2913701197967178,0.76970375,1.2239042275971461,0.93138415,1.3120265590870461,0.7611349,1.3504149092332747,0.6799997,1.2929601607626482,0.7597763,1.279032771576647,0.7507425,1.276041250011435,0.76771754,1.4295183388048296,0.4858241700000001,1.31136530105536,0.6348478000000001
Absol,Snarl,Dark Pulse or Payback,30,1.509238169113384,0.90147126,1.6926167260223082,0.7146571,1.5233914371092316,1.1788753,1.5511378218190803,0.5585863,1.5638245437713145,1.1900144,1.3411132298052904,0.9183153,1.4852296925478776,0.8470759,1.6563298137454263,0.8944368000000003,1.4084258170973971,0.7887677,1.478651764442625,0.9627764,1.5247757700571483,0.61104894,1.484152501466029,0.97472227,1.5801068518735961,0.84402823,1.6830140969075147,0.66561806,1.652760967179299,0.63490146,1.635816814465689,0.9726462400000002,1.4924220323087627,1.1885691,1.4753168310692144,0.907278,1.5954777712057657,0.86105347,1.5390376471146705,0.93604195,1.5204867452403876,0.91778594,1.6843628654786644,1.0316509,1.559044180754368,0.5662725,1.495109640593461,0.7800103
Mega Houndoom,Snarl or Fire Fang,Foul Play,30,1.119774487650782,0.6803706,1.1476294336177608,0.53262293,1.1420157266358741,0.90340495,1.1851746526262905,0.44948745,1.2339953116709563,0.9375994,1.0014541431650321,0.70403403,1.1523590386111662,0.63230157,1.2103301837934883,0.6729245000000001,1.1124540991993803,0.62970793,1.1276661429895711,0.7596335,1.1246302432653228,0.46277305,1.1497885240909582,0.7774124,1.1925499007826799,0.62138605,1.1403597739543563,0.5071776,1.1759975100407565,0.49139026,1.1917620946737604,0.7556398000000002,1.086248115802704,0.8922626,1.1281394730139342,0.7093842,1.1700130455917046,0.6429802,1.1749806204460471,0.7392816,1.1397415993480158,0.7285402,1.286028135540131,0.7701121,1.2428007719977985,0.45472917,1.140011206953538,0.61326784
Hoopa,Confusion or Astonish,Psychic or Shadow Ball,35,1.4730065726831556,0.7717535,1.5779625734764609,0.6232909,1.3516043383250378,0.9991283,1.653591852609441,0.5157714,1.4425212584247313,1.0238975,1.2205109808575767,0.7774009,1.4369144769808226,0.6932611,1.4347492371642514,0.7261529,1.305030633272539,0.69038564,1.2932794940781913,0.8378543000000003,1.4874571110469716,0.53490156,1.345561838264972,0.8333299,1.3454641174934836,0.69321823,1.576148213968986,0.5530287000000002,1.4193242895199432,0.53298384,1.3989493777388866,0.83700705,1.3051398621893298,0.9901183,1.3373684489176325,0.786203,1.3880160358398927,0.70810264,1.313901349087473,0.79825187,1.31060165080497,0.7924635400000002,1.3646078823459598,0.8219254,1.3483045456928087,0.48861915,1.3746160281255937,0.6665154
Yveltal,Snarl,Dark Pulse,30,1.2839351760399955,0.83183813,1.4084303285584914,0.6497555,1.3433127211321754,1.1054742,1.410563491635859,0.5393755,1.4825958581106222,1.1404111,1.2044023540025413,0.8646034,1.2777746024251029,0.7580854,1.2967302092896227,0.7692207000000002,1.3246790285632635,0.7514069,1.3670506483254679,0.92624456,1.3369479963800932,0.56077135,1.386211927681348,0.94155496,1.424056589302902,0.75983,1.366240123666869,0.60607195,1.4286981882386194,0.59149903,1.4340254585054701,0.9207691000000002,1.2442069758162237,1.0876842,1.381750683769688,0.87807107,1.4220237074969189,0.78067565,1.3876183016616281,0.8876079,1.3812647076714724,0.8783326,1.4592244562523513,0.90472895,1.5207692676331646,0.5528804,1.3452418103918744,0.7378082
Shadow Gardevoir,Charge Beam or Confusion or Charm,Shadow Ball,40,1.56935013414158,0.85706335,1.6439680248462296,0.65857476,1.6233183772191928,1.1416003,1.5157829915924628,0.52059233,1.6025615057776825,1.1169276,1.4969533506895014,0.86772925,1.6265561721423738,0.6903784,1.6192738205748765,0.78115416,1.5042057254162098,0.7443638,1.5026677095007999,0.92526484,1.4290394573703256,0.5038141,1.5856672306557495,0.9535097,1.6079609075150731,0.7668474,1.6014142880988105,0.6076523000000001,1.6142979252519853,0.5848264,1.5550122116394058,0.8917297,1.6764255531561127,1.1483983,1.5814598218691223,0.88176227,1.632799825010085,0.7940312,1.476722746433095,0.82241654,1.438376192961282,0.8149454,1.469890323201759,0.84147763,1.6095766506355007,0.5451820500000001,1.5049219116197445,0.6877570000000001
Tyranitar,Smack Down or Bite,Crunch,30,1.4442875129884,0.8985388,1.4593822089174104,0.692492,1.4612647227904763,1.1947054,1.4722176709214922,0.5710627,1.578494010519294,1.2181405,1.274185413372992,0.9177902,1.4154611092285188,0.8068434,1.4736141567286334,0.8432296000000002,1.4428650838645445,0.82827604,1.4874498805687697,1.0208422,1.3997514620358273,0.6034845,1.4943490301128708,1.0331029,1.557129675073023,0.8017575,1.4402532186113968,0.64759964,1.5230084586646329,0.61916786,1.4828973601097504,0.9590595400000003,1.3682492801441732,1.178387,1.478836978104701,0.9353472,1.4980565568992654,0.8342628,1.4651212431073615,0.9424915,1.4441645880907683,0.929793,1.5210265774776826,0.9542231,1.631262425519494,0.5929394,1.408338765144376,0.77125776
Espeon,Confusion,Psychic or Shadow Ball,40,1.8742466515474654,1.0353537,1.7742762857485206,0.7180255,1.9130009146061033,1.3562002,1.745012509331726,0.59659994,1.7328371486446108,1.2103792,1.770336656404542,1.0412323,1.4626610820354418,0.67364687,1.7692199466233465,0.84514326,1.830591504521892,0.9140548,1.8208217027630678,1.1374688,1.5809166245238313,0.54769397,1.9006764952102109,1.1462501,1.9020764594956014,0.9187229,1.9144224593953703,0.7492481500000001,1.7629897533535748,0.6365959,1.7220140440433187,0.9942633,2.031788012379008,1.4498706,2.0438537188171546,1.1615487,1.950860351249465,0.9601144,1.866743827062011,1.0760025,1.8522925401110393,1.0643789,1.906696875668409,1.1132461,1.9993132832571272,0.6742000600000001,1.960293070297902,0.8939483000000003
Zarude,Vine Whip or Bite,Dark Pulse,30,1.391901180559236,0.89665586,1.4323944870697831,0.6895832,1.4083239588449317,1.1598985,1.5151654079667642,0.5805066,1.566717322049347,1.209703,1.2718600219395508,0.91406363,1.3882566625997703,0.8121655,1.4046939445795483,0.8255732700000002,1.4409919016210584,0.8157994,1.4756933349408328,1.0159316,1.459512433138829,0.6220553,1.493437837992543,1.0270238,1.5342216704636433,0.8159605,1.4743453228425643,0.6679017,1.602501131747859,0.6572658,1.5502395770273025,1.0020748000000002,1.3305264598194078,1.1694201,1.4622366436543106,0.9299471,1.4505230374181346,0.8370802,1.449542681277744,0.9297192,1.4491471713230875,0.91591376,1.4592144459029417,0.9308102,1.7015667953813738,0.61580974,1.4653723967661252,0.7972834
Crawdaunt,Waterfall or Snarl,Night Slash or Crabhammer,45,1.8019451271565243,0.9149638,1.872115273000144,0.72927994,1.739036219190908,1.1994438,1.7719872987443894,0.59065205,1.8270828690290468,1.2390875,1.6569059674670923,0.9521839,1.999545461862155,0.8485430000000003,1.8815892146301063,0.8755129,1.7010866777092166,0.8186613,1.7027013001091948,1.0218853,1.8017883164356032,0.6195852000000001,1.7767357725346216,1.0284517,1.922875624457015,0.8348504,1.7730198129607153,0.6731267000000001,1.9099925353766005,0.6458555,1.7690348225065373,0.9953434,1.733867301832656,1.1976271,1.770128648909876,0.9555579,1.8768489370781418,0.8986493,1.7156709169455977,0.97854686,1.708449278973137,0.9657568,1.84489948426443,1.0049640000000002,1.8009532675092583,0.5987646,1.7602164243985539,0.7985183600000002
Krookodile,Mud-Slap or Snarl,Earthquake or Crunch,30,1.5435639366535459,0.9496255,1.5793630497469315,0.7414264,1.5481843047915251,1.2566173,1.6194271921557821,0.6060137,1.6942136728803447,1.2975485,1.3744133994917271,0.98264265,1.4383219159528633,0.78786737,1.5981501138030583,0.9042397000000002,1.5282355489797517,0.86006004,1.547633333880875,1.0520499,1.5271204069688198,0.5910302,1.5819975198685183,1.0732129,1.7226157947887615,0.909201,1.5498656353252624,0.6984754,1.6765419164030775,0.67862463,1.6205232395647737,0.9661707000000003,1.4348994990401334,1.2393138,1.561072634943665,0.98756087,1.590438914185214,0.89046776,1.632791480843345,1.0279166,1.5789507044660744,1.0073582,1.7078503743386308,1.0806085,1.7336697632743394,0.6250509,1.530998986915997,0.83176416
Trevenant,Shadow Claw,Shadow Ball,35,1.557158854185979,0.88990366,1.6095878960738006,0.69226056,1.5725000793990886,1.1550637,1.6733174687774595,0.57199717,1.623476089259364,1.1806599,1.5239026648946006,0.9347365,1.6835061756401108,0.82333785,1.5838898888714672,0.8070449,1.5284079034857114,0.79002464,1.5553709265001117,0.9608603000000002,1.6583435597192486,0.61125475,1.640894131737557,1.0049675,1.6022910646101385,0.8064646,1.5766118437103778,0.6473203000000001,1.7044012380181843,0.6347363,1.6754086265213677,0.9466615,1.5440039068193494,1.1706145,1.5970652932856537,0.9227827,1.5490027665161488,0.8044516,1.5959122779596677,0.9380283,1.6258565611469609,0.9291436700000002,1.6008082629759577,0.9370439,1.6676950785473525,0.59203357,1.633906229421836,0.79055846
Hoopa (Unbound),Confusion or Astonish,Dark Pulse or Shadow Ball,35,1.297158712767486,0.75128275,1.406066130479526,0.5928742,1.3180181466188026,0.9972943,1.379029573183907,0.4931109,1.4291155419814137,1.0315185,1.176847149812811,0.77735883,1.1887480619351016,0.61393404,1.4274524622195361,0.71286225,1.3108821175995566,0.68019605,1.2710865349861846,0.8260528000000003,1.1959124629305917,0.4530872,1.353441115648472,0.85718894,1.3703640025553743,0.70216507,1.3436914502560986,0.5463161500000001,1.4137470839540103,0.5367855,1.372906707402587,0.8261588,1.2915224935186733,0.99157995,1.349347343246672,0.7845672,1.3934412356262817,0.7075264,1.3238777491651077,0.8138166,1.3142187606558327,0.8058441000000002,1.3809942038063336,0.8267356,1.3742486128395606,0.48932707,1.3091511570133667,0.6598854
Espeon,Confusion,Shadow Ball,45,1.8443218219002877,0.9851768,1.7614091713230755,0.6961425,1.8920184228493189,1.3143543,1.7730048584625695,0.5689177,1.7386907857266671,1.1886305,1.7702546652604478,1.0167893,1.629184064635608,0.7131268400000002,1.7816872745958612,0.8203071,1.805765192047772,0.8753354,1.8979905177968346,1.1060277,1.5398501158320315,0.5201791500000001,1.909949443422783,1.1153103,1.9291483811039676,0.88361007,1.8703323190656926,0.7193271500000001,1.779299718320591,0.6209498,1.7400009938691805,0.9460477,1.9970738713286416,1.4031689,2.076294422302638,1.1344353,1.903064790480609,0.9156919,1.8189948897663828,1.044952,1.8430660574147368,1.0323792,1.8936580316852236,1.0552555000000001,1.8792631812898781,0.62849385,1.8827513008881747,0.8657244000000002
Krookodile,Mud-Slap or Snarl,Earthquake or Crunch,50,1.5713495101089636,0.8211786,1.6242590218266497,0.63217866,1.6331379147382195,1.1023043000000001,1.6267940224383055,0.5237393,1.701399301121646,1.1206431,1.5158428536677349,0.8456059,1.5678511691911254,0.68469465,1.6437933949367902,0.7658669000000002,1.5804577970388474,0.74229586,1.583261268783739,0.9138919,1.476285696090829,0.5128335,1.6323284901366475,0.92482805,1.7011483130853644,0.75567514,1.6299387578988391,0.59529436,1.7170682188787236,0.5792876,1.6288068973540717,0.8269523,1.5473711392352552,1.0969267,1.6526708124626768,0.8634901600000002,1.6019560653885543,0.7612030000000002,1.6761512232470006,0.8795386,1.6082396132841899,0.8647951,1.6565498826121077,0.8956446,1.722823187506743,0.53603977,1.6077834396803834,0.7150299500000001
Shadow Shiftry,Snarl,Foul Play,35,1.4608267670025128,0.80321956,1.4990505465705974,0.6162842,1.3982432600120192,1.0349594,1.4698932599645642,0.5107145,1.4963430189796418,1.0475407,1.2758999530644786,0.79981536,1.6935251171498025,0.7644147,1.4962297697447442,0.74699,1.3332179705677392,0.69794184,1.3057377814103959,0.8552353400000002,1.477958449443011,0.5419237,1.4594670723825034,0.881666,1.6422936323133555,0.7683767,1.5176037949722059,0.5851838000000001,1.5671165342298583,0.57538134,1.5213256812861071,0.85923594,1.4032584463601707,1.0460132,1.3963300759796182,0.8034671,1.4104033686402517,0.7198637,1.4073902653384598,0.8537699,1.5387476117509906,0.8448384000000002,1.4900515402133525,0.88302964,1.4530884455027495,0.5191294,1.4644105716324227,0.71410483
Shadow Banette,Shadow Claw or Hex,Shadow Ball,35,1.3872244258021147,0.7464479,1.5795823323725302,0.59306604,1.3745199784912498,0.953377,1.606044712695006,0.47545764,1.385131736893963,0.94903105,1.3376844826741552,0.8116202,1.455400918471959,0.6767282,1.4256729540642716,0.6859779,1.3474580126285933,0.648473,1.3247309811486017,0.7862327000000002,1.6047688108926528,0.5177662,1.3870563122177586,0.81377226,1.3600841011713,0.6827271,1.501988343493896,0.5382693000000001,1.4153655386244073,0.5073991,1.4352397260953371,0.7661244,1.4368872673861144,1.0004133,1.3505422368174236,0.7383539,1.3821661221059018,0.6918757,1.3282333972660145,0.7653082,1.3105783254387318,0.7635759000000002,1.3707274316351237,0.7786486,1.2878003501987463,0.45656487,1.3600202760945994,0.64795095
Mega Gyarados,Bite or Waterfall,Crunch,45,1.2509495540719968,0.69023216,1.3203405262667134,0.541809,1.2883819558849015,0.90534127,1.3260743519542437,0.45520157,1.3771618007577446,0.94552076,1.2272158420192143,0.72748,1.335049487906549,0.6289349000000001,1.3063500699184836,0.6300768,1.3067385762466721,0.6315043,1.2631129882403545,0.7631972,1.2987418743209582,0.4749965700000001,1.3718198523255831,0.80227846,1.3445297231794424,0.63464606,1.2916215302461584,0.5066674000000001,1.3696379717177685,0.47495008,1.3115911878855333,0.7474973,1.2509014690837923,0.9136067,1.3616887680389411,0.7423104,1.313270478645041,0.6457305,1.2923869848801632,0.7488152,1.2886980673981296,0.7396991,1.303298723626495,0.7497487700000001,1.3673270481037905,0.4631913,1.3209827083757006,0.6189647300000001
Haunter,Shadow Claw or Lick,Shadow Ball,50,1.8769556153323514,0.89074445,1.8491476617975269,0.62171847,1.7090513887915755,1.0399672000000002,1.8621230123045005,0.5015024,1.6699569611145308,1.0331038,1.9114304245611267,0.90565544,1.8271038470781977,0.7153317,1.826821251362493,0.7581619000000003,1.6674095202754986,0.72234297,1.8156852433601833,0.87971133,1.9401431937482376,0.5510972,1.7558803526729614,0.91334605,1.7646524927853773,0.7363197,2.0014890181777694,0.6006809,1.661697749973276,0.5342851,1.7452314661652286,0.8283178,1.7920355466616442,1.0778279,1.6827454898814762,0.8051836500000003,1.8571545666071776,0.7312881400000001,1.7714934862685336,0.84838593,1.7662022153181145,0.83500963,1.8285555317778124,0.8387978,1.587451923076923,0.485886,1.6789914224187201,0.6912226700000002
Shadow Mewtwo,Confusion or Psycho Cut,Shadow Ball,50,1.2125657408054151,0.6267404,1.2026132634303017,0.4618292,1.2481971997288395,0.8333278000000002,1.218338509627076,0.392509,1.2209083894994408,0.7998665,1.159325604978822,0.6576513,1.103414090187614,0.4799937,1.1668214420834515,0.5448569000000001,1.2211090042932777,0.5864151,1.2309674410321236,0.7065422,1.0773064291627625,0.3553751,1.243620661558016,0.7136038,1.2543444991977288,0.5817434,1.253636778665479,0.4680307,1.2334417325912999,0.4241412,1.2017995618477884,0.6616345,1.212554434216817,0.8597828,1.351319534772224,0.7188675400000001,1.2248131300991116,0.5940771000000001,1.216327995921797,0.6688128,1.2129955037533047,0.66575074,1.277480828616074,0.6771788,1.3772167304995147,0.43893543,1.2314179030827743,0.5411610000000001
Alakazam,Counter or Confusion or Psycho Cut,Psychic or Shadow Ball,30,,0.9991828,,0.7837149,,1.3041441,,0.62617457,,1.2740297,,1.0730395,,0.752334,,0.9028421000000002,,0.89697754,,1.1221652,,0.616297,,1.136654,,0.9180809,,0.7301322,,0.6654483,,1.0236901000000003,,1.3244998,,1.0230445,,0.93515587,,1.0898498,,1.0775826,,1.1053241,,0.6485791,,0.88194686
Shadow Cacturne,Sucker Punch,Dark Pulse,45,1.5133591718970323,0.7605133,1.6931417106617757,0.5962863,1.4435341775636927,0.9757961,1.515233539995594,0.47900197,1.5743402236089443,1.0384902,1.3888466068477416,0.77653605,1.8267160401000775,0.7236555000000001,1.5909688096500372,0.7201914,1.390585023208822,0.6763075,1.4228396427082068,0.83643425,1.694155221943909,0.5300509300000001,1.530787829100825,0.84997755,1.6972674651684185,0.7256778,1.621878458438267,0.5634900300000001,1.6501549177224686,0.55385077,1.5796348957969946,0.83021593,1.5060610057960708,0.9978354,1.4703773681947911,0.776964,1.4545273663854559,0.69275665,1.435045720907852,0.8063144,1.5870898308069203,0.796059,1.5312455665012952,0.8436551700000002,1.491141327000253,0.4972785,1.5372301216240678,0.6859171400000001
Mewtwo,Confusion or Psycho Cut,Shadow Ball,50,1.4815745170938,0.7516,1.4141399902586307,0.541642,1.5158195247171833,1.0322114000000002,1.4340684020811065,0.46485052,1.4490565257451424,0.96064097,1.3724125244364067,0.7805336,1.2961962811871022,0.56371504,1.387166959307349,0.6622892000000001,1.4784581086123691,0.69421476,1.453222212328147,0.83609885,1.2564702528785827,0.41459215,1.5229199037131134,0.8673885,1.4972039132216395,0.67933875,1.4665808813295105,0.54654795,1.4542159847729907,0.50341725,1.427100066734652,0.78994143,1.4828106397519587,1.0489872,1.587289377682773,0.8448682000000002,1.450826211036006,0.7109841000000001,1.4980842400866967,0.8039088,1.4964216437351654,0.7970093,1.4736058080097356,0.8217991,1.641840408889848,0.5206433,1.4770402552045205,0.6656149000000001
Shadow Sharpedo,Bite or Waterfall,Crunch,40,1.3873465983341262,0.7440131,1.6378520019112786,0.5998592,1.4244379742602886,0.95831484,1.4124237904096153,0.46799675,1.397159168749544,0.9670969,1.3390932323917166,0.76881444,1.6216882224205844,0.70532763,1.6979401501840001,0.74463946,1.337192186765604,0.6507168,1.3518580774279734,0.8243696,1.4856378237360464,0.508208,1.4316954657988752,0.82578796,1.5190246318119631,0.6921683,1.5617722756248895,0.5486470500000001,1.6393570976703529,0.52516115,1.4064243102077514,0.7933276,1.4138213728056426,0.9740216,1.3717348502590072,0.75725853,1.7734949299885456,0.76508,1.4118149134910793,0.7732852,1.385984712551976,0.7646519,1.4775603196252944,0.82808286,1.4160932752920838,0.4813791500000001,1.44311038393262,0.6639589000000001
Crawdaunt,Waterfall or Snarl,Night Slash or Crabhammer,30,1.7271674768858676,1.0397176,1.955375260642336,0.8340944,1.7120248508388203,1.3688552,1.7835368227992445,0.6593105,1.8202792522450921,1.3842157,1.547831074196392,1.0557191,1.764410576762301,0.9725071,1.7752441387662528,1.0091820000000002,1.6346987836299358,0.9165274,1.7032055670728703,1.1226962,1.7899017488202313,0.7103497,1.7700303546058693,1.1641743,1.8807450175105627,0.9558154,1.8802434833925334,0.7732925,1.8530024067225659,0.73201096,1.7992191080750046,1.1121435000000002,1.6891263811489643,1.3748475,1.6775000766782195,1.0505457,1.9916606127187375,1.0431385,1.7333565516616685,1.1097071,1.7403230486770143,1.0960553,1.9111208523651064,1.1691507,1.8637881043213578,0.6740639,1.7798050774109937,0.91938454
Darkrai,Snarl,Dark Pulse or Shadow Ball,35,1.2584771332332942,0.711791,1.2932692393585776,0.553017,1.2494181573059542,0.93533456,1.252424857031734,0.44869033,1.3026801574158453,0.94471323,1.1181457150397531,0.7313622,1.3049712470813652,0.64041597,1.3454943676677162,0.67573905,1.2228640558305286,0.6410695,1.1856185910701185,0.7809491000000002,1.230135859075307,0.47757718,1.2509259864456723,0.78527826,1.3264239145240129,0.656838,1.244659701820846,0.5180422700000001,1.3093416772705517,0.49483314,1.275392091061955,0.78197443,1.2191126759842303,0.932622,1.260272569373778,0.740787,1.3089886297924243,0.66103494,1.2288469891526634,0.74884224,1.223263424805463,0.7397968000000001,1.315688673508996,0.77161807,1.281693045439259,0.45359933,1.2252503022746397,0.6174133
Mega Gengar,Shadow Claw or Lick,Shadow Ball,50,1.0,0.49773866,1.0,0.38284522,0.9999999999999999,0.6409237000000001,1.0,0.30684468,1.0,0.65559125,1.0,0.52712536,1.0,0.43952888,0.9999999999999999,0.44882607000000013,1.0,0.44648153,1.0,0.5410524,1.0,0.33010778,1.0,0.54685366,1.0,0.44620115,1.0,0.35325608,1.0,0.33590725,1.0,0.5318689,1.0,0.6552634,0.9999999999999999,0.5075310500000001,0.9999999999999999,0.4586839400000001,1.0,0.51236516,1.0,0.5105521,1.0,0.5157375,1.0,0.3128359,0.9999999999999999,0.42953180000000013
Weavile,Snarl,Foul Play,50,1.4406139274465979,0.7053325,1.4372933066428806,0.5515879,1.4152532676226672,0.9397250400000002,1.4053568735964381,0.45365268,1.439213249794589,0.94778913,1.3106851764117955,0.7262347,1.5811259030428417,0.64574724,1.45952076492054,0.6810961400000001,1.3666577550795713,0.63687176,1.3556012000864188,0.77798766,1.4146040338060972,0.47913742,1.4208004737937887,0.7929551,1.4881523202598101,0.64332235,1.4225260696489714,0.51816046,1.5451527855664313,0.5060361,1.466349212845644,0.7780263,1.392733856227602,0.9441641,1.4507213535107384,0.7412288000000001,1.4266151340029842,0.6615982700000002,1.3991861092241342,0.7462929,1.3961139306458774,0.73925,1.4617400569317913,0.7740422,1.4897113361743446,0.46317455,1.3996963068096429,0.6209606000000001
