Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Kyurem (Black),Dragon Tail,Outrage,30,1.155566274478863,1.073266161041211,1.0878124819818622,1.0744459615436672,1.1161686979263052,1.0941453392569958,1.0988749157576312,1.0933853157276907,1.109848408017672,1.1098806255003026,1.1786859701110834,1.0670274574709442,1.163783881933393,1.0461838143416549,1.172592160124072,1.026044409385274,1.1120838932534016,1.16179823814941,1.2044773755407479,1.1020321546229985,1.1426683780187343,1.1460496435352872,1.121043384101371,1.1198946939007624,1.0928986003790173,1.0956769173994876,1.109385640623313,1.098527672009438,1.149546379545805,1.0805501891790705,1.1003334140774395,1.0910147564777453,1.1909982939699573,1.1003946136042209,1.1367482987336877,1.1413572115745634,1.2080872804008604,1.133220444744295,1.1746534101714432,1.1294947258304084,1.114361355768695,1.133443491657594
Reshiram,Dragon Breath,Draco Meteor,40,1.3162775482814477,1.1263386689552786,1.133000887913432,1.130434467864462,1.1696015060710392,1.156047809583991,1.2008349246168701,1.2169225986840178,1.2301387238574941,1.2019394641520362,1.139676530868653,1.1039923541265435,1.1324739423207033,1.1009382263206833,1.3781605748493948,1.1387261677272755,1.3110832470803218,1.2667753984455898,1.2733401759651792,1.22787990364047,1.2803283783436747,1.2856220745549234,1.2440159779146935,1.2099458841372068,1.1695414248766707,1.1558973043442533,1.203819612406572,1.2070206441970985,1.403157555271646,1.2231986380489683,1.1953374545650288,1.1862010291919485,1.2353197088541967,1.2006654913443684,1.1854049707694148,1.1807131825839365,1.248951138189573,1.27073369964817,1.1906992270058194,1.2041735336335226,1.2893578677396615,1.2894793134212459
Latias,Dragon Breath,Outrage,30,1.6152805609407352,1.4539627499412282,1.5054742256578686,1.4671715968029813,1.5218266047530422,1.4938985949635064,1.5386631207367358,1.5406999636637144,1.5612558591713928,1.5643309542082493,1.6939944973330991,1.3970456885332503,1.5673719346158534,1.385289305453624,1.767077998551048,1.4414489101957406,1.5931974841812886,1.627059775488665,1.6682138439019571,1.5346839646569512,1.6235277192390316,1.642536515162394,1.6126345582503956,1.5445709187101206,1.4905981682793692,1.4984168735400023,1.5045799893211032,1.510797442908964,1.542187501330774,1.4700123330495518,1.5195363975393397,1.4972422933689393,1.5351257365820534,1.5194573038699286,1.5416102776748593,1.517366187938462,1.662673916644933,1.562469557929954,1.5707286746967153,1.5289778963548541,1.618903080926818,1.58517100430496
Mega Altaria,Dragon Breath,Dragon Pulse,40,1.5070463782070893,1.472664665741346,1.5187703941102948,1.5050870858173404,1.5807551190682414,1.5610675256482618,1.5178456967475813,1.516780633011055,1.5980758191047315,1.6133681090318859,1.6034016447676553,1.4332540375228948,1.6034839392517082,1.450776675116358,1.4751459335072765,1.4021545904359094,1.600993889955501,1.6452307807418294,1.5780967787651488,1.5792697751045832,1.5714362831445623,1.598899448282874,1.5544780412355872,1.5451887663467905,1.5631143058570987,1.569652326171512,1.5674731327846407,1.5666134304192012,1.5034318061817953,1.479289800312011,1.790033026308793,1.5404747884734178,1.5943689434188135,1.5811986523722192,1.5866551059835912,1.5741534884992106,1.615171334950568,1.6159498763496116,1.6179894137493034,1.5970351347261136,1.60239086087586,1.6724674763382041
Mega Altaria,Peck,Dragon Pulse,40,1.8479707521665063,1.8113978272140872,1.9837377816316164,2.0204597339134955,1.8356495633884085,1.8511026261401975,1.8175353720196077,1.8930556917118917,1.857141408333243,1.9062505454094334,2.0509490539198056,1.8126001641071738,1.9372001186764964,1.8164403762461956,1.780357219298297,1.7794417625195986,1.926447272259117,2.032186761056998,1.86982602396095,1.9010724607994531,1.9370909355816404,1.9880974904653614,1.8659957386901043,1.9176725808183717,1.9045276861065201,1.9316661639639294,1.9073065839782681,1.9306675544824967,1.8371870126079468,1.8412057621298075,2.2748627842537177,1.9305858674181775,2.0596667748168946,2.0883919592081344,1.9463967224172147,1.9685595530993476,1.896361698224386,1.9105478579847834,1.9164985049610141,1.892230297340307,1.9520109476146008,2.027921062326577
Mega Altaria,Dragon Breath,Outrage,40,1.3950585484006017,1.3500256019682921,1.396312261061333,1.3863966074845029,1.4465439437415988,1.4240481815538097,1.4010910381760022,1.3933899240959848,1.4743389873521617,1.4960332873106044,1.49193780495291,1.3030761173933425,1.517093086116696,1.3370482544629119,1.3683586301351294,1.2805901093247938,1.4672369406090422,1.5052652538443845,1.4377944670196734,1.4552121093993684,1.4430925298853328,1.4703299663582003,1.4317110637318913,1.4175116713692095,1.4247369282636968,1.4380712739865955,1.437909303431156,1.443872206211261,1.385257574464851,1.3594451936301803,1.6587763919988499,1.4061377993357975,1.467150286806321,1.4561204333015005,1.458737144260679,1.4509655242988828,1.4813991066810095,1.4814327674667422,1.4931296940540875,1.4604855694293883,1.473623785311771,1.526704939335223
Mega Latios,Dragon Breath,Dragon Claw,35,1.1085804735075984,1.0349264587486273,1.0317132477530313,1.0495475781048509,1.0490667384477212,1.0430398845192705,1.0343096091740605,1.0608924649826852,1.0261348879487275,1.0345089098085016,1.087579194031138,1.001229847964028,1.0655462300773244,1.0000040181463834,1.098138600179465,1.0043520110883573,1.0651478525620028,1.1010498892805818,1.1176990348563651,1.0823781081645407,1.1224163711195188,1.161617112402603,1.1156896641263456,1.1074805798332934,1.0379877017442039,1.051454775565167,1.0588481275298491,1.0789615445252665,1.0805283456985302,1.0387059962207772,1.054632709503056,1.0528752451043142,1.0823107135232735,1.0899751719900952,1.0798376138552008,1.0768020942962215,1.0903511073312677,1.1122001889140505,1.0519029576220171,1.0703984746626258,1.1277242011656161,1.1187476553628721
Mega Latios,Zen Headbutt,Dragon Claw,35,1.347859095783565,1.2590972025421627,1.2293492069164567,1.2822793900645968,1.2477345799375528,1.2730386957688065,1.0759836143181165,1.0935632825323571,1.094021982417651,1.1021170376708695,1.3018559340376672,1.202369995618003,1.2827437119810048,1.2106039751847966,1.3162978473732432,1.203860766925017,1.4258810438508382,1.5370373915660744,1.3137801056634286,1.3026687612353849,1.297929868456843,1.3521311102527565,1.3086929405928658,1.3173964439892947,1.3852472217968506,1.430308866574009,1.3903423761110025,1.4467304963629986,1.312635566727349,1.2499095073698951,1.0930199017810311,1.091066616513417,1.2640049340020274,1.2853413327758023,1.2925714591995479,1.3089280626972766,1.3949604839955634,1.4585354704019835,1.388404285911989,1.4482268970166103,1.3296645214516731,1.3331242759920436
Mega Latios,Dragon Breath,Outrage,35,1.1062314627257883,0.9786607996831153,1.004401893161741,0.9904353926362167,1.0180424774003378,0.9926415329445646,0.9945659238256273,1.0077996493729966,1.007668421253727,0.9983332287719573,1.160088396118948,0.9515868968301996,1.0903741936829092,0.9537769272821931,1.1006532679646372,0.9532983813896975,1.0189331581166265,1.0510013633625543,1.0886367100525858,1.0299645259760932,1.0672491133585562,1.0934229469671282,1.1027953478546229,1.0596571635899807,1.0049222356367382,0.9950493421487139,1.015933846749548,1.0215043741755514,1.0565769191864867,0.9817138505051229,1.0363902526765358,1.0056495272531052,1.0295117843942527,1.0262128962349388,1.0356791183407736,1.0276914210397414,1.0727969041591083,1.0553017495542403,1.0253859191708041,1.0146696597241336,1.0694667952258519,1.0553500811461134
Shadow Latios,Dragon Breath,Dragon Claw,50,1.0223574924401735,0.9479281224740197,0.9598762743076944,0.9629754322199144,0.9536428453768423,0.9644507224108673,0.9446247293980103,0.9732928020359493,0.9918298256529465,1.0022278648677079,1.0088497013211202,0.923198649758629,0.9826504584053433,0.9214316633844566,1.0490693290525515,0.9285918225334554,1.025329083122143,1.0725362507078953,1.0631148221757978,1.0259071944497224,1.0303108472922256,1.0650514689658461,1.0259807956716709,1.0237418690499045,0.9802207804831212,1.0088873623082626,0.9723367199772854,0.989934588459755,1.0466992572064322,0.9973895537762693,0.9768551943077375,0.9806168193255438,0.9920380059253586,0.9988987783678476,0.9947302955907927,0.9995329969909262,1.013379231615782,1.0044918017631015,1.0204675938240602,1.029988469351932,1.0451418277204818,1.0326864252642025
Shadow Latios,Zen Headbutt,Dragon Claw,50,1.2426423525793582,1.1570713964827082,1.1510392900036812,1.1796174391561105,1.1415105746101757,1.183674056084988,0.979774569794855,1.010726773195384,1.0523435742160137,1.063995901823,1.211579411537928,1.1077577280226274,1.1795220925290062,1.1235070142718042,1.2790467386330928,1.1281998629131857,1.3177185084590013,1.4070672026443158,1.2502249477089773,1.2267475561946442,1.223196594626012,1.2806866511918231,1.2008438963327215,1.223446298542192,1.2670830490732308,1.3391352304372037,1.2929237881949505,1.3544187483157633,1.2186314468264803,1.1686084735971187,1.011173211862688,1.0104480247562742,1.1620999528572786,1.1901787161085906,1.1945406286868805,1.2242662546898202,1.340074814844996,1.358544141544483,1.3138185616618432,1.3590715316282194,1.2358046306551722,1.2385025054062349
Shadow Latios,Splash,Dragon Claw,50,1.532513392727753,1.4140816964443859,1.3934125867145575,1.4461564390598098,1.397345758702883,1.4730259023734522,1.3554979090576222,1.444920419065462,1.4426406165756354,1.4944770366708537,1.5219028700488264,1.3808503538414905,1.4588781813130998,1.4082641976858516,1.6687042202823956,1.4033341301970232,1.4324266126356608,1.5480116785377624,1.5411942220069352,1.5297856708442155,1.4702557541942187,1.5684934773482568,1.4761857540091068,1.4995931146970074,1.392776694585723,1.4626855039144766,1.4072950590401216,1.4812805203174635,1.4964371329349637,1.439886566204358,1.3953093582419054,1.4432596067433803,1.43513687005401,1.4909506552029872,1.453128508879735,1.5035996821903006,1.4709778877076192,1.4850844973622561,1.440125668960981,1.4779532221241727,1.495694181731951,1.5233068501187614
Shadow Latios,Dragon Breath,Outrage,50,1.026793305165801,0.9065242852381304,0.9580068487148349,0.917250872785206,0.945907185765462,0.9235476307167944,0.9208830862549691,0.9279692484980212,0.9569507449880116,0.9616468086531537,1.1030267429271527,0.8776689984215889,1.009887355067089,0.8900738861100933,1.146674781662342,0.8896380475978442,0.975472412706771,1.0094417262475481,1.0477251306289985,0.9679743197857039,0.9866370936084774,1.0021692383242935,1.0125128686436067,0.977858002081542,0.9504115254266315,0.9527799066603542,0.9393359958314008,0.9443122373164626,0.9981554783875042,0.9433251358491646,0.9512960741952997,0.9344721534584408,0.9500218260143308,0.9487359651195304,0.9553398300409768,0.9533378199821919,1.0412297055451671,0.9574098247715669,0.9972295314044489,0.9698297403184628,1.0013462361515992,0.9806535144269763
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,45,1.330995962859434,1.3237322597681973,1.359761243712992,1.3485690074726553,1.3701179192392885,1.358564669781575,1.3836087322155386,1.3771079165343507,1.353218800103964,1.3896681646459592,1.2867765429972053,1.2948183998849592,1.2949399808388717,1.2976088988258978,1.2678702185354742,1.2916381503579253,1.346423709803945,1.416507523785955,1.3806475356495904,1.4012306850858312,1.3982799653886206,1.459552798338402,1.3971144159592093,1.4397217576599124,1.350765518643014,1.3508266446236603,1.357672314835781,1.392359161168058,1.3660304519160613,1.3278610237608472,1.3342086519607361,1.3492500316740093,1.3806742584942326,1.3988733514285934,1.356354960142443,1.3879763707091113,1.4253304754929832,1.4186961207676605,1.3558467104981293,1.3775111368923099,1.3983739810032432,1.4547086035749397
Mega Ampharos,Charge Beam,Dragon Pulse,30,1.6822417844249864,1.5425886830444122,1.6030110853827895,1.6303626119775478,1.6233504238551715,1.6353966442480286,1.583229114386125,1.6216678215516909,1.6386370636901424,1.6592203086180115,2.149997536055892,1.5858430692757002,1.684598640389582,1.590167041947059,2.0442542604161735,1.5899763854552664,1.6234924457700841,1.6966080099350358,1.722967392928261,1.6620783121566216,1.652291012309471,1.6908463278867405,1.633383065064755,1.6743189224107442,1.6033504142947705,1.6016500917481837,1.6007965551986252,1.6306127042162337,1.602145851424553,1.5016939969857,1.6075518058780398,1.6424666733625195,1.6156899096572028,1.6552457943585264,1.5883975225136577,1.6157063194971015,1.746067427465919,1.648960972723285,1.6948067699483136,1.6705313807157383,1.6315394233114113,1.675866423887504
Mega Ampharos,Volt Switch,Dragon Pulse,30,1.7077535319444936,1.5624407753209908,1.6445586231117182,1.6573526925004933,1.6331379259280898,1.6504936364875031,1.608858065887378,1.6590882748307962,1.6187564476239489,1.645634578274096,2.085824324183675,1.6078897402004586,1.7372586207158687,1.6264463969498577,2.2098974872611388,1.6754973335960068,1.6323349528935318,1.7332436875763406,1.7551915480042393,1.6844763631994577,1.674277256854274,1.7090719653592712,1.6706278746628773,1.7102826836523755,1.6174825861555209,1.6328994056750963,1.632849544385174,1.6828210432395108,1.559771052268092,1.5002472671977205,1.611233408891436,1.6804358343656107,1.652977027936196,1.6998950587593784,1.6169667853839025,1.6452186100345325,1.8308850325428963,1.72559536157475,1.729524685172622,1.7076986879225937,1.6701620448248338,1.704163637957902
Mega Ampharos,Dragon Tail,Outrage,30,1.2387421785181774,1.1111861581106715,1.163744246877149,1.1168010686976435,1.2018020384759516,1.160016489059706,1.1945653093765212,1.1712112719012704,1.2191045898355966,1.211802117674473,1.4118257953282345,1.1275645463082364,1.2477812230064727,1.1285395254199888,1.4510424384654501,1.1224351613718482,1.174355259835405,1.2213781243627626,1.2760513958891344,1.1759522697831526,1.226797771329053,1.2167772948513214,1.2239957053215147,1.1934032295625023,1.1817080912852296,1.1584501111335919,1.2031693632648373,1.2119125452881279,1.2332280019993798,1.157211186727741,1.1591318630028538,1.1680077409308942,1.1508441229414559,1.1474405140063118,1.2057888560876273,1.1948386084477838,1.355896702649409,1.2182050352398954,1.260616687785126,1.2325394210387939,1.2119758973406998,1.2029195939042212
Mega Ampharos,Dragon Tail,Dragon Pulse,30,1.3140196136840105,1.2085879105573498,1.2456173899097205,1.2096929130723215,1.2995321629102092,1.2573616561604914,1.2790517262807983,1.273202785241938,1.3150751874911262,1.3052155057130606,1.4608101724357296,1.2150908505046518,1.3346246063031033,1.222297649949078,1.477057885031859,1.2182757935768924,1.2878988824899977,1.327931403666261,1.3648413461426507,1.2715538715701677,1.3307379341031622,1.3228489085413693,1.3242463457281979,1.2944997754669898,1.2743092149283308,1.255697401435267,1.312786346582476,1.3221788283246796,1.3168382323433911,1.2620373484439449,1.2552817476963312,1.2617582127587503,1.247029420658947,1.250177566017263,1.2928456465722995,1.2935361565139356,1.4283036639274063,1.3153904713192528,1.354018635820462,1.321890107776576,1.3101408153926344,1.3044619843544438
Dragonite,Dragon Breath or Dragon Tail,Dragon Claw or Outrage or Draco Meteor,35,1.3012605447100538,1.2061194440508434,1.2694533564040265,1.2334582726823595,1.2715929219246074,1.2316997597171107,1.2156676701737745,1.2331981824595448,1.2560737973751477,1.2415838548430236,1.3141121973942091,1.2138927576823548,1.2908364759943989,1.2034550411773126,1.438757627141127,1.1847345323052152,1.2490053167451216,1.2934965902470545,1.3351620364989478,1.251541236505027,1.294771868348879,1.2924341851834575,1.2587836350096664,1.2470893542684418,1.246460318352488,1.2384325913890346,1.2584815764765092,1.2536444254348895,1.2718461734004622,1.2085286366777388,1.2199666388985717,1.2278946597948837,1.2714953171441137,1.263249566511104,1.265242938414774,1.2562482658754268,1.3684947558460667,1.3038534567610403,1.309765728423494,1.2662244170488381,1.2737783862029897,1.2793996247907393
Latios,Dragon Breath,Dragon Claw,35,1.4035901728696425,1.294406130946822,1.318291501006008,1.3103797574701956,1.3153800276241205,1.3313296663863337,1.2920098434746763,1.311628030386184,1.2931822523652492,1.3030073109628593,1.4558588661311553,1.2410163217180317,1.335180033591704,1.232333567833804,1.452149397402487,1.2335830488267365,1.3219893864154244,1.377123400440606,1.420630829158583,1.3616757369532064,1.3395650936587908,1.3732965661675338,1.3740485545878405,1.370052900964141,1.2915896936313012,1.3243165527789136,1.323734774093015,1.345534998969085,1.357736893172705,1.2966112695626277,1.353628594179466,1.3397873475954998,1.347685468761425,1.3526304940285272,1.3410134690566724,1.3517738198290008,1.3647228864180645,1.3435019068240497,1.3457573163826742,1.3557105372739524,1.386895041545834,1.365245867758511
Mega Charizard Y,Dragon Breath,Dragon Claw,40,1.3851034685836476,1.268322062697449,1.2830448502575826,1.276640423506719,1.306243241639322,1.2792899887429212,1.2368355535893183,1.2712329172675,1.236428986866305,1.2618925907808942,1.2853889282671527,1.2094921747471643,1.2126659358708183,1.2074030328968903,1.1780422675268931,1.1728862485868317,1.3004893339874104,1.3475732035296495,1.2768709102668117,1.2800487754040775,1.3626426658099424,1.346574998571835,1.3053540842096307,1.3166211530069682,1.310378417190557,1.3057805318579774,1.3025850620872415,1.3296763676053345,1.370434819029018,1.2940166548523164,1.2241745228056147,1.2405778520886137,1.3783348514783815,1.3163529207726703,1.310109898721376,1.3268324981379582,1.3234877000076322,1.3352124600543165,1.3219035771516245,1.3322553620903976,1.2826721786220934,1.3457808144434191
Mega Charizard Y,Wing Attack,Dragon Claw,40,1.5269207111872551,1.4144146025415187,1.5334792610247805,1.5655105201453676,1.4146558974132382,1.3979142513432605,1.3395195510723115,1.3958324151508628,1.3641919897809731,1.4040920448289997,1.4089965608862893,1.3352835309338624,1.3092236224436715,1.3206581267662196,1.279494098333288,1.2910668877186238,1.425798435332606,1.5050206483240631,1.3961822559122794,1.405846479301277,1.4986054297518452,1.482749812242177,1.4170508558455777,1.447023604047375,1.4263760337327958,1.4296293752332647,1.4107614017637216,1.4497611067569525,1.514839864492265,1.4297070533750957,1.3404470203783683,1.3727489298123652,1.677012466916502,1.6111951837261709,1.4212236239486573,1.444069358084021,1.4443284730123231,1.4680386444434472,1.42507304130783,1.4447558976290509,1.4013138551245248,1.467703207354196
Mega Charizard Y,Air Slash,Dragon Claw,40,1.5597667081021374,1.4771233733089015,1.6140869859481084,1.6771554000425475,1.4334723567449388,1.4306930747982867,1.405059373937806,1.4630229276097957,1.470189559554465,1.5242612267077744,1.4510275708973366,1.379860528018974,1.3501595204114236,1.3667786281526975,1.3271317952493216,1.3516172519463447,1.4866168638586446,1.5741522688684209,1.4471599516805174,1.4752511968852244,1.5770822250861223,1.5732965137578137,1.4556878053549067,1.4923526007173307,1.474561480301811,1.4880672247319908,1.4550558795988393,1.4960677280264394,1.56667424341523,1.501022911155801,1.412715818164273,1.4472375340618684,1.8537130680137555,1.7907124062519404,1.4676514179865323,1.4938806243016514,1.5134825149022662,1.5337726522610227,1.4563642180657914,1.4606724454498015,1.4542201448697532,1.5178449921580357
Mega Charizard Y,Fire Spin,Dragon Claw,40,1.8799006534942662,1.7659870907307993,1.5402126597786634,1.5862320348175036,1.5745112673392565,1.5799849270878146,1.5000687345113441,1.5767155069917327,1.5664516475964014,1.6380395308040172,1.3812005100364302,1.3129345489357354,1.2771284067093922,1.2911422895137459,1.263997078694238,1.2804929101046816,1.5983126551507703,1.7021297248808487,1.5766539473078403,1.6179454611139,1.6721700192291262,1.6787482252758454,1.5886565241820054,1.6428346593431227,1.5767484512853718,1.6013429587470684,1.572079046623359,1.6297290552973915,1.8893590636842166,1.7820270138724636,1.514450240952229,1.5574384030785169,1.755382647877677,1.6994893116832008,1.7413108473743064,1.7958804143271925,1.5947329815514077,1.6287351838251187,1.597835129301377,1.613449186397349,1.582934559189707,1.6650420726146216
Mega Charizard Y,Ember,Dragon Claw,40,1.9173504257333596,1.7814890120860611,1.552822692451043,1.5837119043359815,1.6000712972965079,1.5915055459923488,1.548383147001642,1.6136455740253373,1.5924180895268654,1.6527983218606705,1.4352878003542555,1.3467455971336681,1.321440742223312,1.3324065894994324,1.3348633618198102,1.3486900956948913,1.6293033198027491,1.7520334663441715,1.608942752508578,1.6524003008263246,1.7436789422460603,1.7496150768090657,1.6296455480309127,1.6829435278917935,1.595571837192818,1.6204144469023383,1.5791106302811972,1.6412253525220124,1.9145917405892299,1.8080492624593885,1.5685476104667995,1.6163256705207207,1.7616926257834307,1.6956166639047325,1.75917088215011,1.8153648766152402,1.6336981848822019,1.6650004146843345,1.6108657479340536,1.6298023947131006,1.6158038766686793,1.701276273610254
Mega Charizard Y,Dragon Breath,Outrage,40,1.4672980141567613,1.2208380095838312,1.2603236058798148,1.2157470583056356,1.2793867711485272,1.2181119998905536,1.194755621022315,1.2088410847484516,1.2060967222602994,1.2074603048066315,1.3730118254448533,1.1592883577154054,1.19463119171923,1.1450825055770788,1.124957011936099,1.1112130537973355,1.2752484798071353,1.2992637303583028,1.231209333999131,1.2130765570640405,1.3307151882845407,1.282211459594988,1.2480536360130738,1.2435125704412104,1.2632714205796327,1.2372322994054383,1.240336471228506,1.252325360660676,1.3994855459534976,1.2348916135012549,1.1737269838268898,1.1804545433658213,1.4088658262303861,1.2729476289562867,1.2527750194429803,1.2456251856845535,1.286892686519533,1.2730946082143073,1.2805026635149765,1.2485215896821504,1.226674864025773,1.268071230181137
