Attacker,Fast Move,Charged Move,Level,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Rayquaza,Dragon Tail,Outrage,35,1.295471661888764,1.1497027552131713,1.1647666379308275,1.1358864260781163,1.1752216136383125,1.1592863788084324,1.2277261155480252,1.2027149479213592,1.4225513334079596,1.1470029412270737,1.300786763921737,1.1395942063107487,1.4628387049611513,1.1555955615754452,1.2067088772190941,1.2153279725030142,1.266039920645189,1.1723401355614047,1.196450708920082,1.1909088526830895,1.2106170745193454,1.1979391841003841,1.1873410644793465,1.1684819686100325,1.2023187859076325,1.1766667526421777,1.2282431293611498,1.1563173575160035,1.2141098445203735,1.1260493385353099,1.1693940450237013,1.1499937964894038,1.216864233739711,1.1873184610234782,1.1893856407365309,1.1770403985021585,1.421617861457377,1.2294695060168526,1.255083918521685,1.218785308949552,1.2126530377998004,1.2028274156894156
Shadow Dragonite,Dragon Tail,Outrage,36.5,1.2721838801067575,1.0409974667677357,1.0856909755352198,1.0212689735574199,1.124642956192851,1.0561932699389434,1.1092362050918718,1.0806129293522022,1.2709350285552006,1.0406311286627006,1.2110355458260909,1.016938278882382,1.3156632720119017,1.0303985637222275,1.106175539998301,1.0863921757145827,1.1268743480601755,1.0431944131180149,1.0848454149094124,1.0665865496741949,1.0815637014601578,1.0616875365262688,1.1061622549529124,1.0476046586560355,1.0832044096259448,1.0591020453890567,1.0861416192000988,1.0263291094087335,1.1001203010727063,1.017612272279348,1.0644142343325251,1.0439514458774883,1.0855602726855513,1.0516408459527993,1.0816636133101871,1.0565909470228425,1.262382618997341,1.0826410035319525,1.1075524974286437,1.0655334720134433,1.0752117347226433,1.0752651869793939
Shadow Dragonite,Dragon Breath,Outrage,36.5,1.2652691465605703,1.0319807892177526,1.101109050569223,1.0305308279231014,1.1700524767465925,1.0692750589801319,1.15375758207557,1.113979014767683,1.3091317910600886,1.0156825794266189,1.2549108264718958,1.0085063615945136,1.2816094846975814,1.0058904581008512,1.1446181252924743,1.131360189942217,1.1572437696991382,1.0799427491994722,1.1185809229666208,1.1032317405844627,1.1033552704394949,1.0692109785479917,1.153034631648555,1.0823353294776898,1.0862790626897032,1.0586098224014941,1.1394461244830898,1.0667000698239881,1.1117307534385537,1.0174528134791947,1.1093365788525278,1.056249889223025,1.1136053231958722,1.0766450439698654,1.0894953775989094,1.0612720330560297,1.3030078781750498,1.089338129676445,1.1081014746345776,1.0661118229365887,1.1220073510317077,1.1266071903719965
Shadow Dragonite,Dragon Tail,Dragon Claw,36.5,1.2201159166218853,1.0662365475405327,1.0838971270508027,1.0535835280228047,1.0927402000255277,1.0782031720655796,1.1028544312246369,1.1009286937013643,1.194326704969669,1.0325082908533085,1.1158486987613032,1.0122266221528446,1.1990137233366116,1.0348963736407533,1.099806721827612,1.126517785157316,1.1011939499248935,1.0755604307900295,1.113034035396477,1.1115840680739375,1.0949415685446056,1.0833865781662737,1.098416244971796,1.0821382414611058,1.096498069744284,1.0873972717913238,1.0913114099270302,1.0502415583339417,1.1130365142034568,1.051059422329425,1.0641908423054478,1.0619625019119285,1.1025928312933604,1.091230902696762,1.0907178110436835,1.0943413298459057,1.239965880062536,1.1149761179052011,1.0842866640549844,1.0865484094579054,1.1105982058150872,1.1045874692493847
Shadow Dragonite,Dragon Breath,Dragon Claw,36.5,1.2372095119351378,1.0842459931612771,1.1031345482498656,1.0825749888011573,1.1408172117249178,1.1310226136821617,1.1549402891648786,1.1659298706064765,1.2387331376480253,1.048577348409556,1.1619795170101168,1.0420233495572329,1.2139502545049783,1.0400722610745565,1.1674393870974864,1.2060895182436318,1.15722783696697,1.1369283105899028,1.1628482691427813,1.1798276034659598,1.120366730200148,1.1196202842486862,1.154163822547361,1.1467670323081325,1.1155721852237421,1.1158687743642333,1.1588202396279914,1.110978107471828,1.1349139697381514,1.06243136579255,1.110908266161458,1.1164341170763281,1.1398159229225693,1.1393252050414417,1.1045123546618971,1.1193085666660505,1.2874737099439237,1.1494633509017471,1.1009889665167363,1.1020758248759321,1.177889817328259,1.1877961058953836
Shadow Dragonite,Dragon Tail,Dragon Pulse,36.5,1.3398602982893608,1.1323698611889046,1.1613521694511098,1.1068055779203745,1.215880828154505,1.1414556802049356,1.1919203695151859,1.1741743385628174,1.336163010293976,1.1248917510762233,1.2740613664347509,1.082816603328372,1.3473102490785045,1.1119965559732832,1.1973949570631837,1.1867676727049339,1.2039897930832415,1.1285775162757967,1.1722289801644932,1.1677235261469474,1.1763445367981522,1.1438488177297188,1.19588581156673,1.1399547194039643,1.161847211811537,1.1458863592572708,1.1637888799549945,1.1074625595980077,1.1819586934784219,1.100855451931097,1.1493127888817336,1.1309898505314997,1.1739854853330285,1.1477457658818242,1.1667359063489147,1.143456779269524,1.3469055758600357,1.1839718610309033,1.1865734063987852,1.1562776688549519,1.15509687295883,1.154872360016433
Shadow Dragonite,Dragon Breath,Dragon Pulse,36.5,1.3601123918854388,1.1279574662089982,1.1710537043442635,1.1186400232499625,1.2715992965116327,1.1609209810070988,1.2492911446263077,1.2182240808465414,1.378932672514852,1.105192464834101,,1.0984784691426992,1.3577278274705733,1.0929639291840543,1.2385375704536203,1.238623691736625,1.2380687837291344,1.1804671566948666,1.2146354144010383,1.214657426483575,1.1956320516113386,1.162807111457434,1.2351638545223522,1.1874300205450705,1.174473849651617,1.1569026704995922,1.223828091006553,1.160162511487241,1.1970347707738236,1.1069010487950972,1.2050035744037246,1.1509377804298606,1.2099790264495283,1.1754154750850903,1.1777298470733195,1.1584428881411926,1.3932516174240224,1.1945253705116627,1.200507151251835,1.1615977945978866,1.230043046233341,1.2302126090440346
Shadow Dragonite,Dragon Tail,Draco Meteor,36.5,1.3094128764831714,1.0591754002964264,1.0936263008544398,1.0378764923394,1.1175003763500773,1.1009270640532471,1.1445259525266196,1.11798108178099,1.3778480060850922,1.0581398942500677,1.215532611819041,1.0069353206578553,1.3934999209025416,1.0280775413439895,1.130160522226346,1.1067464228199038,1.0747803397111788,1.056250367933767,1.090663942060006,1.0936968401655518,1.074053536377285,1.0684218818991615,1.1017410063960003,1.0642137991855758,1.1393134523139463,1.1005037901222787,1.1614096439667982,1.0381588070133003,1.1882935201257234,1.0382565260866345,1.0705815741949714,1.0712652732728476,1.1378858455357532,1.090136386868676,1.1293797342098366,1.0933767209790577,1.346776827232579,1.139274370667402,1.1705123324919853,1.089562097363547,1.1131397125190876,1.0902713695003377
Shadow Dragonite,Dragon Breath,Draco Meteor,36.5,1.3142336188587367,1.0701916546129413,1.1175556813120848,1.0563897093773185,1.18686626207986,1.1478259533806292,1.2037486904277284,1.1857224192640734,,1.0813446189053757,1.2575042684660434,1.0413422194459607,,1.032612423670663,1.2104209913923798,1.1893851508290447,1.1471840877270942,1.1201031411544882,1.1498050620452476,1.1630373634137177,1.1065002012689933,1.1035706975844666,1.1729403846782764,1.1364821533544271,1.1366207836989586,1.11647376768478,1.275170991617364,1.1134276333756157,1.2166854387597699,1.0454272912151434,1.1368781308855396,1.1286755800282409,1.180024750847228,1.132645121867425,1.1401368124231999,1.116024863310961,1.412285137155034,1.1797955451113475,1.206243409792328,1.0907655567429015,1.1843131763683805,1.1787722676362575
Shadow Dragonite,Steel Wing,Outrage,36.5,,1.370766894251942,1.3134251524438436,1.2557420067623817,1.350283805663154,1.2587309447462227,1.3221036695382522,1.304044355407419,1.3955216541391393,1.1002933580350809,1.295018551890451,1.0739926452717385,1.3547659158364813,1.067271707676184,1.3147249888659993,1.3192052276028607,1.3609007525192816,1.2989986155272808,1.290215943770659,1.29774292298444,1.2909406746423864,1.3041294922170112,1.3083855371374948,1.2540762875923643,1.2936884955324646,1.283147581395469,1.4336158339983656,1.3529423994933114,,,1.2730264794716317,1.2502788953943693,1.4180101546082835,1.4159834401546485,,,,1.279635607258155,1.308932908025744,1.2988561510813872,1.2888693417142525,1.319410220993778
Shadow Dragonite,Steel Wing,Dragon Claw,36.5,,,,,1.3461851508318945,,,,1.2967923695899168,1.114245441544094,1.2101712642587183,1.1031071565793455,1.2561251583035271,1.0804016540550003,,,,,,,,,1.3495696448562304,,,,,,,,1.3043045142519911,,,,,,1.5698963888957258,,,,,
Shadow Dragonite,Steel Wing,Draco Meteor,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Dragonite,Steel Wing,Dragon Pulse,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Latias,Dragon Breath,Outrage,32.5,1.153551620591129,1.1286015947163823,1.1749553201759795,1.1320762312579993,1.2072454721385038,1.1838727777540377,1.2043361995729178,1.1853755270718838,1.1872117477456505,1.0762271025780288,1.1436745253646035,1.0772494615140853,1.1249625148716835,1.1160471799685268,1.2183420417699347,1.221548552000306,1.2709187070743089,1.2058772090477818,1.2248872273842883,1.2543147612501395,1.238139287543012,1.2049994606977936,1.2227171564230241,1.2081923571754112,1.1589463031242286,1.1603487061239408,1.2419005651699992,1.1743270567227595,1.1942548337804284,1.1185684111965941,1.226120521409989,1.1721372439738966,1.179339748368836,1.1744051951793166,1.2249847140539691,1.2206744885543135,1.223082617528883,1.2270713689319326,1.1557065303660432,1.157495214056726,1.2289436228478778,1.2433982844451072
Gyarados,Dragon Tail,Outrage,36.5,,,,,,,,,,,,,1.444275565465731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,Dragon Tail,Draco Meteor,40,1.1849624567647536,1.1851707088385697,1.2066707388611033,1.1782592330137633,1.1745263365455056,1.1898929825164093,1.2447351774815363,1.2185362791024579,1.3393895557232642,1.174130700340003,1.2969371081900032,1.1353520754160464,1.6399765215805149,1.171203103331286,1.2808615851831116,1.2787810331544693,1.246356459911959,1.2192882799516676,1.255593663245535,1.254879423576932,1.2667787608456729,1.2428084227020146,1.2179281954653995,1.2146145023074375,1.2262495683422765,1.2157586043948676,1.3117566171342365,1.1767872538681874,1.3347864932710298,1.1662663675476534,1.1573088842805668,1.1679932332500291,1.2499233884850502,1.2135888618247943,1.2470113355251224,1.2145342834603896,1.2588622488962262,1.2330230198409393,1.273159234212089,1.2370947821736982,1.2442340650087829,1.2483692770026884
Dragonite,Dragon Tail,Dragon Claw,40,1.192613286196823,1.2136553612215062,1.1939892394973528,1.200074190600515,1.1919571404990947,1.2140942894496576,1.227869962126769,1.2374244504749365,1.2285947510768602,1.1482940691803287,1.213925461864207,1.1533558689806267,1.3835415769664032,1.1796915262843664,1.2515374932313414,1.3104599655175302,1.2779280878993309,1.2477553742229066,1.2547162197078368,1.282869725682283,1.253541946549629,1.2570959363402507,1.2297752486055578,1.2455317226986637,1.2297450794448008,1.2472327621341905,1.2377100236876515,1.1865558988444447,1.2679316930629936,1.1863645164770402,1.1982587500681074,1.1954834504122873,1.2304929078313869,1.2376652705121358,1.2352211900492625,1.2404962013108456,1.25340123884101,1.2490876427584432,1.2411407728462327,1.227038614571521,1.2511583369952732,1.2631544135726995
Dragonite,Dragon Tail,Outrage,40,1.1881942638559382,1.1773759127341732,1.1823486362924593,1.1640790391494538,1.155912159473004,1.1614188523598896,1.2086928711626173,1.1938540788606615,1.313580750139287,1.1430798005649654,1.2846221954152732,1.1429261184510457,1.4576913748667493,1.1631795915466339,1.2075304543532905,1.248452407569938,1.2804907044559481,1.2005957125998212,1.218375843730985,1.2294555206565052,1.2270238460871452,1.2164898288073853,1.2079156505193567,1.2008975043018206,1.195588485758684,1.1965837973505513,1.2146079879303746,1.1497844534438026,1.2460228388879406,1.142366064671538,1.174869939625728,1.1735027384068204,1.1957212928202332,1.1962812733899364,1.203473122605891,1.1925926600747894,1.2540273242850108,1.2242294627324948,1.2285126943465918,1.2030793395506159,1.2046753053098322,1.2222081504256912
Dragonite,Dragon Breath,Dragon Claw,40,1.2551123590035325,1.2821569878052987,1.2753190445404277,1.28708166567789,1.2454569448529134,1.283839346136777,1.244958199821035,1.2581158102932735,1.2984690729346573,1.2015394234243344,1.2883988729207994,1.2185142936326714,1.4284661528623983,1.2090700195261532,1.2870035958416595,1.3351374893204633,1.3257567200076836,1.291281045183962,1.301264384502865,1.3483412061468216,1.3102106239479787,1.3254033780762255,1.2769233298919982,1.3087357589446393,1.2991162403151617,1.3339043584151327,1.3160647927732547,1.2695997016861915,1.351464857273052,1.2552672225567834,1.2350569245948517,1.241513564681609,1.2609451582808595,1.275351797504559,1.3082861104548795,1.3254698753429222,1.3176739497369496,1.3216480941170048,1.3182720856911159,1.321592579453131,1.307456084915036,1.3403517750912148
Dragonite,Dragon Breath,Outrage,40,1.2336179920819348,1.2111095369712686,1.2523375215680561,1.2269336191017965,1.197816974044832,1.2030244860761643,1.2168605926413005,1.2018843925400724,1.3711136326416518,1.1551037947075755,1.328289672733923,1.167346674592913,1.540359890828709,1.159283744855407,1.2312256920336877,1.2711075741472926,1.3065737104771729,1.2229787501065756,1.2532174065259536,1.2796642423677034,1.2700246199094396,1.2515261429975661,1.2495521451529783,1.2422691804172035,1.24308584148426,1.2519886847788058,1.2647974926489924,1.194946801355438,1.3170633697020833,1.1845430431079178,1.192388325321286,1.1825317675541298,1.219306799905788,1.2194927252130514,1.258152895193115,1.2488238909540899,1.3024164617891656,1.260657542508247,1.278238144098888,1.2466766551688957,1.250283460212318,1.2600844431212281
Dragonite,Dragon Tail,Dragon Pulse,40,1.2856921241104868,1.2778747439990648,1.2873469622433995,1.264489860587117,1.2601142931195946,1.2728153471511767,1.3194945959064457,1.3087675421362692,1.3779061530419408,1.2275693467510667,1.3439450769344716,1.2362026084068745,1.5072381849511163,1.2574882644106098,1.309505781513174,1.359490082381945,1.3754905392049184,1.3036312616709815,1.315708136556671,1.330780648025228,1.3320112400449393,1.3177129756110857,1.310482859719336,1.2975815883809259,1.2880604225342973,1.2929597607707666,1.3085337017600382,1.2488521526524623,1.3402744623586658,1.2376052357635345,1.2767588265452485,1.2690326659143678,1.297631326283114,1.2938493446500359,1.304016040138201,1.293472385837886,1.3660778235297892,1.324610269114621,1.3201452534939466,1.296798141534467,1.3124972756347415,1.3226441666774662
Dragonite,Dragon Breath,Dragon Pulse,40,1.3380465935084183,1.327675283374485,1.369131792493346,1.3394363714381163,1.318167332925004,1.322419209019666,1.3336961613081715,1.3136595994182927,1.4647988412665607,1.2618808304936024,1.4234495330588106,1.2723726046689123,1.6211581037996148,1.2607438011023595,1.3466894504589808,1.3830965056596791,1.4186889763591346,1.3342902300772317,1.3631382521253452,1.3921241816877292,1.3702294960003516,1.3659994397836774,1.3539048068979258,1.3500241269984712,1.355220430397628,1.3647145003817998,1.3735483166016114,1.3121273551067076,1.4212383724394007,1.287236976004998,1.3085519168191286,1.29098856387745,1.3313351568221174,1.319310455946909,1.3781484338992176,1.361912649740579,1.4153110918442038,1.38236263762401,1.3862996421214788,1.3749783395805137,1.3663738180883045,1.3773637771088019
Dragonite,Steel Wing,Outrage,40,1.5418638412765397,1.5849166566024242,1.4263981822286058,1.4373309427678584,1.377659971126478,1.4027592674984632,1.4169074329930609,1.4311027954680429,1.3807323606559954,1.1965890198579026,1.3399995286822892,1.2151874313249915,1.6062284657821384,1.2146092744854422,1.459745969731794,1.548526357123006,1.5391072383586981,1.4765933253045982,1.4521114041979137,1.496189813332299,1.4517295738995593,1.4730558037964525,1.439636909853025,1.4526994681493102,1.4244822494063074,1.4588257211512468,1.6255849581384225,,,,1.4172166128044397,1.4372601883635272,1.5899357639086642,,1.6058859007280735,,1.4857017668861843,1.4702989843025953,1.469994177654584,1.451068411171629,1.485516020445825,1.5228036987749909
Dragonite,Steel Wing,Dragon Claw,40,,,,,,,1.497574962251771,,1.3213997900124874,1.2392489197410563,1.312662449857334,1.250281704641046,1.477977280753923,1.2562909994043505,,,,,1.5561363134897903,1.6422688587206893,1.547455833029217,1.5985496060509004,,,,,,,,,,,,,,,,,,,,
Dragonite,Steel Wing,Draco Meteor,40,,,,,,,,,,1.2806612355107874,1.4341794499830913,1.249132406176825,,1.2676623234216582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,Steel Wing,Dragon Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,Dragon Breath,Dragon Pulse,30,,1.4079091231792407,1.4808784958368777,1.4209692623886565,,,1.4690448011690749,1.4236029617442159,,1.3621998369123889,,,,,1.5377377197695417,1.5663836724819904,1.6092874510410633,1.5268379111273016,1.5468282423404502,1.5651221172688456,1.540779530203156,1.5315384282783289,1.480707784197777,1.4509171584453742,1.448109427520719,1.4425384781290167,1.5914000613922044,,1.510570573677312,1.3771457247128234,1.5167811197960261,1.4553538922269684,1.5427999322438208,1.4673425504763324,1.57453142483591,,1.6655706832032993,1.4809801048727376,1.491298074804039,1.4646384828983627,1.5489208484165695,1.5515486933060645
Hydreigon,Bite,Dragon Pulse,30,,1.6847701868268352,1.7805382229493179,1.7408449575442302,,,1.8544786310352943,1.840978420890514,,1.5762666106473397,,,,,1.5377377197695417,1.5663836724819904,1.8599099408442166,1.7922265711318257,1.5468282423404502,1.5651221172688456,1.540779530203156,1.5315384282783289,1.480707784197777,1.4509171584453742,1.448109427520719,1.4425384781290167,1.781229626633295,,1.7991453632259125,1.6451635627634669,1.7661361844536743,1.7400214398577853,1.8372142179213624,1.7525488485675116,1.750497008836882,,1.6655706832032993,1.4809801048727376,1.491298074804039,1.4646384828983627,1.7763253626750768,1.8050138755393825
