Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Palkia,Dragon Tail,Outrage,30,1.0869880691055043,1.0436272123589003,1.1839741108398016,1.0638588277596668,1.2259974953474333,1.0605207881173695,1.0933764667178418,1.0743989959912759,1.1206153291095278,1.1059334464027406,1.1839380547105076,1.0393497607984996,1.222949493648727,1.0454337839822772,1.1078871113270405,1.0273914665463633,1.1239056875060809,1.1406730738046074,1.1192021493366338,1.120179463571461,1.0921814791322617,1.1413093789107367,1.093703780613391,1.1057330050388403,1.138527451862148,1.081501165119987,1.1850997740058662,1.119399913449055,1.0936289449300602,1.0695528241996644,1.151916695773664,1.1209977878682034,1.1001920520977873,1.0805481446337524,1.0983207056795277,1.1002715647704662,1.2151842176347174,1.1079163444353584,1.1341647553838676,1.110348094835551,1.0986811373823508,1.1183795978810738
Shadow Palkia,Dragon Tail,Draco Meteor,30,1.1511650761868897,1.0636093940869054,1.216869414943872,1.091789841366519,1.2538713180692553,1.0760892161901008,1.1320401441028702,1.1082802289074907,1.1561259791012668,1.1601738863618738,1.248893110753738,1.0665369050850069,1.335807576455722,1.049067681850833,1.1897903942254304,1.0453003539700167,1.1525605128593204,1.197513540394158,1.0980672573317436,1.1341297752554602,1.1249835713346934,1.158686621066406,1.1114732144749053,1.130064797196218,1.1265115898777647,1.1189697886431462,1.3168783959224888,1.1467961725248834,1.1645939619917316,1.0980497225850385,1.11325775216362,1.1514582605658399,1.148598279655151,1.0968124551147276,1.1865371278946923,1.1371434497151487,1.25443476619883,1.12932237068503,1.2426896941161678,1.1354018970253592,1.1288152101533537,1.1476390669568761
Shadow Dragonite,Dragon Breath or Dragon Tail,Dragon Claw or Outrage or Draco Meteor,30,1.1467748009221415,1.1202568035489588,1.1897492721425518,1.1174698629408193,1.2211029452119724,1.114473931489603,1.1382197528156515,1.1431220122414332,1.141122084613232,1.142571137628847,1.2491665417660809,1.1333391395227312,1.205429920702151,1.113163925816973,1.2127572355635758,1.1204929553026097,1.1349563788499584,1.1772175435941232,1.1305374850950145,1.182187976393522,1.1413836650495146,1.2032678281971134,1.132866036352541,1.1653345594934885,1.1567458403172397,1.1230988103511712,1.14019522046449,1.1527547242390728,1.1416137326917997,1.122723094842054,1.1322840260798694,1.153942057670664,1.1464990299906737,1.1380890328828286,1.1499666215138926,1.1656836756518527,1.2244432028003598,1.1596321567727779,1.1248064861248166,1.149309075477989,1.1226432908951767,1.1673176500988898
Shadow Rayquaza,Dragon Tail,Outrage,30,1.1906720427638526,1.0480964758397089,1.15862797724425,1.0462122977180042,1.214704938290084,1.0608384432569797,1.1841901118137548,1.0709527929069544,1.111395002242281,1.067738802925418,1.2957753895885573,1.0974123299157834,1.2259998752482457,1.0456229237384478,1.2616775402554137,1.0465431531093838,1.0960443670879232,1.139579031578037,1.1875009433535086,1.113334490513637,1.1078158541858334,1.1348674373377372,1.1130263977590087,1.0836006729754584,1.1526053718163607,1.0537966559012306,1.0702158965235369,1.0715410876568736,1.0565193446234338,1.0613903866691972,1.3272038848139092,1.0909472387161874,1.0749295646494155,1.0516980850033633,1.0607780103829776,1.0732673973206472,1.1788022986038904,1.0959163888385242,1.0979160562349357,1.1092658765575132,1.0869336195672699,1.1017820050289713
Eternatus,Dragon Tail,Dragon Pulse,35,1.2784169291953305,1.2590721640015796,1.2222318026465209,1.2689247522899763,1.2681292108016051,1.2807289769675076,1.2438579603838953,1.284771722045546,1.2809122880370094,1.3093285632879594,1.2591234814451742,1.2505620526364827,1.2560388903532687,1.2428473984228963,1.1833703498056636,1.2275862368128818,1.2967816564145251,1.3680954800488643,1.3156347637088133,1.350082260425943,1.3232018468676963,1.3986079920456689,1.2554891150033691,1.3107934584073198,1.2631225215649402,1.280179878173419,1.2875876328316582,1.3305822955233928,1.298897410421574,1.2906642702181736,1.2568862304498,1.2910990802188846,1.2242622567258854,1.274257544787784,1.2846342301235976,1.3407360118218172,1.2833181005805714,1.3013365352949666,1.2769165311087236,1.3126622906429657,1.2972658695846626,1.352346025025592
Eternatus,Dragon Tail,Outrage,35,1.1929241253892007,1.154844457507095,1.1265930767777241,1.1637995718161855,1.1730139485531723,1.1789728928737147,1.1392879336184523,1.1829939930060556,1.166007188786572,1.195113850552815,1.179358591607491,1.1481489733171841,1.1632899854523358,1.1454404239949938,1.0875858897834538,1.1327300805108274,1.2036864466330093,1.2540945503291856,1.2234842195825095,1.2428342867492794,1.2029002070488022,1.2831997135221724,1.1473214474905389,1.201648959388389,1.1628502514206287,1.175212787702874,1.1858518055488771,1.2132711448766649,1.2005685983381151,1.182850136381735,1.16104416501727,1.186112566460977,1.1266114015903603,1.1764637067029757,1.1865241653758158,1.2375187146366282,1.1836533444834616,1.1969123148480487,1.1870845556000866,1.200825584358578,1.1968752795253288,1.2440144309609709
Palkia,Dragon Tail,Draco Meteor,45,1.2152777905342727,1.0985276963913406,1.0613693443137227,1.1032502710546641,1.0769340790745092,1.0906464697870046,1.1131479653795697,1.130839963771206,1.1307157091171482,1.1309719698017016,1.0642502116558579,1.0877835074515017,1.048914760345844,1.081229488900112,1.2336787722098834,1.0765937326485286,1.235541237392028,1.2382460730154268,1.1546797880850679,1.1867009795782832,1.154381834562864,1.20195543974537,1.1585687829230358,1.1790525793861006,1.0984865704590983,1.13718981235436,1.1459498966197046,1.1664413136510072,1.2340574775519013,1.1599964276544201,1.1265499476074048,1.1534084293864244,1.117947934708786,1.1319050203263261,1.145650102727962,1.1690960587461354,1.1449263832511258,1.158326888707165,1.1619454332970722,1.1832036130822676,1.1681823151157358,1.1953745390937913
Palkia,Dragon Breath,Draco Meteor,45,1.2956804467426546,1.16741460547223,1.1248887804466394,1.1711689564899934,1.1514932286235553,1.1747435891039297,1.1419543241014893,1.190962703025429,1.2182093447481734,1.2270140909657994,1.1248323969165084,1.1645426815683193,1.1185423361174436,1.1599196759673793,1.3063250451138257,1.1364042545807886,1.2703105912368513,1.2885957989643355,1.2221484310144446,1.2680822000513186,1.2020868690678232,1.259965295039781,1.2081011327855167,1.2341704560383444,1.1477274028044644,1.197529127999673,1.2016502380150982,1.2377342885993172,1.2794839449114541,1.205821062698386,1.1561614662164783,1.1859985640547988,1.2015474654647433,1.229243912663415,1.2082428657536732,1.2426875190386995,1.1702935419295395,1.1705220332209687,1.189193983135806,1.2443500684244855,1.2081556794577457,1.25724281185088
Palkia,Dragon Tail,Outrage,45,1.118122284780073,1.0818740413494126,1.0638258058716585,1.0980548273413895,1.0873202379586249,1.094642937328803,1.071769159223924,1.1143704840930413,1.0910231207830787,1.114572128953074,1.071495120775491,1.0689896825364678,1.0388360258920253,1.0675550869539847,1.1273012388950585,1.0617473799278179,1.1534059091253066,1.2023783526664575,1.1783692813910314,1.1678188157517395,1.135101724390806,1.1942544433587239,1.1209745430505114,1.1513707425190811,1.1016017333714894,1.1175503863292588,1.1057440977064,1.1431167956916861,1.1399075655581232,1.1267289594427141,1.0991384328792642,1.1339164435130205,1.0861439773307033,1.101625131203104,1.1154701181533595,1.1502615188183367,1.119677633015234,1.1404287125672061,1.1264825772960934,1.1505159060266312,1.1417951240843993,1.1728236779073118
Necrozma (Ultra),Psycho Cut,Outrage,50,1.0321684102243815,0.9953892925043857,0.9600398464115297,0.9984553094609544,0.9897552059685903,1.0169338462382813,0.9084654344002956,0.9389532640437345,0.9470863834536523,0.9702139102345797,1.0115651191146506,0.9677290642988217,1.0065937338401205,0.9762911303514981,1.0088579261521378,0.9801434099111606,1.079616436579064,1.148999470275997,1.0266818106349902,1.0792605617858815,1.0279696836362875,1.0925452907349946,1.0169218577173926,1.0456271427784394,1.041828216344385,1.0805167409345489,1.0344626628840699,1.09465211328557,1.0331316446558083,1.0128678864738345,0.9320642682500873,0.9581756704311716,0.9713026721563454,1.0289897929671887,1.0127713217232373,1.0463572081326844,1.0546658476749393,1.0815186622806205,1.016318594283777,1.0621354950755701,1.0206326962640508,1.0814772851506207
Mega Rayquaza,Dragon Tail,Outrage,50,0.7375644075424561,0.7573739173562828,0.7399361209921976,0.7621194915363066,0.7660461581190824,0.7738860865385735,0.7556891796940047,0.7788236201987709,0.7579685271417156,0.7895796313217994,0.8133134572617201,0.7592936162972985,0.8015762987764267,0.76022712867741,0.8470923271793449,0.7680542059966686,0.7887784996918952,0.8276688900660533,0.7838777111979836,0.8125707515131391,0.7905073743278532,0.8423990994234253,0.7503358520471083,0.7951196565621464,0.7527509096112179,0.77453579166837,0.7637659277780449,0.8031889214790594,0.7730462804812247,0.7809780040263311,0.7495391392090658,0.7831649978654869,0.7458835533862587,0.7771935696668172,0.783438437757225,0.8125360520056257,0.7810461385896814,0.7925252820526104,0.7567961399384573,0.7877886710606525,0.7858612361728137,0.8153492948507707
Latias,Dragon Breath,Outrage,45,1.3372209006493565,1.3332365880764532,1.3064944880965266,1.3441192603830905,1.3362338074876805,1.359948177308114,1.3782659729583733,1.407338361500002,1.2986650841445446,1.3286678153439457,1.3643640399735888,1.3022952001717554,1.2781139144484663,1.3082495115566402,1.2812781961410329,1.3493371737923376,1.4322223543529258,1.4988681203446448,1.4820423226118062,1.4923211024406442,1.4386863163027597,1.529416358569668,1.423705433386872,1.4660143155610743,1.3263889456686153,1.3664837905236908,1.4175179112371976,1.4762802327258737,1.4433113410808578,1.428354004562183,1.3622608375053362,1.3938904412620794,1.337722476594666,1.3924524500453321,1.4396141058130416,1.5001425877076433,1.3347730443180599,1.3703473807682487,1.3476749707834743,1.3922940220911735,1.4182692785513382,1.4780404901756163
Haxorus,Dragon Tail,Dragon Claw,35,1.213367377866767,1.2041239196524518,1.265851882155889,1.209177149587318,1.209030386790868,1.2116398156602322,1.2224049908006482,1.240996616750537,1.2516033152040138,1.2754119559096748,1.279813094712452,1.1955112754847832,1.2885608677892981,1.1955624593802252,1.306468194752915,1.2054761243753471,1.2818412773915957,1.3431876412146895,1.2465888337131903,1.3055446545816793,1.2609576816629429,1.3217923150037048,1.2313522653591393,1.2739196582572987,1.2307379093250481,1.2499554392706758,1.2410520748184835,1.2721046304755492,1.2550394260431434,1.2582731430315073,1.2270054721154966,1.2522097062133737,1.2094147772878083,1.255088080746371,1.2502414269140778,1.2893039775489172,1.3228156417552572,1.2806548356897847,1.2471914527208696,1.2892924380559139,1.2596280946559726,1.3052168122683045
Haxorus,Counter,Dragon Claw,35,1.5228064696859758,1.517692441929884,1.6481316032310083,1.5324724404826333,1.509951254072555,1.535090914231449,1.6911454716038552,1.7568609293579136,1.6392110879951984,1.694312192950808,1.3857767263623955,1.280145262757076,1.3963202256799472,1.2832267242402717,1.3987433196835093,1.2835230427540256,1.7493346017880886,1.8871990573074884,1.5359644091588307,1.6666037764327655,1.8445248258561477,2.02527633491239,1.7787783885034771,1.942530099547818,1.6946208249867136,1.7495752422223132,1.6897706399961532,1.764239072943213,1.5244463794649667,1.5382147947203708,1.680793262700353,1.7890591648232235,1.4906427408531533,1.5877639091538334,1.5489756369457712,1.6248971100064165,1.93940817980322,1.7883745111026417,1.6409201998735916,1.7745707893120841,1.5444109842273175,1.6264547740441475
Haxorus,Dragon Tail,Outrage,35,1.2085068471761713,1.1702508335093729,1.304603067733396,1.187953248344778,1.2758893096572153,1.192262852144006,1.253814786384147,1.2247200594607108,1.2673304717556892,1.2496594430376333,1.3699845663384145,1.192515686838449,1.4094956206097944,1.194155983959339,1.426594600222099,1.1980258363409217,1.2710500427022409,1.2918238721743547,1.26612379816763,1.2737310008603384,1.2361461113111123,1.2801920772880606,1.2442544932130342,1.2545228781990703,1.2734671517926497,1.2083692408323454,1.2464163100447179,1.2441332884550655,1.2531044055207623,1.2368167423929506,1.2984146388791864,1.2610630845655295,1.1788456726535361,1.2028993042579672,1.2492271098119787,1.2514404599101696,1.361514851008877,1.2513848237379326,1.240610577673298,1.2675885729425223,1.2241271355735115,1.2522734726736038
Dialga,Dragon Breath,Draco Meteor,50,1.1261221378252524,1.1423367653407055,1.0970036305731317,1.1535609519843404,1.1380120110231322,1.1527638491819965,1.107809092127548,1.1599062600268872,1.1513741979209167,1.1961709258765971,1.0929240104835476,1.1301815176838976,1.102610329847662,1.1240656194226408,1.1122401617157136,1.1189139714047753,1.176871601388093,1.2532210462589592,1.2190014037100207,1.2358496973721944,1.1625037857359184,1.2425880528841118,1.1548839456364661,1.2126928765462968,1.1155063161767713,1.160987694697682,1.143437995864788,1.2073799105640235,1.1638646081025263,1.1707767246800704,1.10515873015873,1.1624801102184965,1.156862044201229,1.2043161353008653,1.2079350059303524,1.2310504177171708,1.1208737432978972,1.1579281852796104,1.1478249545614265,1.1955750294971839,1.1728634326207301,1.2274963475357046
Dialga,Metal Claw,Draco Meteor,50,1.5136199564646344,1.4974751324889555,1.445138719447874,1.516194484243973,1.285856363330955,1.3198072116032271,1.292937415977223,1.3659392477245311,1.2745293738809669,1.3101976579122172,1.0631969959046113,1.0701786010864327,1.0521321483258113,1.062154543277792,1.0816083078845087,1.0575591685174903,1.3757451270797072,1.4757678295369778,1.3561574570208141,1.4007139299352482,1.3936746305216983,1.4958447381604085,1.3141943576856085,1.378783897748414,1.2772380524099587,1.329275172723928,1.3054036639899984,1.3636851468961868,1.542754650561342,1.5270158634470903,1.3085560018628477,1.3605313967477781,1.5165843973106208,1.5785447585375443,1.6231568918472237,1.6137201781050092,1.2986908466573668,1.340395595205938,1.3209271152932935,1.354636418441269,1.3802438951668208,1.4373416023137242
Dialga,Dragon Breath,Outrage,50,1.072865710848021,1.111125398385334,1.0652292361120028,1.1245310433265516,1.0887471914129998,1.131589057362531,1.071411745115002,1.1258138278644914,1.111008082327117,1.1734674093730717,1.0525514151573951,1.0837934400862017,1.0347091573823861,1.09626207526555,1.0470441768461967,1.0831829539144922,1.1481411011772844,1.2145706532902345,1.1487291141533214,1.2077490830603899,1.1480903700402096,1.2223231751800485,1.109195353587578,1.1727148287684295,1.0853799926413474,1.1341645885286784,1.1227638601721401,1.17465595999423,1.1115706784851767,1.1397884873721305,1.076294291147592,1.1307534831373462,1.1064800522537688,1.1638584598786594,1.1478407684181189,1.1820132088067352,1.084275358833085,1.1344500112858047,1.109877711579848,1.158286772126817,1.1476092509218123,1.1951459494916366
Shadow Dialga,Dragon Breath,Draco Meteor,30,1.3469437989658053,1.0777923712078767,1.0420900653649927,1.0892434868912277,1.0610978893395933,1.0875697053457534,1.130068274217852,1.1679521390015961,1.1971538204759031,1.1953220623590146,1.119266556754151,1.0685197862782192,1.1978261000790764,1.074064311541348,1.0559997050249863,1.0723990144364244,1.182443433043967,1.252118355477238,1.1979268863296757,1.2055001282960771,1.1859172528604924,1.2307213184075336,1.1521314421084305,1.1630609364868816,1.1392485998119455,1.1604366133845714,1.1530566908688753,1.2111439149877385,1.2771154053681935,1.1677793034670358,1.1350613187410252,1.1608161602049132,1.1920813442996923,1.1355998297203058,1.3278869149853199,1.2317990031822983,1.1137405597019068,1.1525443014086905,1.1607071690225121,1.1869835186239213,1.2020235149129868,1.2239184233280658
Shadow Dialga,Dragon Breath,Outrage,30,1.1822699008973427,1.0595644626505138,1.0289491884871023,1.0597494372519918,1.0423845090731287,1.0639019027709173,1.0900480478285062,1.1117893856132697,1.123463700336848,1.143720938858224,1.0893734581529027,1.0338689880622047,1.1830249080961874,1.0503655025181744,0.9892616081343699,1.0345836514436426,1.1381412092842238,1.1975978638068776,1.1586343259927854,1.1664717069415724,1.1303531258273856,1.1917839530511602,1.0871710874825717,1.1168934639165646,1.0863889456686153,1.1196304321164303,1.1100658748858008,1.1548569505217097,1.15593288455742,1.1237203746497426,1.0939816431870222,1.1142619435712344,1.1226013797854606,1.1044327963890306,1.2398908555910584,1.1803086375744534,1.0852059751860308,1.1133076288339359,1.1064503128217045,1.1341815948798952,1.135205780335331,1.171621097826411
Dragapult,Dragon Tail,Outrage,30,1.354598308182628,1.2937939142334929,1.4572816014881864,1.3121724182845862,1.4220455993121353,1.3102160221260941,1.3953812349469767,1.3358575704775946,1.3515011481153039,1.3613225074433615,1.5023393542167114,1.3271409648266448,1.5317422789730917,1.3189117622794961,1.5852629615491396,1.2994560313714605,1.3305218321964085,1.3794402222678672,1.3734359198828734,1.3979970718307095,1.3751792867387813,1.4301186482970378,1.426669830950938,1.4152911212161023,1.3957826744613875,1.339188095335432,1.349898543059095,1.3545992210414963,1.3814018479445989,1.3501028909950843,1.3640751736717507,1.3635609500523926,1.2926536010580738,1.3248507615466856,1.3477843814610055,1.3638481829789164,1.470562551109894,1.354442721766062,1.3346647761525794,1.35053768510816,1.354214496556248,1.408638699225777
