Attacker,Fast Move,Charged Move,Level,"Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Shadow Nidoqueen,Poison Jab,Sludge Wave,40,1.5421286881916894,1.5516475015783846,1.6171084853802984,1.515659142194163,1.6119111894760836,1.5225624074654147,1.7191494978317816,1.6255896832431098,1.739060272950764,1.5457593974710147,1.6309973556025719,1.5629847857329877,1.5207874563906456,1.4907217066815475,1.7989887291141176,1.6403096936224426,1.677618329594177,1.6056719670495054,1.5538628854827015,1.5389572783670635,1.648300104174132,1.4274277927780294,1.6231588814365996,1.586660302412826,1.6189798594141427,1.6164533183796757,1.5268533305682555,1.5681844560652183,1.7994911796588164,1.7908819788698491,1.5279615482133788,1.5748334725281314,1.532544652747899,1.5765966934924682,1.775266212206711,1.8093405913767056,1.6704293156555536,1.592683395631362,1.553383365856614,1.5502323443817556,1.767365487313489,1.7279121396456192,1.5407422047026866,1.5598643663345695,1.5721431431291457,1.5711464887013973,1.529178016238882,1.6031690887726788,1.5306073914536946,1.5352339722524901
Crobat,Air Slash,Sludge Bomb,45,1.7843073379703935,1.8245170542365416,1.682406854587994,1.748867456446759,1.4291535393240014,1.4681409148695344,1.4622061324826314,1.4995620811514137,1.7592895098837373,1.8125088129489193,1.7595520058365768,1.8206435915212826,2.0170919776514755,2.0712245542317977,1.9547506269360915,1.9246611131742652,1.8289850477533875,1.90533301095758,1.7893127560272923,1.853143611742374,1.6179017112634488,1.667103991337522,1.7266593005610453,1.8255093342892326,1.8384014837503422,1.9293999698389015,1.5258366512006432,1.601798115792475,1.9916669800759796,2.0586459325662196,1.758676844763103,1.8520647543380577,1.5089849926237235,1.5917240524074787,2.111939185438134,2.200767101076598,1.5123650762680672,1.5391237518082115,1.5251746666305555,1.5827012257586617,2.0325995935026695,2.052715002557715,1.498181257577072,1.56948505300149,1.7816859841959265,1.8760303776267053,1.7901568029320307,1.9157321088339743,1.7886402315243939,1.8542281591715308
Shadow Beedrill,Bug Bite or Poison Jab,Sludge Bomb,50,1.3943686885869937,1.3985899236260009,1.5395286616360784,1.3510418318744388,1.5467125947025215,1.353608809633978,1.3252232177252823,1.3261463727602805,1.3705289373528668,1.3410095087608132,1.3745360371843993,1.36622448920689,1.5505490384446046,1.445773899779261,1.5557484126673988,1.4687974087465534,1.5229377330759533,1.4653349021339876,1.3894857483516243,1.3855196335890094,1.5103016567203318,1.2954084868767701,1.458803040463872,1.4450955201514917,1.399638121724922,1.4255031852169622,1.3269452784706826,1.3874395874962324,1.7699787479935567,1.6310955455696345,1.4053367974071695,1.3983240730315007,1.3280549731074045,1.3951307880706216,1.5856367634104795,1.6381302498724708,1.3618994021328636,1.3675275795315107,1.3360305086894257,1.3799920257699416,1.6382803281538945,1.5989632574988732,1.3279700704927635,1.3840535792786497,1.470951352770126,1.461274221852017,1.4366418619290717,1.4363267227453205,1.3822137773580914,1.3609050611415525
Weezing,Acid,Sludge Bomb,50,1.5507456452930415,1.5923703883054798,1.49929145454597,1.5049755750819036,1.5018010729169202,1.5050843528002629,1.5784354138313663,1.5792863476665262,1.5596491664293821,1.5525229297089622,1.529061706311376,1.5310533830892104,1.5936263725385582,1.593265515169074,1.745674455220004,1.6528148077516078,1.6371686343540595,1.6528378829854125,1.5602673755808933,1.5848248144626516,1.5178844786448396,1.4769332542028666,1.5486644567253085,1.5749795167372993,1.5899156514138382,1.6509848477084155,1.5839291004998726,1.653429459039338,1.842913892081154,1.8590384347125395,1.5711451614079115,1.6495990217751428,1.591156748328712,1.6752083013543462,1.8537308873392093,1.920411141895096,1.5844647993131373,1.631977970591921,1.6177729002939238,1.6645798996352683,1.8229833631121175,1.797081655140503,1.5623468948750685,1.639646736589055,1.536179299786442,1.6086523305280165,1.604843299703973,1.6921817179774115,1.5584500672881703,1.6196549721216194
Shadow Nidoking,Poison Jab,Sludge Wave,30,1.4894679696179516,1.4884658818936372,1.7595523974579776,1.460020098424404,1.7685311949385527,1.4651800228935787,1.782265949483865,1.5555097485908438,1.7939851372975226,1.5704261897982348,1.757028184246773,1.6087346360578358,1.5120324350344505,1.4743685945658678,1.7893607284634219,1.6945981700056187,1.8091843242541479,1.656101109060167,1.5104090775527057,1.4772445388225663,1.735555334555722,1.4718426527710557,1.5784473386646434,1.53870664225263,1.607922302960912,1.5707128597552853,1.5924963146127586,1.5659390375747246,1.9347741231431153,1.7828885367147318,1.5882148044400846,1.5291602908428723,1.571155262487306,1.5222755226343174,1.7768954534313446,1.7853663981399495,1.61676941378954,1.5757025273920784,1.6399820803191476,1.556863575610136,1.9081925101519892,1.8367809064668628,1.590036790904652,1.5583549778696832,1.6408312218516323,1.587958633902235,1.570995189792632,1.5985420711199083,1.5632057528578192,1.5133282120026708
Vileplume,Acid,Sludge Bomb,50,1.3462827577399774,1.3860861989468491,1.3173969354668496,1.3252872801257187,1.3193933420669273,1.3231118413301726,1.3620390638866555,1.3805393647304969,1.3577330568801158,1.3538524718366627,1.3450665527794343,1.3470370781687255,1.348172110663387,1.3563319763484754,1.5844721074777341,1.4649413067062191,1.4519479649557199,1.4621030378707482,1.3741547464865267,1.3924766824293022,1.3154514046865744,1.294469752056976,1.4074006412673936,1.4002075428910596,1.4190085746831256,1.4710673624705162,1.3893288814368625,1.4614067546088283,1.5489704739413954,1.5758288161367404,1.3666627918939216,1.4252632685314721,1.3676241963034685,1.4310152758107286,1.6085563232150881,1.6620424327260777,1.357916302800845,1.3847857671069745,1.4078296552569467,1.4601010683402125,1.5784568803541128,1.5756701162805942,1.3779787666555048,1.4444305886147644,1.4150528814396877,1.4306046160661103,1.3792335018844593,1.4506121149050493,1.369523349545607,1.3990371306038374
Overqwil,Poison Jab,Sludge Bomb,40,1.344562004704939,1.3690706541885251,1.24372074507571,1.2532135281991474,1.2431101610990325,1.255878929897209,1.2927583356728265,1.2883947121007193,1.3507935463948122,1.3362671596838167,1.3116755750916076,1.3184082645324469,1.3545328117188977,1.3399658572526516,1.3191126663101131,1.3329006583269436,1.3782795430927266,1.3887139136499267,1.3456363533433695,1.3439300759787527,1.1385850141175946,1.1431374988491454,1.3412530073032363,1.361686835445516,1.3524134003124455,1.4061153457032882,1.3050296196915823,1.3714072662690209,1.4874495504244358,1.5045880114078005,1.3443548341367748,1.37255277723999,1.308171636232753,1.3776184079492892,1.4974827374516277,1.5941582302628292,1.3090845367541073,1.347902233631226,1.319285211907625,1.3608555488886473,1.3643326611198368,1.4370001165413355,1.3021777730982802,1.3711942399520263,1.3775014980605071,1.3830047136148331,1.335669121429589,1.4178607950993487,1.3126783726993434,1.3366583629222575
Shadow Victreebel,Acid,Sludge Bomb,30,1.364012842498783,1.3335020026114575,1.4806864583108823,1.3056497988225515,1.4827844814504758,1.3043246924698113,1.3181232304314403,1.323355843138667,1.3656355549851815,1.3335174394122296,1.3388585987028467,1.3693664827429222,1.480455631061267,1.3803231785652332,1.594146180653421,1.4883061252107124,1.532347755861197,1.4424966984296723,1.3571401888666423,1.3180364523941839,1.5313715527045682,1.2939718984843078,1.48101667721298,1.3963819167563165,1.384197304827679,1.386977323539273,1.3159057343825538,1.3535266593826782,1.7568370080877505,1.624839653905375,1.3965553135285194,1.367005040984835,1.314900834264032,1.3542637788160603,1.573734588379972,1.6069809004756195,1.339844439293346,1.3134164933111996,1.3185873271726636,1.349981669880836,1.6308839148899634,1.5965988657315606,1.3507045346219462,1.364802646130464,1.473027149564488,1.4437253297881907,1.4084383278915518,1.4054342187191897,1.3797001110565914,1.3552030395330175
Skuntank,Poison Jab,Sludge Bomb,50,1.4359032641041298,1.490272722446815,1.3521212441788546,1.3877740509814405,1.3524770588533168,1.3875170079378465,1.4597075487600757,1.4760512789196747,1.462936125671248,1.4737181219896611,1.4328305132774286,1.4498115889448626,1.4481197604459575,1.4539325568511505,1.428429356592455,1.4464655930541146,1.4604389683171144,1.5006257568995687,1.4628715416458224,1.4794509226706596,1.2272793828897275,1.2458261228782337,1.4521295395997544,1.4912054604705725,1.4593694500284775,1.528327091254892,1.4833445551431585,1.5727180068616802,1.5921559881130498,1.654526164703212,1.43889436127409,1.4852319112242311,1.4631600179359583,1.549398479980461,1.6861913646951388,1.774561415246656,1.4224320214028763,1.4768519264830764,1.4464806590019872,1.4942283159436853,1.5597839044170894,1.6536091872026955,1.4677245061526556,1.5543995025497495,1.4816525913335834,1.5150096618648765,1.4504031728831948,1.5491694259163997,1.436407981340263,1.4956866341630206
Shadow Venomoth,Bug Bite,Poison Fang,40,2.459314127732389,2.5025432990976406,2.6930768115136856,2.3717803643906343,2.0474419619086617,1.8309126966588782,1.8367724096753788,1.8285032898261135,2.461111133391351,2.410293203501919,2.487943708530247,2.5207539922922786,2.713496629638211,2.4927946509772556,2.424576094639278,2.2991512189154433,2.6535579620124436,2.522965603666941,2.5266432441529405,2.5571739246805594,2.3445316499051265,1.9347627280469992,2.4101798340397154,2.4330918881508983,2.5181680353851177,2.6368536044708706,1.7831751639237003,1.8624773620551294,2.743886678065043,2.545627367536004,2.4456710957884327,2.446839805553913,1.8456146506231081,1.9455921172521684,2.5405281913888462,2.6311328676897507,1.8386495882425493,1.838809402002542,1.8327744485119097,1.8817739423046582,2.6084000804985146,2.526618746905496,1.8361692291081737,1.9162307949662167,2.639955284609688,2.6569549840354405,2.7087785817943635,2.7727522248686416,2.493598635589657,2.492799284187303
Shadow Beedrill,Bug Bite or Poison Jab,Sludge Bomb,45,1.4485804784788685,1.4513746281724147,1.5579785360917677,1.380999741621127,1.5682380650437573,1.3790912414902328,1.398910217374916,1.3972328385022423,1.4371117590204894,1.4149760376019154,1.4751963137480664,1.4681698310895772,1.62493290757919,1.4941476071242799,1.7003507665421536,1.5612453487655957,1.560945467490405,1.5006470592621073,1.4323241472560577,1.4253939022131235,1.6392280162652295,1.3881449381330202,1.4964678966960852,1.4861391996553235,1.4225853551762155,1.4494330518785532,1.4079889324428936,1.4658238913915966,1.7618692530833882,1.6697395697470652,1.4350880450974945,1.4351462274429498,1.402023882348582,1.4625097260229432,1.6508532791906536,1.6899590829382347,1.3983379739543407,1.399394597683451,1.3905484293475119,1.4402048617674477,1.7854658404956794,1.7140823277381487,1.4006648924413847,1.4589683698753286,1.524385320533634,1.5044881520764575,1.4746850785289836,1.4585851284785054,1.4525020678423357,1.41812427350974
Nihilego,Acid or Poison Jab,Sludge Bomb,30,1.2271456112569654,1.2525858555261047,1.1721912718088214,1.1853907484563602,1.1736438994917686,1.1879403385657157,1.2783475083867648,1.2875442970960178,1.2721764274169938,1.2877002113503564,1.2733370248465488,1.2841393103682381,1.2133397401343493,1.2351937113438016,1.328957039526808,1.3218664989682858,1.291917990164699,1.3187718667272126,1.2118748524539533,1.2539881624263907,1.120677518384815,1.132999042005984,1.227212005244176,1.2408374362234564,1.2786548735796102,1.333823878219441,1.276780996306538,1.3443406684878147,1.403693412881118,1.4277238951249154,1.2413968906771347,1.314236914136386,1.2568087831752845,1.3160759722431212,1.4713662486622892,1.5345174270390727,1.2408418995052783,1.275551811435698,1.3187813779391362,1.3338738368471412,1.4123243974892183,1.402536365866613,1.2928781164361527,1.347224925616065,1.2764182761970724,1.3510491683278643,1.298510129551518,1.3860678156508088,1.227976013277235,1.2886353890607722
Weezing,Acid,Sludge Bomb,45,1.5856399673112231,1.6320360169504013,1.5453396531540555,1.5424306797133256,1.5486834731872348,1.545765059447411,1.603571037410322,1.6079152567232775,1.644941267059423,1.6403213969175732,1.6528967537400263,1.6524192751440683,1.6259267329470144,1.6220193440269126,1.8377893687227829,1.7197091687638169,1.6875911489630424,1.6911549158692776,1.602767877189314,1.6158952680129415,1.5539749370083367,1.518761208248143,1.6657170186568984,1.6862262735711746,1.6735728017171327,1.7471280338624215,1.6107947320432554,1.6887302390117203,1.8750197633057764,1.893367364363381,1.6035582969685238,1.6873904904166204,1.6252134242935448,1.6968043634587362,1.9072913113988466,1.9553371847220777,1.631797002740026,1.6697008119650754,1.6424261427426268,1.6904701808190168,1.8583985318960958,1.8387740658217973,1.6519359187832163,1.7313248659088962,1.658962019499738,1.727819820684306,1.646184304404702,1.7331468571922646,1.6031737644536845,1.6468840760840155
Nidoking,Poison Jab,Sludge Wave,35,1.7310549773749402,1.7468658408762667,1.9168324862530675,1.6949364696240814,1.9236035151019577,1.6979031170649934,1.9879584120031635,1.7993557059598937,1.9596798062153848,1.7577544726467722,1.9764001336112966,1.7606376191617965,1.6654216799654404,1.6495291070316769,2.088581266543179,1.9476132775336852,1.9218077255858057,1.7734679547968597,1.7304644797694875,1.7201945431935879,1.8434032086491638,1.595374961112529,1.8051115333292151,1.7560446496878837,1.7676447915736333,1.7472466101707325,1.7923058079770995,1.812980954920926,2.0223550631880247,1.9927798210556025,1.6856755997054633,1.707757956582564,1.7626511078025198,1.7840998712270781,2.0116180369275094,2.0607107760664727,1.8620980498644872,1.7609019697146284,1.7695535464243421,1.710541172686475,2.083966231535797,2.0479818973419213,1.7959493742954435,1.798914714314263,1.7982623396119524,1.751964027561491,1.686709197367791,1.7608184568148129,1.7436036643018795,1.7386873358649713
Sneasler,Poison Jab,Gunk Shot,35,1.2720723704535852,1.266927655250271,1.3925950624303982,1.238313765720517,1.4008089591367527,1.2430147246574905,1.3062865285827072,1.2679277325204852,1.2915434190632407,1.2621791946227978,1.312311236780705,1.2747155698257304,1.4430467504247122,1.3219263268529795,1.7252899400273523,1.4308153979637943,1.559920527986156,1.419915306540405,1.3422757117159168,1.314069644429913,1.4608904110140588,1.2267693161683568,1.4223822735734777,1.3697041995603203,1.2780933793460898,1.3221366356319701,1.292548884301556,1.315278973286659,1.6957142442889197,1.5216409760795981,1.293581209431332,1.299193871756633,1.2462584396169931,1.299727860395937,1.4702138346470286,1.5142069704239844,1.2622023750517348,1.2643522793086237,1.2666323843645897,1.288802265619481,1.772589103341913,1.6137001902836219,1.2786488638846998,1.3118768175597022,1.3614058305246166,1.3578355010898542,1.3135991771702695,1.314795290935748,1.3072431970491156,1.2705031358332015
Sneasler,Poison Jab,Sludge Wave,35,1.3874307327543787,1.3661848863411294,1.4947403713082155,1.3326790711996517,1.4987287238906488,1.344285846144344,1.419021434909684,1.3809736258243503,1.4062867707510358,1.3714575153700237,1.4172463769739176,1.3729728160286685,1.552679190431743,1.4327753223745496,1.8394685439572651,1.5489167407938182,1.681284998746119,1.5405364431942323,1.4667712630942906,1.4254330295954745,1.5768111764000092,1.3381339060360602,1.5623329887171584,1.4800529089605443,1.3938731974717387,1.4286354372407573,1.4088208707852747,1.4260943075766008,1.813726778511172,1.6491625829188834,1.4122135132091949,1.4219058454524613,1.3429316293668803,1.3946729371946558,1.6088068451630106,1.65440797544911,1.374645082204801,1.3697605869435956,1.3797979052010352,1.3970430851335613,1.9050866619521927,1.7358343574517234,1.3860287839963543,1.4223989751094626,1.4844714210080487,1.4650503221327198,1.4289317209320842,1.420813524066277,1.420977767628685,1.3712374712980557
Roserade,Poison Jab,Sludge Bomb,50,1.1315041465941236,1.1587641966772033,1.1225811542794935,1.1125602787434905,1.1237986315135855,1.1132983036065138,1.1483995714667945,1.1538721432611265,1.148968072861732,1.1337348856422123,1.1727389531811645,1.1541598491849994,1.159426670732211,1.1628159674609095,1.3460634630097845,1.2415163835424103,1.2081809474746463,1.2114411557147078,1.1399374655084038,1.1464896845816932,1.1497052202218605,1.0827346877312611,1.2111742336224585,1.1810518900822184,1.1589375496889454,1.2042323634441632,1.1438362379482516,1.1967470788202716,1.323824980901837,1.3301476029002508,1.1402733213390892,1.1826561931694373,1.1277101482589946,1.1916888534673034,1.3352024459506078,1.3789358561333,1.1611411560979896,1.1836130707211865,1.140156726008973,1.175918188196855,1.3457879814911038,1.3376560613090978,1.1517167539112754,1.2046639082217296,1.1943090634488758,1.1996260717819536,1.1822110967558936,1.2323857023692744,1.1456696110409053,1.1630025956432781
Roserade,Poison Jab,Sludge Bomb,30,1.3419159128493305,1.334428520092097,1.5195742390166869,1.3513874103971006,1.5168308091854867,1.354222317343692,1.313671094383095,1.33004533177366,1.3525404954501523,1.3405090856590562,1.333653332446497,1.3322838338860408,1.5276886377582501,1.4163596501375573,1.526741024706602,1.4574027161015743,1.5137797882474153,1.4548279851976982,1.364946794847355,1.369337303068149,1.4801571228291126,1.2665655927953696,1.4590022592662448,1.432585944776252,1.4052645025834591,1.4253593343474882,1.3274151908137828,1.3899042953948622,1.6163782969187206,1.6081612371544687,1.36423829123332,1.3523350501141775,1.323280790754966,1.3937598819795793,1.5713597538905801,1.622025011072117,1.3721410244793915,1.3727945315097456,1.3348882058177816,1.3668129074193565,1.5769015073015524,1.5736495862782591,1.3642969564639682,1.393563600881052,1.4958179384711814,1.4421054616636984,1.3981225075779584,1.4237452593051978,1.363276571473949,1.3613764770445287
Mega Beedrill,Poison Jab,Sludge Bomb,50,0.9420297351455625,0.9412227156627196,0.9860452223994647,0.9116367867972431,0.9892600501724234,0.9164339705455309,0.9312095665695538,0.9461181597976022,0.9281685509065608,0.9315577764498756,0.9364539916805686,0.9438841169269435,1.0539195728922102,0.975119546233656,1.0603907192052637,0.9862431437534834,1.065124458461399,1.0089461638409674,0.926170557646072,0.9321749933664453,1.0138223317021398,0.8977209190837292,0.9934103157996386,0.9689105980536932,0.9408467289117554,0.9864312575860287,0.9402687287628948,0.9864738175631059,1.0960417877575053,1.112043055201743,0.9396087708113775,0.9576228795744932,0.9220819851748566,0.9673410546676212,1.0913362356368448,1.1379536834657145,0.9467104645926515,0.9560433565620703,0.9398873025742858,0.9667260871519685,1.0978694255895096,1.1052107518241456,0.9267995700926976,0.9755760143571743,1.0059336152975484,0.9768948589231744,0.9845258185532305,1.0067479440142373,0.9110403286716641,0.9587938628906228
