Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
(Boss weights),,,,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,17.5,0.0,17.5,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Unscaled: Electivire,Thunder Shock,Wild Charge,50,4.0262423,3.9250557,3.4578276,3.4376938,2.3762057,2.3189564,2.9666314,3.0050678,6.0181646,5.5934534,3.0357833,2.6609027,3.4930503,3.397074,2.0054088,2.0088072,1.0735434,1.0987514,1.2715267,1.204947,0.76261735,0.7853824,1.0101976,1.0365859,1.1910022,1.2413032,1.2048602,1.2495891,0.702735,0.7494295,1.1698828,1.1635662
Tyrantrum,Dragon Tail or Rock Throw,Meteor Beam,50,1.3623645818735923,1.352007389271856,1.3201679678440492,1.29234164788024,1.0830250345050354,1.044948135502506,1.2953883439640457,1.3417128706902108,1.4111842857364962,1.24699631296831,1.3067926194252883,1.2853615479119256,1.2860877273308582,1.291863388175525,1.3329614315958034,1.3385438485226173,1.2658694311270093,1.3261630729526526,1.2891201385990314,1.3292066286923603,1.326108098761056,1.3791798488011906,1.3332961365787954,1.4144434816830702,1.298694226416837,1.3519870045836586,1.2762783685168972,1.338399639621384,1.2694169260793873,1.3279129387229325,1.2859459731644762,1.3065576710887772
Unscaled: Tyrantrum,Dragon Tail or Rock Throw,Meteor Beam,50,2.5636365,2.5441468,2.2347806,2.1876762,2.3064282,2.225339,1.7446969,1.8070892,2.4688432,2.1815991,1.6573302,1.6301504,1.3173821,1.3232983,1.2333151,1.2384802,0.67468214,0.7068174,0.729502,0.7521866,0.49264953,0.5123657,0.63826966,0.67711616,0.7564664,0.7875085,0.761591,0.7986605,0.43617144,0.45627066,0.6997403,0.71095604
Shadow Golem,Mud-Slap or Rock Throw,Earthquake or Stone Edge,50,1.4095644008085855,1.360534641303749,1.3523087958047266,1.3247743590767533,1.2900336947958755,1.1538675950465638,1.3768560682670203,1.3778044275675645,1.334431333779027,1.2889005164496579,1.379586730520901,1.3391914654821193,1.3417595645166172,1.3044906295120826,1.4031568307789812,1.3973830049660394,1.306291942885206,1.3422931568161425,1.325715146050991,1.336407745373052,1.3714603391416016,1.3874389812034595,1.3403700234544267,1.3846616655066182,1.3213108793177064,1.372468656987517,1.3728258120697778,1.3442733378158895,1.3122149391051794,1.372907984267629,1.4096672500902334,1.3461281600986796
Unscaled: Shadow Golem,Mud-Slap or Rock Throw,Earthquake or Stone Edge,50,2.652455,2.560193,2.2891886,2.2425783,2.7472773,2.4572957,1.8544219,1.8556992,2.3345652,2.2549098,1.7496508,1.6984198,1.3744086,1.3362328,1.298263,1.2929208,0.6962265,0.7154144,0.7502108,0.75626165,0.5094979,0.51543397,0.64165604,0.66285914,0.7696402,0.7994387,0.81920356,0.8021655,0.45087683,0.47173095,0.76706254,0.7324881
Lycanroc (Midday),Rock Throw,Stone Edge,30,1.9081390027852192,1.8390384593616886,2.0875605992957706,1.8516267897416363,1.8730853303319792,1.5474024973602054,1.9163700491605467,1.8944584425138198,2.017205195225653,1.7958346213327459,2.1731958717365374,1.8646261476608539,1.8887662508188254,1.8361320976674578,1.9915139178361956,1.9294855499800918,1.852677191466647,1.822001963491074,1.9032764943945075,1.7842275037224455,1.8523651180020644,1.8610399432269604,1.8630412294899101,1.881851980591399,1.7864479315508817,1.7798113350397087,1.8103570710788033,1.824246146866553,1.7796436045966613,1.8138137612000564,1.831752012884815,1.7804876793733428
Unscaled: Lycanroc (Midday),Rock Throw,Stone Edge,30,3.5906503,3.46062,3.533823,3.1344342,3.9889538,3.2953742,2.5810676,2.5515559,3.5290666,3.1417825,2.7561398,2.3647985,1.9347256,1.8808107,1.8426371,1.7852457,0.9874385,0.97108924,1.0770478,1.009679,0.68815416,0.69137686,0.8918669,0.9008719,1.0405743,1.0367086,1.0802907,1.0885787,0.61148524,0.6232261,0.9967376,0.9688424
Shadow Swampert,Mud Shot or Water Gun,Earthquake,30,1.7683502491902374,1.653129942360725,1.823222610677858,1.7369109479074967,1.5138707824746114,1.4455560007582584,1.7183529538945768,1.6778601723544468,2.0340984126055055,1.7280439160547527,1.7413629110579545,1.665220781479759,1.84169357035261,1.8050970729245275,1.8364478617757645,1.767983356613669,1.6220577067493716,1.6462634145700794,1.674697936741926,1.6834684181452482,1.8028180221021635,1.8033251549635438,1.7376995861425866,1.783977793913547,1.6476600233174468,1.6938328254781305,1.6613603682763523,1.6880639933804342,1.6704402909628915,1.7678358571946908,1.8041275440857243,1.7503567067859194
Unscaled: Shadow Swampert,Mud Shot or Water Gun,Earthquake,30,3.3276021,3.1107857,3.0863516,2.9402432,3.2239645,3.0784802,2.3143678,2.25983,3.558621,3.0231838,2.2084708,2.1119041,1.8865075,1.8490205,1.6991631,1.6358167,0.8645231,0.87742424,0.94769716,0.9526603,0.6697474,0.6699358,0.8318639,0.854018,0.9597328,0.98662764,0.9913802,1.007315,0.573963,0.6074281,0.9817059,0.9524468
Shadow Hippowdon,Bite or Thunder Fang,Earth Power or Weather Ball Rock,40,1.6968007154597324,1.7004985399003303,1.5692588528758444,1.5611564790694143,1.4577193633013863,1.3203296161229388,1.696463250167576,1.7483098370690064,1.7229739616819415,1.7266827712320987,1.7213055513743545,1.5866534063235687,1.7900940416837103,1.8201723462975419,1.6935165454662573,1.7521825584677952,1.605606315818111,1.6770642196670884,1.7463023824005806,1.7064416069938506,1.6207230314873518,1.6748589260821012,1.6857648883804914,1.7613428515803538,1.5746137693797735,1.662565780968795,1.634031667729602,1.6759071977135578,1.609643840627046,1.7389594459345337,1.8410885051835506,1.7094116929256278
Unscaled: Shadow Hippowdon,Bite or Thunder Fang,Earth Power or Weather Ball Rock,40,3.1929634,3.1999218,2.6564417,2.642726,3.1043835,2.811796,2.2848856,2.3547153,3.014314,3.0208025,2.1830332,2.0122616,1.8336524,1.8644626,1.5669167,1.6211971,0.85575485,0.89384043,0.9882175,0.96566063,0.60209906,0.62221056,0.80700195,0.8431823,0.91718465,0.96841514,0.9750724,1.0000607,0.55307335,0.59750617,1.001818,0.9301668
Krookodile,Mud-Slap or Snarl,Earthquake,30,1.8569218704389325,1.7926778569644903,1.9882529550740837,1.7392471952685262,1.8145620758890553,1.5413029020668367,1.9701452067056495,1.8650635362865302,2.1382277349105157,1.7103153662750235,2.075049199967798,1.7346447174503743,2.2016523923372575,1.8623442767147014,2.1108803252416335,1.907731730124495,1.7379571531161861,1.7350850713231332,1.9877379299278977,1.8208518454247582,1.8034264469464194,1.7782473811325255,1.8564074368999046,1.8221921324477413,1.6530758102005845,1.6905339441215639,1.7677887631109364,1.7484613633914297,1.7567758982884247,1.791577428894537,1.9304480575376681,1.8165299505057848
Unscaled: Krookodile,Mud-Slap or Snarl,Earthquake,30,3.4942722,3.3733807,3.365715,2.944198,3.8643217,3.2823844,2.6534948,2.5119653,3.7407935,2.992168,2.631666,2.1999505,2.2552252,1.9076607,1.9530802,1.7651181,0.9262951,0.92476434,1.1248438,1.0304044,0.66997343,0.6606194,0.8886912,0.8723118,0.9628874,0.9847061,1.054889,1.0433558,0.6036279,0.6155857,1.0504425,0.9884546
Shadow Zapdos,Thunder Shock,Thunderbolt,45,1.891893371246875,1.8342190224434625,1.9316240628988584,1.9256793566068815,0.9979723111675447,0.9804159593601984,1.9844876840253618,1.9926437373538486,3.024963600679332,2.808074978942353,2.163204487595316,1.8987111063205804,3.001340872548283,2.872734745439227,1.9493407363503092,1.947154611257307,1.9067787348194138,1.9511815891519229,2.032616328857445,1.915897997389605,1.8748318036260967,1.9683044922604096,1.912845539188612,1.9667418400403078,1.8502275519788325,1.923947045257856,1.8094075596959198,1.8823607346577034,1.8432464591149536,1.9316584062337865,1.9341759283013846,1.9367789138324314
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,45,3.56008,3.451551,3.2698536,3.2597904,2.1252985,2.0879102,2.672812,2.683797,5.292123,4.91268,2.7434683,2.4080265,3.0743725,2.942637,1.8036166,1.8015939,1.0162735,1.0399393,1.1502401,1.0841902,0.69650054,0.73122567,0.915709,0.94151,1.0777248,1.1206651,1.0797241,1.1232573,0.63333917,0.6637175,1.052471,1.0538874
Rhydon,Mud-Slap,Earthquake,35,1.7667513163641753,1.7270091628820352,1.7375978570891002,1.7164349933323495,1.6966948089766574,1.4935239285078856,1.763573870455293,1.7536319495736876,1.7065300198367153,1.6613395315828126,1.8124166612589214,1.734758418085119,1.7281075587723915,1.6853101481647081,1.8032808412566455,1.7953360214879441,1.63789941165627,1.6952234069149972,1.6718446861005483,1.6894788293301504,1.7676176448642245,1.771271612500534,1.7034990294864008,1.7688700765130694,1.6530639643470713,1.715510497057164,1.700100466214111,1.729915056604436,1.6498800363201576,1.7125907774750644,1.8138530140161324,1.7501538745965226
Unscaled: Rhydon,Mud-Slap,Earthquake,35,3.3245933,3.2498083,2.941406,2.9055815,3.6133096,3.1806335,2.3752737,2.3618834,2.9855456,2.9064856,2.2985842,2.2000947,1.7701576,1.7263188,1.6684755,1.6611246,0.8729664,0.9035189,0.94608253,0.95606154,0.65667045,0.6580279,0.81549156,0.8467857,0.9628805,0.9992545,1.0144975,1.0322887,0.5668985,0.5884459,0.98699796,0.95233643
Mega Manectric,Thunder Fang,Wild Charge,40,1.9536371656439249,1.930233376277285,1.9473065988531901,1.932166595916045,1.0517893666029194,1.0241193168704958,1.997225085688677,2.013032905461653,3.413182247191628,3.010137965314557,2.208551565090814,1.9601476909742903,3.328042540853414,3.072428204499904,2.085796574396992,2.0260932138578736,1.8841868609331416,1.9125787730010126,2.0511122805541837,1.9258696986736323,1.8770972662523968,1.9308566066222075,1.9597175650845722,1.9745648564617488,1.883374138578975,1.9277687922877655,1.855255418980947,1.9127771067945751,1.8830892902362613,1.95482099045276,1.9834911468352887,1.9345063552983364
Unscaled: Mega Manectric,Thunder Fang,Wild Charge,40,3.6762667,3.6322265,3.296401,3.270772,2.2399082,2.1809816,2.6899674,2.7112582,5.971305,5.2661858,2.8009794,2.485943,3.4090238,3.1471896,1.9298716,1.8746314,1.0042325,1.0193648,1.1607068,1.0898331,0.69734216,0.71731377,0.93814737,0.945255,1.0970321,1.1228912,1.1070828,1.1414076,0.64702916,0.67167616,1.0793056,1.0526508
Shadow Sudowoodo,Rock Throw,Meteor Beam,35,1.7532523227916323,1.6954685548613633,2.0088599351535996,1.7028526461658027,1.6839005347769855,1.4412256440325621,1.7675743088106761,1.7266779938172887,1.91262322496152,1.6652485716924863,1.8020249594182562,1.695527677785963,1.7443012184514215,1.7007520015463722,1.8336235269297496,1.7710617864858196,1.6693559083210088,1.6524418164497023,1.7241628517415177,1.6441102480087166,1.6770804318101722,1.6840490672039332,1.67768106992962,1.7038877362676295,1.6349270183832194,1.6286221401062315,1.656120459712991,1.6683994215990916,1.623325483019011,1.6693544347795515,1.7441886749179076,1.7067052422114424
Unscaled: Shadow Sudowoodo,Rock Throw,Meteor Beam,35,3.2991915,3.1904566,3.4005985,2.8825893,3.5860627,3.0692582,2.3806617,2.3255804,3.3461022,2.9133244,2.285405,2.1503406,1.7867453,1.7421364,1.6965499,1.638665,0.88973206,0.8807172,0.97568893,0.93038785,0.62303585,0.6256247,0.8031321,0.81567764,0.95231605,0.94864357,0.9882534,0.9955806,0.55777436,0.5735899,0.9490905,0.9286941
Excadrill,Mud-Slap,Drill Run or Earthquake,30,1.5678321265078543,1.5817144324466028,1.9042236644348223,1.6527158964182542,1.5785368324731863,1.4197201308573508,1.935511790304565,1.78251677763651,1.6857346215156568,1.571909007185665,1.8706067852785588,1.677214069515243,1.8349388333676646,1.700974390164136,1.828971999182054,1.7968785328503474,1.6264705427087451,1.6417149448125796,1.7558091534877538,1.770072137516138,1.6975953288648933,1.712885384635511,1.7641499462311232,1.763264577130973,1.652047967809494,1.6008063249303883,1.6496898913587041,1.6449488700856438,1.6647578085239447,1.6804321468959982,1.7455600572201055,1.6966200515892473
Unscaled: Excadrill,Mud-Slap,Drill Run or Earthquake,30,2.9502761,2.9763992,3.2234702,2.7977178,3.3616784,3.0234597,2.6068487,2.400787,2.9491644,2.7500284,2.3723834,2.1271145,1.8795884,1.7423642,1.6922461,1.6625518,0.86687505,0.875,0.9935973,1.0016686,0.63065714,0.6363374,0.8445261,0.84410226,0.9622887,0.93244135,0.9844161,0.981587,0.5720105,0.5773962,0.94983673,0.9232063
Aurorus,Rock Throw,Meteor Beam,30,1.8457352925468358,1.7851827796295066,2.0937313216290976,1.8173558226186413,1.6661486548260067,1.5043530133849907,1.9451351907603243,1.9147295575966605,1.8471374860873202,1.790299786817044,2.05295405997606,1.817776676341208,1.8450073364813981,1.8051260674019094,1.8833508206048046,1.8685735358138889,1.8014727590239208,1.8355732422978943,1.9463202656905545,1.8626347740926967,1.855521993146277,1.8855259005457545,1.8588401965592931,1.9057645917534334,1.775433347931774,1.8479388987442196,1.7530897705364807,1.812504615796709,1.7808937798368527,1.862334332354006,1.858771127663907,1.8200079794995592
Unscaled: Aurorus,Rock Throw,Meteor Beam,30,3.4732218,3.3592768,3.5442688,3.0764203,3.548258,3.2036953,2.61981,2.5788581,3.231536,3.1320994,2.603644,2.305382,1.8899019,1.8490502,1.7425598,1.7288872,0.9601476,0.97832245,1.1014059,1.054049,0.68932694,0.7004734,0.8898558,0.91231924,1.0341585,1.0763917,1.0461177,1.0815722,0.6119148,0.63989776,1.0114399,0.99034715
Shadow Luxray,Spark,Wild Charge,40,2.0887651108265897,2.033231316870086,2.1830866395219,1.9922906436329582,1.198420260321963,1.0681842417933705,2.2867895546683514,2.0905935943686185,3.52370374291105,3.062803918322851,2.3009807192266907,1.9877035365549511,3.5891858409325876,3.1371739463631454,2.2983786770284693,2.122988585502382,2.053985966620652,2.0107469474655906,2.2746306093359956,2.0685705773227867,2.1234043215256793,2.093284182719862,2.159222093451728,2.119373172714656,1.9923762490293697,2.040989056663181,2.020712050752372,2.028798985239455,2.075105217601534,2.080151203800072,2.1771243074448616,2.041019810182738
Unscaled: Shadow Luxray,Spark,Wild Charge,40,3.9305444,3.8260434,3.6955295,3.37255,2.5521758,2.274823,3.079968,2.815721,6.1646605,5.358324,2.918202,2.5208905,3.6765215,3.2135108,2.126562,1.9642833,1.0947319,1.0716864,1.2871939,1.1705863,0.7888453,0.77765566,1.0336533,1.014577,1.1605239,1.18884,1.2058154,1.2106411,0.7130058,0.7147396,1.18467,1.1106095
Aurorus,Rock Throw,Meteor Beam,35,1.749153542881324,1.7366326787157373,2.0513243086809654,1.7510486470878255,1.5302546228154577,1.4620608957471077,1.8095303538828755,1.7749358430069995,1.7748555687759677,1.7091640548477403,1.742697119407823,1.6935504537104766,1.7617331473261137,1.7483996903350767,1.7847310397123182,1.7952329135955862,1.6757524237575854,1.7284826754512488,1.7630779509990784,1.7355135101894106,1.7683568098522024,1.8042196361197897,1.734255578886504,1.7924559592375933,1.6405838426335015,1.725178430314535,1.7095515063589193,1.769170967467806,1.6856299084897683,1.7666776785075826,1.791198071688324,1.772816370066475
Unscaled: Aurorus,Rock Throw,Meteor Beam,35,3.2914786,3.2679174,3.4724822,2.9641755,3.2588558,3.1136293,2.4371703,2.3905766,3.10508,2.9901538,2.2101629,2.147833,1.8046014,1.7909435,1.6513124,1.6610292,0.89314127,0.9212454,0.99771065,0.98211217,0.65694505,0.6702681,0.8302152,0.85807663,0.95561105,1.0048859,1.0201372,1.0557138,0.57918215,0.60703015,0.9746704,0.9646681
Aerodactyl,Rock Throw,Rock Slide,35,1.7779635617833587,1.7352544972509973,1.7425615852361076,1.7233587874103513,1.5084874193557927,1.4413343490403694,1.759616421220321,1.7581861234386191,1.8389482105344024,1.724036561197044,1.7837010218943108,1.7223825534339758,1.7102460820846346,1.7258490158961979,1.806409095802147,1.800916492982827,1.717567616375309,1.7283955426032065,1.6949617188032895,1.7125485561363893,1.7012996598548997,1.7640586973447232,1.7219800858798,1.7911609732375546,1.6466381210210164,1.694410800122167,1.6768545305493223,1.73612642960242,1.6506628073710048,1.7365977742189223,1.6961983804299006,1.691705179728028
Unscaled: Aerodactyl,Rock Throw,Rock Slide,35,3.345692,3.265324,2.9498086,2.9173021,3.2125,3.0694897,2.3699436,2.3680172,3.217209,3.016173,2.2621658,2.1843991,1.7518615,1.7678441,1.6713699,1.6662879,0.9154279,0.92119896,0.95916426,0.9691165,0.6320333,0.6553483,0.82433873,0.8574567,0.95913756,0.9869643,1.000626,1.0359952,0.56716746,0.5966947,0.92297685,0.9205319
Shadow Tyranitar,Smack Down,Stone Edge,30,1.4235028777124081,1.4142485385053563,1.5085556464371874,1.3674447817291138,1.3176129300638937,1.1951779867240897,1.4727255191437458,1.4592897484535055,1.391130077728097,1.3467914410381308,1.396246790933628,1.3635122835715907,1.4460978998040677,1.4109901760462662,1.4169285434205279,1.445115474354668,1.3568273061287097,1.398251620489916,1.3881439618979894,1.3994330007489066,1.4310574947615113,1.4570496151443006,1.390314520771832,1.4421793440614845,1.3621924649040837,1.426046765712881,1.3918567450424688,1.423477769945994,1.3631957559466779,1.4424756263703622,1.4854797733836826,1.4032215897103784
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,30,2.6786838,2.6612694,2.5536833,2.3148108,2.8060105,2.545271,1.9835439,1.9654479,2.4337587,2.356189,1.7707798,1.7292645,1.4812858,1.4453238,1.3110052,1.337085,0.7231608,0.7452391,0.78553873,0.7919271,0.53163826,0.54129434,0.66556525,0.69039375,0.793453,0.830647,0.83055985,0.849429,0.46839383,0.49563438,0.8083155,0.76355517
Shadow Tyranitar,Smack Down,Stone Edge,35,1.3379861173220682,1.344744435660092,1.4454040116488645,1.3095051619204676,1.2606062865679066,1.1397883947848453,1.3996244874345551,1.3960797040566586,1.338621771275083,1.2857814239085006,1.3258516686120094,1.3027207647242913,1.3663625988814185,1.3456243233401637,1.3551933953882889,1.3801311307585327,1.306635108214813,1.3354270358555234,1.3285183340831825,1.3481933105892754,1.3606425814806922,1.3878139203555917,1.3429719023152786,1.3986912062193084,1.3024797491700606,1.3643917763681404,1.3292070086810244,1.364959899566967,1.3245693980698419,1.3997285737888754,1.4067023385704236,1.3446632915821608
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,35,2.5177622,2.5304797,2.4467802,2.2167306,2.6846082,2.4273124,1.8850876,1.8803133,2.3418963,2.249453,1.6815017,1.6521661,1.3996103,1.3783674,1.2538851,1.2769586,0.6964094,0.7117549,0.7517971,0.762931,0.5054791,0.51557326,0.6429016,0.6695753,0.7586714,0.79473406,0.793175,0.81450975,0.45512182,0.4809465,0.7654492,0.731691
Raikou,Thunder Shock,Wild Charge,40,2.200085069518345,2.1799767674337645,2.258765210448345,2.2655152096508497,1.2048537654686873,1.1774753644634735,2.3199784920753013,2.342695160954534,3.331547853674731,3.3157357555648437,2.314454165594645,2.221147498030148,3.472050788171425,3.494847085859774,2.262640443973506,2.290052876839892,2.207951435257564,2.3065958008684206,2.2561189302399716,2.2482992319727777,2.244981188170302,2.345833117541661,2.340226639783621,2.4375226125908576,2.1605997298115325,2.2671264002356812,2.14323454622045,2.220296628629625,2.202458103660878,2.3033654003845117,2.249745104424487,2.281317238585934
Unscaled: Raikou,Thunder Shock,Wild Charge,40,4.1400213,4.1021824,3.8236382,3.8350646,2.5658767,2.5075712,3.1246686,3.1552646,5.828487,5.800824,2.9352896,2.8169541,3.5565362,3.5798872,2.0934954,2.1188586,1.1767923,1.2293677,1.2767183,1.2722932,0.83401114,0.87147766,1.120303,1.1668801,1.2585111,1.320561,1.278928,1.3249131,0.75676423,0.79143596,1.2241862,1.241366
Lycanroc (Midday),Rock Throw,Stone Edge,35,1.8584563421669484,1.7956246272429395,1.9576668882718706,1.7190451655192387,1.612336764639383,1.442049172510715,1.7950701947741268,1.7674598196506168,1.8778332938550082,1.6813023983311186,1.8661309858121002,1.746956635350631,1.742287517828675,1.719130399977351,1.8403356994108802,1.8063428430369317,1.7124204366305067,1.698664535251607,1.7557647986875218,1.6825446189851974,1.7731057968516202,1.766595976724432,1.7298005329260213,1.777074739156192,1.7246980723706111,1.7432914270528048,1.6893272155484853,1.7069600407703363,1.677430108158086,1.7309275153017394,1.7788182695622705,1.7433060966905107
Unscaled: Lycanroc (Midday),Rock Throw,Stone Edge,35,3.4971597,3.3789258,3.3139389,2.91,3.4336593,3.071012,2.4176946,2.3805075,3.2852378,2.9414103,2.366707,2.215565,1.7846826,1.760962,1.7027603,1.6713086,0.91268456,0.90535295,0.9935722,0.95213753,0.6587093,0.6562909,0.8280825,0.8507134,1.0046061,1.0154364,1.0080688,1.0185908,0.5763647,0.5947464,0.967934,0.94861025
Tyranitar,Bite or Smack Down,Stone Edge,35,1.5483583384469108,1.5613259132391883,1.716072871446967,1.5516815274478346,1.3513737002531956,1.3326753119469807,1.6083610943559963,1.6187533244177315,1.5319841310851114,1.5135662920341277,1.5790994105465774,1.526149293033581,1.5297329091223264,1.5500575496445004,1.5854596904342246,1.6055179582821577,1.538141869500548,1.6030828592295105,1.5878392921327307,1.625703624405672,1.6123492558336696,1.6616355443931294,1.5798858445390123,1.6608100926729774,1.5564241179517386,1.618167625007661,1.5710604280875256,1.6219233028409914,1.5550592676370067,1.6366950763625232,1.6289709128679815,1.6237212769257572
Unscaled: Tyranitar,Bite or Smack Down,Stone Edge,35,2.9136312,2.938033,2.9049685,2.6266868,2.877908,2.8380876,2.166225,2.1802218,2.6801805,2.6479588,2.0026813,1.9355277,1.5669559,1.5877751,1.4669377,1.4854965,0.8197977,0.8544099,0.8985446,0.9199717,0.5989882,0.61729807,0.756316,0.7950557,0.9065895,0.942554,0.9374957,0.967847,0.5343181,0.56236815,0.8863954,0.88353884
Shadow Zapdos,Thunder Shock,Thunderbolt,50,1.8428816799805674,1.7823096108521241,1.7800489981038519,1.7733522243203894,0.9673518243916849,0.9525902947699459,1.8391782202712044,1.866017983856286,2.8242835941494038,2.755128028665837,2.115378389325639,1.8560482942263339,2.828829491971849,2.806946276259771,1.87320550116272,1.892003993755596,1.7786947615690478,1.8132023901493353,1.9303438787018143,1.8665588485705913,1.8370835682815634,1.9089770268813795,1.8526533290329372,1.9095144591068267,1.7870537868704337,1.8725399896271528,1.776601488949814,1.8494306543063501,1.785039008895901,1.9105114225463966,1.8707686783140651,1.8929026927411179
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,50,3.467852,3.3538702,3.0132673,3.001931,2.0600886,2.0286522,2.4771016,2.5132508,4.9410367,4.8200502,2.6828132,2.3539197,2.8976634,2.8752477,1.7331729,1.7505661,0.9480074,0.96639925,1.092365,1.0562696,0.68247706,0.7091855,0.88689405,0.91411436,1.0409272,1.0907214,1.0601478,1.103607,0.6133391,0.6564514,1.0179683,1.0300124
Shadow Aerodactyl,Rock Throw,Rock Slide,50,1.3247334894960563,1.2917188852045625,1.3153028337307617,1.3026350067775276,1.1443512816179549,1.0791510040280956,1.3250839512926584,1.3291764561580766,1.3978110792947314,1.30601597088786,1.320699263634634,1.2860684315391684,1.2890800159713687,1.3074076496608038,1.323744515503147,1.3302340441076976,1.2893573248864754,1.3005354336027153,1.262151536496225,1.2821642103060762,1.2809657370917726,1.3505483764372936,1.2773450457850128,1.3293285198978266,1.2731038522543947,1.306601419476609,1.2394937679894575,1.2878504756530853,1.2584984980929705,1.323298180910043,1.3101448255279295,1.3133757693729826
Unscaled: Shadow Aerodactyl,Rock Throw,Rock Slide,50,2.492824,2.4306986,2.2265449,2.2051008,2.4370296,2.298178,1.7846925,1.7902045,2.445447,2.284853,1.6749672,1.6310469,1.3204472,1.3392208,1.2247872,1.2307916,0.6872007,0.6931584,0.7142407,0.7255657,0.47587913,0.5017291,0.611485,0.6363703,0.74156046,0.7610722,0.7396406,0.7684964,0.43241987,0.45468503,0.71290797,0.71466607
Golem (Alola),Rock Throw,Stone Edge,40,1.7832409754064171,1.7305560112471599,1.8000472235293925,1.78164203903095,1.6416185128525709,1.4853717103176358,1.7782832031186195,1.7759549598753361,1.779859846610702,1.7290791932154594,1.8343580451911923,1.7640314428776134,1.7670273241221361,1.7461017071596834,1.8401665549124102,1.8260511492963374,1.7018060271577178,1.7704222068682787,1.7323976649936716,1.7694517004499448,1.8142587671804713,1.8458259304676703,1.782843717647806,1.8598628078967971,1.6921172883708226,1.7697056202394477,1.7355050409318,1.8041121819712926,1.7327911367127278,1.826369937377443,1.8536484065626695,1.8208762232966103
