Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
Unscaled: Swampert,Water Gun,Earthquake,45,979273,995147,841358,862992,1011395,1024024,695008,731292,1014345,1017287,631881,642737,599893,614146,484876,505559,164051,171711,169581,176701,116933,120903,148199,154872,186433,194499,192791,196633,106252,111253,172948,172944
Groudon,Mud Shot,Precipice Blades,30,1.4225879043074374,1.4482768941257456,1.4374242524861789,1.422942988063022,1.2765523542838482,1.217663121836317,1.4547043424503845,1.4784556558196569,1.3738339495635148,1.3798209561411314,1.4781615933230052,1.4495052268698794,1.3887686699614996,1.4307948556917784,1.486174591263615,1.5144166268731383,1.398418889006008,1.4689891430378412,1.4201612262727346,1.4012489079501231,1.4701861569404329,1.509217112525897,1.436774594829306,1.4844562321765968,1.4061978568879543,1.4603061313066037,1.427087942608057,1.4508317877552557,1.4148463047743622,1.5002943100065402,1.4865110420516845,1.4370463673250256
Unscaled: Groudon,Mud Shot,Precipice Blades,30,760497,774230,692643,685665,734878,700977,571805,581141,679229,682189,529544,519278,406887,419200,392145,399597,132668,139363,143050,141145,97219,99800,122429,126492,145796,151406,151581,154103,86532,91758,143979,139188
Shadow Mamoswine,Mud-Slap,High Horsepower,30,1.3886402026237077,1.362855812056784,1.6138972822207098,1.3755457971543839,1.3570493022092365,1.2168901148914142,1.4851312606055362,1.4006304172507396,1.4853095848739086,1.330195548579704,1.4755963097879943,1.3782662702898854,1.4873542582530104,1.385222401223275,1.4372247614283225,1.4212012339783675,1.2697480763149571,1.3052809107199324,1.3226610277182114,1.3068957985862917,1.38941733331317,1.3805707199782238,1.3513748224994426,1.389456760277429,1.281575216288423,1.3135000626922964,1.3157215888228815,1.3201088338024987,1.3219587965990844,1.348185088293002,1.3863530772169281,1.379063980920326
Unscaled: Shadow Mamoswine,Mud-Slap,High Horsepower,30,742349,728565,777679,662826,781218,700532,583765,550550,734343,657654,528625,493757,435771,405848,379229,375001,120461,123832,133229,131641,91878,91293,115152,118397,132875,136185,139752,140218,80851,82455,134278,133572
Zekrom,Charge Beam,Fusion Bolt or Wild Charge,35,2.184834273934832,2.193437176736434,2.0667138445702524,2.103361114339316,1.1333810455222921,1.143305065019438,2.0988289707000987,2.1946864831723367,3.3782109368047184,3.2201741895292106,2.123460201817192,2.109868944437466,3.2358866013161127,3.2817935450400024,2.0888646337858425,2.1320500867877907,1.9485928112153472,2.0660798988088964,2.07174767691208,2.1249900722738464,1.9998638982563854,2.119104148078697,2.0476933729213362,2.199774676978324,1.9984568050076676,2.1198966059355135,1.980003200994191,2.0823502829113982,1.9793328973185087,2.1601209941137998,2.062194781998204,2.122159472211611
Unscaled: Zekrom,Charge Beam,Fusion Bolt or Wild Charge,35,1167984,1172583,995875,1013534,652458,658171,824993,862672,1670201,1592067,760719,755850,948063,961513,551172,562567,184863,196009,208683,214046,132245,140130,174486,187445,207202,219793,210310,221181,121056,132113,199738,205546
Shadow Magnezone,Spark,Wild Charge,50,1.7455605916342896,1.8163011820339814,1.919435774409377,1.8697578569886941,1.1709491830445702,1.0261797475654624,1.9874883291398797,1.9198952866261483,2.9227190718521694,2.8365061771344893,1.932409384639004,1.862543789864478,3.1039920268683616,2.9335560986265463,1.904457633156726,1.9115333014985108,1.8309686940023189,1.8672182987245705,1.8745333968707807,1.8576860455881186,1.838069169930588,1.9262026101289942,1.8735609252326577,1.9117484831770546,1.7705172596714922,1.8605916223801853,1.7727670711844619,1.827607633429677,1.8096958796599083,1.888587311968607,1.9060470590664589,1.8815057249346976
Unscaled: Shadow Magnezone,Spark,Wild Charge,50,933154,970971,924907,900969,674085,590745,781228,754659,1445004,1402380,692276,667247,909420,859485,502514,504381,173704,177143,188818,187121,121546,127374,159648,162902,183569,192908,188298,194123,110681,115506,184614,182237
Terrakion,Double Kick or Smack Down,Rock Slide,45,1.3849663385005622,1.4524090559628273,1.3599584115020007,1.4054899307688478,1.1794678932868254,1.2341550947237498,1.3715162323537866,1.4495831563093877,1.3055679161171834,1.3585974223509518,1.3795782216081174,1.3981772250833926,1.3380218715015155,1.391103268437867,1.341553539350115,1.4061441207904133,1.3210393169600505,1.3869294824496678,1.3431518544992456,1.3922444603288062,1.384517670543046,1.4558198617811182,1.3986222436070461,1.4684723803264836,1.3537099372112535,1.4187845410441642,1.329231667247239,1.3902859240987788,1.3681654676258992,1.4399607586657945,1.3625034845184139,1.397658403625964
Unscaled: Terrakion,Double Kick or Smack Down,Rock Slide,45,740385,776439,655315,677255,678989,710471,539106,569792,645478,671696,494227,500890,392019,407571,353985,371028,125327,131578,135293,140238,91554,96269,119178,125130,140354,147101,141187,147672,83677,88068,131968,135373
Tyranitar,Smack Down,Stone Edge,30,1.6537495300110179,1.6982792323793883,1.7734506001693426,1.6938596782494648,1.4441871614837563,1.457771238582948,1.6416899659859618,1.7186502252762208,1.6275657154877388,1.6502698198234642,1.6262446091362055,1.6615640134544793,1.6349937197935724,1.6838291510799226,1.6905086749891989,1.7622014537902388,1.6074101401918415,1.683261304943607,1.614357477563339,1.6510602811532047,1.6850000756120798,1.7313956477686876,1.6565232188332493,1.7273826149206088,1.6147413701642537,1.6932996402426672,1.6469020966511951,1.7078339625483678,1.628319162851537,1.7341072596468279,1.6995983769887568,1.6936308165646263
Unscaled: Tyranitar,Smack Down,Stone Edge,30,884073,907878,854562,816210,831381,839201,645304,675555,804675,815900,582594,595247,479027,493335,446061,464978,152495,159691,162611,166308,111424,114492,141154,147192,167418,175563,174929,181401,99588,106058,164618,164040
Shadow Zapdos,Thunder Shock,Thunderbolt,30,2.1592294612476546,2.1954985811476897,2.1458731094250663,2.1395808775920178,1.208737931537641,1.1904341693388967,2.1937426381359186,2.1736242377370107,3.748218056488216,3.389086657874936,2.2423341567921393,2.095392817764379,3.6727363951615106,3.418333424350818,2.271475240845594,2.233493265419045,2.039770211868873,2.114598924844524,2.2769140656024143,2.205821618616472,2.1060383806916994,2.1846598212530433,2.154627923624884,2.2556946873056294,2.1144664885562445,2.2023900232443743,2.0869446510445595,2.1671860436653265,2.066579463701766,2.169162851536952,2.0853732822614783,2.108025233075565
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,30,1154296,1173685,1034019,1030987,695839,685302,862301,854393,1853134,1675578,803305,750664,1076053,1001517,599356,589334,193513,200612,229349,222188,139266,144465,183598,192210,219230,228346,221669,230192,126392,132666,201983,204177
Shadow Aerodactyl,Rock Throw,Rock Slide,30,1.4966787445261482,1.5117670276306756,1.4749991698902596,1.5279082894758689,1.3341874046769524,1.3265754576374822,1.4878126963693765,1.5556321599295804,1.6285911926278913,1.5337335458450982,1.6760457228991332,1.523264804812349,1.4720121235289299,1.5223117985965104,1.519968771554828,1.5761610235653487,1.4337092863919045,1.489396015600295,1.4633170518624414,1.5060360575013898,1.4765980613062744,1.524732711297957,1.4921312976024221,1.5479104810411801,1.4411222885581736,1.495211273039419,1.4634663001214494,1.5131946863496426,1.4679202092871158,1.5317200784826683,1.5052087097473597,1.5051364382543337
Unscaled: Shadow Aerodactyl,Rock Throw,Rock Slide,30,800105,808171,710749,736244,768057,763675,584819,611477,805182,758284,600435,545702,431276,446013,401062,415889,136016,141299,147397,151700,97643,100826,127146,131899,149417,155025,155445,160727,89778,93680,145790,145783
Luxray,Spark,Wild Charge,50,2.1438605877060235,2.204774900998341,2.157139773878107,2.249958494512975,1.1766016877607812,1.2097332865475945,2.20144604182938,2.3073881950680915,3.5885045428435043,3.526369123227158,2.3328392580496584,2.2371673017069322,3.6066406356661114,3.6474312590448625,2.241565666901638,2.3611584843592484,2.162601454622114,2.2594919363339305,2.1774878881740927,2.214528234453181,2.2278796860586447,2.335052247947132,2.203987748060696,2.2972620905751606,2.1238413981346627,2.2181306121661635,2.216547257030419,2.313556210399465,2.1739045127534338,2.3149771092217133,2.187358683419887,2.242254044622485
Unscaled: Luxray,Spark,Wild Charge,50,1146080,1178644,1039448,1084174,677339,696412,865329,906972,1774171,1743451,835728,801454,1056688,1068639,591464,623020,205166,214358,219334,223065,147323,154410,187804,195752,220202,229978,235435,245739,132956,141584,211861,217178
Arcanine (Hisuian),Snarl,Rock Slide,50,1.6559624532583097,1.7650279561605502,1.4665133730679196,1.5422339083226804,1.5378547580748825,1.5611665630200424,1.6456790468945972,1.7447980400587169,1.6026185063227643,1.7067115152790024,1.4712305824226437,1.5168613658250638,1.6295394970373809,1.7216400895612047,1.7624477946805528,1.8827947942485088,1.6153262359017602,1.7147464952039633,1.6452724168056547,1.7362103883726472,1.5391292512891859,1.5992408547189498,1.6633298517796997,1.7525202145262935,1.484003819407606,1.5606427407143062,1.6384853648662643,1.7230575143338636,1.6763407455853498,1.771827992151733,1.6612635121880712,1.704719328494585
Unscaled: Arcanine (Hisuian),Snarl,Rock Slide,50,885256,943561,706660,743147,885303,898723,646872,685833,792341,843805,527061,543408,477429,504413,465043,496798,153246,162678,165725,174885,101778,105753,141734,149334,153863,161809,174035,183018,102525,108365,160905,165114
Aurorus,Rock Throw,Meteor Beam,40,1.5649220800356163,1.6442805380602221,1.8128102535155148,1.6613608819085885,1.4059033411270963,1.4234532044177781,1.6705751857797406,1.732349970616145,1.6225698012152006,1.6152660577179796,1.6273248754344094,1.6714427277421875,1.6257338284684488,1.6516328536711904,1.6511888790352534,1.6914334007928387,1.6165911246969535,1.7005164962580372,1.6566495909776824,1.6944642998967516,1.6509443948765254,1.734480620623951,1.6761333630634543,1.7409606740913732,1.6080091820102043,1.6846673932543088,1.5900467910033234,1.6594048033742244,1.6133093525179856,1.7274035317200784,1.635865244639004,1.6715467131957422
Unscaled: Aurorus,Rock Throw,Meteor Beam,40,836587,879011,873528,800550,809342,819445,656658,680940,802205,798594,582981,598786,476314,483902,435686,446305,153366,161328,166871,170680,109172,114696,142825,148349,166720,174668,168890,176257,98670,105648,158445,161901
Shadow Golurk,Mud-Slap,Earth Power,40,1.3841096023659385,1.4231808854311834,1.4499008018860096,1.3993242906712269,1.3920899675858212,1.2341411979696841,1.4921808417266003,1.4317137020349908,1.5734358945315976,1.4132005404487018,1.8719563427263464,1.4637385029798042,1.5902984463315404,1.431156650192502,1.6372876731018489,1.562494788942705,1.3587751660166543,1.3709918836302308,1.4546302914780398,1.4047732507346518,1.4319566894006985,1.4329094016060004,1.3857248477309267,1.4254380303012522,1.3489453226724277,1.388267860070794,1.379176591317774,1.3907001704058672,1.3730379332897318,1.406948986265533,1.4580567227975263,1.3919179821799148
Unscaled: Shadow Golurk,Mud-Slap,Earth Power,40,739927,760814,698655,674284,801390,710463,586536,562768,777913,698692,670619,524377,465932,419306,432018,412283,128907,130066,146522,141500,94691,94754,118079,121463,139860,143937,146492,147716,83975,86049,141223,134817
Thundurus (Therian),Volt Switch,Thunderbolt,35,2.1712630497935788,2.22906093863113,2.14058115982933,2.180957697607624,1.2074403221267591,1.1985359769591817,2.23227746500014,2.264001852073279,3.8593842282829427,3.521767623239294,2.374481151167497,2.2480983684350093,3.703441143543675,3.523243590093657,2.2867976442231166,2.284387293357892,2.064783387793823,2.166332876567935,2.1909002462076086,2.1517353665316494,2.1404569994102256,2.214919775583347,2.154768750513431,2.2512351691682997,2.0769572052738687,2.1649578997116152,2.0746678968526693,2.1593530225858384,2.0794146500981032,2.2032374100719423,2.175206748092549,2.181442745490775
Unscaled: Thundurus (Therian),Volt Switch,Thunderbolt,35,1160729,1191627,1031469,1050925,695092,689966,877448,889918,1908095,1741176,850646,805370,1085049,1032254,603399,602763,195886,205520,220685,216740,141542,146466,183610,191830,215341,224465,220365,229360,127177,134750,210684,211288
Landorus,Mud Shot or Rock Throw,Earth Power,40,1.4846619914064503,1.5105679711627855,1.4519117427323893,1.5025629638238176,1.3814433168772604,1.3012190927504108,1.4765654216901185,1.5509460074846149,1.4340175241300637,1.445977378823796,1.5107705620455274,1.5042861728705215,1.46014799442973,1.5022560958960216,1.5123246242353958,1.5774116773161728,1.4479603668177505,1.4932855486455148,1.4695218807084425,1.4906778651417678,1.4779439563264627,1.5173076050629848,1.5009681848587624,1.539636901339029,1.4331941242850665,1.4952691428516314,1.476505644105934,1.518382179877044,1.4752289077828646,1.5028940483976454,1.4610405030095914,1.4972485210155178
Unscaled: Landorus,Mud Shot or Rock Throw,Earth Power,40,793681,807530,699624,724031,795261,749078,580398,609635,708984,714897,541226,538903,427800,440137,399045,416219,137368,141668,148022,150153,97732,100335,127899,131194,148595,155031,156830,161278,90225,91917,141512,145019
Rhyperior,Mud-Slap or Smack Down,Rock Wrecker,45,1.3110401113382855,1.3859446638245974,1.2878862085567713,1.3532490495243472,1.2625027359234566,1.220595336944173,1.3189865495722168,1.3970153126772888,1.2568264010808974,1.3143947055444534,1.267414758056637,1.356616282153275,1.2798719383993666,1.343878846626437,1.2975229476013979,1.3796643700115971,1.2767260461684409,1.3450511225888055,1.3012270669525852,1.3569911047573664,1.3246177809366824,1.3750510381538554,1.3300864911807162,1.4115665817793477,1.297055391055256,1.3659494024941887,1.2891627517252418,1.3586337403617124,1.3028776978417267,1.355150425114454,1.3704326997532446,1.364568384319151
Unscaled: Rhyperior,Mud-Slap or Smack Down,Rock Wrecker,45,700865,740908,620586,652082,726790,702665,518458,549129,621380,649842,454045,486001,374982,393735,342367,364041,121123,127605,131070,136687,87593,90928,113338,120281,134480,141623,136931,144310,79684,82881,132736,132168
Electivire,Thunder Shock,Wild Charge,35,2.2594788126160945,2.316923157502895,2.3532532000730497,2.3698823734497703,1.3335776845923213,1.3065102818609142,2.3984603368839883,2.384966660136921,3.7865611928706078,3.525719856635464,2.4442322991249004,2.3171070077740095,3.847162302378287,3.609869480927286,2.3703488944978814,2.3647020033199175,2.2456097818066825,2.3304838199641615,2.3817905646890636,2.303232467635613,2.3067430852753037,2.3933794062939495,2.346586708288836,2.463930713170835,2.2186610854447775,2.3149950328411184,2.181317491550317,2.2679137991093703,2.2427894048397645,2.3355134074558537,2.2956730024675553,2.3138131472170316
Unscaled: Electivire,Thunder Shock,Wild Charge,35,1207888,1238597,1133948,1141961,767706,752124,942770,937466,1872091,1743130,875634,830092,1127157,1057634,625445,623955,213041,221093,239913,232000,152538,158267,199955,209954,230033,240021,231693,240891,137169,142840,222352,224109
Aerodactyl,Rock Throw,Rock Slide,40,1.6436407918636255,1.6908005619291153,1.5845196985041423,1.6484422990719374,1.4900898772569195,1.4793650573067394,1.6042592597303809,1.6644923462054122,1.6093073680633652,1.6213885809985356,1.586788371086826,1.6459852893969211,1.5838475821205253,1.6344476148868199,1.614870652083286,1.6931843160439928,1.5786971645409507,1.6294192052282068,1.584137479151775,1.6259828448892066,1.6422338832851937,1.697581925688448,1.621551208177348,1.6928330849303495,1.5944483560150846,1.6723700581591612,1.5788715554007362,1.6417710912565784,1.6071451929365599,1.695045781556573,1.6235274683295995,1.650557006721249
Unscaled: Aerodactyl,Rock Throw,Rock Slide,40,878669,903880,763523,794325,857806,851632,630591,654267,795648,801621,568459,589666,464042,478867,426103,446767,149771,154583,159567,163782,108596,112256,138174,144248,165314,173393,167703,174384,98293,103669,157250,159868
Shadow Golem,Rock Throw,Earthquake or Stone Edge,30,1.6063185225229943,1.6300864031485989,1.6671114671359555,1.5777044975345742,1.4938089960637444,1.4104666877434102,1.559611064611408,1.5891094020703533,1.6432816077539825,1.5230985186203994,1.551787184747868,1.5948247707574426,1.5924111896895394,1.6219042678098463,1.6281844297397883,1.6427526510069659,1.513249710129651,1.5463581743438388,1.5343201493130014,1.5220594075133032,1.5462216643731002,1.6060761867315922,1.572332210630083,1.6212343476781166,1.5345434554064872,1.567538893336291,1.543839498385381,1.553385992826007,1.530935251798561,1.5733158927403532,1.6078755278400116,1.5836026306823463
Unscaled: Shadow Golem,Rock Throw,Earthquake or Stone Edge,30,858717,871423,803321,760239,859947,811969,613041,624636,812445,753026,555920,571338,466551,475192,429616,433460,143562,146703,154549,153314,102247,106205,133980,138147,159103,162524,163982,164996,93632,96224,155734,153383
Shadow Golem,Rock Throw,Earthquake or Stone Edge,35,1.512537716031254,1.5064676095752423,1.625962927298989,1.5373217339332261,1.3914802475011898,1.3226061972574754,1.4985460715948435,1.5521035532839955,1.5985995258938033,1.4958717971537447,1.472492288796773,1.5178076456056608,1.4906411271605275,1.5327150970701473,1.5668455480516332,1.6033722172954046,1.4371455676188467,1.4666596395066933,1.4938845206893814,1.501618219363037,1.475690716348844,1.540626370468946,1.495757589982514,1.5306826583422328,1.451133766070929,1.487157724173185,1.5060960109963564,1.518278618300272,1.459238064094179,1.5164650098103336,1.5397441589146887,1.500263274724594
Unscaled: Shadow Golem,Rock Throw,Earthquake or Stone Edge,35,808583,805338,783493,740780,801039,761390,589038,610090,790354,739565,527513,543747,436734,449061,413431,423069,136342,139142,150476,151255,97583,101877,127455,130431,150455,154190,159973,161267,89247,92747,149135,145311
Mega Aerodactyl,Rock Throw,Rock Slide,30,1.3526666379840886,1.3867247052397458,1.3122603058124285,1.3661489548918369,1.2442788800605897,1.2292825453294747,1.3502479183256035,1.4021644834420068,1.3321534615415733,1.3764168574687907,1.3186925148990216,1.3663135563650575,1.356265188542719,1.4002505256259727,1.357762769932768,1.4150768204591795,1.3281964793928533,1.3789079793401495,1.3326483202287347,1.3623123659756968,1.3594144600541382,1.4090764740574955,1.3783666428043329,1.437901209937684,1.3369084017322364,1.3954726516912452,1.3150625606070592,1.357447489573232,1.3262426422498366,1.3754251144538914,1.3515078930794884,1.3884902485106911
Unscaled: Mega Aerodactyl,Rock Throw,Rock Slide,30,723118,741325,632331,658298,716299,707666,530746,551153,658622,680506,472415,489475,397364,410251,358262,373385,126006,130817,134235,137223,89894,93178,117452,122525,138612,144684,139682,144184,81113,84121,130903,134485
Krookodile,Mud-Slap or Snarl,Earthquake,40,1.618677595975959,1.6288667700486543,1.6056605183205221,1.6113031892816232,1.5396300684067719,1.4405566344841003,1.6718726546977278,1.7124350947533917,1.63666151568353,1.6011520942387196,1.8138955184301246,1.6282990690728412,1.6876894301395298,1.6662718783278267,1.6561232765612328,1.6929379751536788,1.5394434489301148,1.5862759565721514,1.6318898419505996,1.6334882058613296,1.570644366143935,1.5992106098870356,1.6216333571956671,1.6671439133445212,1.5192561800136957,1.5635555212623333,1.5581215812911304,1.6100812487643221,1.555608240680183,1.6551667756703727,1.6359684896290407,1.6315289550574559
Unscaled: Krookodile,Mud-Slap or Snarl,Earthquake,40,865324,870771,773710,776429,886325,829291,657168,673112,809172,791616,649819,583330,494466,488191,436988,446702,146047,150490,164377,164538,103862,105751,138181,142059,157518,162111,165499,171018,95141,101230,158455,158025
Xurkitree,Spark or Thunder Shock,Discharge,45,1.799963336182885,1.8498541865028517,1.7633626915478229,1.8319505088572712,0.9791583430900127,1.0031041874394189,1.7991034744182377,1.8622088009097546,2.934072135338711,2.7732805559825566,1.9043978283018603,1.8348867395218356,2.958926084700871,2.8689894328700545,1.853825105547597,1.9077586010869318,1.7377463897965637,1.8269737535574997,1.8240012707489477,1.8173695496783417,1.8141757527182543,1.8937045382370288,1.8183802560702256,1.90078745701846,1.8045736441585245,1.8903849307008997,1.7757609422220548,1.8524153384109887,1.7888652714192281,1.8850555918901242,1.7963492571522968,1.8258153773088162
Unscaled: Xurkitree,Spark or Thunder Shock,Discharge,45,962237,988908,849701,882751,563676,577461,707179,731984,1450617,1371121,682241,657339,866918,840568,489154,503385,164860,173325,183728,183060,119966,125225,154946,161968,187100,195997,188616,196758,109407,115290,173989,176843
Shadow Golurk,Mud-Slap,Earth Power,45,1.3194110593785484,1.3560898413167548,1.3488038118639285,1.355442614513639,1.3510320076988016,1.191111636099598,1.4158591406685272,1.3905406883708624,1.508794427229553,1.3591516249868527,1.8109031528702424,1.4161956203157056,1.534486524861426,1.374815689593971,1.518896241217,1.4689269390817927,1.2950985559186254,1.339053441551597,1.4181458978635533,1.3511039631482804,1.358431503016922,1.376744748741059,1.335754773444743,1.3792585464317988,1.3023697688101001,1.332076272412496,1.3389852848414094,1.3495203216057692,1.2989699149771092,1.3674787442773053,1.3862395077278875,1.340512301640563
Unscaled: Shadow Golurk,Mud-Slap,Earth Power,45,705340,724948,649940,653139,777754,685692,556536,546584,745954,671970,648747,507345,449580,402799,400779,387594,122866,127036,142847,136094,89829,91040,113821,117528,135031,138111,142223,143342,79445,83635,134267,129838
Mega Swampert,Mud Shot or Water Gun,Earthquake,45,1.316354494217031,1.3644177654899952,1.2871494861620707,1.3419222021151198,1.1351268252517916,1.165211560709707,1.3308113251228142,1.4048001261852123,1.3128716596144043,1.3291822072636952,1.3203115186534353,1.3852084467333807,1.3293900008191575,1.3665660923463399,1.3712925696007763,1.437315718064746,1.318435754189944,1.3936755560240328,1.276973631959336,1.3432014931300136,1.3308330938950808,1.368472787212485,1.313328091443593,1.4130804708312308,1.3310056808865653,1.4169327070533655,1.3289303972057203,1.3928184753852961,1.3498855461085677,1.4130313930673644,1.3502586287000424,1.3693589518568612
Unscaled: Mega Swampert,Mud Shot or Water Gun,Earthquake,45,703706,729400,620231,646624,653463,670782,523106,552189,649089,657153,472995,496244,389490,400382,361832,379253,125080,132218,128627,135298,88004,90493,111910,120410,138000,146909,141155,147941,82559,86421,130782,132632
Golurk,Mud-Slap,Earth Power,40,1.672378864431795,1.692403668626435,1.5936695831188885,1.6488656550395964,1.5714605835941868,1.4686836647130146,1.6236805885929586,1.695115156726613,1.7946436517503903,1.6633178534154254,2.3208865441248308,1.7284149115828553,1.7943607842066462,1.691365398793108,1.8103781522159312,1.7925658109163125,1.5866448824707493,1.6360598714029724,1.7062087999364626,1.6813894845524582,1.6208659095377078,1.6853478911790947,1.6404924246869537,1.6993345929516142,1.5952199535112508,1.6385355079522765,1.6246834310891853,1.6505644105934079,1.6283355134074557,1.6716317854807063,1.6959848023374666,1.6651042258174422
Unscaled: Golurk,Mud-Slap,Earth Power,40,894032,904737,767932,794529,904649,845483,638225,666304,887279,822351,831446,619196,525719,495543,477690,472990,150525,155213,171863,169363,107183,111447,139788,144802,165394,169885,172569,175318,99589,102237,164268,161277
Garchomp,Dragon Tail or Mud Shot,Earth Power,45,1.451705709267154,1.4769812958414628,1.3726590905317684,1.440601497517972,1.1774719719841438,1.2262982173938721,1.375225467025209,1.443156869080298,1.3274225127628416,1.2966480853714775,1.3521500648997193,1.4098535918156567,1.2987125576823308,1.3336871638041667,1.3890480630026303,1.459687260765097,1.3492357963529038,1.4175292505533887,1.3836669049320944,1.4259193074418235,1.3976590500098296,1.4367656176750798,1.4265529098355847,1.5175388154111558,1.3793462640213732,1.4326443610690482,1.3569390963781691,1.4368133161358352,1.3825866579463701,1.4438031393067363,1.4100581269293908,1.4676791558689615
Unscaled: Garchomp,Dragon Tail or Mud Shot,Earth Power,45,776063,789575,661435,694174,677840,705948,540564,567266,656283,641068,484401,505073,380502,390749,366517,385156,128002,134481,139374,143630,92423,95009,121558,129311,143012,148538,144130,152614,84559,88303,136574,142155
Shadow Zapdos,Thunder Shock,Thunderbolt,35,1.9770514434507387,2.0090892595592487,2.0256628426277956,2.060405010542394,1.0964278393674196,1.1075504539027297,2.0426282140976357,2.0899069638464103,3.5327990873860244,3.245675601330086,2.146757107566051,2.023316445449343,3.5083588182289818,3.3462270977254733,2.174060683235934,2.1654652810939052,1.959196795615052,2.062864973121113,2.037715431657533,2.015278770550393,2.0397568315514087,2.1371300678996477,2.083287369001655,2.1812324699862695,1.9338258697350525,2.018663014438518,2.013444175602775,2.0987412561077794,1.9966317854807063,2.0991007194244604,1.9899955604654285,2.0413599430087657
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,35,1056906,1074033,976094,992835,631185,637588,802902,821486,1746630,1604675,769065,724843,1027893,980391,573652,571384,185869,195704,205255,202995,134883,141322,177519,185865,200501,209297,213862,222922,122114,128381,192745,197720
Shadow Aerodactyl,Rock Throw,Rock Slide,35,1.4269838211553967,1.4677947649306848,1.4031759998671827,1.444949197283881,1.2952556481619806,1.2900044122194159,1.4149432802558304,1.4754129640041416,1.5190997645650115,1.4369746199464406,1.4189563008555597,1.4414046253262431,1.3755665838407558,1.431422876334544,1.4456950981952688,1.4933450061016744,1.38650785285127,1.4472646779803942,1.3940413787626083,1.4332161861647208,1.4182406581275424,1.4725754986616661,1.4181502388189318,1.4775909213599183,1.4039119993055622,1.4715618097819272,1.385333797791314,1.4352128190402667,1.3921844342707652,1.4760791366906474,1.427991781698793,1.4262985638621886
Unscaled: Shadow Aerodactyl,Rock Throw,Rock Slide,35,762847,784664,676140,696269,745645,742622,556176,579945,751049,710446,508334,516376,403019,419384,381464,394037,131538,137302,140419,144365,93784,97377,120842,125907,145559,152573,147146,152444,85146,90277,138311,138147
Excadrill,Mud-Slap,Drill Run or Earthquake,40,1.4016689519198933,1.455650810812833,1.5610441950425848,1.5161663871963875,1.3853239854500985,1.318447593603324,1.6110620673513572,1.5470993937512878,1.500167878900656,1.4576378831886472,1.580959957570936,1.4995519825817527,1.5566788630095842,1.4872928214510008,1.530269610629799,1.5565447089766622,1.4401285970275113,1.4792663644987878,1.464150980859344,1.4860813279326504,1.4701407896925613,1.5329139383307877,1.5332410134841745,1.5575805940547582,1.414328565503805,1.4650225210019192,1.4580246099965166,1.48241806867074,1.4257030739045127,1.5117233485938522,1.497733772468691,1.5050228687652933
Unscaled: Excadrill,Mud-Slap,Drill Run or Earthquake,40,749314,778172,752211,730586,797495,758996,633265,608123,741689,720662,566371,537207,456082,435753,403780,410713,136625,140338,147481,149690,97216,101367,130649,132723,146639,151895,154867,157458,87196,92457,145066,145772
Gigalith,Smack Down,Meteor Beam,30,1.6646514037939568,1.6788605035288924,1.6114443079375096,1.64386839440174,1.548150515743285,1.4459815798524858,1.5915974895248464,1.6567889425119506,1.6014372861060995,1.6054036779637704,1.595123449036274,1.6147943446524027,1.6282015400158372,1.6384956175081233,1.6155983051746747,1.6572981331150376,1.5556761884684305,1.6155370507009592,1.5721150027797632,1.5879100150901437,1.624994329094016,1.6682595611474889,1.6316203307084767,1.6959078053302978,1.5620316162074053,1.6173937365573248,1.5415705583851924,1.5963922912528126,1.5803956834532373,1.6689175931981688,1.678887431987363,1.6477074449962317
Unscaled: Gigalith,Smack Down,Meteor Beam,30,889901,897497,776497,792121,891230,832414,625614,651239,791757,793718,571445,578492,477037,480053,426295,437298,147587,153266,158356,159947,107456,110317,139032,144510,161953,167693,163741,169564,96657,102071,162612,159592
Landorus (Therian),Mud Shot,Bulldoze or Earthquake,30,1.6657082944403812,1.6037913379861464,1.573686766390517,1.5725661182408315,1.5929484395682278,1.374847569978842,1.6439821610744059,1.6610324290907794,1.8442265839273144,1.5458066682308396,1.8119108431380757,1.5643567949308432,1.7753836386969937,1.610221035961008,1.6191759328740023,1.6244400482070174,1.4683145356804046,1.5081163697691577,1.6409240727503773,1.560926455404654,1.52402195774797,1.5863716787393953,1.5732006431094576,1.6320897536703007,1.4835312159412042,1.5181952334564672,1.4835854900816252,1.5189753052712842,1.5085513407455853,1.5977763243950294,1.5850790340398733,1.592708838803597
Unscaled: Landorus (Therian),Mud Shot,Bulldoze or Earthquake,30,890466,857366,758303,757763,917019,791464,646205,652907,911793,764253,649108,560423,520159,471769,427239,428628,139299,143075,165287,157229,100779,104902,134054,139072,153814,157408,157582,161341,92263,97720,153526,154265
