Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Latios,Zen Headbutt or Dragon Breath,Solar Beam,35,1.5519017536311093,1.5726343641342897,1.4351829394328601,1.429934821428247,1.4999088971205463,1.5184365283971277,1.5371158655258268,1.5987601326404843,1.5781614380972169,1.6055075702246442,1.6016923421216573,1.5918609352034985,1.4508737259543345,1.4542778392140239,1.584647459201663,1.547252851365295,1.635908616608838,1.6260239152051,1.6519317660966943,1.5994930608953088,1.5954198180705073,1.566884377464117,1.5969749896867285,1.5800909823730054,1.5916133893600433,1.5186563257157837,1.656471786049696,1.7336607382311437,1.5815928045207537,1.6169244846356945,1.602646398967834,1.6383357174374122,1.6127910491336848,1.5917428591400749,1.5829700162339726,1.6211061275258032,1.6470535579808916,1.7169612892427926,1.6514134439284665,1.6040343710499037,1.550943351189737,1.6128042838804069,1.6015262651244617,1.6126021025954589,1.560547787780119,1.63030392916286,1.5863833868222617,1.6550217143742112,1.5711559806139086,1.6241903379488885,1.4210959480863732,1.4695757413540917,1.5700663885627084,1.6088143420008563,1.5966187664293636,1.6402096036811131,1.5644759868385296,1.602218785374557,1.570860806021914,1.591202602313363,1.532034329380474,1.6011802817284466,1.5966754769767668,1.6113680980281297
Tapu Koko,Volt Switch,Dazzling Gleam or Thunderbolt,30,1.4297248395218214,,1.5205323338486476,,1.4583631562988746,,1.4141405407185976,,1.4219042326389029,,1.3999294998578624,,1.5116754353415895,,1.5302031012507638,,1.4122558617077656,,1.449539960276412,,1.4557873771470295,,1.5390862789452553,,1.494828885358737,,1.4087379814842447,,1.4187402450448958,,1.3904888997980112,,1.4542075121761202,,1.4094492537261722,,1.4100192973174772,,1.3983050003189443,,1.4292527146194711,,1.4069583308678133,,1.38176891145866,,1.4377124093995501,,1.4116344013500464,,1.4872073469329616,,1.4372318147273258,,1.444606429538199,,1.4244022913007899,,1.4337880475946225,,1.423321185039182,,1.4527959591267054,
Mega Venusaur,Vine Whip,Frenzy Plant,35,1.1371463374925865,1.1090236360081633,1.178518473760439,1.1928681247638007,1.134058247259564,1.1571218148739335,1.1213856703258092,1.1827217377221084,1.1379297768684054,1.1585524238609182,1.1417360599517337,1.1661779318103462,1.2244047495792547,1.24926542275968,1.0996596153935272,1.1099606065330982,1.1028633325638721,1.1163845632133047,1.182955878890645,1.1455367161416525,1.1230751971993702,1.1172585362646505,1.1309991382208762,1.1477588223167916,1.213389750799621,1.2021837333868042,1.1525078384274579,1.2203620646442304,1.1618895202519959,1.2164213649550157,1.164426802489773,1.1984388622827935,1.2106347532013888,1.210719288175233,1.1044922908841452,1.1732029546830796,1.1961184946285655,1.2322372783309141,1.127938618749378,1.153651779077577,1.139290672379078,1.1739060125233596,1.1476341511483228,1.1925132540742818,1.1386948894271434,1.2126321882526827,1.1526446649723205,1.1938620659828225,1.1471462105372294,1.1935117610349133,1.2160604594532864,1.2678400090632533,1.1343315224592554,1.187323729151722,1.175818159312641,1.1858063393686449,1.1830121381799097,1.1729776817116744,1.1435869288595253,1.1617687249811102,1.1307796449594807,1.176643766153868,1.1262658170962117,1.1632493303169134
Zekrom,Charge Beam,Wild Charge,30,1.187766782252625,1.186561060929378,1.2521378564269616,1.2834959094322147,1.1749191291877246,1.196259505178245,1.1568780487135355,1.1937543405994626,1.196592823055233,1.2109026451404703,1.1855198417738744,1.208139693830028,1.31565798219517,1.3244277002284344,1.1985223927497335,1.180246327479135,1.1977018863998734,1.2149551070853069,1.214321875023481,1.218882432831821,1.1927944192604034,1.211868609327443,1.179915098797421,1.1968197566523902,1.2261762320269367,1.2276715254779147,1.1976155576815615,1.24495410070441,1.1981754556333954,1.234584260587632,1.1993274949130739,1.2439080125275104,1.246677206868952,1.2341026578010792,1.1680316818464769,1.2075030441104404,1.2373382808749276,1.2586860512537672,1.1774571465914363,1.208060117963318,1.1422152603282263,1.1952158850049508,1.1848190677143242,1.1961388112617577,1.199205726363749,1.2518780859463061,1.1887241316476371,1.245286924214902,1.1637247324967206,1.2083698438344048,1.2805840498333185,1.3305237026769228,1.1605964157182043,1.2186184051210118,1.1811483585368463,1.2103801307707969,1.174838765778314,1.1946889834021996,1.2024500426024467,1.2152820997834537,1.1401529286937524,1.2066931638562817,1.1715740807752615,1.194265696422735
Mewtwo,Psycho Cut or Confusion,Thunderbolt or Shadow Ball,35,1.333896727059179,1.332792985330201,1.2443619451687247,1.2639970701307481,1.3850817607660262,1.4284876009647995,1.3957932213904742,1.4362223539842929,1.3787788011839115,1.4044589673651924,1.3792183290692117,1.386347311184095,1.239500111291007,1.2756611994141092,1.365190362280684,1.3629009566784207,1.407686602850518,1.4171480262878835,1.3886014466799748,1.405596210730378,1.5784897643838087,1.6011365323248645,1.5652725091499538,1.630150486169657,1.4661341432501838,1.357258848654435,1.3915522280638621,1.4820235479526467,1.383436461932022,1.4379384835121947,1.3936757007269638,1.4510988579909152,1.3910387246793563,1.436140339961641,1.5839150474719543,1.6237319735344289,1.4061444932019207,1.4599263256044968,1.370147640755944,1.4005416255099576,1.3686634228269035,1.422305218801683,1.3711988135997923,1.4050988717620105,1.4078835811130341,1.4697231907222874,1.3893709358590793,1.4731189117388164,1.351832499912971,1.4188337777687372,1.227157727607826,1.28161840688476,1.5825360156810424,1.6628641966283324,1.31846283982339,1.3710819348789993,1.4397941928661602,1.3534913765661856,1.3404069420907017,1.381429306782813,1.3713088306934886,1.4283121720495298,1.357933538613715,1.387775464174749
Shadow Magnezone,Spark,Wild Charge,35,1.0431163365041338,1.0299220394392568,1.299515196002513,1.2037519666365921,1.0934851597277575,1.1219706691945337,1.1115888858693415,1.1217082128945657,1.0832318703979589,1.1044618408234426,1.0915371522926458,1.0900736332129701,1.4413260694672938,1.313394676661174,1.1590869377307795,1.1048833678233496,1.0840960001571665,1.0852924301557867,1.096869528927338,1.0955673510177606,1.1416848858064952,1.0976229937509738,1.1607156870438673,1.1142342104953706,1.053585256221326,1.062135362119855,1.0822640206671175,1.124899409692051,1.0877781286657149,1.112051970548555,1.0954845865773144,1.1389561926588783,1.0431761756497788,1.0743439602245182,1.0899359957253492,1.106206000910827,1.0913781937520315,1.1395929085602137,1.0718389677443914,1.0909946023314014,1.0992216538715847,1.11653048717177,1.0612813616148922,1.0718424466168814,1.0735308225969664,1.1109104992940355,1.0906708885395042,1.1238647515595108,1.1083066651687354,1.1049729523302259,1.2058017741252396,1.2279314995593424,1.0864371166742057,1.1164775224683936,1.0775160407957993,1.0998378382254683,1.0944288906383686,1.0896507148280825,1.0859887847428338,1.1031933938756213,1.1042402017947532,1.1089065995420626,1.110858987258788,1.0663782904038481
Magnezone,Charge Beam or Spark,Wild Charge,45,1.1460321443315151,1.1401428568313698,1.2553435058581037,1.2748724963185918,1.1898669375085469,1.2131514462788862,1.192483042496013,1.223276044283036,1.2008020903885266,1.204150832593253,1.1971839620644396,1.2227664168677759,1.3672512679284885,1.3672946124965653,1.1337740478515683,1.1617781092306125,1.1754977422942647,1.186859049776685,1.2001585280482092,1.1996831943675659,1.163396975389383,1.1709882058494754,1.1742857684533166,1.1937930304603284,1.1597160679137046,1.1714040178847631,1.1907823018791748,1.2739789564432118,1.2041491181541752,1.2441624782358938,1.2081007826124304,1.2491589720146636,1.1660352552938669,1.2193866692284423,1.195885706212449,1.2479063680519118,1.21897426110031,1.2628687517974722,1.1647218544986246,1.195989152025832,1.182739682615089,1.2329087775862149,1.1448290548743771,1.1910364276371082,1.1812662613373832,1.229556437328488,1.2100146808345544,1.2611721540519294,1.1810900449639867,1.2286758819563746,1.321038010841122,1.3342094588763984,1.2089179075494716,1.2335108264073873,1.1755250770821857,1.2265271532891777,1.179165249743401,1.2121700897979972,1.1638656328836896,1.205428422277758,1.1909338938773513,1.2225109624044317,1.2370805522030803,1.1975691328500873
Mega Manectric,Thunder Fang,Wild Charge,35,1.0626800655285893,1.0381468186364005,1.123009826734972,1.1645707776662009,1.0576736448893527,1.0833972565201517,1.0580422901345894,1.0827866579923304,1.0617774328593796,1.0869961588726924,1.0512652646477108,1.071274821118591,1.1878751993367416,1.1891243351918677,1.0957039789990137,1.078149997001852,1.0550777058870016,1.0739874704364003,1.0593254472660605,1.0758148219576766,1.104545406970942,1.0910398538125017,1.112510772239049,1.107135031981341,1.0663082033966693,1.0726753574206507,1.0387591147623798,1.098745500523212,1.0481334408009955,1.0541722527696984,1.0492530254210881,1.0822731407775024,1.0601792143708821,1.055364489288293,1.064002734791093,1.0831301039135923,1.0621746790747209,1.102075894679252,1.0614966356202709,1.0568127332698813,1.0463755058791524,1.0700038314405325,1.047760209377571,1.0470061210643284,1.0380997096477296,1.0752798178899712,1.0625385982084707,1.0769245996916594,1.06548416746154,1.063784241670654,1.1314046370003017,1.140910568777125,1.0682731510884285,1.0776446148199255,1.0485843660584586,1.0613968922682726,1.052474965100986,1.0439367330174951,1.054239785195096,1.0467447423363367,1.0580731875670149,1.0536787614548406,1.0654792730017013,1.049672766981861
Magnezone,Spark,Wild Charge,50,1.0807683837637947,1.0736193643668668,1.224291747458251,1.23856783689894,1.1581695913581012,1.1793536918968377,1.132124279083046,1.1609088014318145,1.1697615867259725,1.1751927718215889,1.120266032794421,1.1475346361585406,1.3159165182287214,1.319815931399198,1.1030584528422656,1.1267611897045138,1.1391306638543386,1.1557645056421433,1.1187859885437774,1.1212483625917011,1.1257949114756922,1.1404000992390932,1.1149005834227872,1.1349163815068104,1.1225978538370913,1.1397299773846272,1.1337641128265443,1.196867944805768,1.1311595120098923,1.2031870314076218,1.1605168189165391,1.2139592419625587,1.1276691649222228,1.184448375855123,1.1289084049015279,1.1677914059651862,1.1532938561473591,1.1957999221800235,1.130022031694891,1.1743136339717224,1.150922068769437,1.1759222356926613,1.1124822342245606,1.1556717784312942,1.1600823258013504,1.2270142870944942,1.1405931594593357,1.2133758255485,1.1167143841847353,1.1655243529475985,1.2801241460343213,1.3033515984170445,1.1583999122738884,1.1706004821890104,1.1171125413939678,1.16801110345148,1.120833352743241,1.1535145908158526,1.1470695916807991,1.1794022553665584,1.1062348882343498,1.1596740686457774,1.1471154115192213,1.1356619979682463
Magnezone,Charge Beam or Spark,Wild Charge,35,1.2176121439390413,1.2113875729710557,1.394887792280068,1.4032212578022178,1.2747696457690623,1.300128205627549,1.2850048587263547,1.3003471793309231,1.3074962709026638,1.3097185476727664,1.2893440510968772,1.2943156417654067,1.503916824237377,1.5161638286183743,1.2752977821146254,1.2891670610756718,1.2598043991439782,1.2578838869954987,1.2661292544438574,1.2629521188000772,1.2510993029234994,1.2580755222472022,1.2681725362920362,1.2838861462826265,1.2891290704396534,1.2887210920968053,1.2876563906467449,1.3514599711136273,1.3087740939718349,1.3418258185695824,1.2990056342519547,1.3618456542766912,1.2854575978286078,1.3338310674131562,1.2838154185396815,1.3103445859875065,1.2871093952100143,1.3344457199095132,1.2807711048604293,1.3107778956244551,1.278333088628927,1.3195725704592236,1.2511390702415823,1.2787470251396447,1.2925961866051499,1.3545446995031978,1.2739128025527129,1.3280920066807098,1.2836400027083297,1.3033985520355114,1.415866854976516,1.4119855398706134,1.2872319822598308,1.3009208500294707,1.246980395604889,1.297210792534884,1.2473682494281841,1.279659193075787,1.245563597460415,1.2737656892724034,1.2543574400198334,1.2751945331787968,1.3120463548716212,1.2622335472578126
Shadow Vileplume,Razor Leaf or Acid,Solar Beam or Petal Blizzard,40,1.6190153195608943,1.321197610197923,1.343414133192321,1.338412976187002,1.3041344380782398,1.2961045262418176,1.2392571364258989,1.2490614011249188,1.3368569648323612,1.3325944163703825,1.3265873842487585,1.3124331137764391,1.3659705058524156,1.3624977470478918,1.3712563111487066,1.272676684429154,1.2304444909792231,1.2376123550730622,1.2891831336300499,1.3495414317523213,1.2810552983754833,1.2707318971575194,1.3037028664295154,1.2782493044691323,1.4820870516371922,1.3755568727092373,1.237205375088868,1.2978798845715367,1.2689783220397748,1.262377865951307,1.2428581417088196,1.2453622536886941,1.363091371793608,1.3570634736452827,1.2839955821420914,1.2853603984233375,1.3221983535605595,1.3355717936913258,1.3113193575732036,1.2624709846132023,1.2738863004609198,1.2732540627542455,1.3168279958633784,1.268247389715887,1.2787610619469028,1.3111217462494047,1.2878511880457015,1.3162118279221109,1.2283998696310257,1.250395317891773,1.3493831207173352,1.373310805494995,1.3271854996047756,1.2975147314377793,1.3434888976397839,1.3497219304391153,1.3782890088679987,1.3696540843880678,1.2853407543590538,1.2759813956676844,1.236677694957024,1.2617823339936047,1.3644824350532068,1.2713852705516546
Vikavolt,Spark,Discharge,40,1.2678012763393531,1.2372843483626574,1.343777218534995,1.3884951411225601,1.3140885280959946,1.3555799006399718,1.2788512955231093,1.304692719871093,1.3013143221302588,1.3269964078281844,1.270141254317045,1.2795158377335436,1.3625024743356544,1.3995387099284962,1.2983081129234135,1.2762030777523974,1.2990951763725167,1.3051114832901198,1.2736859876671536,1.2923063412471605,1.3484101475658192,1.3233794744013407,1.309352547336056,1.301804600523019,1.3091879573881888,1.3155862995401886,1.2689822576036405,1.3278090339644062,1.2836777985159136,1.3081551953827286,1.3015634041553708,1.3375175181504868,1.2955576599646426,1.3091787678519449,1.2994575073749663,1.3052351577721153,1.280835065175462,1.3333245735217283,1.2994549991814504,1.3061259769250817,1.296702809170136,1.3157014173212518,1.2856546825556803,1.2948041912076107,1.2799536588962548,1.3366302695208088,1.2849413959147433,1.3352094209203402,1.281398049983751,1.2914587824262296,1.3950164031305987,1.4276926450671272,1.3118298966324444,1.327950057037203,1.3014550285583693,1.2995167884672767,1.3004774837306154,1.2863625988158403,1.3253791071776857,1.3130113089855824,1.2897843763775825,1.283368032495007,1.2576345122392136,1.2644908603127913
Magnezone,Spark,Wild Charge,30,1.2585404843998929,1.2444753860779365,1.55328278917353,1.493285009945644,1.3730729873586551,1.400219351190636,1.3592085217119187,1.3806263090424467,1.3540529837781068,1.3587149080365395,1.3243029280300966,1.3300465847713403,1.6564820469928356,1.6090205439270564,1.3780425177198516,1.3449301829357203,1.361564083525066,1.3806878088355257,1.3104068255192745,1.3189571963312037,1.3839064764416977,1.3628245816354314,1.3608301109609617,1.3702045687492637,1.3441257522688639,1.3462327961473763,1.3481447673437703,1.4218594359062882,1.3428677017484523,1.3652748362691507,1.3391451984921992,1.377144489625889,1.3333187651017855,1.378543618117024,1.3841391163283274,1.3913779012403187,1.3741100428338362,1.4302479908140233,1.3261331706444504,1.3548964501418594,1.3431080006289806,1.3713972413767754,1.3222462707306133,1.3373181749154546,1.3293110871175462,1.3816889925471165,1.3502714674410794,1.398642654844405,1.3689861338727893,1.3876737032702076,1.516517663489283,1.5117546521636944,1.3703683735182894,1.411508203762171,1.3167970103118178,1.3806318166951488,1.3286878436524165,1.3598773914947337,1.3363950777111702,1.3596215252616282,1.3436857718995765,1.367098446693457,1.3562180057019781,1.316253294878302
Tsareena,Magical Leaf,Grass Knot,40,1.2764175754131148,1.261376607325596,1.3602654827715184,1.3805680502577438,1.2572149345550527,1.2793606439935832,1.2332262766509374,1.2702730357157563,1.275016827762586,1.2834479847052913,1.274460246895659,1.288253258575118,1.4106257976881964,1.4222930767938575,1.2870862385841588,1.269657706034217,1.2753487466641185,1.2800609734589534,1.3036070414192291,1.3073199351799207,1.2926725521207934,1.2944188918684532,1.2545378994427834,1.2709595794153101,1.3059425106558835,1.3039668766160752,1.2672621433454554,1.3278790556243094,1.2606209474736283,1.2828899939507108,1.2707459833899546,1.310824920409302,1.3173156268738515,1.3144518490316723,1.2364392434822544,1.2806223266589394,1.3048428235216052,1.3364404932584215,1.2551539995696852,1.2788635350841022,1.2111106982944029,1.2562154705933275,1.255794934162197,1.2778396496347741,1.2725189118824083,1.3191835897574975,1.2695832045401352,1.3161442512440469,1.2291023779718997,1.2761782843120313,1.3682647993802801,1.403337702090925,1.2679385734454889,1.2717376014523547,1.2709547403088777,1.2813834167214637,1.2783886205145643,1.2646717163482666,1.27539950599968,1.2845943546373877,1.2143531800420106,1.2655697781838977,1.241737798106083,1.2642839803302235
Tapu Bulu,Bullet Seed,Solar Beam or Grass Knot,45,1.1542706419417859,1.1637285792884304,1.2481365312290325,1.2814081535757154,1.180386955945742,1.2101485993339112,1.1646480305688003,1.2085455937940066,1.2071582498382372,1.2340898245375653,1.1824257710196995,1.2126454125915576,1.2678901375660712,1.294709439255118,1.1572396010014798,1.18831909302671,1.2012594305482565,1.2143246550931992,1.2525149714846753,1.228585798942541,1.1263963605256606,1.1519405502993463,1.1584564866337843,1.1901893730226898,1.2226964763421406,1.2423542593611963,1.191485346651102,1.2768528872231928,1.1936902188200205,1.2265750905594262,1.2142334243194934,1.2524703703817026,1.2697723427887986,1.2554475689478621,1.1627746003197519,1.210345817875386,1.2347078736964374,1.269454460285286,1.1926963674988411,1.2096685194186558,1.1754575260889368,1.2398144204589665,1.178918176326614,1.2200074502802836,1.2229096924774523,1.2638902797246654,1.2224240247333822,1.2447814904139698,1.1783171145879308,1.21134363886074,1.2633717522306585,1.3319397863410876,1.193130497160324,1.2306143416962514,1.1901878407665536,1.2133147569085563,1.1934390940386739,1.2033383488534954,1.186358177834655,1.2223632361358534,1.1679181234175846,1.2099190173705823,1.1605530909369999,1.1986749677096846
Raikou,Volt Switch or Thunder Shock,Wild Charge,40,1.1632164100566325,1.1551520272725686,1.2889512712467284,1.3004311131384099,1.173137781113741,1.2044662873194343,1.2028827070517414,1.2310126052380912,1.216915967283991,1.2302428805127645,1.1969980584638273,1.218018907296184,1.3061959495399982,1.3212967709362087,1.169335174569225,1.197430888939932,1.176958185226974,1.182506162757522,1.2251078717073378,1.205591952842641,1.1676447093047853,1.1841154210209688,1.18676560687753,1.2146624362455036,1.1750345764901866,1.1963946089837294,1.1992120125180785,1.2584245906707354,1.1919982592948029,1.2432097046008044,1.2025098385136366,1.2610412840399652,1.168485185211884,1.221089590629261,1.185981962851651,1.2304395260465368,1.2063122873932128,1.2772393322329914,1.1695587757949035,1.224296437740946,1.183045169564101,1.233857273733592,1.1648559727402485,1.2015303222077844,1.1936401665838945,1.260230281724757,1.1841796199233219,1.266263619483199,1.1575056973646174,1.2219383937853059,1.2614430117297248,1.3023368519140242,1.182365528511748,1.217070039248297,1.16233201165719,1.21499109372988,1.161614236623856,1.1995455907677162,1.1653401719688943,1.1887379392912858,1.1556783748177772,1.2200943099228851,1.155189061105641,1.1993810325991896
Shadow Cacturne,Poison Jab or Sucker Punch,Grass Knot,30,1.7527064793791354,1.3336876348220204,2.3482661691039257,1.8188947021023105,1.415865837231194,1.4256940105312264,1.3742375642683224,1.392255752924157,1.6511892743459275,1.4459804390783808,1.6046680577985035,1.4227504490936473,2.3216553124094697,1.9404702639284706,1.5370090614288965,1.426135388881818,1.6325317692885046,1.4290790623410752,2.020937223706917,1.4818253940424637,1.84091318834775,1.5257605197934965,1.7370134973665463,1.6037479112475497,1.488869347866374,1.283452758778065,1.4857692191414644,1.4795686743768512,1.491103015289166,1.4519045524605456,1.355446630537376,1.3753788587479054,1.6962968917169114,1.5204960589218048,1.5204144224813378,1.5162240788654622,1.531493192558781,1.4745861276447991,1.575073628565281,1.4482570397116206,1.427782394371391,1.4257495370410544,1.495116891305606,1.4400431237488989,1.591218581189309,1.4838590918567462,1.4795079686418773,1.4121824373142833,1.4919759453359362,1.388982980432757,1.8714747182101665,1.7212975027854762,1.6024066805870947,1.578548224231597,1.3094030133218346,1.256277104260262,1.3445221358351929,1.2255331901658537,1.3801735735005196,1.2735651286612093,1.3784961936612978,1.3563483407236043,1.4699420657892415,1.4101266305573694
Shadow Magnezone,Charge Beam or Spark,Wild Charge,45,0.936821529077948,0.9324693852261229,1.0712498527255134,1.0822842082154278,0.9963694902299032,1.0179888571174451,1.0083996261251245,1.0278583447938885,1.0226783911518893,1.0291763621646284,0.9997290317117574,0.9980223185933841,1.2330873124057413,1.199861670238654,0.9880005263259645,0.991621100353613,1.009253624317587,1.017074979583982,0.9786604685179295,0.9881356775927407,1.0090271900668921,1.0140615987016957,1.0049964950475898,1.0107331578097323,0.9950761833343814,0.9938372693209188,1.0052124201650678,1.0480022274299614,0.9907422380507489,1.0337293381214017,1.013704320552624,1.0610356708281115,0.990322352451474,1.0244333347407408,1.0003822702076772,1.020669250038208,1.0032156173425217,1.0653954701809716,0.9823896619799442,1.0065561280363093,1.0049830130318997,1.0456785694286501,0.9969526172757663,1.0371182232476648,0.9805341939376887,1.0340368796538146,1.0020722984593153,1.047922875770851,1.009294235573773,1.0157281823839723,1.1182925174991847,1.1175441365702443,1.002774642889235,1.0278844147556538,0.9762177800517634,1.015242988553268,0.9838341244811731,1.0023866888405453,0.9853685088900948,1.0079204303377953,1.0163994625075143,1.031307556936886,1.03489917590332,1.0085226424552738
Deoxys (Attack),Zen Headbutt or Poison Jab,Zap Cannon or Dark Pulse,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6219912872770255,,1.5222655328941217,,1.2723536435278817,,1.6171732878581195,,,,1.5599087183831708,,1.8433586194006493,,1.9018669181968952,,1.5421790899208419,,1.5676507229991883,,1.535351149089734,,1.6187608085601048,,1.3704222247140279,,2.6210278880700106,,1.424809987618835,,1.3722028381943507,,1.4569228445270035,,1.588391738103069,,1.683702624913852
Deoxys,Charge Beam or Zen Headbutt,Thunderbolt,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.336687156291661,,1.3183638471786143,,1.2987453716027462,,1.3591528568073847,,1.4531629876206817,,1.3214319138441868,,1.4043829348560979,,1.3734805828042371,,1.3347518051214502,,1.3505444486442602,,1.3072614956674602,,1.3445243728174725,,1.3079754808518067,,1.4673968951657734,,1.3261756572758756,,1.3076038701803259,,1.3424545136602342,,1.3396839279592239,,1.3265136666620294
Tangrowth,Vine Whip,Power Whip,35,1.3359960076692288,,1.4950319002895114,,1.3437745147444475,,1.336843969002973,,1.4134217722513278,,1.364977397131849,,1.4997130003675967,,1.338007479876481,,1.3338226777867919,,1.3915021327008283,,1.3273194079205828,,1.3346641593237853,,1.3461421262531603,,1.3802570126497349,,1.3742334145126218,,1.4230793362524303,,1.3805723443233289,,1.345200584068841,,1.4299225200138426,,1.338499067180685,,1.3515448936347765,,1.3732343469146202,,1.4207142530251387,,1.4205893735753246,,1.3544088503746066,,1.4491268916767301,,1.364947539480558,,1.377247387281042,,1.3807146262195245,,1.3547417327138562,,1.3232505544155448,,1.345397502653019,
Shadow Tangrowth,Vine Whip,Power Whip or Solar Beam,40,1.080572010585164,1.0748685121899455,1.2023588983275066,1.2289932092082365,1.0842785668351265,1.1125610089173046,1.0963152599693105,1.1481391352565107,1.138776109207235,1.161242771856489,1.1032081919519998,1.1284211137522453,1.21574675533283,1.2480606301953974,1.113402227860478,1.0941554740872699,1.122015499653296,1.1282217905104472,1.1068314208320915,1.122025505373705,1.1057835370127767,1.1248857357365547,1.0976584614062863,1.1309106324729221,1.1225453188465082,1.1453837843877153,1.129105117335042,1.1952751958509729,1.1350075203375072,1.173373623829035,1.1166794663761999,1.1843997888132918,1.139553514785976,1.1453253183615975,1.106602264594888,1.1680890608741246,1.1513488494781314,1.193458358839441,1.088472547960979,1.1194364691833583,1.0821476530489964,1.1522109719717177,1.1162990195488876,1.1502791770439,1.159861383487041,1.2031204817847598,1.1242720004223143,1.1725045562581409,1.098732713248871,1.1517128286529734,1.1831572221061895,1.2344691164503847,1.1091222972057102,1.1421207482915492,1.1139862270059062,1.1457250059317974,1.1280702980274875,1.1293270817902457,1.1019930483241267,1.1259713858368172,1.0759585684697817,1.1425161093651246,1.0925886008269885,1.1262785409576255
Shadow Venusaur,Vine Whip,Frenzy Plant,35,1.3665208396322954,1.1680348891043455,1.226367636593529,1.2264360518740398,1.1803524889119927,1.187397742686733,1.1645674635526897,1.1785593601853452,1.1727838947667462,1.1824746036314464,1.1845574688658647,1.1965426381908029,1.2731354295370128,1.2878173200233327,1.2320842859260652,1.1579829825952468,1.1430607194028743,1.126910834353204,1.2228129171790743,1.2087834118955365,1.1728448849632873,1.1481264346144542,1.1949958254948871,1.1796371504316936,1.2979485809799745,1.258319541692268,1.1665903059985547,1.224503680038073,1.1960585642314716,1.2019868888323517,1.199559351537289,1.224781673067277,1.2360871361161214,1.2201936557056643,1.1846430547123754,1.1959017400031335,1.2392524749068352,1.2334543446557729,1.1738430237649975,1.1714460491120782,1.1530325134103327,1.186048252141683,1.2008525647902577,1.197040766631596,1.1619830907516109,1.211544087610789,1.1889265834249196,1.1972576946780742,1.1552187784560215,1.1817575220578358,1.2321841894259724,1.2701132757615774,1.1732949531594346,1.1892760920454044,1.2272073846744809,1.2166877592335714,1.2510001537264694,1.2085602351549143,1.178504100542381,1.1731974493737636,1.1215954771800423,1.1861192100877695,1.222110866724742,1.1730449841647324
Shadow Manectric,Thunder Fang,Wild Charge,50,1.142448912992918,1.049951921958764,1.2561548021048656,1.1966789164327327,1.1106937600316544,1.1041208006574559,1.0686271078499998,1.0939782674934737,1.1627259183840137,1.120509523478248,1.0708475138054714,1.0929811713330067,1.2266827696286808,1.2274747567827091,1.1486659270454358,1.1218387031859995,1.0713529669419015,1.081397335224094,1.2209256710556307,1.1243699265389133,1.175177784948649,1.1169336358464814,1.177552705676871,1.1359790744381817,1.1142885694931914,1.099381657371857,1.0651394533044276,1.0737508886801892,1.064453504502678,1.0606221539448861,1.0642107618265482,1.0575091497053044,1.0946348888647444,1.0685441367566293,1.0769818862436236,1.1026513691856334,1.0700552245897985,1.0725116947591087,1.1109101571659659,1.086332290060638,1.1060196981502326,1.0875256750602023,1.0608053037785234,1.0467332701839493,1.0731492119130877,1.0726658677600502,1.0715258193791466,1.073388650011957,1.0758797527961668,1.0702975110267599,1.1782798766456755,1.166550300808256,1.1253035308236963,1.1057005828608155,1.0887265920055276,1.0700445484990293,1.0768328775886995,1.0527609429177904,1.0723085460599333,1.0618878116356094,1.0669592457338208,1.0589685414236376,1.1053361748915074,1.0397395578755153
