Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Shadow Hariyama,Counter,Dynamic Punch,35,1.1784461710478598,1.2099695424807282,1.2484021398171372,1.357776506144695,1.2443939956084211,1.3615392046168173,1.3361731901805483,1.2411926914284184,1.339126851861557,1.162316147112619,1.1890196241864541,1.1617376936937358,1.1356661841230455,1.1697657999295688,1.13607129659208,1.2260016691493545,1.2479539728607336,1.2251061956447304,1.2681834035318447,1.2191528795372275,1.268239373280609,1.2460978899981863,1.175951593250915,1.2480692452128588,1.146520585503073,1.1531006195159315,1.1478433989031833,1.2226473010595673,1.2399404277680373,1.2225454034052343,1.1819213318306057,1.2282464391101595,1.1825653491832784,1.1390002300753934,1.172263758338795,1.1398521246360809,1.1191859347865174,1.136880877152296,1.1211462276080697,1.2542625522569686,1.2169652317690758,1.2472682991357573,1.131532303134487,1.1704430468229698,1.164898410065719,1.1661806304259823,1.1818228125723604,1.1661806304259823,1.129865536546366,1.1838875357768426,1.149185427651032,1.1248195056207682,1.1116599656471329,1.1439976203682372,1.1779095074242665,1.2442409169121094,1.1779095074242665,1.2048418363820532,1.2840558487179112,1.2048418363820532,1.184819356825959,1.2310434316759655,1.1848351169624252,1.1516645067784845,1.2050479180587172,1.1530490966561944
Shadow Nidoking,Double Kick,Earth Power,30,1.7477877748576287,1.5633835433352858,1.4996625780752528,2.0173482185890648,1.622734779246662,1.7776599388118008,1.9695434879574412,1.6165822913063683,1.7489579963268478,1.5449233268712086,1.5222697037486927,1.3385820610175339,1.4730016901036014,1.4609992896235053,1.2775831324069276,1.5165796726033962,1.5396892970995915,1.3062173128692944,1.6785432819266353,1.6195412016716875,1.4557025828207533,1.6965888399388087,1.5313583928236572,1.4787988795851832,1.4708743790237808,1.443348103451187,1.2720384935829179,1.552610895806701,1.5154264627366174,1.3527962063755932,1.646406219957552,1.5795429127488483,1.4253610657909137,1.573212734474528,1.5504249720920678,1.353464671345154,1.6423911072898485,1.5145236212847757,1.4307420072041137,1.7851763231077744,1.6876764910488804,1.604195742744709,1.6074355659329058,1.52510425869069,1.4035668325072652,1.5580871450215077,1.5374528305101738,1.3594390904429174,1.55777874546652,1.5339423104252292,1.3413106063193097,1.7566249630578268,1.5474193759829684,1.5704084280669286,1.5666812352794997,1.5806034582091548,1.3522328174294396,1.5093438611585102,1.572898551979339,1.3095352615391251,1.6589498022761655,1.5565669726830211,1.4400241081101441,1.5162372933949049,1.4745789250787447,1.3278827834125355
Shadow Golurk,Mud-Slap,Earth Power or Dynamic Punch,35,1.3298192113383258,1.269274616588978,1.217044753418159,1.325154315534065,1.3197900214058926,1.1021284955910313,1.3358115582015297,1.311141577079716,1.1169781392700047,1.2492501331866046,1.2512721215081504,1.0477975734585812,1.221096592102869,1.221348329128376,1.0223964175339357,1.2949044055241423,1.3052618465068035,1.0801608767592683,1.3883622310148425,1.3701961678643444,1.1451713881541465,1.3792658743873665,1.2696732808776316,1.1721644988038635,1.2143252188576448,1.204354559915261,1.0225286822975121,1.2588059363383879,1.276521811992933,1.0629717398224456,1.359058870369947,1.3166608037203025,1.1383296970701138,1.288336305212413,1.285643922572007,1.0738959703667037,1.4387519106574425,1.2210459819527824,1.2338958738798294,1.6429547624052028,1.5292975846775994,1.5137240342821896,1.313289409142836,1.2669417576886162,1.1391783418547365,1.2787122942267717,1.2752020358099807,1.0746846175134828,1.2595720108198996,1.2654842865925353,1.0694648214017763,1.3029153555629065,1.244727762536669,1.0892910054289182,1.2933405431786489,1.328416811374904,1.0755816460550012,1.2717326786984262,1.326770946710904,1.0786446792297943,1.3030705492458232,1.3101242660577928,1.0809859021102957,1.2206939663928125,1.254918416125781,1.0159843906537442
Mamoswine,Mud-Slap,High Horsepower,50,1.252974807166689,1.223244842444441,1.0557456612116647,1.2079162360763092,1.1921375840274762,0.9864891678649222,1.2170421690465294,1.1869154720769384,0.9966567093260105,1.2352034150949482,1.2042378695272544,1.012149270417186,1.2016175104660727,1.1824259648956665,0.9855331843955986,1.2051835950491374,1.2263805190749997,1.0036802248536731,1.2496508783528428,1.2163566371909724,1.0594781973014387,1.1812937334461788,1.1508217643003769,0.982513381936362,1.1770693482325005,1.165971500336248,0.9946126115964218,1.2596165700744275,1.222475422454201,1.0374478511384748,1.2245152559222456,1.215805905769572,1.0317055980730794,1.1856931652649558,1.185459292678396,0.9942488055669615,1.2676976139584248,1.186414829532704,1.045149634498004,1.3576863304219153,1.2290764669255752,1.1167193509363211,1.158370106625248,1.1571384302413796,0.9735642876123485,1.1915652100765275,1.1993920406760228,0.9982397590259879,1.152394045638484,1.2033822560374992,0.9527041034955008,1.138623324761088,1.1107768800068383,0.9566432472773952,1.2035547352476652,1.2411492024674147,1.0129855446968543,1.2103493873016364,1.2750517282023763,0.9954636435076369,1.1690722271175866,1.2093760311972996,0.999425489816342,1.1436264338536792,1.1775099196899739,0.9819820123272907
Shadow Dugtrio (Alola),Mud-Slap,Earthquake,30,2.2099908979411813,1.9199444238265697,1.897999202390501,2.2412366800604624,1.7649655927106767,1.9324948387434255,2.2016598362803568,1.746035685711391,1.9060814312483478,2.009419139313383,1.7897321579494043,1.6682876379904539,2.0195716673351827,1.62874198624745,1.7118954951653567,1.6428551367818376,1.583304104768787,1.371499375311938,2.2675229526189096,1.9209961985078803,1.8939619433279704,1.9546189765714643,1.6209072123121053,1.64537391360624,1.8562420506600963,1.5935884982368265,1.6044355904833327,2.012548738237558,1.6673970033668333,1.6975694461988806,1.7717020617581545,1.6612546622788336,1.5119570102806612,1.692863848355289,1.6431513965702946,1.4514128119257645,3.0044055968834797,2.5283274123966026,2.5783773102480234,3.142427135669882,2.669540639207371,2.6763800289893633,1.8166543703552658,1.6436952722871265,1.5083876594042929,1.6901601022927075,1.6443581442891801,1.4189651526453924,1.9714996598380854,1.6785763008437364,1.732130122903236,2.243345329876836,1.9776566453555204,1.8518102335665303,1.7002946350352768,1.6389661867900067,1.409758117826963,1.524228554705723,1.578689953381816,1.2581212816473775,1.7712846090611998,1.6835858854379968,1.5269298586934001,1.5988888644384902,1.6005738234898546,1.3448411296518394
Buzzwole,Counter,Superpower,40,1.3063512551784873,1.316369056480165,1.312110562981349,1.3427412372861425,1.3219828736075143,1.3505937787801652,1.3453380429807738,1.3240495514538302,1.3475719810915343,1.2777807245273574,1.2808970579263612,1.2772174258205986,1.3086416597213097,1.2940536649353886,1.3071303225768083,1.3743240114154807,1.416010098422095,1.3744441076152987,1.3149576888787005,1.3351089253630992,1.3168210758204975,1.2628901356735382,1.295490443289824,1.2658964663018475,1.3206456516260368,1.3205031827553173,1.3178252749393862,1.3544282531036678,1.3600616775553995,1.3564000990344145,1.322197547701612,1.3426091327187648,1.3245428292868702,1.302341504720688,1.3197389210988688,1.3130281298955386,1.2293804136075368,1.2316168647426076,1.2330164980688605,1.4552401670717638,1.366094958135152,1.44057086427856,1.269746130962655,1.2813482828037701,1.2705034063630631,1.3205789101464602,1.3490956748543996,1.3163756039282035,1.3088432725429637,1.357280931899911,1.3123752261645814,1.2145634000522076,1.2471601003830484,1.2280950641423454,1.3472352993875853,1.413791505996027,1.3516376941508401,1.388441012250561,1.4686805763811137,1.388441012250561,1.3561737631903514,1.4040325510162626,1.3572650301744114,1.291713282410656,1.3328297786999725,1.2946219618404835
Shadow Camerupt,Incinerate,Earth Power,45,2.5742525122750113,2.2180097603493616,2.128619927096526,2.1439904567221375,1.9293969658776626,1.8233828303612147,1.5472558151451736,1.4514920987628444,1.3011601524695953,1.4078890768332246,1.4141031888234386,1.192690318897887,1.4269729303207699,1.4055628735810057,1.1885164339900571,1.3540901771539373,1.4046702329603324,1.1183309514069564,1.4700235518024445,1.4913998601347094,1.239712486433441,1.7859468488118062,1.6365055243673712,1.4873170948840724,1.862737058117719,1.8371733639274856,1.5520226274264204,1.416615128348938,1.4296674599525376,1.1977602727151768,1.893019796562974,1.9369246919480214,1.5917281142600666,1.5567665725480533,1.5096486969097003,1.2945003005823688,1.8039503762446107,1.6245964254652836,1.490038802774032,2.0917385583182786,2.0602637606802547,1.9169192996413682,1.4352508315636239,1.4102134351413633,1.213894862466149,1.9496521578018187,1.9032956180689613,1.6318574559944239,1.943550855174936,1.983958933415784,1.6980024561597136,1.5998019401205223,1.5181989315422717,1.4375286673180498,1.8665201825164108,1.9264481729767184,1.5219687581014736,1.8136548545599798,1.9256516107166615,1.5236719239087688,1.5664766525740415,1.4938827275238789,1.3044948736904454,1.9646741701497232,1.9122051331590328,1.6251723190382974
Mamoswine,Mud-Slap,High Horsepower,30,1.7355060122683166,1.4607451326922665,1.524252938819261,1.467186660372114,1.3931549723407373,1.2488739691123703,1.4755456797369868,1.4010081720069458,1.258513852349525,1.4667263237738184,1.457466648947311,1.2176118058316108,1.4295721923115328,1.3679828590074792,1.1824690266812654,1.3771589225388792,1.4326530894543008,1.152713819461979,1.5188564683167305,1.4567196094800385,1.2776618273118587,1.5892122423240123,1.390390821968885,1.3313051096682493,1.4196378837922945,1.3615773831301423,1.1813943333696277,1.510257304209131,1.431569577571063,1.2678186154382527,1.515434901820893,1.4645932650511315,1.265648595396732,1.4300966345418362,1.411344943424409,1.2286501225256468,1.914308619007829,1.5172683312032462,1.583755741815037,1.5614323861580401,1.4627671274995706,1.3573643727385578,1.3745602486955264,1.3699849428006483,1.158630789191525,1.440944130554135,1.425253987491061,1.191341332678549,1.368151434308207,1.3728099183697302,1.1747322450149973,1.381451828364459,1.319545006587302,1.185076435320819,1.4371685214471297,1.4615811588531915,1.2207945772336692,1.3933964739809166,1.4817787149889943,1.1695901610610218,1.3815735964166886,1.4082907439434749,1.1733892207254408,1.371272997287939,1.37723452699561,1.150399238376265
Keldeo,Low Kick,Close Combat,40,1.4432864223168855,1.3989425431336515,1.4466917708202038,1.4917069299537689,1.4428177248660718,1.4976963746117926,1.4799125151543737,1.432919597094553,1.4811224892652883,1.33044820643982,1.3464630456230664,1.3295432952639192,1.4044378915806033,1.3899766802988958,1.4037701193755048,1.4475672255327305,1.5006493039160178,1.4468448805884702,1.4304754297332496,1.4327267055461452,1.4316040020142806,1.4382887933856776,1.3871155435755387,1.4504422344915606,1.4054086282681872,1.3534597514071036,1.4048911255648384,1.4718492992641474,1.4668916836355737,1.4721206754551288,1.4344186069515792,1.4542890492320573,1.4325970338231213,1.3213600924996285,1.3303975275899176,1.3230666432161216,1.3131100019366704,1.296336243463269,1.314048527746224,1.3788997853552722,1.382104873152248,1.3871333215288455,1.2946957348180503,1.31437726857197,1.2935768526726041,1.3648317341279228,1.41562923234015,1.3648317341279228,1.3937092464962635,1.451596117277131,1.4019773160363116,1.333240059536792,1.3438345573283113,1.336187575393657,1.4474377204761382,1.5584362000087373,1.4474377204761382,1.4547635291300849,1.547861378210473,1.455641336748433,1.4045156591651737,1.4615501234417334,1.4032767063578298,1.4059820097851552,1.4608949285433572,1.4038046073501234
Ursaluna,Rock Smash,High Horsepower,30,1.6441092741962593,1.6235848123355014,1.5165442390509905,1.6328178899069308,1.5978595785751601,1.4961809358786424,1.628098474022987,1.603677810735993,1.4902577611938561,1.6548613887855907,1.634313687774849,1.5086042820999146,1.550951928521782,1.5859600736613877,1.4172357055745055,1.6456939148481924,1.7201939959103651,1.5070792566639635,1.6383605865834485,1.6321273447671536,1.5035998080249433,1.6037059999354848,1.5895749242846968,1.4654421365036252,1.6384156089819202,1.6167849800683365,1.506171433142531,1.7047401778240387,1.6570631917040153,1.5548094008586353,1.5971914735243151,1.6124991421963362,1.4567784418328746,1.530090081506754,1.5605958118453904,1.3990633244691884,1.5575003604306572,1.5637615424519822,1.4168638801986615,1.6200444907508202,1.6429486469027428,1.4966159631925784,1.5453594546516125,1.5457012779638823,1.417874096398876,1.564231594908538,1.624649992027439,1.4201137753474071,1.56618234148408,1.6329873507793833,1.434677946236341,1.4874670682806355,1.5036727515680537,1.3619135106583198,1.6437190199995446,1.7267232360530467,1.4838994599826485,1.6800819135723535,1.7832773178059549,1.5386244577213932,1.639328229672992,1.7140596042280067,1.4866242809648884,1.5486723182041593,1.6167001765115756,1.4220592678189583
Shadow Hitmonlee,Double Kick,Close Combat,40,1.6159841327798916,1.4293620406464467,1.6121465339381487,1.703128093059174,1.447842892664605,1.7091068613452582,1.6753388931396838,1.4481544913429367,1.6751962993630798,1.3717518400346305,1.3767677583110967,1.3720747034047975,1.4518726501160726,1.376614373760973,1.4520880162310337,1.3876384484348792,1.4136508212823369,1.3886227511434162,1.5293642076804594,1.4454822546158794,1.5301914649874953,1.5105571999129601,1.385760575518846,1.5129922127696358,1.3523471746451035,1.3106313424880454,1.3522069050583643,1.4110850331714762,1.3500035790498421,1.4107578238029554,1.4688759155315325,1.3902572050871005,1.4667121482927699,1.4553943416872162,1.427580130990511,1.4547245398046253,1.5887697119010735,1.457215240564263,1.5883835027185564,1.5221790457294695,1.4287473399916415,1.5329614292437308,1.4155631620783822,1.3744078302482838,1.422791684352291,1.4145491252334148,1.3656752651347273,1.4145491252334148,1.3667961695330866,1.3235794482075736,1.3815479402867286,1.3558158192614476,1.3119142964581127,1.3742857175712881,1.3705987893096292,1.3818816254179658,1.3833377640830091,1.3511142479743363,1.434163648035052,1.3498763760184378,1.3173082193672483,1.3329842342047493,1.3467646407740406,1.321571138121122,1.3172640141762173,1.3332914940232412
Rhyperior,Mud-Slap or Smack Down,Earthquake,30,1.5381019549229167,1.5061812476345862,1.4646930680796824,1.4810973203052378,1.478215492450686,1.2290030963343492,1.5115617186253514,1.4781809394372416,1.24876711818257,1.50283257112903,1.4749207972000309,1.2424130265242432,1.4532632083878185,1.4480685159330324,1.1987085810529745,1.4964262707553468,1.5197780763646989,1.2460463546582863,1.5459927767120154,1.5242002598398539,1.2884725359278717,1.4845729262929683,1.4811100782288076,1.2388024729825486,1.4537202249099626,1.4325093610286057,1.210206034514668,1.5175702714856678,1.490523812892327,1.2730425965880285,1.5367844758247744,1.492112966714745,1.2995930146651973,1.408533179328379,1.434494819966724,1.2025561554545616,1.6599133804046087,1.5591309693456774,1.3581518353279038,1.4931962683015823,1.4879352426621968,1.2668893713131752,1.4439365040116787,1.432200283574005,1.3100432058703009,1.4311531085005431,1.4553252311549378,1.2049698378924603,1.432001011981934,1.446303063889071,1.2344570457132908,1.4644194453633403,1.4427266946155846,1.2587396652952862,1.487526281116198,1.5437962757479298,1.2316995468193728,1.465517346599748,1.5370445459336077,1.2184689729423783,1.5093223403143867,1.5331042848905643,1.259112184046637,1.3890629236478402,1.4407234980607877,1.1771720381323472
Infernape,Fire Spin,Close Combat,50,2.8302809807986726,2.2387685108199022,2.63889481311458,2.37638383729694,2.2859220520415784,2.240138459023758,1.5346828266735613,1.4664548024079298,1.3701537390105316,1.4052694974114586,1.4098792014010726,1.2658128249277139,1.4386006417978852,1.3980452465564586,1.3159039469414753,1.4518815185471732,1.4893230279966447,1.2898325231424936,1.429021909931243,1.404862751029345,1.3086780091075896,1.866292347689148,1.773034976021314,1.7124642527604619,2.1972073342915,2.142269742329279,2.044236882566399,1.4518035042687538,1.4220674949851195,1.3292673221801719,2.2551089549756633,2.225169536007043,2.1539739338968773,1.4644471381503492,1.4821782472719613,1.3256937256386319,1.4136894656945946,1.3807856619653511,1.2669912823588458,2.2084742799842614,2.2947254449874803,2.0653976779531247,1.4935792152158798,1.444663387471892,1.2832354502600347,2.1757344306829336,2.2104804467790764,2.0155908851300173,2.1969916672404275,2.1886443815198615,2.2134713051411663,1.4144298524191323,1.3881889308024702,1.2886658537791411,2.233151561847508,2.353000709312675,2.0986809404512425,2.2195611870229803,2.3529767329178424,2.1041541092395746,1.4361359321060752,1.4809485034584882,1.307854080055243,2.161325335881612,2.2016239001392055,2.0831324318233073
Pheromosa,Low Kick,Close Combat or Focus Blast,45,1.3136992284520719,1.258035938302154,1.3925881637303945,1.567257972942064,1.215158173014477,1.5758464847742346,1.5197051229644227,1.227930398771113,1.5293343255735954,1.267780071708989,1.2048122428313355,1.2615170954867323,1.370137492335517,1.1482168932357084,1.3690442491013928,1.2847656125446458,1.2010183450646439,1.2796528510517433,1.3201983637218346,1.1509634103183244,1.3342711515726573,1.5339008126111637,1.2129730557484506,1.537843776239308,1.2797399387696973,1.135196584116853,1.2962574188092382,1.219213434321488,1.1147436642396498,1.2204150266197096,1.291166693353892,1.2151284418019628,1.2997974655997548,1.3520536688395242,1.2524401713362652,1.3553036060276187,1.4642059079880996,1.1433679727973751,1.4623543536742463,1.572298787267637,1.3021410091858612,1.570818741587656,1.2258086750524722,1.1475068803338573,1.250525121117616,1.2691232496910967,1.2466681601392409,1.2794956857595,1.2070113306052555,1.1679125908430639,1.2235615758919545,1.1449488214344716,1.086131323628003,1.1967633098193924,1.2748540197189018,1.2452582299191959,1.2853082875723525,1.1396112923102208,1.177994831934258,1.1396112923102208,1.165494422761353,1.1483874280732624,1.1732740855805814,1.2029064868381343,1.138303520309238,1.2129072470954714
Mega Swampert,Mud Shot or Water Gun,Earthquake,40,1.2140814290486577,1.2037919388334417,1.045594134050485,1.1707006879592996,1.1642280558830214,1.0260697421642189,1.2119980481283112,1.187496980771269,1.0259818811338093,1.1782613814802423,1.2031035490392883,1.0031123018569963,1.2006528807190828,1.232539989987706,0.9870346281949358,1.2512380017874998,1.33201678288598,1.0403146038724627,1.2048026061972807,1.205833379121393,1.0141639700945873,1.2388922066371608,1.2002582222638818,1.0097088066948192,1.1957177107928891,1.2151272865424358,1.0299020241352406,1.231542208366387,1.2470900219458916,1.034768869171833,1.1920606638751212,1.2260096580964612,1.0226789069324758,1.2063721045753937,1.2111159496558908,1.0089960686967498,1.1694736512534833,1.1572969069331487,0.9977955142365892,1.2329722301619217,1.2288208389227457,1.0335255608245053,1.1556753163657616,1.182353877558557,1.0069892860956187,1.1962569320474163,1.2318117550162113,1.0091766057625202,1.1945738176169034,1.2687365211998627,1.0301783679241123,1.1348503358048332,1.163645969211214,0.9882799685833408,1.2861621160487562,1.3321409974667673,1.0716498171720776,1.2638559129532754,1.3446856448153361,1.0471063359259762,1.200916148726026,1.2596548361194961,1.080435902063843,1.1470580622907356,1.201723694837948,1.0110422413117164
Shadow Swampert,Mud Shot or Water Gun,Earthquake,30,1.5583086271936026,1.511303055395782,1.4962863814703304,1.5473989420787706,1.4575152660463304,1.3773318431791082,1.6154274261264316,1.5107252088421188,1.3672280743434853,1.5197719934702618,1.4835311023265592,1.2963871166294987,1.5159875885983374,1.469310442991972,1.2778053609578408,1.5248170344891758,1.6008148378004148,1.2835955860901154,1.5830519583208522,1.5271114745271668,1.318883842683649,1.8329678915057321,1.5177971663914647,1.5883401750180999,1.4143843535035132,1.3664577806622773,1.2871932749027066,1.5774210798456547,1.5229437305994447,1.314981228936239,1.5556818132640249,1.5550351374927898,1.2669956717236384,1.5522424468791358,1.5624483819037505,1.2601987002207378,1.6027487032464256,1.5347777619252867,1.2828805093161717,1.61054532782198,1.5319052349265567,1.4294770605621032,1.504552024521823,1.503673238703918,1.3330737594038684,1.5047999479137986,1.532835471276989,1.2398359715125784,1.4118102391857172,1.459540889359486,1.2952050904050365,1.4532485538408932,1.4321891193944203,1.2600026563866165,1.5411124479025602,1.6547902781890285,1.3195858662085769,1.5314595038321945,1.6283461891582456,1.3227928815408199,1.516709249722065,1.5805160118679062,1.2727030466810005,1.4824508059085262,1.505648902675383,1.2328631680582607
Infernape,Fire Spin,Close Combat,30,3.4145008435124398,2.8115885123667606,3.1650264109984914,3.291572836587078,2.6580090459174435,3.014095981236439,2.059064848491201,1.7704842062601978,1.7875520431181968,1.6865989989341186,1.6668393915266506,1.5517895772107324,1.7456416955203506,1.6968313616982975,1.5667899732033315,1.7051905886916843,1.694772160494396,1.521043892520464,1.7251819952289824,1.7051890968093502,1.554529128394249,2.6029682292729306,2.1730693806742165,2.305402416701519,2.818086710163036,2.634888330237623,2.5777411288432623,1.785074688454238,1.6983543107760561,1.6066288634790387,2.7053804536993136,2.683173756091952,2.5664280066250265,1.7859056124760582,1.7243422930410277,1.5825744268582616,1.663957328009896,1.6117580635696565,1.5219380876683595,2.569598087296634,2.6250880867565876,2.5694300521059628,1.7301632666495936,1.6671392135506307,1.5403455299821078,2.63897680029659,2.60899746079769,2.522321466205041,2.8228319433311495,2.698801928759381,2.586131705356199,1.7028335173893658,1.6507349911281284,1.6922295325027874,2.623707339974729,2.6993046794136215,2.4440385947908423,2.5896035786733482,2.709565463230505,2.431321453149839,1.7442813973210638,1.6854170342413033,1.5870990529644469,2.6782777637121784,2.5934196986727587,2.5395381877578234
Shadow Camerupt,Incinerate,Earth Power,40,2.815285662333674,2.3576948102445874,2.3207213897139334,2.3210036311786237,2.092257933313609,1.9192029421656736,1.670825457717405,1.5640434023592493,1.3976753161601236,1.46566680539057,1.492124309829152,1.2411977837593555,1.6508417178003927,1.4617219041292535,1.3819989269437651,1.3951300427504905,1.4603792914200469,1.1608739529727146,1.6576321408940942,1.5621694126701569,1.3896203884284808,1.8151910569778829,1.6874960659236495,1.5336237118447764,1.9428996545372177,1.927374685264756,1.6114450067363322,1.4755273835208758,1.4958872085600767,1.2434099586851328,2.041602704909976,2.0623872104101197,1.714276944154045,1.59023727797854,1.553820468356176,1.3487272699865986,2.05551091444023,1.7637447817233816,1.7143858420963136,2.247153609943468,2.17496396087358,2.01828610503272,1.5034442096300704,1.4705736633538689,1.271453469882218,2.055776896003191,1.988133170641677,1.7326369733468951,2.072460013819501,2.1225202496122844,1.785437744891334,1.7319841981411426,1.5706849912622893,1.4968859329187632,1.9171618840411622,1.9895535788384942,1.6070633046128697,1.897137126607108,2.027149730987801,1.5820135586860162,1.6361191415641165,1.5452391507803336,1.3660698788910368,2.0894221511977866,1.9688488329573222,1.7536859968780991
Shadow Hitmonlee,Double Kick,Close Combat,45,1.5120694226472173,1.3409003224844016,1.511725927410304,1.573105268001645,1.3563972960526236,1.5708661670621897,1.5575126912420825,1.368094025246226,1.564117703918767,1.3319464828827525,1.3260088472432217,1.3308929875261175,1.3838794059555195,1.2931025313124376,1.3853159425481438,1.3337733693449576,1.3518992777589107,1.337883045834963,1.4333272873400642,1.351842738003873,1.433934407471981,1.4830980939244998,1.3431797282559073,1.4835519274530746,1.3162751524933187,1.2850068138663586,1.3173054611240584,1.360039866404596,1.312686679029126,1.3598206180219055,1.4035609825762303,1.358459304248586,1.4031214779818029,1.3345327861462741,1.3113254339055647,1.3369110373420015,1.482604369750672,1.35879676716667,1.4805317762978925,1.4774448979115655,1.3899874735692688,1.5116958514124834,1.3088497774564516,1.2757973382853465,1.3154567558817294,1.3433749634329397,1.3068501425823886,1.3433749634329397,1.3158066229575325,1.2691282499845813,1.32214330657538,1.290915157771349,1.242408886514027,1.3131812740459528,1.3072503951975794,1.336101550426212,1.311215213175769,1.2800298553937908,1.3629639695808793,1.280390487432307,1.2847380476974701,1.30947882681409,1.3175558545232984,1.2386249177083,1.2563899946956758,1.2494556851400196
Donphan,Mud-Slap,Earthquake,45,1.5058390518039968,1.4677643561659173,1.2384565403103243,1.519973627030224,1.4746496774663373,1.2568818075274855,1.50704595400058,1.4635732062520455,1.2447838558316826,1.4249352136056674,1.4323735543278944,1.1867392771668615,1.4419232045379917,1.428723308984267,1.186480006121293,1.4508550109183687,1.4984392907743778,1.2150814222404063,1.5407728197350672,1.5071698981220594,1.2826347060101309,1.4654034983667916,1.4378490883501256,1.2210006730530492,1.4339300612038364,1.4237386537914367,1.1841760548446256,1.5238395036152617,1.508403482710242,1.2716472724271684,1.4704373345829962,1.491875378283688,1.2132135767290695,1.4753442198864881,1.4959169528513443,1.2129879084133088,1.494470365663229,1.441175841978201,1.2404463378276709,1.5345236108259825,1.5444958313912693,1.3125096083952115,1.4020373724527684,1.403791331461725,1.2030113939957225,1.4406011938573435,1.4768657989339904,1.19623530120765,1.419773775004325,1.4684403595788502,1.1955757209622067,1.4007347036403994,1.3787413173914358,1.179419750100333,1.4623149305864662,1.5450610069695119,1.223188124604337,1.4665516977594122,1.5379430746372071,1.2226851035124653,1.464806880473554,1.5068351441583734,1.2127196970202445,1.3880990730500848,1.4351464345400557,1.1755677918766543
Shadow Flygon,Mud Shot,Earth Power,35,1.5344640691835565,1.464597025003572,1.4147222510508384,1.8335976007348327,1.455309406387193,1.5655346479972199,1.7660758178703404,1.4645240332936207,1.4886528009242277,1.4656362531023444,1.4349534012031286,1.2283030180803487,1.4105430005383583,1.4028595884986033,1.1941506082806042,1.4855461295690608,1.5073215482612048,1.228496178808503,1.64188282077293,1.5134471358633155,1.360520018441264,1.6336266033750688,1.4780376120740175,1.3115023809042732,1.3930776157510183,1.378498077658059,1.2125883809292555,1.5277131303127838,1.4725405190548615,1.2744324890144223,1.5591169228125081,1.4940756214980746,1.2753432296570704,1.5247599152627551,1.5043506917421807,1.2553511802568502,1.584669988940544,1.4443584118703454,1.329350285541697,1.5530965799664045,1.5003098207630905,1.3423851550976102,1.5029794996615025,1.4633337871098493,1.2865974869650114,1.5059134160171883,1.4875571553687976,1.2429849984924775,1.443782748613254,1.431687010495304,1.2141682166473586,1.4764620380120106,1.3541912069386504,1.2114990875139477,1.4917195250154658,1.5265925332576027,1.2405644943174632,1.5049502814590425,1.5754070806219107,1.2521066318401048,1.4304516410854424,1.4724041784125148,1.2163788696265936,1.4332055936827304,1.4583800099826476,1.185439951864668
Rhydon,Mud-Slap,Earthquake,30,2.0130197688853313,1.6760256877941284,1.6950756624528804,1.6629666122342643,1.6098416381675913,1.411612880907542,1.6633412642678211,1.6010073800780984,1.4028918446468523,1.6252136717263976,1.6237226326299603,1.377817562135291,1.6046933800710974,1.5632269964570387,1.33965901241998,1.6061254762886017,1.646445427590753,1.3490096770137,1.7750758555523587,1.7180109351733635,1.4695355003197288,1.7693001924462797,1.613048630526184,1.4571199983552205,1.607158304050861,1.5759982149269278,1.323359120745648,1.7291530873305003,1.6704339745306394,1.4418762726680174,1.7135289393589999,1.6564389679648202,1.4342095810641464,1.5940562188274165,1.5852503549944224,1.3556330988451413,2.1713707632524586,1.822138204018563,1.7958583564699506,1.6626761288229654,1.6530990638012497,1.403644990001624,1.7169576819184127,1.5808715766203176,1.4693281672387042,1.569834592232663,1.5927608072141541,1.3349775342385164,1.5960711599522237,1.5938539276918904,1.3328431601514283,1.570423952404298,1.587690465411968,1.347812122552569,1.654319476672303,1.6777078026703538,1.3590509800753874,1.6144982594998014,1.68664042090485,1.3189856375913414,1.6605755794405048,1.6361476044043584,1.4184888022372297,1.5265083938527038,1.5721059438062581,1.2999657685593948
