Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Terrakion,Double Kick,Sacred Sword,45,0.9778041188233112,1.0362159599249625,1.0470819847863284,0.977297048481906,1.0372345876459255,0.9779471922023073,0.9793356099755882,1.034678499833785,0.97830474098997,0.9678893378924465,1.0080509791731427,0.9679066072600422,0.9740388341154691,1.0366998997472154,0.9737805140569166,1.025475429788529,1.0827247832040165,1.0250228206298495,0.9919968538000197,1.0522760790482746,0.9921541637990365,0.955022965690059,1.0135747784820135,0.9551308644363872,0.982025052714483,1.0235012426262282,0.9819038851331329,1.036372634651953,1.09080344136323,1.0365302386005948,0.9873120714877418,1.0512672506477256,0.9872680085305886,0.9782990250078099,1.0309103763502738,0.9787922756942504,0.9620393160354344,1.0150209085553399,0.9622164152941475,0.9580677336891543,1.016712135123888,0.9631507328898783,0.9634369960461366,1.0217257836098856,0.992450412986354,0.991583850931677,1.0400207039337472,0.991583850931677,0.971178517068928,1.0244618395303327,0.9722330941509023,0.9475538160469668,0.9877172786922989,0.9709105560032232,1.0019537480063796,1.06282562466773,1.0019537480063796,1.0567063738857263,1.120142244334944,1.0567063738857263,1.0157471264367817,1.0649233716475095,1.0121360153256704,0.9986611891574662,1.0479129222756116,0.99822103216814
Keldeo,Low Kick,Close Combat,30,1.6212764641612898,1.6535673792492116,1.6253190129666661,1.5557300845186837,1.5899306681360699,1.5641466737672889,1.5602319623111613,1.5809500784064847,1.5670165577034791,1.5139208372189412,1.583155458847097,1.5127499740959487,1.5919404141731606,1.6332183194025016,1.5923237939425996,1.5655218317358892,1.659284192910391,1.5641449870683097,1.5456465862325661,1.5710760284843464,1.5455286037333034,1.5360595749905588,1.556059909848737,1.5436589953138458,1.6151203971135775,1.6302294676923765,1.6148253803937682,1.5524961077716422,1.590449200712311,1.5540559449829654,1.5215313640129018,1.6081260905581896,1.5251467296473202,1.540113612074777,1.6037367849920259,1.5418995906019304,1.554696563912954,1.608982908114399,1.5680296081046403,1.5488119851770628,1.6060692133406436,1.5585122896946237,1.515146243829763,1.5941928142830246,1.5222128537397983,1.533726708074534,1.587246376811594,1.533726708074534,1.4768210480539248,1.5414111763426832,1.4836268754076973,1.4584666743409693,1.506331299643145,1.4779325428801657,1.581632110579479,1.6665736310473152,1.581632110579479,1.6194724840134591,1.7282367762203195,1.6194724840134591,1.5528352490421455,1.6212547892720306,1.5606896551724136,1.5178905476286542,1.5739647140813557,1.5249605692697061
Shadow Torterra,Razor Leaf,Earthquake,40,1.4084355480426314,1.422160836133501,1.1856253478735905,1.3757797104760496,1.401753540091356,1.1870717157242383,2.136452467537701,2.1468098466456462,1.8000735375595605,2.1326287431354265,2.134115635685421,1.791299692605257,2.0693794373133074,2.1638815254004475,1.6791767380737115,2.076669709417313,2.225262437243268,1.7554959683553932,2.1116549854628706,2.132884812562327,1.7626135932693794,2.6518181868917905,2.4975043764103573,2.178633815839164,1.313862229825927,1.3428028432236372,1.111877188754068,2.0745186819596504,2.1813829967433427,1.726819331376295,2.074589773868904,2.156963269118917,1.76090778504327,1.9895903553049112,2.035398957596883,1.7745289455944495,2.091180818343146,2.1643697977092753,1.7738876178703995,2.4041892632788815,2.258661575960948,1.934650927754695,1.6716246858602315,1.7463776717229187,1.4176626364001017,2.03879917184265,2.092836438923395,1.7256211180124221,1.3201021961295933,1.365818656229615,1.1240813220265276,1.620593991021066,1.7063082767353517,1.4020029929780131,2.060539606592238,2.1770334928229667,1.7302764486975013,1.3723548453969925,1.4489307754867724,1.1407692675692485,1.751111111111111,1.806934865900383,1.4316570881226054,1.350282434068151,1.3906851777133844,1.1240875912408759
Shadow Hitmonlee,Double Kick,Close Combat,30,1.718757343998021,1.595349316621658,1.7134634810035252,1.6523948640326047,1.5482727512503087,1.6567677945344248,1.6301497278438721,1.5372556722978306,1.62840866735839,1.49523710841709,1.5203899423203122,1.493408282388699,1.5706597617304985,1.5261036519485738,1.5695936789491705,1.5641754145747757,1.5274037730108019,1.565187129164765,1.6202943944267316,1.545108642218071,1.620906779780047,1.552741093237539,1.5671827823366031,1.5784954077921498,1.5158591242481354,1.4741550866018946,1.5170984578791196,1.5056509116725607,1.494119310607924,1.5050646839009776,1.5016567671889598,1.5338800077550805,1.5067041789308566,1.4554553525920324,1.485218921096332,1.445105309021555,1.8325689151043982,1.6678160047130088,1.832240016481074,1.5215903611274417,1.5240509422869863,1.5522964323224584,1.4588753182327951,1.4824695683494464,1.464274019924852,1.4650103519668736,1.4986438923395444,1.4694513457556935,1.4227766905849097,1.4447597303761688,1.4440204392259186,1.4363416599516519,1.4455738459767469,1.4379647749510764,1.4809941520467835,1.5399521531100477,1.4784688995215312,1.476056068506913,1.5655009647737965,1.4810234575579264,1.4720306513409962,1.4994827586206896,1.516484674329502,1.4415966694787807,1.4772493856142024,1.4623390676007775
Groudon,Mud Shot,Earthquake,40,1.341204724896411,1.3728339071100208,1.145107093529036,1.4141684292225323,1.4117946486619974,1.1315474260524516,1.3976283297571919,1.4033887719227554,1.1218943812603466,1.2778813939833524,1.3181777363312956,1.084165716851449,1.2842586726859342,1.3520840893295365,1.0967613635198774,1.3265023581317512,1.4102502662406817,1.123992088848319,1.362634661572819,1.4075115524530528,1.1386968552045733,1.341365588857408,1.358954944832115,1.1366630638407116,1.3060666764127546,1.3431281518387839,1.088998905540651,1.2979789871221372,1.3437960752197986,1.0929553980825344,1.3550857465146202,1.4068729400567532,1.1131228298993603,1.2905554824813799,1.345770786406011,1.074143799016787,1.3928928983197257,1.4099269555914573,1.1466381862144492,1.3479129647856156,1.3679080766512317,1.1435988559123307,1.2817966748254326,1.3286454538756867,1.0754692654655,1.3290269151138716,1.3907142857142856,1.0970186335403727,1.273755164166123,1.3361165470754512,1.0914981517721243,1.2678369978128239,1.2939104408886843,1.0678254863589272,1.3365098351940456,1.4227538543328018,1.1353402445507708,1.3184391395174537,1.4210878821221835,1.1131735476566362,1.3680076628352489,1.430919540229885,1.1065421455938698,1.3084766900194402,1.3602134761398232,1.0701041704874739
Krookodile,Mud-Slap,Earthquake,35,1.6776185862417283,1.6275763260425902,1.4210497021171329,1.5402190329154157,1.5475738887498258,1.2679163313750623,1.5349907826209592,1.5511959087597,1.265322843317988,1.4892118260629297,1.525826339239457,1.265171139432874,1.5472325926108164,1.5510438385540637,1.2668364198480013,1.4927506465845124,1.5422067549064356,1.2477825954663015,1.6886652527494137,1.5968439681447253,1.4136831608073375,1.681352678214313,1.5614325232865958,1.3966227692399278,1.5084204883843753,1.5220636946366224,1.2488202623804951,1.5737417092221877,1.5980082985107162,1.3125919663228347,1.5547394116713962,1.5863722086116645,1.2768387472020024,1.522689531576265,1.5550282797060226,1.250830305322175,1.9088733957156436,1.7458336495820097,1.5794434746151707,1.553918103932306,1.5580763209522615,1.4364509502136908,1.442791771379923,1.4831346851234868,1.236470501559443,1.511262939958592,1.545031055900621,1.2492339544513458,1.4802891933028919,1.5097629919547728,1.225875190258752,1.471750892137677,1.5053182917002417,1.2648555312535974,1.4846757044125465,1.563290802764487,1.2701488569909622,1.4799630037155753,1.5557097067406593,1.2559520961903397,1.4958524904214558,1.5397892720306512,1.2572126436781608,1.4666122583721526,1.5015130396508087,1.240160657301104
Landorus (Therian),Mud Shot or Extrasensory,Earthquake,40,1.2822424704693975,1.3231276670308603,1.062881114844668,1.3203175792478157,1.2954206026681092,1.1178389693122084,1.301574509665656,1.2903105031110753,1.1025647483101473,1.2178427105999379,1.2719683625185647,1.0323161675819432,1.2645238402761976,1.3075525814579503,1.0375384148579136,1.2547048531872813,1.3248973071656778,1.0709531416400426,1.2602497296234392,1.2795904321811313,1.060194952034496,1.2713467437832648,1.2584863294148725,1.0869422053387554,1.2618879226213289,1.296774966777693,1.0522785431969013,1.2639998703817992,1.2912255842761338,1.0640637957217156,1.295973086345771,1.3118005005551934,1.1103292384158487,1.2857339570214237,1.311121980894757,1.0678939017773468,1.2562445560049298,1.2878585808205116,1.0468626324178387,1.3157833895909161,1.3237034884104977,1.1139331646706785,1.2175218362953202,1.283034815281723,1.019317037631284,1.269824016563147,1.289896480331263,1.0746066252587991,1.2599478147423353,1.3042835398999781,1.041324200913242,1.203522504892368,1.2659376079198803,1.0012892828364224,1.287852206273259,1.3411217437533227,1.0440855927698032,1.2966799024063533,1.3680014033073404,1.0377298314436525,1.242116858237548,1.3012835249042145,1.0421455938697317,1.230523053222316,1.258922348971133,1.070296739170304
Rhyperior,Mud-Slap or Smack Down,Earthquake,50,1.295866746376961,1.3148137459028222,1.089154589869921,1.234681723569642,1.2990509917631663,1.0386087932358175,1.241654830141669,1.297333507943064,1.0432612396619287,1.2559821089351708,1.284984284875488,1.0577850309121681,1.2351348082178581,1.2902266861021758,1.0340490439082595,1.2561729803742583,1.3373535676251331,1.0472919519245398,1.304885037290897,1.33522901245839,1.074517184712839,1.2873864505219137,1.3075895606102603,1.0665400406666654,1.2575891075612522,1.2900198741174194,1.024582531585886,1.2742205600979206,1.3201451723848423,1.0792409086825046,1.2897844440136068,1.3291084301249627,1.081871177538467,1.2632828299436052,1.3188886239950017,1.0550323901284098,1.3069238581615652,1.3329574491923912,1.0901868939320012,1.2260266733603282,1.2843936401408311,1.0259896820730974,1.2257631447539683,1.2643521967272162,1.0269116479342497,1.2657867494824016,1.3099792960662524,1.0642028985507246,1.213165905631659,1.2635572950641443,1.0088171341596,1.2420283181765857,1.2677909519972372,1.0623575457580292,1.2574162679425838,1.3238171185539607,1.050956937799043,1.2401011019151957,1.3181999394026378,1.0597681353553718,1.2705555555555554,1.3178352490421454,1.0876340996168583,1.2345669955617504,1.2884036973187103,1.0542585188717308
Shadow Camerupt,Incinerate or Ember,Earth Power,30,2.944253643653755,2.2987899152734546,2.428926590941887,2.6525359804990485,2.1643284452157316,2.201771347645455,1.86164193588465,1.7401102056029576,1.5678493118026104,1.5831019238075503,1.6264912098918938,1.3480347459676028,1.6878345603536116,1.6529490514938485,1.4093470858012125,1.548893199452305,1.6168073938840712,1.3038795070743954,1.7401533772490414,1.7188083767574478,1.4796971782518926,1.9459631916449163,1.880171000909698,1.6053789385367814,2.091710688692826,2.0564957018434593,1.7191401316248704,1.602518422723249,1.6501059776084557,1.3264036693734285,2.0818513492077484,2.128088813296438,1.7398456915240497,1.7527067131418426,1.6998364051889974,1.4755059929958403,2.13857836280771,1.8742233836078372,1.8050209446980459,2.1489824093218046,2.145052085053538,1.8386222066623952,1.6277044671289058,1.6214728345844351,1.354142961222669,2.140403726708074,2.0775879917184263,1.7823706004140785,2.0621548162644054,2.044770602304849,1.7704718417047183,1.7771612754690918,1.7235179003108092,1.508276735351675,1.975544922913344,2.07008240297714,1.695906432748538,1.9900572485608128,2.080283531869429,1.7075459662887307,1.6620306513409961,1.6763409961685822,1.3820785440613026,2.148883101639585,2.083721527344753,1.8078072845981732
Landorus (Therian),Mud Shot,Earthquake,45,1.1956502916984477,1.2391288214558125,1.0342101465707396,1.2615039319415442,1.2636677177603473,1.0722986696413122,1.2479307068000416,1.2568609871493954,1.0561471019821562,1.2037681760093946,1.2367543950540532,0.979373467343626,1.1852687861212423,1.2212613809462305,1.016370521170969,1.2214247679902632,1.3038947208276281,1.0254373954054465,1.2288621711588972,1.2470553534559041,1.0343862803208002,1.2290615971618908,1.2344807186800635,1.0504370829387897,1.1437850908559304,1.1855576145264126,0.9661507825186789,1.2287083693588465,1.2659176305792903,1.0371753837361561,1.2296142728730812,1.273558260041948,1.0172881012390504,1.2495519639598167,1.2661334078689928,1.0410117393663374,1.2461318269053532,1.256414426722471,1.0380871834350751,1.2488456736707907,1.2882975420610754,1.0696096758638456,1.190773909413142,1.2542935845905747,0.9972044630358795,1.2346997929606625,1.2604968944099377,1.0463457556935818,1.1724831485105458,1.2061208958469232,0.9821809088932376,1.1668124784160239,1.2065500172671808,0.9751467710371821,1.1992025518341307,1.2998803827751195,1.0217038809144072,1.2160694637133427,1.2878454448324803,1.021065556778134,1.2340038314176245,1.2809099616858237,1.0095689655172413,1.1908172248101823,1.2400231082419395,1.0041173018376555
Landorus,Mud Shot or Rock Throw,Earth Power,40,1.3079078109216846,1.352186192252984,1.1071141437671361,1.3372095562727109,1.3742375090927723,1.1225932502650133,1.329313951653252,1.3645951908450775,1.1177994472930455,1.3181742824577765,1.353265637412358,1.073025247815425,1.2803797714892562,1.3368514065117156,1.08769145924181,1.356001825650388,1.415601703940362,1.1261486383690857,1.337417306908999,1.3774821972835936,1.1143222326783433,1.2991529948413236,1.3400094132354554,1.0985822476797118,1.3027806642880944,1.33740693473677,1.0880848805248136,1.3604579057528388,1.4093004004907816,1.1369195350830807,1.3319526940092004,1.3764188272203326,1.1314574263707986,1.2843096956643265,1.3241047500041105,1.070865737163151,1.314676468568496,1.3458567809137598,1.083518564700865,1.311413793786785,1.3736153038239745,1.1023535706500558,1.250192372236184,1.3056303669807383,1.0447858937941537,1.343933747412008,1.3660766045548653,1.1114389233954451,1.2845509893455098,1.3276255707762556,1.0992715807784301,1.265269943593876,1.312501438931737,1.0541038333141477,1.329040404040404,1.4069643806485912,1.112254120148857,1.3551404104673972,1.4095584365880498,1.1293355020810412,1.3383429118773946,1.397691570881226,1.1023371647509579,1.318196823533727,1.3511994277959138,1.0847944100062354
Shadow Swampert,Mud Shot or Water Gun,Earthquake,50,1.320470428167969,1.3395864684903833,1.17144241274815,1.3819770752940346,1.3733219320188224,1.1442327884109782,1.4104520713079276,1.3938087419033132,1.1249651620008931,1.2657876558560426,1.3122508893724312,1.0708268573204849,1.3162534570809423,1.3443734405976624,1.1206170159112856,1.310668644454587,1.4027156549520767,1.1155940970637457,1.4033653103361097,1.409473713780075,1.1743303790890065,1.332223960590913,1.3603036791612175,1.1279139637720657,1.2701418055813476,1.3170270743692372,1.0946015891391703,1.312463821056182,1.3353767839073112,1.1064931353906295,1.3226730352327407,1.3999198054179813,1.0851582741420942,1.281169332960655,1.3312157807336282,1.0742712221107842,1.3930591547666809,1.409572757074031,1.135220705433333,1.2652539517924262,1.3031568100299233,1.124634215619571,1.2356805474831982,1.2871749113859807,1.0651527926718458,1.31527950310559,1.3712008281573498,1.0989233954451345,1.2395194607523374,1.3057186344857576,1.0879756468797563,1.2438125935305628,1.2689536088407967,1.0720156555772995,1.3153774587985114,1.4204811270600743,1.1262360446570974,1.3098438820583969,1.3842749844519926,1.1177582165239441,1.3234003831417624,1.3987739463601532,1.1066954022988504,1.278573524557092,1.3353446062428933,1.0841983640831896
Rhydon,Mud-Slap,Earthquake,50,1.406951287389969,1.447180935496506,1.2505370137500258,1.3952101039389975,1.433597142727546,1.1601890288667172,1.3960568421830246,1.4233127495324154,1.1584751197923489,1.3976772700583706,1.4053051497254172,1.164058992159707,1.3467885281292094,1.402132575594495,1.117945658480381,1.355210710482276,1.446386733607181,1.1306899437091131,1.4267820273326124,1.4508265797716196,1.1911035577341742,1.393482543657135,1.400103433970618,1.1722194214022743,1.3798853912725098,1.3913778729557909,1.1508299320803024,1.4310085032485562,1.462924039315557,1.170530418298555,1.4249233304545537,1.4486578423251142,1.1899179547737808,1.3846409957087191,1.4313518357146382,1.144756745203137,1.4231660287479082,1.456583574585895,1.1828351061330558,1.3829589066432388,1.4220771928897462,1.156152774016263,1.3348934585253647,1.3716447416891102,1.172482174870456,1.3628260869565216,1.4060041407867494,1.1350310559006211,1.3242878886714502,1.393465970863231,1.1377799521635137,1.3568435593415449,1.3956026246114885,1.1901001496489008,1.3615231259968101,1.4384635832004253,1.1551967038809143,1.3682007367363538,1.4434211995088426,1.1371095058125629,1.3886494252873562,1.4360057471264367,1.166867816091954,1.346100942669552,1.3866962549976158,1.1352840846568608
Pheromosa,Low Kick,Close Combat or Focus Blast,30,1.7353171576408501,1.417980168628502,1.7407037869261375,1.774460607506388,1.4184708014911307,1.7777768444678146,1.7359900875399168,1.4031705097596767,1.7431994546803804,1.3941197803336443,1.3770541912755156,1.3809467067315995,1.5108443170612198,1.311492987430474,1.5115598226202265,1.3204777118515139,1.3470295146812719,1.315038795070744,1.419260643004621,1.3635335758529152,1.4232018203014172,1.5472456984676517,1.4419160584960031,1.6190374315633598,1.5731503176039374,1.3612031940828075,1.5796736114129326,1.435969345295522,1.30800672247123,1.454884765000729,1.6194238327722652,1.4551549253573508,1.6241451786312284,1.5375836470955757,1.4667713454234559,1.5365272685421154,1.657168363566707,1.4138122964713877,1.6565828517317778,1.491709988308111,1.4235601471724786,1.5159293730637373,1.3524545878731817,1.3758523727273473,1.354891985035896,1.3130848861283644,1.3947722567287784,1.3130848861283644,1.2917482061317678,1.3020439225918679,1.3429549902152642,1.2527224588465524,1.2701968458616324,1.245263036721538,1.3643673577884103,1.3763290802764487,1.3643673577884103,1.3013283579709454,1.3262849032834203,1.3013283579709454,1.310478927203065,1.2943199233716474,1.3200287356321838,1.3026812896599786,1.3054781205296555,1.2998202692293583
Landorus,Mud Shot or Rock Throw,Earth Power,45,1.2566348512647139,1.3095446205858707,1.068849079552248,1.301848121723032,1.3429970113548357,1.0585918928590028,1.301769266672711,1.3321765438690159,1.0621224484313667,1.2272268849514731,1.267072496805167,1.041767692467102,1.2594127934034078,1.3069170321075432,1.0647091746674129,1.2882435721892591,1.3584170089761145,1.0883006237638826,1.3046504768459346,1.3432967681222525,1.0844417601865248,1.24604076712288,1.296271354185076,1.054548397238536,1.2705935499335554,1.3017612761580395,1.0572279754872715,1.2704557405397126,1.3106742061253438,1.068634310232326,1.2957109117507095,1.3490601371239228,1.0696965824770432,1.2544741947682545,1.2994011114582136,1.041157659361076,1.2607190229903753,1.3044878397866135,1.0428616348791568,1.244948377337552,1.2983677594509437,1.0640345604312127,1.2266963547507757,1.2766353686588792,1.020968573744055,1.28027950310559,1.3263561076604553,1.0909937888198757,1.2470863231137204,1.2978908458360512,1.0434985866492716,1.2178082191780821,1.2496719235639462,1.0197536548866122,1.294404572036151,1.3289473684210527,1.0976608187134502,1.3045814795324437,1.3860929053245947,1.1135403211660209,1.3110536398467432,1.3455651340996169,1.092787356321839,1.2814987345486557,1.33226350731761,1.061401900011004
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,40,1.6869982889773032,1.4474138819600488,1.4136655053701377,1.3580931133484417,1.358687818457026,1.1337078519553871,1.346563378295339,1.3521324213332797,1.1277035126776738,1.297520118813249,1.3397091838496875,1.0902790729803475,1.299177681146941,1.3315742967441422,1.0874023867953346,1.31988437547543,1.3672067549064355,1.1004526091586795,1.5130651572397713,1.4325378878323525,1.213878393752546,1.5448216973216926,1.3777683934806833,1.277582547191749,1.335302306530274,1.3271432503730514,1.090239556210563,1.3612665465734397,1.3666707417843418,1.151298317761965,1.3780403440435696,1.391257028041666,1.1542886476197192,1.355586475066178,1.3965529997862582,1.1304319231844264,1.7558993931639686,1.5328772123853824,1.488595169165935,1.2705615409513367,1.3210645564018046,1.094720814865213,1.3918499660278818,1.310979952357174,1.1624563069442284,1.321790890269151,1.357784679089027,1.1130020703933747,1.2929658621439444,1.3189280278321374,1.0857577734290063,1.340382180269368,1.3514446874640267,1.1441579371474617,1.3216108452950557,1.370441254651781,1.1239766081871345,1.2743465850196942,1.345038192284999,1.0883605224130508,1.3186590038314177,1.3523180076628352,1.1438793103448275,1.2922275611634817,1.3273759307486337,1.0882606462971793
Donphan,Mud-Slap,Earthquake,30,1.7362716196994372,1.7501845018450186,1.4566781422004165,1.7399223523442973,1.7515913401528427,1.4159088656420042,1.7502661119449845,1.7565369517842093,1.4245081546102005,1.6742358304838878,1.6944271750768487,1.4076555106551998,1.6741435972503265,1.7121802007925917,1.394184108396017,1.653693138597292,1.7149931538110452,1.3863228358436026,1.7072587328117759,1.7080017416464177,1.4669283818138406,1.7907024766482929,1.748742886589116,1.482139966997866,1.631987714660882,1.6589540867059407,1.383041016543326,1.6773552584483817,1.7211190764114022,1.3885290838202609,1.69721257733049,1.753593334155842,1.4250202689602907,1.6728905312309894,1.7106570921227866,1.4232029233324017,1.733921013730614,1.7557367509875994,1.453012675246945,1.7064146855410307,1.7454239796019473,1.548134912509,1.6720524071087681,1.708400527181788,1.3559316137165498,1.6437060041407867,1.6896273291925465,1.4011801242236024,1.6103065883887802,1.6645357686453577,1.3484779299847793,1.630539887187752,1.6497294808334293,1.3647058823529412,1.67668793195109,1.742822966507177,1.4017145135566187,1.6374922259962685,1.7185491715702692,1.3887799199476951,1.6650862068965517,1.7051245210727968,1.3962739463601532,1.640327550159557,1.6920643362799397,1.3787275795033562
Infernape,Fire Spin,Close Combat,35,3.104729019357233,2.655713372776186,2.883438124884042,3.041442882270228,2.590204501279288,2.7852207380727187,1.793223463518319,1.6694923222086788,1.5740983254255274,1.6128363209339276,1.6492885020550547,1.4379632507857563,1.591772301119182,1.647288561956836,1.4403495931459078,1.6110337745321772,1.6713753232922564,1.4407082002129925,1.5811298228857957,1.6065283649591977,1.432761211848814,2.3224721463107,2.0987496767688416,2.0847302810390276,2.4831122683493154,2.396025703331713,2.4816832811127396,1.632986064570485,1.6263180919022502,1.4797095963129514,2.5514677371027727,2.6678556321271834,2.302868939140244,1.6547491820259452,1.6856492823202514,1.4684093487446772,1.6507964045236212,1.6968566688713718,1.4617664386061928,2.3805875009082684,2.5164479116436684,2.317748551725049,1.6499705302106273,1.651188205535409,1.4742384924565526,2.4978985507246376,2.5745859213250517,2.2838819875776397,2.4451402478799737,2.496923244183518,2.3132746249184604,1.5794750777023139,1.612040980775872,1.4545873143778059,2.519404572036151,2.635047846889952,2.3330143540669854,2.5243425983511143,2.6449233762298876,2.3767003141494842,1.6228065134099616,1.6665708812260536,1.4660919540229884,2.535313428456149,2.580475369548472,2.292832777023805
