Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Vileplume, Tier 3","Vileplume, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Shadow Exeggutor,Zen Headbutt,Psychic,40,1.4914418864169292,1.4485796436864293,1.4977116697383164,1.4456353998830096,1.474226845242865,1.4504076686661413,1.4781012939559433,1.4345886099254967,1.7835827778462234,1.6355897197738087,1.6105362778943977,1.5632853147887091,1.7653520409479542,1.5508175448375994,1.586298502224444,1.4418088828745539,1.377199156321924,1.4632524815431944,1.4274166345481718,1.4567129503617642,1.4655539959021187,1.4700951530260975,1.5626287283824658,1.4716340079980519,1.559778247956645,1.5299620115778516,1.490351096905089,1.4468842483896247,1.505340636181277,1.4615828593330282,1.582454209623253,1.4898743797268306,1.5006353231933458,1.4436458266692362,1.4738636055754244,1.4544233454130204,1.5161007781030178,1.5046057830155584,1.4633457202885678,1.4432547567525769,1.477881374946961,1.4512864039269018,1.456814978243,1.4442760975734377,1.4919146372875116,1.4525523647669458,1.4302682250501504,1.4533489659537977,1.4782388292566249,1.4331171528221802,1.5451354662700354,1.4598133816845278,1.473017874427071,1.4482865660104685,1.4600173951798197,1.4839025749225225,1.4330416947421514,1.4376680290674753,1.476500179165524,1.4263903806519231,1.502008538757047,1.4564573505511167,1.460250329828551,1.487914071987725,1.407160793495348,1.4408555950955793,1.5089440150518054,1.455078964554185
Shadow Exeggutor,Bullet Seed,Psychic,40,1.6207718556571655,1.601989396233946,1.7394171986544307,1.7186879939443542,1.502715809084412,1.4966389865043992,1.5118482769672652,1.475043050345635,2.073392110710345,2.0794867515652005,1.9218335359888703,1.8733355905394176,2.100572112599701,1.855100370108699,1.7927096216700922,1.638744934072578,1.621529648500932,1.7956881471005623,1.7082408669571902,1.7817350668830112,1.7509147465293289,1.8205119122295848,1.9310731605978784,1.7845783585131187,1.8615205976806117,1.7960921736379876,1.7265309416364836,1.7152451831918496,1.7593242903249386,1.7101201764155929,1.831371638052585,1.7790476438191056,1.7818321370300667,1.7430150612848367,1.6314264538946297,1.6635670609658957,1.7257258563545304,1.7894572843912804,1.626932113360754,1.598876205390119,1.640349155244488,1.6225471144385257,1.6138247570105142,1.624194346395071,1.6695402114101066,1.6607300391162891,1.6141211389944232,1.627413021809582,1.6929619000246314,1.6447400384807072,1.685336806464039,1.619104447082487,1.5951733911696029,1.607431677956235,1.697307483098188,1.7533863418722833,1.4731157787230837,1.4739132739978609,1.6200366100968162,1.5811875615928963,1.7259466016285494,1.6968587080610942,1.7531765192969013,1.8619470542846674,1.7097101103600352,1.805959337549721,1.7909160329066034,1.7584379285766534
Shadow Gallade,Confusion,Psychic,40,1.427378059760247,1.3865785174241116,1.4340476414997811,1.3841612412235704,1.3972041659399632,1.387777710300817,1.4153606192019161,1.3837665310299738,1.350278327800584,1.375214044233194,1.5047742803086694,1.44213066658571,1.4149696318254352,1.4519526312719162,1.478740071033433,1.3836997459779101,1.4241158225478028,1.4001297269478254,1.4447402834883025,1.390499324976914,1.3802649626769878,1.3689635742915804,1.3633059035390445,1.331377831852022,1.4584663089676844,1.39860821806664,1.3616545306403531,1.3538715495682185,1.3351399113520055,1.3555025429445395,1.4849961429063931,1.4049164137801304,1.3940561381974779,1.3482615978840258,1.4057011801661394,1.3708143181989518,1.4238584421343021,1.4184860645669282,1.3621840058780814,1.3639192972104193,1.3552681775871842,1.3530025064054412,1.3638581085964947,1.350279205821365,1.3906325933258739,1.3868075854499484,1.3681741081639403,1.362257097334358,1.3539930879813948,1.3207133226267946,1.3917926006362016,1.3548624849101167,1.3593818186058777,1.3655250006299775,1.3611641559586118,1.3756108171596517,1.3756939122413296,1.359125851202819,1.351669625865489,1.3356529412699245,1.3765620257755944,1.3370223710579452,1.3939001337852577,1.4020715273460256,1.4054382878067995,1.3637394294210572,1.3778518304688763,1.3943168403288084
Shadow Gallade,Confusion,Synchronoise,40,1.4619450102036604,1.4169489181958599,1.4675154409584845,1.4151745956094959,1.4392318907686275,1.43532649840417,1.457346297184579,1.4245825816801891,1.394472821007793,1.40697526408539,1.529431871071187,1.483968081777294,1.4370517065908754,1.4786422649874578,1.5252015444895792,1.4314098437168759,1.4741065768050274,1.4407978395686807,1.466456921607476,1.430209608700154,1.4306628003940798,1.4207242458618619,1.4175791737930792,1.37614938033431,1.5101107655854964,1.4370447518222929,1.40864354873709,1.41246354477953,1.3764969545750754,1.4089516154755133,1.5102439048053642,1.4491597896548007,1.4618205819358638,1.3900807129285515,1.4496845964340468,1.4233396273939491,1.4745759405515377,1.463517096524865,1.4153495274951302,1.417093351563691,1.4086331737267779,1.3983378676363085,1.4171918412998994,1.3980472879472363,1.4399138107425045,1.4171954516249625,1.418083654676423,1.4105861447405146,1.3995694452587981,1.3814628732772904,1.4363995371596714,1.4092301485621919,1.3987048625553187,1.4070962812398533,1.4205765374412345,1.4316775611057844,1.429381030672941,1.404344177828182,1.400247918013363,1.3810203611010679,1.4262123249101994,1.382573663878297,1.4237801184190064,1.4374639871581527,1.4419584635208134,1.4113015227464463,1.4251749310703412,1.443352869183966
Shadow Gallade,Charm,Psychic,40,1.5336787832903904,1.4989681684975003,1.9897379718101773,1.984515498347003,1.5350965901818383,1.5273843418808557,1.547949680417645,1.5241336104739671,1.9001596862362853,2.0205168742328934,1.9921666234255644,1.9069357484974943,2.303948874985206,2.1033353210741574,1.616130997623656,1.507862884174765,2.0603385917303445,2.03796214324743,2.174766479045401,2.0144309231871613,1.9991181283017307,2.027675728762178,1.9909820077925195,1.9971999695040958,1.9375770911186079,1.8391901319464685,1.7748221739876364,1.8016319717351916,1.9528350518194317,2.0199089866637796,2.172695150910648,2.0431574777369867,2.0329920449411922,1.9649797849722337,1.5370849866856566,1.530290970272982,2.0121398465906495,2.089851584424482,1.5094335386308537,1.5099395262868522,1.5086527433525374,1.5119058615572634,1.5073781528189578,1.4954358146802975,1.526395937808243,1.5056901114479275,1.517275100892165,1.5080715670202463,1.7771370378035722,1.7817546506045043,2.001402991876337,1.9984344596346317,1.9893251000803835,2.0344575927354707,2.0156237648144564,2.060833962369734,1.5084961842180609,1.5033332537414006,1.505154586727342,1.479111733546061,2.0015477447253507,1.9794398754326088,2.0124016359084163,2.0950945480103353,2.025883008158319,1.9777857951097917,2.023613291905182,2.069899459333658
Shadow Gallade,Charm,Synchronoise,40,1.5839619935262537,1.5412057108395467,2.092789705913661,2.0719596271889587,1.585044213164489,1.572922038302288,1.61483816395958,1.575035742101499,2.008966525109061,2.099198235753507,2.0678677758129473,1.944866312296126,2.3593042281518226,2.1801171902851326,1.6609768432644194,1.5544311211951451,2.2128014838094794,2.155327351922912,2.2797802068800483,2.118771701826812,2.094988054067824,2.144397199640098,2.144111529674122,2.104924903836337,2.0294868887500184,1.9144277280256872,1.8596062511544715,1.8719393478596023,2.074273174634119,2.1362043078020627,2.26033138260792,2.146900027704656,2.1278385143243326,2.1109605543011245,1.6038855240456238,1.5922288805630407,2.111281432769682,2.167231507377856,1.5714416099536708,1.56829182626789,1.5642587544791522,1.5606693804707192,1.5647849221775403,1.5526010074129584,1.5877451214669123,1.5597670187445092,1.5670455402849985,1.5535571420946903,1.864586654116775,1.8588865386565994,2.1081675144657352,2.1103202208606198,2.1248343587050345,2.163691220908891,2.109792097336655,2.177052511427202,1.568455280949643,1.5518125621263608,1.558702287640292,1.5290412041131418,2.0849558540993107,2.115775166579347,2.131542279334143,2.179937938224824,2.144375822841269,2.085873278779033,2.141309168628109,2.177806499327073
Shadow Gallade,Low Kick,Psychic,40,1.6804981122257978,1.6342888795497392,1.8443235992974336,1.8055976692933,1.6616543305404965,1.6510006728913815,1.4632476122417681,1.4295942910644115,1.8076419835943833,1.874050317334478,1.7949771105291872,1.6521546546146384,2.149793613954494,1.9362477070761412,1.5239320861179089,1.4072349112095182,1.854437897160785,1.7876017121164427,1.84560362452597,1.7378791476889748,1.8023756781398252,1.8772809981132719,1.8908287660148744,1.9055237684706645,1.7649874750138141,1.653359725936785,1.6143243567985757,1.6589948725020829,1.730585612039291,1.7938151502374309,2.147821996204977,2.0006591404760905,1.8736678394250708,1.790283461748442,1.6571355079369272,1.6732571968229308,1.9487773256545287,1.9974399550024557,1.6327352593767055,1.6523968066030632,1.5968175628202153,1.6223279032077846,1.6272032359019826,1.602276821411996,1.674666013367603,1.6637284758878919,1.6471417267916986,1.6681519785650847,1.621276532129393,1.6469669989151805,1.7615907641845552,1.7405800736975614,1.7928737570381568,1.8094579017052403,1.82181553587219,1.8892290214981529,1.6681654203635443,1.675035539051406,1.64386282411218,1.6327354298949472,1.8048640240738294,1.7755895185962864,1.8952297676832905,1.9885844015839187,1.7948041827119205,1.7730337037705146,1.8558901738433928,1.8943423065743574
Shadow Gallade,Low Kick,Synchronoise,40,1.7295003811303262,1.7234831449485097,1.9150560483896413,1.9177259316972688,1.7339314961552115,1.7493022221415282,1.5182589949498408,1.4942292330047064,1.9153232421070687,2.020039863207124,1.8667469755433836,1.7530089708105865,2.2250203123573757,2.0874392496710503,1.5842195045297267,1.4737437908880724,1.9630660372724875,1.9289998740520449,1.8928454154286167,1.8426151678719147,1.9297768722253617,1.9497546259720993,2.0391453572029037,2.0382408348069063,1.8603655399510501,1.7414822742367384,1.6990011913849656,1.7451461381576971,1.8432364658044764,1.904014265445239,2.2594443117157854,2.1450892414376,1.967840046034088,1.9055663740154964,1.7338142112487325,1.7747732647941104,2.0792314721484546,2.064034344442559,1.7240460045567478,1.7475682247166302,1.6970185705448657,1.6964225579200805,1.710650105722465,1.700743629156217,1.763033561351072,1.7804771395853443,1.7170508139403053,1.7567082269171843,1.7138153198507424,1.7359216709019147,1.8547001939090542,1.8631319249565539,1.9141363810172263,1.950747750980959,1.9083846223445806,1.9700973294057798,1.7668570570198385,1.7594111412787516,1.7338244467695965,1.7232990731999227,1.8665786657401096,1.919968012384387,2.014838525622606,2.103768110664613,1.8982775365396285,1.8953295396775938,1.998016672453842,2.038397020509693
Shadow Gardevoir,Confusion,Psychic,40,1.3873311479744228,1.359256554048302,1.3928768632693402,1.364702951748208,1.3920514567482591,1.3894344435936783,1.427263534618189,1.3938959827046673,1.44725802191908,1.4320240430700242,1.4654584488399112,1.421100334664405,1.6823883676453966,1.5344566661697312,1.4626303151899307,1.36833518232737,1.4343403834505846,1.442012325833178,1.4433550836086493,1.4133056380489872,1.392866027274015,1.3971753263427307,1.386220033900678,1.3385554491247333,1.3928767139980907,1.370416785166241,1.369318100981383,1.3488601665824034,1.3832907885427879,1.3791186286565031,1.4716932767721822,1.4230399087598602,1.4255845206240063,1.3832808807558667,1.3869678075110647,1.387910202397587,1.4414636489503674,1.437938257086932,1.3742675458841547,1.3742371511964169,1.3610093887753554,1.3558332747543604,1.3905881447711728,1.3505883955905458,1.4156569582846996,1.3947441977273052,1.3496950393836804,1.3527661233359454,1.3457009825182957,1.3171645848419717,1.4628095703220556,1.4001676086489563,1.4073996367706592,1.3875382139428667,1.3884959492350082,1.4141406379978503,1.3685296630078982,1.3580617948005913,1.3464134957349456,1.3353773950519632,1.4551127220456581,1.363918701960392,1.411507797960573,1.4258212878700254,1.4263687570391388,1.3993893161762427,1.3976712741922939,1.3761849978969465
Shadow Gardevoir,Charm,Psychic,40,1.4304799113561784,1.3821720146666223,1.9792384561913539,1.9272551518777454,1.4262067110025094,1.4076958656170588,1.452289249495401,1.4212279708892501,1.9806950503392822,2.03712877249077,1.8280785850975414,1.7579529628224562,2.7354414222618346,2.2063642491849182,1.486819999429974,1.395852928793316,1.9870605479028247,2.0123310417602527,2.0207304874499803,1.9823522538156888,1.9706119417114563,1.9844142738407087,1.9600267073060667,1.923374925771756,1.7116100509872423,1.6683912639631506,1.6575724679482773,1.6748546544591454,2.028290554286816,1.9639527509065384,2.08718960925332,2.010012099932755,2.050078370757591,1.9415722212824347,1.4298676611659509,1.4222386343115716,1.9165519202036065,1.9808486583100762,1.409455542144306,1.4007477287343653,1.3817478604178772,1.3702176755902291,1.4190195691932863,1.3725966132871212,1.443919074122123,1.4214170968278284,1.394765097171543,1.3870805948186353,1.6685030073273714,1.642837738466351,2.0459231820373516,1.9473042430706815,1.9623555363422678,1.928107589854428,1.9414710342063553,1.9794463496884804,1.4001107592578501,1.385600916899066,1.3846384718252254,1.3586744221761868,2.0299682573277034,1.909727528054228,1.9335885449334114,2.0053562561616554,1.9623721975706574,1.9377097033404942,1.9569367693766038,1.959158610885791
Shadow Gardevoir,Charm,Synchronoise,40,1.461016560027409,1.4167201083873502,2.046412722013445,2.0132406931958893,1.4672539757764,1.4432438414925848,1.5000195422189881,1.4474880128602567,2.076609999380586,2.0667193135978486,1.8745833098547167,1.8021558094822276,2.7493433697145213,2.2367131625172574,1.5277837244253505,1.4364625490297558,2.100072886462603,2.077826527276875,2.1201278911263066,2.0638822877310203,2.0796389173892575,2.069569888208374,2.059991449430664,2.0416608079884497,1.7820527210903785,1.745865044528653,1.7482305870903607,1.7684361303162885,2.1367865481421533,2.0873599353209564,2.1613494414352954,2.1037391345051613,2.1235237241659815,2.047917965961198,1.4698616853640563,1.4595475113915481,2.0271742882636214,2.067305989315822,1.4474754242645989,1.4408882683430393,1.42873677358872,1.4221078786491552,1.468509807375086,1.419709595970348,1.4955040204823464,1.4569663545763698,1.434603993632788,1.411994384927414,1.7509124752474223,1.7426919898344302,2.154627475271473,2.0233614568507545,2.073646723151277,2.0411915286748825,2.0707343492200394,2.0915543552133706,1.4472681605569966,1.423982528380008,1.426141460135555,1.3983090748993692,2.125184784563986,2.0034914337516088,2.0424276617241306,2.119782054690669,2.059769834771977,2.0355371885767592,2.0730033751237444,2.051026714429235
Shadow Gardevoir,Confusion,Synchronoise,40,1.4382501830966319,1.3908345525490364,1.4440241186264748,1.3923171290649747,1.4364755796915685,1.4231775846823682,1.4638082817676172,1.4300658065844325,1.4867012369897579,1.4530120996225313,1.498306543947382,1.4536949467088476,1.6753333881706245,1.5409577453833638,1.5083126038524308,1.4173233017185716,1.4818262052956463,1.4694158968261837,1.474242198489425,1.4510394048707407,1.4456013874223932,1.4438992987601154,1.4419714227773754,1.383194224350135,1.4363656728552816,1.4166650709118,1.4075844535321007,1.4145461684420748,1.4357255556055464,1.4253208176435364,1.501241689774132,1.457721916282898,1.48381044884788,1.4173057004376621,1.430200356303995,1.4337847583215135,1.4902390238589682,1.4754687358329681,1.4255329817885376,1.4177821877326742,1.4007562478908124,1.4009818804102039,1.4416465621500842,1.3949825214277503,1.4635646470910437,1.4358075800696797,1.4044409990272662,1.4013303521505522,1.3891605486591123,1.3736570504675414,1.5056513039312163,1.447847710718862,1.4548932949876847,1.4262017278873547,1.4454285883099542,1.46575624114924,1.4194294054847796,1.4024393109945728,1.4012744776257384,1.3755982123556976,1.4992048570477918,1.4089339361535975,1.434296731375887,1.4587355114479892,1.4648348622167118,1.4383073589997282,1.44785741885036,1.425788339352703
Shadow Gardevoir,Charge Beam,Psychic,40,1.647883741665972,1.5891244712118981,1.6541006506754532,1.583990374666663,1.5235902532698016,1.5068324596458211,1.655920984173703,1.631444544156369,1.661916466264751,1.6861235735420286,1.7127714396678173,1.6853304856384297,2.0436167599883985,1.7811224469953784,1.757214249170171,1.6171419933494209,1.762613530218898,1.7445169280867099,1.7288878873664928,1.7486087755330417,1.7052951323648704,1.7172288828701652,1.6372303357724627,1.605999119417581,1.6421248435328764,1.6473090253767575,1.6036524348070917,1.6342515681099548,1.6486358897488267,1.62125162468839,1.7569892333231278,1.707720963894314,1.7788665192568518,1.711618700539316,1.6668993393929197,1.6589837634274753,1.6571984145266607,1.6771905420143083,1.6089584610712753,1.6110515576398787,1.609971623032864,1.6079028940723694,1.6425798684840875,1.609470703698815,1.6661307806952284,1.6611234712660674,1.6211914488116554,1.6100249302940672,1.6198858640663953,1.6148737151636174,1.8634492029843384,1.784722547405903,1.780791174635896,1.780310496160509,1.6351808093442708,1.6381159354450707,1.5100273603605794,1.5090907586809577,1.6064283038053235,1.5707208011758436,1.716082881294025,1.6065905506930664,1.6664943421915859,1.748426611182743,1.715288893146795,1.717106617760941,1.6478011937328934,1.6206106446702755
Shadow Gardevoir,Charge Beam,Synchronoise,40,1.7258772613330848,1.6751734795674569,1.7409212660468405,1.6735234853330634,1.5984109585266122,1.5778409696035771,1.7537379479074777,1.7244376559602532,1.7113490900403028,1.7969650784213844,1.8214103293424868,1.752248689418408,2.111826309705981,1.8611720973042345,1.8488934272283069,1.7173408702612607,1.8574064120872353,1.8617884376895903,1.8734910156463247,1.8546382816385911,1.7939107451074237,1.822321411082648,1.7629494760159794,1.6975618841298101,1.742419460606843,1.7137962819148016,1.6956917953448112,1.6859885157608192,1.7255843389278098,1.7115834719191665,1.8521533078119459,1.8126413448655114,1.875785065933378,1.80278465392681,1.722297230584368,1.7219321129751737,1.7687135087443258,1.7859258963357398,1.6941288227128648,1.7013040859018973,1.726688061983003,1.705938978332364,1.7675326480549451,1.7267587786714584,1.7564228198537872,1.7579456155496012,1.724109272846736,1.6954576714059204,1.6827449212480048,1.6718603708745294,1.9474597861283136,1.8822996389051565,1.9276494372441215,1.9220058381643634,1.7372975598588771,1.7834865233777406,1.5948466352953357,1.5920670971274145,1.6857610403142211,1.6842435802569582,1.8033410262947498,1.7237955019586662,1.8239663672719446,1.8911013928988956,1.81245396325484,1.7927365705133458,1.731939477343523,1.7172314107247975
Shadow Lugia,Extrasensory,Future Sight,40,1.6952982713819642,1.655227308298106,1.702286537458644,1.6533165128607217,1.660021124853103,1.651487620029861,1.699357572211037,1.7035428368012762,1.595209940434175,1.651298597159003,1.6225703234179123,1.6707743645968736,1.5108981596304292,1.6883155192864874,1.7112652879788526,1.6656812859593304,1.548144520297077,1.6230249152538712,1.6298527146387685,1.687306039206271,1.677921920459533,1.7488482150244193,1.7177363712500104,1.724099651961538,1.6605779201515944,1.7107329999505907,1.7400884302950126,1.745056682412863,1.6876134025376137,1.7150216194737633,1.7219152925575456,1.7187693282884327,1.7140949898084379,1.7111708977387665,1.7109127684659866,1.703103842649653,1.697046069219437,1.7436320502964724,1.7527004354487827,1.7497125222166519,1.7676734017280646,1.7470549494003547,1.7213354373200929,1.6927750522654017,1.736685078843914,1.7529026115824342,1.7121515909819538,1.7291387103141356,1.7363612147767211,1.7336257600828595,1.6362160754041333,1.7071187763680429,1.6914284913461437,1.735205123023737,1.7357874430084017,1.7724569906076268,1.7130327249679762,1.7320929902006037,1.7200175501533712,1.7156400100715066,1.7390599789969132,1.7283541852358302,1.6693532888618365,1.757189746192423,1.6359046945302744,1.689632314221107,1.7008902789286762,1.7350805298486078
Shadow Lugia,Dragon Tail,Future Sight,40,2.1745778015725317,2.150020086335265,2.1845727293309123,2.149682194638506,2.199848289760755,2.226583181666691,2.2801451417644776,2.2688162292023075,2.1013616212577366,2.1936059607777794,2.1290639589369045,2.1697795176237817,1.9174500358814048,2.195542296748099,2.2673128496282624,2.2098888012738107,2.084591313881039,2.189930901505319,2.1357454836060223,2.2207838018039796,2.2024490828345202,2.271999343967133,2.3166106569488627,2.290164437818825,2.1852978216272887,2.2566905273390634,2.266873699444598,2.3329736395338956,2.2295380759786276,2.2784285885929507,2.1880177074608658,2.2059574686466017,2.258010298678228,2.2128655572114133,2.2811252326714593,2.3371034581100165,2.247503488563584,2.2867737973840057,2.294853816028549,2.3236138130048047,2.2694325474987536,2.27226867550909,2.2453209581222815,2.235198480790602,2.257948403251634,2.317650761203889,2.3196901415715447,2.300413038180444,2.287088353904879,2.26176713656024,2.1885492958692017,2.2941231368444557,2.2562548833109886,2.314139836989155,2.317262078815661,2.337093361437146,2.228419397930873,2.24598870759685,2.256292877485674,2.22126370930897,2.251360212955722,2.2612289858974983,2.682050220452151,2.8507045857388293,2.2162821457634774,2.2843405106676067,3.0049936167426545,3.1550789147945983
