Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Latios,Dragon Breath,Dragon Claw,30,1.3424516146106427,1.404181132799513,1.3225641959570207,1.396993059349643,1.3155151257010151,1.3674705311658064,1.4422436420136227,1.356459000166328,1.349120049524851,1.3501672267691467,1.4986821330894597,1.3966585279577595,1.4767538754279184,1.5961844914158572,1.4485630955578337,1.5065802166043132,1.4866952026280333,1.5935915194453276,1.4866952026280333,1.5935915194453276,1.3755683327842196,1.4488675856351831,1.3369304556354915,1.408279915577075,1.3945144189338916,1.4709236119660225,1.3960655004750462,1.4007284040313717,1.392862225887797,1.3698968327244991,1.3719000127627765,1.3791273907415174,1.3724994970513882,1.4447035269422905,1.389282010514504,1.4580581209331542,1.4207345783042549,1.4863277254439715,1.4544893171453384,1.4213668202884435,1.3836434862271882,1.4490819062178584,1.4709593690725766,1.5476889288210043
Haxorus,Dragon Tail,Dragon Claw,35,1.206922902610603,1.2077433163571645,1.2192881280479169,1.2395556364960845,1.2522057257598345,1.2770408456465228,1.273286923785299,1.196786219934199,1.2970345387596278,1.1893360775674937,1.2931250916683203,1.2037905389665855,1.273996726986895,1.3355203532448787,1.255798118424985,1.3077475950717412,1.2482496177543636,1.315276957778888,1.2482496177543636,1.315276957778888,1.234186053926518,1.2794379908811684,1.237245081319141,1.2455844588634268,1.2392108057367968,1.2716784131478518,1.2554220458652359,1.2624825350695803,1.2060225311198778,1.1958317063290769,1.2615566940762486,1.2025598483052857,1.2257378801503755,1.2544556399324231,1.2160969401942598,1.2626434130590534,1.2543487931835082,1.2913472247929108,1.3259034460283925,1.278904995824623,1.2413100048897556,1.287888581015383,1.2590196665668363,1.3109214335629429
Shadow Latios,Dragon Breath,Dragon Claw,45,1.0094777636447543,1.058712512798289,1.0120500212468888,1.076857079261013,0.9958386997542433,1.0504359054969052,1.0752248469580246,1.0087484432111837,0.997549886639546,1.004138460548954,1.0689237923507642,1.0025278887383853,1.0816986164861926,1.1626519996735576,1.0726868997136405,1.120282349736905,1.0654605113765385,1.1464644170943277,1.0654605113765385,1.1464644170943277,1.0512036220254861,1.1180240405564825,1.0144293284718273,1.0790533785505654,1.0512376123353442,1.1213760310230212,1.072374671659308,1.0749343318616218,1.0753409410227683,1.0489634006152813,1.0166463069994713,1.0612759129943297,1.0173911146553167,1.0803820955141832,1.017973455293729,1.0705263467823458,1.0758964667374553,1.1343490529583484,1.031538445871006,1.054628928418671,1.0379074093849587,1.0947758299938737,1.0910452231206949,1.1535689328142158
Shadow Flygon,Dragon Tail,Dragon Claw,50,1.2507703784323811,1.247802994840987,1.2078593253606913,1.2571946012667192,1.2310772392764544,1.2837484492311229,1.2989927018551648,1.216867274372112,1.327973500988889,1.221151372385072,1.304315097448817,1.2116998973314814,1.2828643589490276,1.3418451718761408,1.2795353183054476,1.3315566685454676,1.2866634119018423,1.3596552976974432,1.2866634119018423,1.3596552976974432,1.2322623842875515,1.2824372150365073,1.224408484111893,1.2548680401727663,1.2741520989782102,1.305321309860889,1.2745449803461317,1.270236032712979,1.228785385061729,1.2242930286364915,1.2973891005889109,1.2345944171969296,1.2285592400749454,1.268581830345132,1.203452709267747,1.2576511500852219,1.277601888563088,1.3202244454618959,1.320942061321567,1.2737112342636432,1.2786137823665293,1.2929267154892847,1.2874014175900967,1.339642607567136
Garchomp,Dragon Tail,Outrage,50,1.096800551794407,1.1150514495354573,1.0966672737206338,1.1262955543414477,1.1413354697604294,1.175281673714848,1.160569328319155,1.0966649222518368,1.1486268109533535,1.0989934234857135,1.186604346588213,1.0986911920764062,1.157748922955333,1.2076988827943456,1.1559581317405137,1.2002776590392392,1.1465874169278047,1.2116505442269556,1.1465874169278047,1.2116505442269556,1.1038377740697836,1.1593223581426493,1.1116463777207117,1.1374910970406236,1.123655438261726,1.159916287086052,1.1635090072467817,1.1394455932487566,1.0857999934311604,1.1029629116016655,1.0731981694532062,1.1108100716538736,1.1086659863731225,1.1462574563646633,1.0869491253725387,1.1289907842694644,1.1359401738543118,1.17777041749064,1.129827374548902,1.1564960903288641,1.09658897388196,1.137106501126892,1.1530597983428172,1.2028351801936707
Latios,Dragon Breath,Dragon Claw,50,1.1707171838636525,1.2196856293615495,1.153103057528481,1.2257168295594811,1.1972958309247823,1.266236169845954,1.1736280988718097,1.1835834337386055,1.1720345387596278,1.18237566528919,1.1221927924974333,1.1702981700846369,1.220947713400884,1.317456499422283,1.236414945168014,1.3043127938778831,1.276480917995065,1.3792501173229181,1.276480917995065,1.3792501173229181,1.2012753610866078,1.2689630251564976,1.1703046282320193,1.2369494050536136,1.194607518773852,1.2741444047765604,1.2139179194843421,1.2266044449412248,1.1935837034387875,1.1954120304648184,1.1272157091545572,1.2042226557514542,1.1944847745941871,1.2623961683799239,1.212403450746386,1.2811730182253585,1.2277705798499152,1.2916881792706172,1.157983857677972,1.2258591925876412,1.1763425751589172,1.251101881150835,1.2279424977538185,1.3016072676450035
Shadow Haxorus,Dragon Tail,Outrage,30,1.2693173529085817,1.0768476263412359,1.210370505271252,1.0794572937534146,1.1683577230825397,1.0933900906291305,1.2808406456768937,1.0969225276976564,1.2731946744705827,1.066834429419048,1.2590201627166608,1.0523091789106784,1.0980336149613636,1.1514004802137336,1.3106641498299623,1.1392721096412752,1.121896619586115,1.1478855382472712,1.121896619586115,1.1478855382472712,1.2907674485338663,1.1282248036475329,1.172047647985154,1.0689497448362835,1.0828684753170013,1.1203065369937217,1.1130535218614357,1.1133404124517967,1.0869458910083534,1.0342236543914518,1.1609367877914927,1.0490965777526573,1.3909280189641926,1.12355326528782,1.0914702966895997,1.0563216247427807,1.0855535964203027,1.119321078455249,1.2146856617000357,1.1232837904645872,1.2221354181303148,1.1906645009357981,1.1375561545372865,1.1363282419886194
Kingdra,Dragon Breath,Outrage,45,1.5717522945946973,1.5841809012311168,1.5727129241789595,1.6211699953459195,1.594533518580493,1.642718907717843,1.7881813866880865,1.5911801574841482,1.5373084529915906,1.5842907333858598,1.6477326649814077,1.5323880352351456,1.6562176510761855,1.7441530326914731,1.7652608444012363,1.7555579093106566,1.6939934450550282,1.7793420833522564,1.6939934450550282,1.7793420833522564,1.6142117737084314,1.698398359035402,1.5634560471513796,1.6052934219381987,1.5967699741474826,1.6459339991382496,1.699867732260288,1.6875016300601726,1.5928250024633148,1.5438853226577525,1.5287417725673236,1.5565409229310627,1.6029856968686298,1.6789854738745464,1.5671550971135821,1.6283970124937435,1.6856594546676669,1.7572371646875071,1.7118323331561962,1.6356849377211515,1.7090910112801605,1.6452465392332638,1.643016871318758,1.6978436657681941
Mega Latios,Dragon Breath,Dragon Claw,50,0.940827658529243,0.9810130455710063,0.9484651652198547,1.0050709241384892,0.9697739511393715,1.023383228371211,0.9179557080904337,0.9655701193909964,0.9105095592609864,0.9646592754578638,0.8978556083756806,0.9615553849206693,1.005186566042274,1.0809598261265478,1.0045469504790943,1.063494645417302,1.0365366274581045,1.115956673781734,1.0365366274581045,1.115956673781734,0.9747287200688696,1.0391642133679098,0.942544057397134,0.9908618064676323,0.975203511633633,1.0438184783946818,0.9762476946291846,0.9985934909368654,0.9370486203612132,0.9770893471668229,0.9290918372928328,0.9845552172406877,0.9644930399183648,1.015548989618656,0.9797561446382246,1.0401082202222638,0.9923301478443559,1.0508866440013118,0.964180635509035,1.020452866382383,0.9563788829999494,1.0155539193920966,1.0185085354896675,1.0815014475391833
Druddigon,Dragon Tail,Dragon Claw,35,1.614286446797988,1.6165458927209784,1.598783868552581,1.635103907404035,1.6236127590671385,1.6539647286703785,1.672411065269512,1.5760585149755986,1.6983687350259686,1.5616085928832149,1.708447289637382,1.5780798398716214,1.6578240905791342,1.729506084282235,1.6252283877996467,1.694949556085991,1.6429125603645338,1.7326456696489396,1.6429125603645338,1.7326456696489396,1.5985971028047317,1.6564347280823883,1.5994566744424623,1.6226484752252692,1.6255693709220733,1.6663313277114369,1.6121090184243372,1.6206319044691593,1.577028767868156,1.5646775247152591,1.6473225518259886,1.5719127755392273,1.5989936180062876,1.6305327377129049,1.5885930389664773,1.6501621013305068,1.6441214577265155,1.6951899441159375,1.6754398958655436,1.627830414889894,1.6079292727753016,1.6726033171652905,1.6471997604073076,1.7112408904861736
Palkia,Dragon Tail,Draco Meteor,50,1.0527297778762863,1.0682862119214718,1.0582913454339424,1.0824763754831137,1.11474506542808,1.1231479509568287,1.0157017618589783,1.0544764524281849,1.008009599459729,1.0305510443633323,1.0867009757823083,1.053376845229365,1.1357312521208007,1.1800500831139153,1.130015547393069,1.1567033474180357,1.1315076373435065,1.169395370664729,1.1315076373435065,1.169395370664729,1.0768617614862208,1.1347163915783658,1.0702794712458914,1.0855206842700227,1.123086067339653,1.151144897205466,1.1793960394195122,1.0994765178188863,1.179655938778415,1.0662814163877952,1.0440625740696847,1.0816361879409995,1.0915172565910507,1.1046884506031749,1.1109322707599298,1.1141513970811947,1.1173565312265594,1.151270136609094,1.1152052230169738,1.1373263885674292,1.0989742753887919,1.1217661572702797,1.131286812418888,1.1561844863731656
Haxorus,Dragon Tail,Dragon Claw,40,1.1529922771939864,1.1775252947121357,1.1588215058985412,1.1985977053360044,1.1506654361928328,1.1869796261928667,1.2540456225329715,1.1690804499778906,1.1889139907703687,1.1568293643774823,1.2349599247672705,1.157330877341317,1.2234218020471364,1.2830469088925445,1.226927630857225,1.2599100445237996,1.2240451428311914,1.2932562029762176,1.2240451428311914,1.2932562029762176,1.1665111434674944,1.2179124464614044,1.1497200060115396,1.186406732924287,1.2056890926997417,1.24374846115967,1.2077516347174873,1.2012723783975112,1.1852960174585159,1.1669890263884886,1.2404251827811914,1.1786515215052784,1.1564642833770031,1.200777085903623,1.1566248899968268,1.2014276694376016,1.2112489000159112,1.2535240080660088,1.2578077697191665,1.2124331800818782,1.1782523900788544,1.223419119506753,1.208565438754118,1.2605271039233303
Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,35,1.250189803381891,1.2594045714909532,1.2075335397316822,1.2636617495295333,1.244604000392129,1.2755957149762864,1.299055581924617,1.2755566914535843,1.2629339454261872,1.249081458731971,1.3815645301836819,1.2438204767615417,1.291437763355139,1.3476524077263725,1.3490219517085111,1.3443955619947572,1.3061636162707966,1.3687005162208397,1.3061636162707966,1.3687005162208397,1.2354040237642283,1.2966489887449384,1.227848783643385,1.25380131861813,1.2746041333251263,1.3080296688415611,1.2977328191657818,1.2790774790886568,1.2951361392010101,1.2458807901584186,1.2378179298776597,1.2538607398763835,1.233688103992806,1.283624235578706,1.263742626924851,1.2858054195169348,1.3117233138177484,1.3309206745053725,1.32357504846585,1.3039878090102968,1.2966878930773424,1.300545741697251,1.2986023759608665,1.3448138165119297
Salamence,Dragon Tail,Draco Meteor or Outrage,40,1.1305781105011306,1.137682298084764,1.1368704344482892,1.170616564479249,1.158829156821186,1.2023233644670257,1.3569478419965841,1.1701595531052613,1.2023122316733934,1.1445385988326287,1.3372445149990941,1.135416756537569,1.1782739795458157,1.2441873950337823,1.240950547185014,1.2350985235650815,1.1883865449536006,1.2378741087242837,1.1883865449536006,1.2378741087242837,1.1536618805199224,1.2121265583318277,1.130904540672639,1.1618492671802612,1.1509063769543273,1.190606533916041,1.1929637288325043,1.1606922632686898,1.1825444035311163,1.136971254027976,1.1568581690885555,1.1436614582383722,1.132567558723795,1.1835968460880293,1.1433427224517705,1.1644011738033782,1.1917398095200984,1.2077874002708153,1.2656641441588237,1.2009485789831338,1.1726387257409103,1.1892402893386465,1.1947788759109514,1.2295198163122691
Mega Latias,Dragon Breath,Outrage,30,1.1861280606312223,1.2057915255891347,1.2172484267184687,1.2570448612881686,1.2431630952501682,1.2587290963116209,1.2720272940069208,1.1791148920288357,1.2106394011995305,1.1810953353379108,1.190931091305961,1.2111261614915407,1.283369055851692,1.354889976075219,1.3196143036016237,1.3403025499994325,1.285017106438379,1.3533766292747174,1.285017106438379,1.3533766292747174,1.3005409656609028,1.3232211369844087,1.243039355981155,1.2788096498278216,1.2775510125569371,1.3144447094669458,1.3033066934927997,1.2772052385476629,1.2911546925235657,1.246760284795691,1.2042664138421426,1.2558225609422575,1.2465563169133742,1.266683956787625,1.2132115037965407,1.2557896837470108,1.2959614753912048,1.3297419461681588,1.2442243704994345,1.2905256901407407,1.263927654097559,1.3072879841279654,1.2991913746630728,1.3308675252071478
Hydreigon,Dragon Breath,Dragon Pulse,45,1.2778886916881833,1.3021339027710468,1.3145490600781076,1.3621117384002104,1.3024852867105445,1.3366385415504647,1.4533186477945323,1.321240076105168,1.4389984081297937,1.3257103117814477,1.3751693167798322,1.3041813695462743,1.3930880148445317,1.4697933534639387,1.419643431320999,1.4411487669895935,1.3863689692235495,1.472340175908685,1.3863689692235495,1.472340175908685,1.364098585411995,1.4282917601045797,1.3367703657237697,1.392141872333196,1.3629970454265667,1.4273205712175305,1.3926917416494347,1.3810093332588163,1.381697023220848,1.3462690815667413,1.3001203347493937,1.3578463726366072,1.3332985915015017,1.3642729544534584,1.3102760139102898,1.3521671851946362,1.4011378137998889,1.4500079556044798,1.3651056990654933,1.3945971918507012,1.3574557533314973,1.4188924422362483,1.3836078666267344,1.4428870919436956
Dialga,Dragon Breath or Metal Claw,Draco Meteor,35,1.1931991670153976,1.2191861032497315,1.2543616827535968,1.2952750966227564,1.2278041450742172,1.25790849872051,1.1938775096247074,1.2273378201305472,1.3619354086604172,1.22658222250808,1.199897331481274,1.2081302250942567,1.3093727583940757,1.3879100393878347,1.3574273792996487,1.3472591572632049,1.308440059342689,1.3785026567964032,1.308440059342689,1.3785026567964032,1.311243370779352,1.354112508103857,1.2691781179960664,1.3149164592032097,1.3115863135541057,1.3589441247076204,1.2983513105683786,1.3164831684643903,1.2706380167943332,1.2911419197798708,1.2512753660181961,1.2798348132076505,1.2391247966996877,1.2782675298799953,1.3174699760855555,1.2769789938921658,1.3812877688263698,1.3985010991722924,1.3015297988597796,1.3338681395594283,1.3198001382620572,1.353596780629823,1.3343715683338324,1.3745732255166216
Druddigon,Dragon Tail,Dragon Claw,40,1.485823879002205,1.5177786636187856,1.4999878589206581,1.5480462979825573,1.549525726706353,1.6015369091443812,1.6080867826094012,1.5068559559596106,1.530860574681224,1.488983534595038,1.6066868265074588,1.4982895769884477,1.577832852976423,1.6455953920098962,1.5975267918275942,1.6350864185388478,1.5591042584434656,1.6428538989054908,1.5591042584434656,1.6428538989054908,1.545588844841696,1.6132722577079637,1.5257369036650787,1.5716696397650272,1.5748357287947805,1.6222377816077804,1.5747592168259468,1.568417817023417,1.543571478098394,1.5227135876447426,1.6165606140718727,1.5367312706255585,1.5214353062654067,1.5814813109143486,1.4997759043160501,1.565542262483111,1.5957708656022394,1.6470958796463167,1.6703701920673393,1.6004099460996795,1.511930441820338,1.5667372964709454,1.5622841170010981,1.6236797444344613
Zekrom,Dragon Breath,Outrage,30,1.299209524738948,1.3088791593405593,1.2757077237499748,1.290811226451365,1.2363912636357797,1.282989544352835,1.5184928255869143,1.2654269151037927,1.3506857905484717,1.266407116785387,1.55448764958113,1.2555259820373232,1.3138226817230996,1.382686963356857,1.4171316383774726,1.4093465933808205,1.3316207971903053,1.3907875017030746,1.3316207971903053,1.3907875017030746,1.2783326779394417,1.347257442263341,1.2780582073850455,1.3122798763713823,1.3122576326480366,1.3614081927859167,1.3478995510348553,1.311505430429032,1.3354724637892716,1.2735064100926572,1.2710923113388153,1.2802012872171677,1.2851609556750783,1.3450930394335952,1.2956361863821797,1.3466613014561313,1.3466500410768967,1.375686373835478,1.395346167448354,1.3242388500771196,1.3350393147597557,1.3532460671189221,1.3363082759309175,1.370669861235899
Guzzlord,Snarl or Dragon Tail,Dragon Claw,45,1.4855178779072171,1.5488038665305928,1.4476699245229567,1.5415872437726381,1.4895198447709932,1.5715711528255263,1.4690427219362194,1.5016754495924967,1.5180331559228828,1.5223706002476245,1.4467396274599464,1.5088864348141184,1.559021618208605,1.7082164655753758,1.5874834028741873,1.6965837346275625,1.58041918343249,1.7245314652497086,1.58041918343249,1.7245314652497086,1.508907334389049,1.6357058592213922,1.5019455824985788,1.5765001078156546,1.529147559399237,1.6492232703434693,1.5468954339685912,1.5542539913187652,1.5417997160801544,1.544553154685225,1.46747132933433,1.5621510748081024,1.4780072085261304,1.555180128318552,1.5148835520310922,1.6068151259679462,1.5455953552258581,1.6629356505249075,1.5066259806580986,1.5874773872324195,1.4924973162547843,1.6050954626439526,1.596136567834681,1.6973544973544974
Dragonite,Dragon Tail,Draco Meteor or Outrage or Dragon Claw,40,1.1756347041631035,1.1984078018700801,1.1630911188004613,1.2075274691920113,1.2090056148819726,1.2322350340239536,1.2240335739003088,1.2072324250205881,1.2016368927979935,1.1851855573957648,1.3312116610731017,1.1989547654585142,1.2542383801591834,1.2967188258387632,1.2665526776696312,1.2925595699689432,1.2405555050940855,1.3009976232647562,1.2405555050940855,1.3009976232647562,1.2117673316257667,1.2619464135783445,1.2032635472003868,1.2242026542253934,1.2131101501908164,1.2499499876892775,1.2401311499841652,1.2211293056875128,1.2358833812007108,1.191229869243598,1.167810454537167,1.2005360366109359,1.1766476717721002,1.2315842032930409,1.1999456936006778,1.225832834434183,1.2513841128202132,1.268282466172445,1.2235419046754965,1.229296703581566,1.2234236158338156,1.2300343406979424,1.2296296296296296,1.2771288809024657
Mega Latias,Dragon Breath,Outrage,50,1.0198222547153115,1.0513949514781507,1.049080313239847,1.0983650013152837,1.0870492628988477,1.1371192376470907,1.0010811315167079,1.0269045561681291,0.9958334003312377,1.028677782958949,0.9737871742000053,1.009602526163217,1.1159321000115972,1.1770841834433643,1.1155311269401142,1.159862002700934,1.1162764733487747,1.1810368318270585,1.1162764733487747,1.1810368318270585,1.0504575357898205,1.111096704254392,1.0632110115722135,1.1083825038062192,1.0543422227009727,1.1017654345685093,1.0672404478473891,1.1091749101138249,1.000071162429157,1.0385079975622307,1.013995296005251,1.0417907998614326,1.0556418715020834,1.1060797397756001,1.0487481720662277,1.0918726874797577,1.1178013956403288,1.1609142775499337,1.0574646666827139,1.106747075847435,1.0339967289220617,1.0815127892402894,1.1288409703504043,1.1779774383547967
Shadow Dialga,Dragon Breath,Outrage,40,0.983512330190068,1.0035760776614238,0.9722131164127158,1.0067544871405736,0.9707179341561282,1.0002155019420529,0.9227751611555328,0.9568926698066134,1.0253935456898908,0.9528951134408516,0.9262792583709354,0.9636454226233102,1.0341669064871806,1.074241988205126,1.015365817675608,1.0658967365605838,1.0197367425102564,1.089424663548148,1.0197367425102564,1.089424663548148,0.9990626096013434,1.0536183056827966,0.9827151902456236,1.0048811087369887,1.0043049058229718,1.0502296719192417,1.0008476312897037,1.0225842508243448,0.9714930607508184,0.9970038792647279,0.9670173391434354,0.9974930260542965,0.9826937200503192,1.0258770090676181,1.0466969604773728,1.0089049409008974,1.046947807987427,1.0675999077799319,0.9838539747551711,1.0028079641380485,0.9946370058958088,1.0255593711886604,1.0455924927623041,1.0781770989318158
Shadow Dialga,Dragon Breath,Draco Meteor,40,1.0026928096358918,1.0212679031316318,1.0231348266860925,1.0520346425463891,0.9903100185585202,1.0064743544237902,0.958008283942053,0.9838438789294972,1.07748910614076,0.9760114003633967,0.9972305382763769,1.0085736840743011,1.0473706365194382,1.1186682015179563,1.0848108400509924,1.0869594822075028,1.0477050123378295,1.1098293897694416,1.0477050123378295,1.1098293897694416,1.0672731717167423,1.1023647320147518,1.0032475382092145,1.0347966858121131,1.0710174812261481,1.0928920965160656,1.0543117420220198,1.0617559939641201,1.04795435386339,1.024467102886275,1.0092001385672873,1.02382081061863,1.0144097807144052,1.0598011959269646,1.0879403807336598,1.0405891262885503,1.1076441993901787,1.1157037138060586,0.987800678058996,1.0246967528343496,1.0180280233584191,1.0681553256183856,1.0808325846061695,1.1213137665967854
Mega Latias,Dragon Breath,Outrage,40,1.1330410058007883,1.1460749983872915,1.1253424796131042,1.152249134948097,1.153325828795116,1.1978637419250155,1.0738759680488112,1.1200197970799306,1.094040938399447,1.115129198758663,1.0493908909729353,1.0986307988300967,1.1755915691993144,1.224918711583975,1.183459238215568,1.2388964755459557,1.162210288084533,1.2307609337390435,1.162210288084533,1.2307609337390435,1.1475337704987725,1.2004591299911789,1.1208335783689125,1.1503570985173712,1.1545341930321311,1.1925858672904102,1.1463309674174258,1.1642001527599248,1.0980180351140971,1.127687294039508,1.093500100278958,1.1362827501959998,1.1223049831906091,1.151706268315207,1.13966559035309,1.1910701959283287,1.1725716735019922,1.206845716475245,1.1260149128540506,1.1488841281979592,1.1355159254284157,1.1752522158461807,1.1838274932614554,1.229330138764101
Goodra,Dragon Breath,Draco Meteor,45,1.3538067363246458,1.3904507809644162,1.4176875290880027,1.4797689147898583,1.518708103887148,1.5934509382362982,1.4199556999768763,1.4349799797972422,1.3943416249939704,1.4298270650094067,1.3866505042836068,1.4014015546947123,1.5129095024762362,1.5738146065726568,1.5209019757672506,1.551179672634697,1.467397474908034,1.575012867674887,1.467397474908034,1.575012867674887,1.500041449235315,1.5322018046359376,1.4707378511359848,1.5236508341011115,1.5207993506093809,1.5515857749599904,1.5577488403286202,1.4990126492669387,1.4324522573087464,1.450664365139898,1.3912246795631484,1.4682097471147009,1.5173947504284153,1.5505942065167597,1.4016547094444063,1.4400094218331354,1.5346003851162007,1.5773236047655694,1.4893763968070866,1.5573350540947395,1.4173816763431373,1.4584826020244712,1.4861735050414295,1.5421583308375761
Shadow Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Dragon Claw or Outrage,30,1.2127352693553963,1.108795794717925,1.1338250470466824,1.1336995892268156,1.1456615656089324,1.1403407804043661,1.2458570147788448,1.1414477020377198,1.208786239166439,1.1131594603720796,1.1991704556239056,1.1153122762214536,1.1343717919531984,1.1799942443076632,1.1296750935302418,1.181291681955567,1.141273824121592,1.1980486549495133,1.141273824121592,1.1980486549495133,1.132743833097746,1.158773952875408,1.1633439842131743,1.1216127915106606,1.1375569370922074,1.1525837129139482,1.1513906741928874,1.1218279029043015,1.1421807087777944,1.1205564537024535,1.1865370940981275,1.1038853538023958,1.135907622277109,1.1524237275400118,1.1525813532762135,1.1415924860880746,1.1517799447329027,1.1637360817511422,1.2240538743979958,1.1538631031845814,1.1297538822973983,1.1550367293716945,1.1348307876609762,1.1785564540281521
Dialga,Dragon Breath or Metal Claw,Draco Meteor,40,1.1611831821798195,1.1958737819915874,1.2279467411319533,1.2643133207875514,1.1949650295279917,1.239502097552236,1.1288574894219496,1.149877688122969,1.2586346899068999,1.1421668730202121,1.1545420035028084,1.1397456581569707,1.3071993402430275,1.3634053940286839,1.2818352732898814,1.3243163497293393,1.274297197874563,1.352061477209077,1.274297197874563,1.352061477209077,1.206814679406107,1.26036284022914,1.1603921222694868,1.1960300969034037,1.2047831004554967,1.2514291979564203,1.2873619106168148,1.2873917174313978,1.1700362380985398,1.1823236175329628,1.144162853027513,1.1765292541068793,1.2203787506029324,1.2569643233705072,1.2212985772377671,1.2537024859899304,1.267029052568686,1.2847814157079351,1.2585021228690303,1.2931244225296303,1.2148895870685634,1.228782113610944,1.2964160926425077,1.3359988020365379
Kyurem (Black),Dragon Tail,Outrage,50,0.9412957575015755,0.9528013986731131,0.9249924118254113,0.9568688156377102,0.9596842347230251,0.9795636550481541,0.9156352306887193,0.9266189589494566,0.9009945168915118,0.9249067389172068,0.8777575987645269,0.9097919021284306,0.9933122291280985,1.0392203184530073,1.0049252325489024,1.01230551573086,0.9865854489304692,1.0425957884857018,0.9865854489304692,1.0425957884857018,0.9208808493904838,0.9815455250767874,0.9405756049111664,0.9669675703578826,0.9509802412901638,0.983899883048135,0.9813651521079007,0.9781516049106727,0.9524689713562099,0.9383003492433062,0.922054077707076,0.9420734041971303,0.9474509594805208,0.974285388797456,0.9273013972447681,0.9645405384185061,0.979373877691511,1.0044908575492193,0.9572232169474014,0.9778964247293411,0.9460721772901761,0.9774419271257792,0.9736248377757811,1.0148247978436657
Rayquaza,Dragon Tail,Outrage,35,1.140795238953774,1.1589253903168022,1.1569821323782352,1.1823711527954834,1.2028126806413337,1.2253567190970216,1.402870576589953,1.1886097825160953,1.2440083774179544,1.1709190236529403,1.396889316434728,1.1774461421657019,1.2235506608307953,1.2655350001932881,1.2649525445143426,1.254973463512803,1.1933500613106862,1.2575957127934967,1.1933500613106862,1.2575957127934967,1.1775897801064927,1.2330531081612481,1.1578845915093539,1.1841785427244036,1.2004743475317001,1.209884356149206,1.2431118314424636,1.207904394642225,1.189279288813631,1.1540776071906897,1.2411636005615623,1.161797363575036,1.1588057212525482,1.1956991228091438,1.1880669866164169,1.2080818390894845,1.217795225987875,1.2292675323663216,1.3479570278722612,1.2182722271701314,1.2192645133006974,1.23479595105748,1.222222222222222,1.2463212538684236
Reshiram,Dragon Breath,Draco Meteor,30,1.3370974224783443,1.3566798384975842,1.2808373297719502,1.351862643922378,1.273437315133138,1.3027886796407286,1.4941825793810166,1.3663798524143917,1.2797450595745365,1.3031105787010984,1.4382371211402247,1.2806538863054002,1.4057612762173932,1.4278949199572188,1.4517368821235244,1.4522248659935768,1.3757493528316453,1.4136711476452155,1.3757493528316453,1.4136711476452155,1.3690639912425207,1.3969476357993857,1.2961467338390866,1.3568763517796116,1.3383505939923674,1.4135344854117937,1.4844501574172395,1.380342405782522,1.43854850540652,1.3259385229599192,1.2970590916549676,1.3202180611519319,1.3191772487862579,1.40523115033437,1.3950005397925234,1.4078901309569376,1.3742933312551346,1.4234394838273927,1.3846216515976604,1.3767078772976147,1.4635297291524985,1.4175143179914906,1.3950084855745233,1.4188978736148548
Shadow Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Dragon Claw or Outrage,50,0.9274992432675624,0.9389387220401837,0.9089075052105465,0.9479855925858476,0.9514360035291612,0.9814609172438739,0.9821785712836865,0.9521705794296981,0.9539965589876349,0.9370286697432105,1.0330329488296652,0.9377065233333621,0.976186896779819,1.0209653241013172,1.0170832182725371,1.0112879369630758,0.9744538807393615,1.0239773983075224,0.9744538807393615,1.0239773983075224,0.939781700694009,0.9833501610143373,0.9339449421389319,0.9535886277354138,0.9521574541425583,0.9808414378924044,0.9777901972838541,0.9606177462322324,0.9720021458209407,0.9335872068199152,0.92236950061079,0.9399019089467063,0.9211449291872593,0.9689698885271968,0.9461745067441352,0.9661730018680094,0.9787569124461374,0.9935770670771109,0.9669052772690998,0.968615237626164,0.9757254542695436,0.9832624225086133,0.988220025955875,1.00774683038834
