Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Garchomp,Dragon Tail,Outrage,35,1.2047750128176875,1.1857571395537319,1.222849033902558,1.2015913103591336,1.229328370151429,1.2148612401151362,1.34317037365115,1.1758120409205175,1.2756177547119458,1.1678038546071516,1.500682473223176,1.183719552642885,1.2083599856855698,1.2826276442280973,1.3012692798919885,1.2473232918460095,1.229578064540018,1.2779793492594247,1.229578064540018,1.2779793492594247,1.2291448514193695,1.2236488900311042,1.19046981880462,1.1857136962813906,1.2213797320770179,1.2430957955758568,1.290955039925877,1.2107310903182376,1.2317873631818115,1.132176301030814,1.1817436859825177,1.1842887844779713,1.2050704084190738,1.1870797698655315,1.1688934604566759,1.1772277051039834,1.2532363247441767,1.2386737622203576,1.2562066233849154,1.2574729682728196,1.2787075107053623,1.24509231818879,1.255042997305963,1.2820340848903664
Shadow Palkia,Dragon Tail,Draco Meteor,35,1.0243322471295395,0.9733592115617578,1.0809522942604697,1.0325436185380297,1.0633907277838177,1.056736201963857,1.1806874652913564,0.9771678194789974,1.094031282070197,0.9607945706580342,1.0939375499346897,0.9445056620780851,1.068196014575391,1.0780914551011629,1.0648266749141262,1.0344871556437385,1.0429681117456595,1.0356418629526591,1.0429681117456595,1.0356418629526591,1.05661005410637,1.010129280686933,1.0582760604233414,1.0272257583862907,1.2100338874176575,1.071076039621955,1.091452621299706,0.9913096211395506,1.076450756607554,0.9391016161364343,1.2321772515156608,1.0154390441914691,1.0299087275979755,1.033215353567707,1.126734932090713,1.0426217656551922,1.0833635530866448,1.0341549052274506,1.2965659382004542,1.091824290544705,1.2375656305459624,1.0332654547408742,1.0991469236115616,1.0603745699527303
Shadow Palkia,Dragon Tail,Outrage,35,1.0445471770089831,0.9636831132793957,1.064050091636134,0.99813559898587,1.0381180477763607,1.009712143148549,1.1541586475432306,0.9549756754144717,1.08647915071067,0.9504244927891551,1.0536512303013148,0.9200417107044105,1.0346888063496102,1.0338190341996505,1.074342215449807,1.0215961094459785,1.0249044374554588,1.015980607694079,1.0249044374554588,1.015980607694079,1.018809299879794,0.9943864185447145,1.0796221809300968,0.9935353787404904,1.1028824626204632,1.0272302981317423,1.0150890961778052,0.9644957914724959,1.013318611347828,0.9239695620605413,1.200366207057546,0.9905687995541035,1.0609145610346735,1.0141543662588077,1.0696138941902704,1.0223144568561087,1.0365733436297986,1.0078813412545926,1.2464312845626035,1.0565214005427659,1.1126241962733505,1.0347529193499097,1.047503170889643,1.047175544097523
Mega Ampharos,Charge Beam or Volt Switch,Dragon Pulse,40,1.3961228814613929,1.4113049967033768,1.4480435452992715,1.4770652452947228,1.483888647051351,1.5131280230837925,1.537128888194805,1.3861571955138565,1.4974050939134698,1.402938362301829,1.5918455226634605,1.3958480306147796,1.4156444685721263,1.5558345124774329,1.5267766373587306,1.5154648083852826,1.4571995839290646,1.5199874417295993,1.4571995839290646,1.5199874417295993,1.41799859288807,1.467899290793715,1.433628149085198,1.4566205198672832,1.431875848540188,1.463042518611089,1.4176650385202685,1.3511822606221908,1.5092834357292209,1.3696430589459827,1.4389344408764941,1.494730932355362,1.430349938164315,1.4897153360349484,1.464979874069373,1.5023498173635281,1.475756448880561,1.4751790703477683,1.4983601571302891,1.5008690625007846,1.4692794301481016,1.4965893119819629,1.4642886372531931,1.5248592235253506
Flygon,Dragon Tail,Dragon Claw,50,1.4314363457576285,1.430991245055631,1.433916509819923,1.451925784056955,1.445098099754017,1.4471179080159993,1.5983804304159832,1.3894995725623198,1.467850827614487,1.3917150137881507,1.609928509537688,1.38789177722629,1.4924978150939485,1.542329619376184,1.5731226669160085,1.5064542877370075,1.4810690592744629,1.5234132732260857,1.4810690592744629,1.5234132732260857,1.4297071721698047,1.434943059356611,1.4053266692723605,1.423115050818641,1.455926140060768,1.4753468463379955,1.5035854510933255,1.4352604864284813,1.4145474105004003,1.3463557750650048,1.402380751418964,1.4022120954277602,1.4115365683628434,1.4139041450058591,1.378756699301621,1.4058958887461799,1.4693699534306572,1.4853237638582164,1.5903605920303403,1.531658376330526,1.5883606745434367,1.4853555741350162,1.534358890852275,1.54233293514338
Flygon,Dragon Tail,Dragon Claw,40,1.5726501999921263,1.538961832931569,1.5729948238486775,1.5586335134210652,1.5913675704581949,1.589165343106974,1.7040538629080313,1.5049906842693759,1.6371356879864092,1.4872163991121774,1.7523749508407493,1.520632169928994,1.6262543386033166,1.635773527744044,1.6326400055896402,1.5860541558050574,1.6099193647434382,1.6228356605856233,1.6099193647434382,1.6228356605856233,1.558690761635786,1.5415664760139363,1.5544091376981601,1.5415990219965745,1.6382169578398755,1.588033921182106,1.61448870344722,1.5477303023377689,1.5289218627305,1.453830424261884,1.7237208543107778,1.513189765364386,1.548774368572085,1.5289425286634437,1.5041964521441196,1.5428520573656512,1.5997599404937917,1.6161008004913042,1.7988880751694873,1.6086199498674427,1.7161226865283843,1.6208087471770363,1.6523687213522682,1.649529232612902
Necrozma (Ultra),Psycho Cut,Outrage,30,1.1770438272144055,1.1235858572374344,1.0988983788429678,1.0654702721625744,1.113629274917116,1.0787457956995763,1.4147161555655543,1.1004093459830138,1.22742692063189,1.0929999370800363,1.4328263474539764,1.1031174827462933,1.2435780464969892,1.2489743003135545,1.257165374233608,1.1898352802886063,1.203968893247661,1.203772800653364,1.203968893247661,1.203772800653364,1.2140454536341125,1.1731023924548178,1.1983922444235269,1.1870454821892877,1.2193841385459527,1.2312261851217168,1.2218349467838263,1.150855571637742,1.2264885154447467,1.0825703558449078,1.4598695311317822,1.1370451338539012,1.117693811564189,1.082548873219313,1.145806544896817,1.162941382912474,1.182006953221242,1.1872369161488177,1.5190574294523869,1.2198817027346347,1.2384646262398655,1.2088399277617934,1.2343795254881855,1.2391302411911604
Palkia,Dragon Breath or Dragon Tail,Draco Meteor,35,1.1868257251552943,1.1499225961009796,1.205449553750206,1.2090852136709453,1.2564985622123337,1.225006239722723,1.3469744836665896,1.1478383408718962,1.118538499423957,1.1090511452518208,1.3341602763247606,1.095973283912958,1.2720795690492877,1.2590900210392326,1.3124250304912823,1.210858903711254,1.2423688819827676,1.229027753621129,1.2423688819827676,1.229027753621129,1.2082694824398081,1.182291623947514,1.17831181278885,1.1725739904181225,1.2451870029383407,1.2247451305204353,1.2993077628572682,1.1580206754398228,1.274062322209714,1.0938022154761275,1.2016874723880946,1.16943884496753,1.2016229970131507,1.1998550014680416,1.2505159257264622,1.2177610594242296,1.2083548200587906,1.1984222936291196,1.3411781583173354,1.259675782063727,1.425502905352496,1.2445051563068883,1.2813695020420486,1.2578626401562905
Arceus (Dragon),Shadow Claw,Outrage,35,1.5563308968037008,1.537183964247137,1.5553611800954703,1.5850698936036538,1.5577973437046677,1.5564206452215037,1.4460026843128984,1.433223236395545,1.4905309794034751,1.4518620512342075,1.4256324050854974,1.4676830044171911,1.3956993622815468,1.43216856806987,1.6333789889121677,1.6103479242809247,1.3690100166287562,1.4477765524887984,1.3690100166287562,1.4477765524887984,1.3676524196583744,1.3830040882798695,1.3844966158049155,1.370807727258122,1.3940482031269215,1.3947903436178732,1.5836773874798484,1.5191347690533419,1.472787543124375,1.4515208056770668,1.5140980338929093,1.508475305736509,1.567820309110388,1.5851833010678236,1.559670261438058,1.5877101188795735,1.5604595840797277,1.5785915248394828,1.431999673488512,1.4157575386147843,1.3841316560591297,1.390382740060818,1.604311069892726,1.6586888058584386
Naganadel,Dragon Tail,Dragon Pulse,50,1.2811384278568962,1.2299352848196496,1.2494455873328072,1.2234363914843505,1.221876833176329,1.219879909789754,1.4216145751662015,1.1982954549091116,1.3888039891256945,1.203914272634372,1.4601272384230144,1.1995662733061012,1.3023057953596364,1.2892981477083207,1.3304965224012026,1.2612020398076917,1.262089851608494,1.261030586533289,1.262089851608494,1.261030586533289,1.2372429218351144,1.2205007163147519,1.2856811444981444,1.2506846659441488,1.3068027964466462,1.3023488071770712,1.2752952027565123,1.22167614102711,1.24257402259904,1.1547254323835503,1.4287267233060834,1.208832565459385,1.2523055577798607,1.2259382511936667,1.218464517551907,1.214427983851669,1.2844719352221055,1.2662314252825217,1.5599011283047546,1.3100276269196298,1.5184277095421999,1.3384606929817242,1.3035181927010382,1.29517537108208
Shadow Rayquaza,Dragon Tail,Outrage,35,1.230806932819027,0.9678700284229108,1.113354779957756,0.9849039636949547,1.126578673417273,1.022013081852671,1.3043541360115873,1.0404011279149128,1.2473493880491122,0.9782813845863445,1.276418765546658,0.9744883759110871,1.0199442333175288,1.021643853649909,1.0559917552806173,0.9976086820265323,1.0302916642654887,1.03314277757337,1.0302916642654887,1.03314277757337,1.0259946044001411,0.9873162848599677,1.195268320402271,0.9994767728214,1.0315996157522407,0.9986714106411368,1.0222946387136544,0.9653883927937678,1.0830735644972838,0.9529374532258463,1.1926321106914568,0.9870807077468458,1.170326695483195,1.0130315500685871,1.0791906982830843,1.0025252929664712,1.0256532193868866,1.0111497795726065,1.2364995742746732,1.0565638449657406,1.0392550409080126,1.0345406632324319,1.02798482383169,1.035042157672196
Shadow Haxorus,Dragon Tail,Outrage,35,1.3017697685394896,0.9998705786897404,1.2641992303555751,1.0358123887465405,1.2440911888044643,1.0632387825811924,1.2337745424646054,1.0178804318027288,1.339218176058737,1.0035177141394176,1.2757973176000648,0.9984061871262923,1.0386015879612593,1.054706020214215,1.3027887578360284,1.0371626821642184,1.0511195140032799,1.0434333101342583,1.0511195140032799,1.0434333101342583,1.1046684743133721,1.0189258377282797,1.2265539225167315,1.0339983998878721,1.0647389528769187,1.0271113409779935,1.0577318159160858,1.034862187394592,1.0195478736948707,0.9385419026088762,1.172223772586634,0.9961763197762205,1.445615017776124,1.063420044601245,1.084384227053991,0.9843144486199655,1.0517692115738118,1.0365468893243295,1.2564421381709348,1.0815379881597142,1.172307193904824,1.1042633174679763,1.0960970514860882,1.07057739239436
Shadow Garchomp,Dragon Tail,Outrage,50,0.9015031425394724,0.8872506433732443,0.9091500902387238,0.9130577162056299,0.9438248192248038,0.9419364045574605,0.9949449387303767,0.8805749042132106,0.9800667385545331,0.8870587737549983,1.1573529976106367,0.8842017821689045,0.9062198224128383,0.9627812013517582,0.9700483647733473,0.9337630300782243,0.9192130845912683,0.9547037580676327,0.9192130845912683,0.9547037580676327,0.9203336217730521,0.9134545281390489,0.8995878623824809,0.8978310327059946,0.9210572086472004,0.9270996380534503,0.9721973458194548,0.9126074975511824,0.934511189177837,0.851425208158625,0.8850617784310431,0.8893944682152907,0.9158693186665264,0.892754011730724,0.885863227863421,0.8919738877660789,0.9340414269097278,0.9319980537443184,0.9599989523474134,0.9533544849766542,0.9495699465520676,0.9397872891565424,0.9462552121962318,0.9648768473533089
Shadow Palkia,Dragon Tail,Draco Meteor,40,0.9440481809291816,0.913820974126146,0.9589895801651516,0.9768375676804347,1.0165360311875364,1.0080817077254955,1.0717513936260477,0.9226954367320762,0.936601193743586,0.8945848150261551,1.0709711559630062,0.8904838943763548,1.0481497598072849,1.0129456083664807,1.0220877100867318,0.9832429572073994,0.9817852926903617,0.9926109598549959,0.9817852926903617,0.9926109598549959,0.9670816462115971,0.959370098689217,0.9847527518876588,0.9634358089485094,1.0086033169193651,1.0024614699706917,1.0381940091490514,0.9480135334295866,1.0233625590451696,0.8943237578991632,1.0624841298869112,0.9475661855636658,0.9740906386058787,0.9720508852996452,1.0530964008512511,0.9927394738660318,0.9671416220590556,0.97687751665445,1.2732379657185195,1.0689053373680728,1.2154349742760662,1.0079594068306288,1.0309194710646514,1.0177017697189898
Shadow Palkia,Dragon Tail,Outrage,40,0.9460568811183813,0.9170991797132549,0.9789151989825519,0.9427198308232009,0.9900155009089137,0.9731862793505598,1.0605097933044934,0.8986097981474358,0.9505333009331681,0.8973833431329368,0.9949270827292118,0.8839764935828243,0.9977595437633322,0.9930240723482819,1.0428473668581597,0.9637254952328795,0.9713302196680352,0.9681726073769931,0.9713302196680352,0.9681726073769931,0.9652918845913042,0.9470875448721979,0.9608824137760362,0.942121595812464,0.9945433941940989,0.9754802367513098,0.9616024475581104,0.9197776999327988,0.98288915974583,0.8765977177850671,1.0571657631886375,0.941885109632731,0.9636573387156285,0.9521806434156116,0.999598808321616,0.9723185978058,0.9557661819344258,0.9540473622616192,1.2346469269733091,1.0252033689587838,1.0822975905541499,0.9922015102373836,1.0096981092550117,0.9928711022228668
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,40,1.2904894795407988,1.2892543658197415,1.3373992953156535,1.353421408020276,1.2719937911518258,1.2597591266697887,1.2442687402141093,1.2272376901254962,1.3195824826481926,1.2228531816889887,1.3798067792590232,1.2598621319259722,1.368150835310084,1.4053812735990079,1.3473675774149765,1.3270140943190145,1.406075063306356,1.4307914917718036,1.406075063306356,1.4307914917718036,1.2767761940174047,1.2914679371684423,1.2764405819868616,1.2877701151359349,1.3072494459087285,1.3181936603705002,1.3538463184156895,1.2711409601285084,1.31295620411404,1.2258289847213728,1.2629978539070073,1.2612108202424703,1.2871837103399837,1.3064435112829844,1.3793171230786336,1.3293361805984838,1.3479803780071686,1.3699788196887854,1.321923271715505,1.327185189650093,1.3209408548009491,1.3241137235632015,1.4119128765471205,1.420339746354272
Mega Charizard X,Dragon Breath,Dragon Claw,50,1.1405669286920257,1.1245442537164507,1.1210046253156907,1.147182846530813,1.1675792727606111,1.1904556635588646,1.087442207374799,1.0874562881768413,1.0971042171563214,1.0883756452008337,1.1296344802334366,1.0788770887451788,1.1548897461225593,1.196952846826228,1.2145548478312915,1.1941041625352309,1.1691106705401908,1.2028167449515936,1.1691106705401908,1.2028167449515936,1.1519566966771562,1.1546620721363585,1.145349216550984,1.1485896270883105,1.1579153871260743,1.1789105171254535,1.1834745339948292,1.1396453947930107,1.1662686266017193,1.083929382971613,1.1133018985331695,1.131255219806611,1.129483872217067,1.1328191524716742,1.1932310800923729,1.1912978742972395,1.178771893489995,1.1929898398600156,1.1580723999885814,1.1796820462394204,1.134915739215137,1.1642210048507957,1.1969280599244074,1.233961642306686
Shadow Garchomp,Dragon Tail,Outrage,40,0.9792003663618628,0.9611478131645004,0.9741439068387406,0.9727327454524187,1.0072527614455604,0.9840907928560537,1.1239913292127788,0.9483500180170262,1.046334749394124,0.9556170170296135,1.2839955369315452,0.9619410596815663,1.0141286614453955,1.0474261815442907,1.1140067753837999,1.0110809480605285,0.994473891653105,1.0285323590590998,0.994473891653105,1.0285323590590998,0.9956433299340279,0.9908946119642791,0.9612489234059315,0.9671708956090177,0.9985583414236009,1.003500456236898,1.0605826716676734,0.9809230148480634,0.9809732807118549,0.9116247261453636,0.9570464569441838,0.943865841686925,0.9665813187670127,0.9657543351708712,0.9360370150570422,0.9439384046316408,1.0088455030388273,1.0007630025352634,1.114084734027329,1.0265474596068203,1.0881397555312888,1.015084865667684,1.0320842720905312,1.0451414422448584
Arceus (Dragon),Shadow Claw,Outrage,40,1.4970405509546632,1.4817441286393522,1.4474361451838822,1.4491514520175341,1.4745763882293021,1.50727041414554,1.3950367946291555,1.3707905068939394,1.424912888395172,1.4075103655215955,1.3701200048358564,1.4308492439069218,1.3401395162251064,1.3761717699022287,1.5202949151741267,1.557764924801871,1.3292451504241416,1.4061178281806441,1.3292451504241416,1.4061178281806441,1.3061372385246104,1.3337389374482242,1.327276586425074,1.3262680360552392,1.3231665696112462,1.3509041160529944,1.4949665023324503,1.4543067301449817,1.3682475582861127,1.3954024432417016,1.4602971275507193,1.4657722880514559,1.460954415350532,1.4735858521627312,1.49686463761657,1.533571022320405,1.517192324664991,1.5431625518533236,1.373188111638046,1.3622635900636881,1.333604608587014,1.3560399859764454,1.539549591611465,1.611264747128177
Mega Altaria,Dragon Breath,Dragon Pulse,30,1.6859982885615545,1.6261474941364455,1.6926733015247188,1.7041769363773709,1.7149820515171306,1.6998677108077656,1.7686791973004115,1.5158695439292222,1.7213523235908639,1.5366374269640248,1.8422513623929062,1.5692410677317092,1.8179147572078622,1.833819860614139,1.758422632289009,1.7310951482128052,1.7755365622725674,1.7849992294499788,1.7755365622725674,1.7849992294499788,1.6919632401121678,1.675794667373868,1.634875678054003,1.6361090567975365,1.6886393156571584,1.6572278012299428,1.6137715032591922,1.5597078653887029,1.5663098048326463,1.4959888813926294,1.6032844068740877,1.5820742050876118,1.9928220362179694,1.72938945700261,1.6911000695954086,1.678120548765059,1.688423764595031,1.6926166832390757,1.7736997429239647,1.730812759197286,1.7100424591264873,1.6719927764224822,1.7161328843412966,1.7741776995815826
