Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Kyurem (White),Dragon Breath,Blizzard,45,1.3318396561061738,1.3401197473155775,1.330545158047671,1.4473751677109306,1.4748082192577316,1.4563071028632437,1.3279999711741861,1.3570734022538435,1.3585601103693492,1.4207686204410157,1.5132380599718682,1.4244397617322366,1.4329185103705169,1.5126945779480132,1.4336382845473954,1.4443658332054867,1.5139431576962206,1.4481601017243435,1.414498674962413,1.499123998351974,1.4202758284335832,1.3789580614957788,1.4514659401015997,1.3801971198746248,1.3999057335784963,1.4860566587895554,1.3779448448669331,1.3721079358760606,1.4441158430764696,1.3607640675879709,1.3664991434428515,1.42547828041554,1.364669135410008
Mega Abomasnow,Powder Snow,Weather Ball Ice,30,1.6085282990964993,1.590473123802177,1.6079756768261364,1.6402368486247718,1.6713828431965214,1.6488376627724382,1.6374688823662105,1.6505926721429012,1.629185399255959,1.6332828062174105,1.700260671966242,1.6319982275549496,1.6034207870437893,1.6722436996943715,1.603004247873007,1.6621315250940634,1.7046777684577312,1.6580277434402615,1.597336799761277,1.6683419517072164,1.601412485991475,1.638331056931504,1.6952084743620413,1.6533500196721238,1.623803180262074,1.6829507403285988,1.6494966037989907,1.5996743534574982,1.6275708279590395,1.6002534737462026,1.5963996362515016,1.6229222762342266,1.606452699328818
Mega Abomasnow,Powder Snow,Blizzard,30,1.869918483094085,1.844518192918681,1.87147782616255,1.8475897489876205,1.862525500183633,1.8722205601567563,1.8683193243229201,1.8953738590759586,1.8858254757851431,1.8111554370373528,1.8819534724294222,1.8202207031527502,1.8027851472360068,1.8827709997129514,1.7889608337808964,1.83136747311868,1.8702920667867338,1.8391004664237143,1.7776302791749565,1.8778291193649046,1.7889043722554758,1.8475846279485166,1.920682718651086,1.875815149828566,1.8339283174407164,1.88134185498171,1.844557534796659,1.8312984659919718,1.8280018317003186,1.8315762050127138,1.806320565923471,1.808126831923083,1.8263469159108008
Mega Abomasnow,Razor Leaf,Weather Ball Ice,30,2.0008228631039575,2.0152985089540696,1.9179960210796843,2.1349278532047795,2.2289819233946404,2.0501859918192014,2.2495533674751638,2.3176168124213783,2.2193536347507927,2.353827673230752,2.5085409917877897,2.2704712519358368,2.1251105275238715,2.2541944495768056,2.0427497646527857,2.408967058631852,2.515958877168749,2.304357485264785,2.169914574771725,2.33256132336736,2.0377006125290738,2.217287034946329,2.3122002355494553,2.135960000777919,2.2010797341927013,2.314321370296353,2.067945207459041,2.428252747755421,2.4609888984729436,2.285207642708916,2.317761501294996,2.3997592183535534,2.2175822305963147
Mega Abomasnow,Razor Leaf,Blizzard,30,2.475732982671412,2.3817577195250874,2.3228631039575367,2.5913801362043833,2.6091680596746705,2.5051973230029656,2.8288618127347758,2.882843596161072,2.877978821071134,2.865178958342214,2.987339583066934,2.7719220195217598,2.472166521994353,2.5855920839993685,2.35427818789791,3.0278847113412497,3.0047886656826193,2.835288805406936,2.5355519304686314,2.6743279268354123,2.35977599714726,2.6018792353160474,2.6435078943125583,2.4418975699484387,2.6362271438785245,2.669285684327311,2.4070237722874896,2.9715332259649587,2.9750257859530618,2.7593102825248543,2.8230066466867854,2.8864637439612166,2.6676154061429815
Mega Abomasnow,Powder Snow,Avalanche,30,1.6130941651161999,1.6098433312616034,1.6143462959669215,1.6260437219991004,1.659826336503939,1.6349580940713335,1.6523063835435439,1.6514830043335924,1.6416560832355436,1.599363038659904,1.666303697270648,1.598135935701803,1.5884391524779604,1.6589139468644793,1.603067615551737,1.65452334988676,1.7033502098614548,1.6505959451189927,1.5880107838001223,1.6527900281761811,1.5954068687929648,1.6359215079835216,1.6831565368586003,1.6519060964168548,1.6207755267525332,1.6737668486081234,1.6424686768494652,1.5944316769386928,1.6173689195607788,1.601198901307718,1.5958016819524201,1.6234532611196337,1.6011843715112262
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,50,1.1636584783377666,1.1919709145121675,1.0399422347103342,1.255875374781443,1.289601943279883,1.1520353122209126,1.0723318441113388,1.0752212967795198,1.0345441348350912,1.0535431363042214,1.0856188195302845,0.9628269388559739,1.2297551889605238,1.3181395490597563,1.1260365221682698,1.0479265518708336,1.0869527507243724,0.9550273313136802,1.227010084056787,1.3021816746681725,1.11357639087321,1.2393045746952596,1.2864016939022673,1.1463942733558619,1.2455475448478175,1.2964859970107887,1.141786836220532,1.0433531264740539,1.0527327043927197,0.9670597258581421,1.0480660031459479,1.0498384725263852,0.9649155865218864
Mega Houndoom,Fire Fang,Flamethrower,40,1.1687558829465992,1.1458913301104945,0.9782339968864099,1.230579863970648,1.2338938913029964,1.0485476501647844,1.2386972642626608,1.230877340463365,1.039703452762703,1.2312792817512754,1.2865564571700554,1.0284067619311483,1.2389493569988654,1.2897911570059941,1.0345594405184992,1.2375562921715084,1.2761134664565972,1.0412120164974374,1.2459611263916492,1.2943953065077864,1.028970232594199,1.2497347673917687,1.2801290777729575,1.061787772437308,1.2425618142867199,1.2835480256822092,1.0593010078423575,1.2153341451269999,1.2322471234582737,1.0154639151594187,1.2384361023632442,1.245433305225139,1.0441777406402308
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,35,1.3877275988384987,1.3252990185596347,1.1505137523556765,1.3989093387212628,1.387687070030474,1.1928598826462562,1.3865374063538127,1.3599201189768715,1.2289916797304585,1.372690449043093,1.3738609198954295,1.1544444770043905,1.3359390134306761,1.3662235119228525,1.1307640265131746,1.3554179865239078,1.361979816223855,1.1387952956844951,1.3372833117588534,1.373194479650338,1.1112852496030177,1.3775567592943812,1.3570493562124484,1.2040597690696804,1.3965755311066492,1.3903853104698218,1.1881928870341938,1.3408869384126019,1.3282035777835672,1.1558994702792196,1.344132405099341,1.3325136338258876,1.149452374591379
Arcanine (Hisuian),Fire Fang,Flamethrower,35,1.537703767284122,1.5188580039049775,1.2613214871689313,1.617573222309092,1.615438918454739,1.463778784794305,1.604149006665802,1.5796559471508869,1.3966129500974882,1.5441035566116819,1.6122098464828156,1.3160612292741145,1.578195285065874,1.6355434992424291,1.337406302363356,1.5693221772336785,1.6236415605539065,1.31031085251769,1.5728439185592067,1.6304933082111397,1.340041656798658,1.700158838008485,1.6480505278318387,1.4356105210369814,1.5867818298339622,1.6067769688041142,1.3512522702697223,1.5462438584672118,1.5666744982293725,1.3301402090191075,1.5363073391890534,1.5476173906393604,1.3160386993673852
Shadow Moltres,Fire Spin,Overheat,30,1.2741864796647393,1.225981090635848,1.0783496573651994,1.2336465096255569,1.2121294587220561,1.0489975767145447,1.3125176600008648,1.2491932961882555,1.0895943168902176,1.2598284342454855,1.2890490024224601,1.0576467772757627,1.219148162759194,1.2795657316547557,1.0411980314004068,1.2696858041813261,1.2792607523847945,1.0463382891258735,1.2087016799650274,1.2435344851882746,1.0269031540135165,1.2528633752849427,1.2818631080123937,1.0422116788912064,1.239795859326079,1.2677746104124674,1.0427962742089738,1.2013911872129872,1.2089729542201164,1.0336413438305785,1.2285937085483414,1.2285883876908164,1.0235555646968295
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,50,1.2012425382753746,1.16142320843667,0.9963909933711307,1.217008158680091,1.2342024140783252,1.0386914654160475,1.214415286798414,1.221521268925739,1.031664737683417,1.1970137941690466,1.2442201286177061,1.006840385817598,1.183122259842955,1.2163911521501016,0.9823950468516166,1.2087112353817948,1.2416370213181842,1.0187156339193124,1.1871129634108553,1.228237735131408,1.0070340942113474,1.210348753102766,1.2223008705821938,1.0539774602838057,1.2229288346472171,1.2383583613147378,1.033119185719358,1.2004167396947591,1.197500086486029,1.0012093288175876,1.193430638117783,1.2004559130900674,1.0025495531002593
Mega Abomasnow,Powder Snow,Weather Ball Ice,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Blizzard,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Weather Ball Ice,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Blizzard,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Avalanche,45,1.3733464798246156,1.397628135822873,1.3743654911098808,1.4123621785244531,1.431626539624257,1.4246746169675057,1.4711870067978645,1.4393632243617012,1.475204520826148,1.4313803581830842,1.5062457376070928,1.431569501868349,1.4119155687671043,1.4694124386965062,1.4205668755446736,1.469351680318097,1.5173270182601752,1.4659847768667404,1.4184458205359969,1.474138244272949,1.4190939654963834,1.442916992022429,1.4823961179137983,1.446074368723816,1.4656070848428089,1.5283699535368416,1.4645860314880859,1.3887274519445092,1.4343257885271485,1.3994030742463295,1.3725052173301504,1.4193053517753769,1.3860288922930555
Shadow Weavile,Ice Shard,Avalanche,35,1.374842222120079,1.2818022350700558,1.379006099279158,1.5106210778660054,1.4118456561317958,1.5593197225656745,1.492861756423883,1.3719610134217683,1.531426924718035,1.3112706326456673,1.3253531126124207,1.3444175528891922,1.3673718272466209,1.366142924766207,1.374678964358608,1.3804652458821427,1.3587496008490474,1.3924944840689646,1.3502756957520488,1.3456706492228894,1.4165963006480322,1.3917801129033813,1.3314543087305302,1.4331153752089567,1.4678027710429165,1.3717493556369442,1.4753544337855162,1.390959808015771,1.3243990122721625,1.4149422609431879,1.4480163320235646,1.34854315746621,1.4692001886959556
Arcanine (Hisuian),Fire Fang,Flamethrower,50,1.3142996320847662,1.3150130299148457,1.1186258835661198,1.4537570994854978,1.4564366980138674,1.236691995665216,1.4029544615823966,1.4151926955387362,1.1838395615526658,1.3880291583194806,1.4615307940127589,1.171503705617834,1.3897651728138194,1.4535396961485365,1.1806683120451797,1.4150737960936999,1.472041903316731,1.167916684664503,1.4139481983538642,1.4708214227085399,1.1920951116740583,1.4510545654953688,1.4479730939398667,1.2681085859959826,1.4341061663294485,1.4819096173972108,1.2048343971093338,1.3417777035245804,1.3896721581059706,1.1631287185918402,1.3881448688961806,1.43041388950777,1.161873824744127
Heatran,Fire Spin,Flamethrower,40,1.3323975742775092,1.3248534134579835,1.1128236744759556,1.3827400958464633,1.4181629701578093,1.183707000350003,1.3058113846546786,1.352650483318401,1.1106472166162717,1.3942827769134594,1.4595845232513536,1.1737419280934318,1.3976898692817772,1.4615193744094797,1.172126073440729,1.430510359821909,1.4701335406989609,1.198199292132209,1.4125042026659274,1.472074959690396,1.1762180316633641,1.451217696248667,1.49267311348137,1.2296314338319185,1.396126684602087,1.4639013213575203,1.1811502832894318,1.3848880788805051,1.4456243397754904,1.1513197768053813,1.3560812713649633,1.408191988575642,1.1427250492926992
Mega Charizard Y,Wing Attack or Fire Spin,Blast Burn,50,0.9201347656913549,0.905030906078695,0.7721498560114471,0.917421934057168,0.9453812186415851,0.7844149303444049,0.9145167972375485,0.9285300812452216,0.7767809995652666,0.9431567725871305,0.9873018431297331,0.8076114127346093,0.9634862003964957,0.9936997374201811,0.8188268989597197,0.9685695334995207,1.0053348451133899,0.7897894808843502,0.9386286331434484,0.9744796390646003,0.8023029958883465,0.9663622483829882,0.985064795773875,0.8152960270050094,0.9653974418759865,0.9866716447345484,0.8097721564899368,0.932293489807191,0.956644676534873,0.7837986336355071,0.9311726896602693,0.9470403491451299,0.7795962103972015
Blaziken,Fire Spin,Blast Burn or Blaze Kick,45,1.4251679200298968,1.3222026151758537,1.1838941659155813,1.323602268047009,1.3333492380110847,1.1476533537121008,1.3207452511985338,1.3291789804845888,1.1459079745944023,1.2957307251040735,1.3488976164343665,1.0775526849523325,1.3168096371218883,1.3351086041081885,1.107642572541786,1.328234360128512,1.3448873904504648,1.1007045794859498,1.2932738006608233,1.325413647692022,1.0846008683616197,1.32640726963272,1.3561667311115924,1.1452015933920499,1.3257654508503576,1.3576571860778857,1.1191031906092146,1.3070488491127845,1.3067968509576011,1.096120490860271,1.278361523756354,1.287843365256705,1.0874292300720996
Chandelure,Fire Spin,Overheat,50,1.2107820047283402,1.1749166645016755,1.0027942872216904,1.252435588602652,1.2258106785085385,1.0696862256839006,1.1748154896517005,1.1718794464237052,1.0332792346545276,1.2483885046815282,1.2522539622494069,1.0305654641390678,1.1913731448810712,1.2258127894917104,1.0107248763081853,1.1861369646608046,1.248316175905295,0.977061174273173,1.1777433706711888,1.2103645351450403,0.9959118260959602,1.2020073145662444,1.2241005336968696,1.039879051027964,1.1891717163780071,1.2240755063160367,1.0280952058116648,1.1647356372118478,1.18623098147625,0.978221260282615,1.1652080942425882,1.1862289858924435,0.9726019321721668
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.2193621137239776,1.1981983444813715,1.220957129182013,1.2313112793397096,1.2477777159040524,1.264720034013632,1.2388147462138466,1.2561563223892445,1.2905340384261508,1.2018256361621413,1.2501582857366127,1.208461649119816,1.1804060593965227,1.234826049695069,1.1881915019465759,1.2314705219502375,1.2565098985426164,1.2264379259113962,1.1819661339488599,1.2345169104350209,1.1869752954787423,1.2566520209136334,1.2592788678945035,1.2960285208546285,1.2271737777903473,1.2455552595735184,1.2421017532052852,1.181636466510396,1.210742761693198,1.2057933015053814,1.1878233716758608,1.2189147017550188,1.212937433889492
Crabominable,Frost Breath,Glaciate,45,1.4530980021463387,1.340781984743808,1.4543580268871892,1.5275592000178868,1.4248390985092783,1.7091595898343452,1.464669607570061,1.35597919446598,1.542328193958847,1.3373960375729936,1.4027703777900915,1.3701584100564057,1.371952087835868,1.396246360448099,1.3832286934359521,1.373803162982715,1.4140919792742837,1.3875620266545188,1.3410581230974183,1.4213314271130464,1.375235650643796,1.3475322667824472,1.3733428223097464,1.3720505803381386,1.3774783862080877,1.397301279814663,1.3803288832725689,1.3740288766604294,1.3618800078894933,1.4458424485235972,1.3554923074803202,1.338197869224074,1.3980466911853007
Crabominable,Frost Breath,Avalanche,45,1.4500292773393393,1.4406117664927347,1.4491735396802874,1.5537439541494513,1.5260072950920542,1.6300687243922949,1.4965590860474012,1.4580503962376279,1.5286077768694297,1.4409816202065842,1.503707393830897,1.4612054535541255,1.472154640554591,1.4972143878380895,1.4861908569049331,1.4728638649773869,1.5299205387412165,1.4866518994658624,1.4538502620373586,1.5222268453594978,1.4893235591847664,1.4567158605761639,1.4950893224729578,1.490292542979777,1.4858198543433445,1.5097974099859448,1.496774708389484,1.4744649793884528,1.4714476580812956,1.5416205202901143,1.4765244408177807,1.457930924370744,1.515321510155508
Mega Charizard Y,Fire Spin,Blast Burn,40,1.0039812684981821,0.9823402686320787,0.8401255927911796,1.0,1.0177648457029467,0.8509261347802753,1.0218361406659502,1.0122280946438622,0.8582995048998856,1.0253308238495091,1.059241933421423,0.8462494938408422,1.0121423837302108,1.0469341666642271,0.8387074577731048,1.0284560743757292,1.0433466878233382,0.8719414438820973,1.023013720571474,1.069928848876686,0.8465898374096194,1.0303197114424032,1.059651640049445,0.8566498664782203,1.0182861202469458,1.0508874032585158,0.8703164017872047,1.0,1.0168105887099907,0.8422278407627428,1.0,1.0097994966945825,0.8388743612149999
Delphox,Fire Spin,Flamethrower,30,1.6661107802560817,1.632448185104729,1.4251227549876395,1.7255429464362622,1.7137292275367755,1.470825116499267,1.7152345600057919,1.727413047434888,1.441273353518107,1.7588625582527033,1.7531459567651282,1.4887846896622767,1.67331550887776,1.7457507924834226,1.415233245577134,1.7342240705984178,1.7635181700617366,1.428866024030291,1.6997479527802895,1.7568058472839005,1.3949713134717456,1.7051690291652823,1.734410652096319,1.4744228040151066,1.7388358746110204,1.7730086096150661,1.463884066714916,1.6769219695992181,1.6818114224189167,1.402871319773526,1.6611827279166846,1.6747190995465107,1.4182557484113616
Shadow Mamoswine,Powder Snow,Avalanche,30,1.3289002811823647,1.302310511663972,1.3326660165032265,1.6672691862113875,1.452516474678624,2.2253940798513527,1.482044199357989,1.3836353004940276,1.451774161814042,1.332570098603356,1.3642454498955716,1.3363833862580454,1.40680207260524,1.391928335288031,1.475683479822302,1.3349224974022964,1.3650432102747272,1.383855385160762,1.4363727868958511,1.3850831353878041,1.4470586368264449,1.4675395602558656,1.4030718701270213,1.4888222214402898,1.4580948236504965,1.4232240753181522,1.4938312018392963,1.4459664801464966,1.379473807521612,1.4491103907676532,1.4678073533260214,1.3767406933110382,1.4621233931446036
