Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Kyurem (Black),Shadow Claw,Ice Beam,50,1.2182519729729189,1.2767332084966234,1.2196962550985535,1.290957657212195,1.3390607756299737,1.286754566385835,1.2636837982501392,1.3087489362101496,1.2519592335953467,1.3174106318287087,1.4512402231362689,1.317372891891508,1.3327178517943643,1.4060112336430026,1.3248847112904845,1.3278986551291085,1.3938518551023895,1.321947166907599,1.3157263347090298,1.4271420978476885,1.3127981486329767,1.3483566285962665,1.4451673772164522,1.3490877014215694,1.3032690284603194,1.41076622335783,1.3057200532647242,1.261325529970811,1.3441220897451178,1.2606112783356513,1.267812465018802,1.343425593394416,1.2681552016345383
Kyurem (Black),Dragon Tail,Avalanche,50,1.1038418763876758,1.1393071262842558,1.104199749393969,1.151238739623022,1.1795398748753427,1.149382867533076,1.1200366389503114,1.1574712320052343,1.1279414480681176,1.1776760723470157,1.2668668659335354,1.1739549145390222,1.184923072843385,1.259276020826614,1.1891110220672776,1.197135943682221,1.2426828397801488,1.1898065754870502,1.1727824904774982,1.2590945603952903,1.1620416384140273,1.2038891558460847,1.2549470174986277,1.2000661618084847,1.1720410738770224,1.2569472751372437,1.171401579565626,1.1430490399558897,1.2054140746134239,1.1393962143876355,1.1506420449427883,1.2064615099349676,1.1484861802560116
Kyurem (Black),Dragon Tail,Blizzard,50,1.280966631826966,1.2917058696568855,1.2817996370808993,1.3017599105373865,1.3106635529463626,1.294859358391313,1.267340570623747,1.2809300984066365,1.278029668466269,1.287690209283492,1.4077638154810113,1.2905339135515679,1.3148151049949057,1.401481185051358,1.3109249494220885,1.3329965589664685,1.387188511877025,1.3263396777759051,1.278096637424986,1.377757141800398,1.2806857484682437,1.3177054308188696,1.3814496273487902,1.336467612207947,1.3003631170856205,1.3653004094430727,1.299056317817496,1.25550711062719,1.3102612107617804,1.263051151690593,1.274833850260758,1.317429644915509,1.285280381578142
Darmanitan,Fire Fang,Overheat,35,1.3557170250226325,1.326023407882299,1.1218062219841842,1.376222694580495,1.3343934919976792,1.2130341072018038,1.3990505748906379,1.3343843861961893,1.244520581463594,1.366277057314977,1.3912045522356251,1.1396568596109857,1.3240992275858792,1.381528631600807,1.1234116538327028,1.3596572646733736,1.3598632706764204,1.1493301768661215,1.3224405406781203,1.3623273850091198,1.1216664956838174,1.3580804535202653,1.3587781777495007,1.183314781429786,1.379863365433931,1.3718344057836962,1.1926209514224988,1.3102185825767787,1.3256636593575177,1.137259804523539,1.3253038902275536,1.3340600768482278,1.1346806466265682
Typhlosion,Incinerate,Blast Burn,30,1.6306282937006755,1.6157863813408422,1.3573832353758188,1.6373205980822194,1.6855477370211087,1.3920023727541362,1.6756293161209705,1.693490930091703,1.4169416850431231,1.616507936930793,1.6704759583280053,1.3708847928477048,1.5779971921919311,1.6467600777424989,1.335211748780904,1.6390254655729941,1.6660397499925812,1.376039897794441,1.5719418142040524,1.6429513021478537,1.3256515638947006,1.6383670179417706,1.6679795391849712,1.4537380954139456,1.6323144043506388,1.677212790781889,1.3797944033127258,1.6032221497360906,1.6186523558384462,1.3379477250567324,1.5974578263786943,1.6174605077239312,1.3495679913210576
Typhlosion,Incinerate,Blast Burn,45,1.402154932082568,1.4157927763910731,1.1657430149064625,1.4249147456323528,1.455740588631724,1.1858045596033693,1.4254441270253067,1.4664688746569812,1.2088364024445633,1.413730499552449,1.4759152600770074,1.1919650785701092,1.414258795321881,1.478075902425484,1.1926435979616958,1.4253911908487507,1.4685157404970566,1.2046960660988248,1.392917307924617,1.4891022064939199,1.1616786503530239,1.4202817130715821,1.470310896318344,1.2237094778677398,1.407946472297728,1.483301278648046,1.2060604551872567,1.3908275622695312,1.4226520600644244,1.1668848519269006,1.4125542844434658,1.4372907675984656,1.1713311352565103
Mega Alakazam,Psycho Cut or Confusion,Fire Punch,40,1.404173169966446,1.4026772777869927,1.2343391215199435,1.4690860119178386,1.4705382928194635,1.4887572010876162,1.2978100425784087,1.2377009301687953,1.1759536903242804,1.2464387707258857,1.2324229572481993,1.1300854343378373,1.4637247418240629,1.4913532391646005,1.2978249905249823,1.2172180917267508,1.2325602684998376,1.1138900406867585,1.4165967342478183,1.469565284127967,1.292748191000012,1.4685871867275941,1.5009570950315334,1.3349966295019031,1.5085199643082923,1.506181555682717,1.3466683496058538,1.2178847861811228,1.1981295736148585,1.1371092942395713,1.2280517149921932,1.2015907235656176,1.1346971596326798
Shadow Alakazam,Confusion,Fire Punch,45,1.6679293726655569,1.5379777052561316,1.4756002853791164,1.7827473368706057,1.648414110813924,1.68538481397791,1.463043127775113,1.3854442041176,1.3583930212033974,1.3781120796214996,1.3741920323444583,1.2475375800974668,1.6568002559503199,1.6353388113084444,1.4627587291129887,1.3710114264586641,1.3583552334060618,1.243041826436849,1.6078400391419196,1.6068696428204414,1.4910970473502239,1.6719192855608351,1.6095179666851396,1.524457582988578,1.7444431442309178,1.6669764787609747,1.5459845539525299,1.388914638863034,1.3257558182144003,1.2757968806333762,1.3951291182221703,1.3329817775491482,1.268879205213604
Mega Mewtwo Y,Psycho Cut,Ice Beam,35,1.0895038740015226,1.108064008457454,1.0894938817355366,1.1750012273176267,1.1876329181992653,1.1804044219879453,1.0355182629966713,1.0551762111953429,1.0582354345005442,1.0583588632908516,1.1150561925464957,1.0605571924328319,1.176310750963817,1.2586828786903277,1.1759396195562988,1.0730771579558476,1.1057349069381057,1.0721551493308643,1.173600910073919,1.239170736940126,1.1936126242057428,1.1872023601517432,1.2298796615588379,1.195042263540151,1.1889056524233452,1.2355504834056534,1.1941093854398703,1.046780170220901,1.089137748225151,1.0418873563327693,1.027268055426382,1.0641907701359643,1.0310588911960414
Emboar,Ember,Blast Burn,30,1.8193501729661241,1.5669592735222935,1.5240099163247645,1.5854501090739204,1.592788539376935,1.353239935710735,1.5923530478438124,1.5604810827243882,1.372447281440835,1.5483215495929417,1.5950995357543725,1.2939543728599237,1.5702057917025192,1.6128758301725548,1.3048445106973423,1.5849351178479225,1.5992731814900285,1.3120941678875597,1.5281184691742205,1.586080592671938,1.2770961926383253,1.6014305451144097,1.5896176918881928,1.4195852305453918,1.559017924450143,1.5851439371184377,1.3383656677244686,1.5481604216648897,1.544740329591289,1.2850592638341987,1.519090053366917,1.534792913050785,1.3015786268712517
Darmanitan,Fire Fang,Overheat,45,1.2312570070765227,1.1970659709384934,1.0294498058502717,1.2416856648641832,1.2432072390100826,1.081547239020872,1.2688336472330404,1.2696790647833356,1.0782853802510326,1.217101763742665,1.2590939262677068,1.0432705695977722,1.23916511705715,1.2818413545392353,1.030778267021411,1.241118569058013,1.2660921337214985,1.0307338958129795,1.2254685500969484,1.2685010741567502,1.0312528536285928,1.2574724157281139,1.2798081701028676,1.0947494248092848,1.2553205217329753,1.2710990926974535,1.0633089771916393,1.222790962365707,1.2251455137688216,1.0262376478685662,1.2217567735846506,1.2292213312150695,1.0252564043263122
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,1.4247619342628803,1.4323029974799504,1.425581949571032,1.480813593800005,1.499583431313941,1.4820707027264073,1.5022845295543361,1.4747619943038852,1.499295024496914,1.5023243361323049,1.562152659377975,1.5033853833667223,1.4899446686516133,1.5794179885342385,1.4897322147330887,1.5317003481134812,1.5665161646540215,1.5260097473607916,1.475442512429788,1.5510211231604638,1.459300091029939,1.4891404360661131,1.5356305076182029,1.4870871913880122,1.5238390386834602,1.5641173581384722,1.525429890388613,1.468990044843211,1.506969790225062,1.482591764136285,1.4568917975917177,1.5020451082852302,1.4662971471782034
Mega Abomasnow,Powder Snow,Blizzard,40,1.6294248251853065,1.6407551555096354,1.6283831314562527,1.6466203988401655,1.6698768540363584,1.6776403947964609,1.6898242697935302,1.6654031910176084,1.694253724814702,1.6521438948325593,1.7321139337624143,1.6524669042950713,1.6637106562911277,1.7739587080363477,1.6667532863804089,1.66466187001892,1.70966595519358,1.6770808009852542,1.6225009151123486,1.7123182273816355,1.6282636730706175,1.6623457550833307,1.7355483423538491,1.6705767949309358,1.7116183223380617,1.758083155598284,1.7167667539427942,1.661406621895049,1.702920571722659,1.6957491993689062,1.6571938278126104,1.6844533331713838,1.6655811872678927
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,1.830335520307282,1.8757316836768338,1.7579668336707386,1.918903167066911,1.9853714528497537,1.8420705660580712,2.130089055006022,2.1371862385564033,2.1085990754958126,2.213589396587244,2.364560911370644,2.1398649620647032,2.009277510311454,2.1482531614530966,1.8692576700289993,2.246376625949355,2.3392419322813125,2.166546802031783,2.0006544971972544,2.127459735707055,1.8614793288673133,1.994848351452146,2.0913623814226,1.9124565166075524,2.0037795758357255,2.099512171550963,1.9395488394540559,2.092066878375722,2.206773421851306,2.1149154215820927,2.1060541212307484,2.225926252584446,2.0476437655796773
Mega Abomasnow,Razor Leaf,Blizzard,40,2.340215872914364,2.2841770469656484,2.204927386203079,2.2300154477179777,2.2879998666884296,2.1510010086482882,2.7189933958719426,2.6315154300224877,2.6834238497410876,2.711919515365927,2.832698192390208,2.616766255700951,2.3305921072456632,2.459486959431082,2.116393683413355,2.715247113824962,2.768767885886882,2.605647108050378,2.295774717507571,2.4235199353138492,2.0993310335778808,2.3001842590562807,2.356490815606356,2.1853049572688055,2.3505978921826443,2.4168820627490577,2.2507712232527406,2.5614586118852953,2.622626286407954,2.628568655397195,2.6740486898461695,2.6794877071036,2.530621489185825
Mega Abomasnow,Powder Snow,Avalanche,40,1.42759988768693,1.4392093020002517,1.4292840841188919,1.4714667983158385,1.4878838424638472,1.4786077188957703,1.519209304570534,1.4823113409131818,1.5119895275147421,1.492278852847989,1.5398040897659948,1.4949829193484223,1.4961114113996732,1.5563014593335338,1.4976589258799629,1.5072777521193241,1.5365070249994817,1.5028714005807353,1.452571424507979,1.5389092285730812,1.4465231410905086,1.470867566306862,1.5217211919975109,1.4776220115957004,1.5169196071202553,1.5466298437164039,1.5225383735630877,1.4470558106233042,1.5098290593385975,1.4863617844223822,1.4428213403008925,1.487637748974162,1.454120915166211
Darmanitan (Galarian Standard),Ice Fang,Avalanche,50,1.2316653909873756,1.2319423266391811,1.2346264990897045,1.343319432924709,1.3269273846961316,1.4606113762123847,1.3621237854193,1.2940724908888641,1.3660062203425112,1.2310898494664906,1.3147784932085873,1.2384311552505578,1.2631667446422026,1.306717645505019,1.2883876834584702,1.2551081869512497,1.2971157670097313,1.272330334636014,1.2499480764256043,1.2958492749908055,1.2630779115510202,1.2864371550061129,1.310160714108904,1.3364873181965324,1.2694255617124712,1.311712362962716,1.2982445781425225,1.2676117116675472,1.2620710805310356,1.3327585633055599,1.26800933674722,1.2752238691173265,1.3103134566706887
Kyurem (White),Steel Wing,Blizzard,30,1.6453123282579283,1.6302241565028668,1.6466045280952541,1.6397621059823388,1.6649567339816167,1.6651912880169502,1.7173187333937334,1.7063672703663595,1.7024354796162953,1.6600124497392839,1.7417241867709532,1.664128766889732,1.714730591797295,1.8025843681235092,1.726000051314044,1.6719635110434914,1.7434578141983967,1.6804586578147485,1.63976078820116,1.715773519037762,1.6469755417634206,1.6541877660772082,1.7250072510620027,1.6619721153488591,1.6816866542978917,1.7888340146094703,1.7364891679512158,1.606683837080979,1.710790062583094,1.6221440960537612,1.6415287645649532,1.7245971482442097,1.6120817445910227
Kyurem (White),Dragon Breath,Blizzard,30,1.6300875122655065,1.6039134210121364,1.6305035902211686,1.579949508242749,1.6009848032602352,1.5951634514341573,1.602526968057311,1.590669754380602,1.5906145328357864,1.5868566894704688,1.680660635380703,1.5919082022647515,1.634641026404864,1.7295796363831728,1.6463734488048565,1.614556352094278,1.683034672368534,1.6245016986329244,1.5821113768692376,1.6546308760684223,1.5818845391410958,1.5820357885909293,1.6390881732687266,1.595748124955835,1.599017271897247,1.685911727318241,1.6247774372196793,1.5429673250043323,1.6412418508436528,1.5589342035604044,1.5538352530039317,1.6114774052629117,1.5410425904737974
Emboar,Ember,Blast Burn,45,1.331277591144454,1.3451033899761584,1.1127778099750794,1.3574209677880522,1.3786436422878927,1.1458974652998795,1.3513198033006897,1.35555200260639,1.1259833038203926,1.3500405815324725,1.4333377289260192,1.143601571046986,1.3599929882285928,1.4266987660694321,1.1265537952848592,1.392762589768147,1.4390805991039541,1.1551608112878458,1.3695956014250168,1.4173675662677057,1.1275446995851575,1.4030273623295615,1.4315747603763076,1.1941784574971337,1.3771854712447054,1.4261408061252365,1.1640444784419235,1.3489531747422756,1.3520455216550358,1.1440891676699319,1.3734376333941276,1.3663802497988486,1.1360408779833246
Frosmoth,Powder Snow,Ice Beam,45,1.655193580168949,1.664254467042509,1.657207521378453,1.6432181964539003,1.6924800585611834,1.6863018705039938,1.6160227281487762,1.6784337158787,1.6326567311459905,1.6228705795433558,1.7282640161686773,1.6282449686003724,1.6662436414925361,1.7384672977146138,1.6694590346037461,1.6670328868304076,1.6974785346442405,1.6766278627587552,1.650471570119459,1.7016014401062975,1.6563072378817747,1.6650607307283738,1.7059991963439878,1.6709530148275793,1.6788183945478943,1.7207497162909624,1.6888739561905568,1.6347207222657338,1.6693759610811227,1.6548881165900535,1.6418590246871827,1.6622491745469332,1.6435128939881707
Ho-Oh,Incinerate or Hidden Power Flying,Sacred Fire++,45,1.2290258839658104,1.2572828630639885,1.0173821961801564,1.225250877809336,1.3107601798579285,1.0241769284306885,1.1977715634685766,1.274813830491477,1.0218173703684712,1.2753964025403863,1.3696622408820314,1.083244355881392,1.273911199496778,1.3475199560834434,1.0640431988486367,1.3075780763324425,1.3661351108359272,1.096057230713318,1.2681194846649195,1.3185953777742472,1.0850824893241229,1.2774352272056944,1.331292016529938,1.073932998929265,1.2854834810129407,1.3363745722866696,1.091329877023321,1.2346519269333234,1.2820539767915764,1.028639090275183,1.2115067837355624,1.2882957482330213,1.0234788709573341
Calyrex (Ice Rider),Confusion,Glaciate,45,1.2388946955056785,1.2598780044245752,1.239765921177009,1.3659243158326133,1.3358696299159316,1.3843470277603962,1.110150474100844,1.1056170282797995,1.1102905809641699,1.1009645439949989,1.1521444498316358,1.101276275876277,1.334675189849049,1.4102542335377917,1.351055149338505,1.0890610468656783,1.1367661021819566,1.0910256200202089,1.328100839006914,1.4131476647486234,1.3367801192069875,1.360065001380548,1.3881911073227164,1.3811157382377746,1.3429024156631364,1.3897777287798616,1.3551445375498938,1.0862845946166177,1.1130665880122002,1.0865598087371713,1.0826069919407173,1.102614700578926,1.0819034277936608
Calyrex (Ice Rider),Confusion,Avalanche,45,1.301306488777686,1.336248893356542,1.302494169512797,1.405822179029167,1.4276836581174428,1.3899753655323535,1.1822915147864694,1.2118606828299041,1.1878833875158081,1.1935845658752826,1.257958908756376,1.1946300287356322,1.4129249056846147,1.4860748665016925,1.4181450592926892,1.194231006974071,1.2516631432918408,1.2022076327401057,1.3737731185649997,1.4938784382186645,1.3828652724814765,1.4185134311793182,1.4680435143060155,1.4418905228805075,1.409400039518212,1.4787300214241699,1.4345119044521062,1.183598773029672,1.224281210922456,1.1810300969742022,1.1723047237490587,1.2147781937240927,1.16389532860451
Blaziken,Fire Spin,Blast Burn,40,1.6338998615071931,1.3942367607471815,1.3785243721359668,1.4013257907596979,1.3990765176644124,1.1696419703186345,1.3854899567177053,1.3709053517805136,1.1934296752369835,1.352260355838768,1.3725120501399488,1.1406357447821207,1.3571344860166645,1.385033897403251,1.1336853109415834,1.3874438768267423,1.3841198244572206,1.1615482347932224,1.3309937300603716,1.3872458444013291,1.1361220621554886,1.3807560475050429,1.3769179433927254,1.2275461790168762,1.3639352040564707,1.3889619247615919,1.1550503501572873,1.3431518066726553,1.3384610667768877,1.1412620992315285,1.3353328626637317,1.3475685414977256,1.1434478786135527
Mega Glalie,Frost Breath,Avalanche,35,1.4829596892005585,1.4387778859163007,1.492002340188694,1.5368018758088833,1.5058223408732494,1.666084727295418,1.5665635808632796,1.4900756241878077,1.5732960843483539,1.467541434011054,1.5035989470113524,1.4699691553713254,1.48944328911314,1.5094758959165213,1.5170201624588864,1.494241055209036,1.5155664575022105,1.5130196137650969,1.4686180853950495,1.5266809991630654,1.4916513396368911,1.4972048941935159,1.5083847368829635,1.522300035254691,1.5212223542569303,1.5275939650297508,1.575734229731774,1.4695165029279824,1.4478885194264015,1.5369173198479615,1.4774867270750351,1.4638973670433757,1.5425401916936168
Mega Glalie,Ice Shard,Avalanche,35,1.5196716741242275,1.4794282225557418,1.5173117507049543,1.5895107171652971,1.5581268117920557,1.7284616546111806,1.605201484060163,1.5328400599711005,1.6256402431155745,1.4969611358566701,1.5545534122231222,1.4996152746401832,1.5331668669004959,1.5486010810043846,1.5566731073253899,1.4993068780225625,1.5188772879069092,1.5128165179692117,1.477366091161233,1.528991002023957,1.500274121784825,1.5420650450497928,1.5512708217877795,1.566687258510931,1.5389746343017743,1.5467240386355723,1.5928308145412495,1.5180431990747716,1.493636841638424,1.59189029931708,1.4980470709844411,1.4792979653242653,1.5560936634586606
Mega Glalie,Ice Fang,Avalanche,35,1.4964307625897555,1.4709051693988853,1.497857158559275,1.5807293569520995,1.5622135547056675,1.7323766629704276,1.6111757178046664,1.5436812475007853,1.643383034399587,1.4757771763067786,1.534264754983448,1.4744719516786726,1.5083417177841218,1.5339818647902488,1.537992005685183,1.4814592878631414,1.504265802281671,1.503125596864584,1.4627935394672498,1.5028282413253375,1.4826774067021171,1.501529729773488,1.5336658108806278,1.5487284751180288,1.5206174068635507,1.5325165245190824,1.5856154762064032,1.509806581168737,1.4881469872284316,1.565553376963827,1.5033433424779303,1.4751136246189693,1.5471528247340907
Mamoswine,Powder Snow,Avalanche,45,1.332970281002504,1.3505432795016654,1.3375240064190317,1.6169228488658596,1.479861830709531,1.6790446020113141,1.511296115855639,1.4269026796945938,1.5878224510857781,1.394663994679113,1.4659461446656152,1.410579658795448,1.4221233613729571,1.4462842691287305,1.4264582788408606,1.3805271164281079,1.4305487653904416,1.3888364911563502,1.3988588173947398,1.4562616838882385,1.4770992972127945,1.477993651704489,1.4518449981766317,1.532758964507386,1.4756036758748692,1.4635701338280995,1.5253941392207304,1.430365958049603,1.4011353197302423,1.449772849158036,1.4284021833643463,1.399655901978649,1.4487853794137455
Crabominable,Frost Breath,Glaciate,40,1.4884985021593287,1.3712824274011912,1.489495780266074,1.597337556944391,1.4563339569925124,1.7729774689659474,1.6722220043526979,1.4599437661998562,1.6447644109796855,1.3934707022647514,1.4784753598170015,1.4111990377648012,1.4728365318800554,1.4562608902435643,1.4859842920478556,1.4443571254990175,1.493316434272112,1.449595956691076,1.37164696201345,1.443454663803636,1.4054722981335004,1.4392873488875615,1.4428025940821465,1.5021438083703236,1.4629367924808596,1.4666108647385234,1.5046127379868222,1.4196670378051337,1.3923005628068101,1.4619960713208884,1.4026450863449496,1.366530701632309,1.4352172844644007
Crabominable,Frost Breath,Avalanche,40,1.5270611047049583,1.4750882816699873,1.5266908412888422,1.6171693314095066,1.5747317749026941,1.713968816721347,1.6365543331399324,1.563517429729537,1.6368934554341186,1.510645992285069,1.5670620924086784,1.522131587173039,1.5587103265381255,1.5761380740392779,1.5781652026379551,1.5439704002142098,1.582735299128622,1.57087185108997,1.4915661372789062,1.5539717697054407,1.5245862785960143,1.547398562778716,1.5695827971299439,1.5895426091689997,1.5656098753155443,1.5945011467375263,1.576725666066367,1.5289233055009541,1.5084807954288157,1.5915773920437115,1.5286218191890784,1.4838808566059538,1.5785287106041188
Mega Alakazam,Psycho Cut or Confusion,Fire Punch,30,1.588444194193694,1.5304104623021781,1.3941737095488091,1.8065677887236995,1.605035400995389,1.5828163663689676,1.4423982306313157,1.365318758197341,1.3501240347961094,1.376451966383928,1.3503186138698267,1.2378678755878552,1.6378754126002153,1.6359248934587851,1.4371980672169207,1.3642205611635605,1.3428280178705052,1.228330729232607,1.5849596288247076,1.6054601399954955,1.4449734554546896,1.6130293416364672,1.6146158188517161,1.4586064744073874,1.689598876976788,1.6463700700856487,1.528978419597797,1.3620061545261868,1.307145844629119,1.2494659918078466,1.381893118173512,1.320384922575927,1.2527148070089198
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,35,1.340272129371866,1.3702098575702406,1.233923143486941,1.4235430271185343,1.4269340802457728,1.4542910051314764,1.258341972697932,1.1978076795320298,1.1590832988931894,1.2096054578165183,1.2053784294502936,1.0962019193200063,1.4067862306855574,1.4533871315742029,1.3010222170869914,1.1828017526779921,1.1922567865973732,1.095384010428166,1.3753464353891656,1.4496263497202542,1.277693974983547,1.4200438543713898,1.4462166162895378,1.302593808004263,1.4296227817129465,1.4549349849018116,1.3331682005705248,1.1808774552809844,1.1643027971795223,1.1120403800401066,1.1875934922830045,1.1741738125630328,1.1217110747576262
Mega Blaziken,Fire Spin,Blast Burn,45,0.9595122375281532,0.9508742733124561,0.8000101921113059,0.9772000650013789,0.9776380630428257,0.8322175582487343,0.9588865124351547,0.9535403294924613,0.8128364785313047,0.9513482703564782,0.9890898947544152,0.8112878376170383,0.9753230244910913,1.0076948680962163,0.8110771007289521,0.9679445951552383,1.0092018688112985,0.8211609412159923,0.952430331137555,0.9792421907160908,0.8045826034042265,0.9904458046127689,1.0123159848496748,0.8345486649708767,0.9709000546560093,0.9979629925360782,0.8190135699578949,0.9561201859047939,0.9681213316192431,0.8070178289104678,0.9730731766710196,0.9774575816192483,0.8068608531356538
Blaziken,Fire Spin,Blast Burn,50,1.2900209737663049,1.2625174115234807,1.059556902957111,1.2825764714789067,1.2972194047698329,1.0955094081463799,1.2572385473532708,1.2696795675591608,1.0789198833426012,1.2534922761888525,1.305146373236435,1.045440993386187,1.264650047689344,1.3025507040441837,1.065820128433198,1.2755266128706089,1.2957684556687799,1.0692984945635842,1.247811209959336,1.3010246136387424,1.0521645691566075,1.275375774012368,1.297782789241098,1.1013386268370473,1.2669015292599695,1.3054286812464824,1.0759236826969447,1.2593963586676462,1.248615198817035,1.0446727967089728,1.2578990285820506,1.2630284636704603,1.0513810808617507
Mega Houndoom,Fire Fang,Flamethrower,50,1.0753281959763143,1.0672977115712436,0.907518580618601,1.150109967059934,1.1471189685280994,0.9821013631887313,1.1664548304522604,1.1479705286218547,0.9722751812758238,1.1384172136737565,1.1884418556327523,0.9488146551724139,1.1475996822661936,1.1936649712942693,0.9576776227890836,1.1601041304203612,1.2106285348562043,0.9676035967869022,1.1480935354521156,1.196149746634637,0.967035186015609,1.1810068263673095,1.2068037231611128,0.9762260309787817,1.168544985986201,1.224711952369961,0.9646504306312846,1.1347080157875122,1.1628931978697057,0.9535345077616908,1.1145239356298802,1.1449336088167563,0.9488126717432909
Avalugg (Hisuian),Powder Snow,Glaciate,30,1.5724173489718956,1.566035038879907,1.5707604314260761,1.9701217241334044,1.8005658908320903,2.034244169851648,1.7690283052734146,1.6620545364289578,1.7467288566844217,1.6262468387252604,1.7102143362033446,1.6354956319352685,1.651383059856455,1.694614969890882,1.6962594300318372,1.6199292361359279,1.6712854556897472,1.649841582758558,1.6279503972251,1.7047284533643048,1.672354787648407,1.6837394922492412,1.6896999893858577,1.785973096713541,1.6939765134019746,1.7246579775146607,1.7933611849984263,1.6972369230254667,1.667796914735924,1.7267649749124931,1.644776138955699,1.6357529920695555,1.6982069058749296
Avalugg (Hisuian),Powder Snow,Avalanche,30,1.6980634988518883,1.7075542530081715,1.6978352255354354,2.0921588160398032,1.934227044350014,2.173812032963683,1.9163367619292784,1.7971272730076084,1.928678651501607,1.792412940624867,1.841165480300641,1.7965039498174278,1.8274308693924985,1.8811194795860509,1.8509635244965152,1.7748572766808424,1.8569953990083068,1.8095908741403004,1.8117951889675563,1.8643888918325495,1.8407376494954502,1.8349592494024427,1.8530953705666,1.9008725560179818,1.8507980704981797,1.8716773922992775,1.9544200081448688,1.822118322397291,1.8108315266907364,1.8565499271959784,1.7957309952775924,1.7887508375075616,1.8507968066708436
Avalugg (Hisuian),Powder Snow,Blizzard,30,1.9018842415970039,1.9414736493953677,1.9022279255855965,2.4073033520966574,2.2444687237209417,2.4724438570370078,2.184204828189769,2.054644358168113,2.1386118594091315,1.9883615805663302,2.0955579649915466,1.9910904888254268,2.0665379568090723,2.1195398542233437,2.101338866066384,2.016023233994061,2.0722729554333856,2.0393783110051316,1.987864452544281,2.0919100816373004,2.0553024440892584,2.0055597334473165,2.0571803929735344,2.164069900076447,2.068882828877769,2.1182373161395054,2.1988977839676225,2.075844558618755,2.0388860861768108,2.1002567364419007,2.019297172333016,2.0149577378047643,2.069060400594887
Pyroar,Fire Fang,Overheat,40,1.5608690373650793,1.4620693583166628,1.2771458391205206,1.5625442561145444,1.5504920869332903,1.3724930876092591,1.5295153710301241,1.5164690087305348,1.3265227320033908,1.491831523592345,1.5334868682778513,1.2631323881477061,1.504922446054389,1.5632969238952457,1.2574405794560952,1.5151675070558204,1.5416420511644209,1.265031145518264,1.4954808062285048,1.555120158739147,1.2632454978683798,1.5220413739969902,1.5418966894680974,1.3120014985581894,1.5402880757605635,1.5727592809702537,1.29491924911935,1.4977453297134353,1.4923596356339492,1.2490071321872143,1.4844713066611468,1.4874365471685858,1.2529336960788198
Shadow Entei,Fire Fang,Overheat,50,1.0640324388922973,1.052720993950682,0.8671376354701461,1.1022463179422208,1.1148965909222373,0.9410293511436952,1.0986116013175409,1.0788639076340478,0.9256753201089885,1.0897178651094725,1.1687580363866277,0.9133540325788898,1.1007520262590151,1.1427489553373236,0.9037122955854251,1.1057309197251437,1.1486809944338279,0.9370544418411713,1.067071339565781,1.1411156140930683,0.905371226023341,1.1064304640005616,1.1410040565632182,0.9448915901323375,1.1065293167009118,1.1518158855497487,0.9388137013603716,1.0688436006322743,1.0899472082719666,0.8902712808507143,1.0739664697539617,1.1098661119960147,0.8964271230675633
Shadow Mamoswine,Powder Snow,Avalanche,40,1.203176991008959,1.191225841198912,1.20466708767414,1.5270442361238032,1.3237915656814538,1.5768460580446009,1.3929806461473797,1.2691020457277966,1.3677744829202025,1.2092735905687453,1.2426989427489592,1.2092264378472075,1.2505773260458208,1.28340493479242,1.3078250301297816,1.221546990507798,1.2739720581156915,1.2381405334455557,1.315606574448086,1.2542677058955087,1.3141557495635166,1.3119172240112602,1.2631454827988169,1.329556276933063,1.3309030065734921,1.2863676638438861,1.3300239794372832,1.3025696105964486,1.234513877195741,1.3590831070897067,1.2936721078061513,1.238959656395901,1.3342004374001755
Infernape,Fire Spin,Blast Burn,40,1.679003201522022,1.4880773281480133,1.3947323771400935,1.5039621529410996,1.5018666317243294,1.2836956532815416,1.48459511630378,1.4805035266372308,1.2664382556092184,1.4630225205305258,1.4895009714703837,1.215095220081554,1.4629196623535892,1.484489985754326,1.2466566231191811,1.490339406920404,1.501212582498358,1.2507816025869223,1.4371008009368529,1.4972666736678577,1.2190577772582287,1.4957556493537678,1.5105960971241417,1.312606224067153,1.485547016483189,1.5075006044299424,1.2465372877060372,1.4700379767941998,1.468290122836394,1.2109376052895675,1.462324668341318,1.4715420448749015,1.2249782225558015
