Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,25.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Exeggutor (Alola),Bullet Seed,Solar Beam,45,1.2850447423458018,1.2994840058970756,1.2849610176811073,1.2723928408309355,1.2913610400451385,1.339313180655284,1.2321548464610057,1.2893565143644652,1.267639562519492,1.2967511587641283,1.2337600927867243,1.2890395681848597,1.22187970399214,1.28078382592863,1.191376934439719,1.275406715641079
Kartana,Razor Leaf,Leaf Blade,35,1.067471800322282,1.1017365515822677,1.1776196882480792,1.102335029350034,1.1046846860773385,1.1527991405096654,1.0560178804904767,1.0835895261316653,1.0980029466484562,1.130039682966436,1.0909666770754338,1.13117723156533,1.0863867030817627,1.1297062455495164,1.0892543794426435,1.1499370470610395
Celebi,Magical Leaf,Leaf Storm,45,1.4007559913600989,1.455214797545171,1.3839211929815831,1.4248335231947906,1.457740437010643,1.5285169927113362,1.3547740202834022,1.4189989045549312,1.419434974781421,1.4859711572585415,1.4191907927019671,1.489128786189053,1.369829552112346,1.4341959384548824,1.4014513874431194,1.4861354826557218
Shaymin (Sky),Hidden Power Grass,Grass Knot,35,1.302300545136627,1.3552799396578326,1.3982985332980267,1.330598854433428,1.377348719653112,1.450204438123652,1.2684458814799109,1.3376267712640022,1.30746233344446,1.3747728177057008,1.3119775170629433,1.3831734844091537,1.3037686018946666,1.3579315504358094,1.3083008654789876,1.4016595782648782
Crabominable,Frost Breath,Avalanche,35,1.5776116844378922,1.5356910206740495,1.6961707224746796,1.488532782646248,1.4893529861878665,1.5656482118427255,1.4201296865613624,1.4858652249196083,1.4688719928592169,1.5398389022121373,1.4813935852254985,1.566275594414953,1.4351964522322274,1.5063140531624348,1.457752133955923,1.5546798322576807
Crabominable,Frost Breath,Glaciate,35,1.5768196934892174,1.441834950457709,1.886886408348454,1.3858654216968105,1.384544632436485,1.4387033444376598,1.3366991766493515,1.3803314604756352,1.3911299428952435,1.4526439179670276,1.4020609358968639,1.4446000802962038,1.3412923753639256,1.3947342328943693,1.3525364581784294,1.4449037860988014
Kyurem (Black),Shadow Claw,Glaciate,45,1.1293962354715947,1.1776716837521857,1.18304184712391,1.1709659475626941,0.9974957296006306,1.0456333717218405,1.0829711297218982,1.1766935227393194,0.9937087980040221,1.0281867357802703,1.1854217781148235,1.2335816567783378,1.1238383674499517,1.1933064726931848,1.1860333700145733,1.2486789796666964
Kyurem (Black),Shadow Claw,Blizzard,45,1.340079541948092,1.4131484211609011,1.3938822550920487,1.3938875866150338,1.1700121348905153,1.225832631261642,1.2877751864023463,1.371196862079932,1.133642337100885,1.187445556905804,1.3968327608511397,1.4899228264263729,1.3193081131752342,1.3905789459452151,1.4103044542922007,1.5031873023426425
Kyurem (Black),Shadow Claw,Ice Beam,45,1.2267236945863476,1.3107741625809992,1.2260299169526436,1.3075009196877148,1.151979842169131,1.227834501735212,1.208991483798014,1.294153503657373,1.1117037865508081,1.1755729295492918,1.2840433599500378,1.398572511932908,1.243845938905564,1.330025328321751,1.330339351039467,1.4474020759599084
Kyurem (Black),Dragon Tail,Avalanche,45,1.1004234237323003,1.156718208934755,1.1083596503231792,1.159462298135211,1.1763655616444708,1.2552500792246035,1.0909396091734689,1.1662956288208064,1.1453106348199211,1.2054158108122641,1.1443101217825757,1.2226970602667617,1.1221978854006112,1.1967677095445408,1.1779535833605965,1.2339470005650894
Kyurem (Black),Dragon Tail,Glaciate,45,1.0640175540850962,1.116465526108273,1.1147059398497576,1.103506187232424,1.119254283925521,1.1900540273150975,1.04837626771264,1.0959751227958585,1.0870874423306485,1.1471065847914226,1.1179105143417942,1.1655261631797296,1.0572095580613468,1.1154016026247713,1.1276903706788013,1.1917734883859263
Kyurem (Black),Dragon Tail,Blizzard,45,1.2441183529331095,1.298522302602256,1.299658249376656,1.2986914665420275,1.3088600159222128,1.3886565825984123,1.2372345312555213,1.299719071345277,1.2718014346091389,1.3514254680761828,1.3000312263014675,1.3648570281482804,1.2573032998927378,1.31862307671507,1.3020749685235304,1.369271034708384
Kyurem (Black),Dragon Tail,Ice Beam,45,1.1778876812836425,1.2413189563547846,1.1682681969322417,1.2407822410523714,1.2532095626028952,1.3368552856336808,1.1651825152832256,1.2440987314039365,1.209943325411079,1.284684955961586,1.22179595842441,1.306553062407994,1.1963350549381213,1.2704361699250968,1.2512962357116657,1.3236772447431817
Kyurem (Black),Shadow Claw,Avalanche,45,1.158297048033737,1.2242362944423493,1.16025491788566,1.21768252913233,1.080631323475989,1.148200248881194,1.1310381992296548,1.2139298208417257,1.0403497263058277,1.1044984782819105,1.2063612436989783,1.3068474818218316,1.1725751061355831,1.252372840107082,1.2549941012600503,1.3563037206674002
Simisage,Vine Whip,Grass Knot,30,1.7847156032502487,1.7070919189494977,1.6660600578292526,1.6039957987598876,1.646124950726161,1.713639771523972,1.5874500865754972,1.654766952895862,1.6887199285921688,1.721423424779808,1.6243119061426594,1.6992014988624704,1.598640743444832,1.6677392895450818,1.6020085457375408,1.6839266771753463
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,30,1.7586656152501114,1.5162735283025337,1.4944543275083482,1.5085793090701645,1.468198084696898,1.5236012026681298,1.4156683981766138,1.4390084455281105,1.4663340036779335,1.4547517394904665,1.468849533835928,1.4769237632154169,1.3845758632811445,1.4263630873511624,1.3413635507440345,1.443714124260179
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,35,1.4140878389961258,1.4036188157849625,1.4358075746724221,1.3829295297063573,1.3666591950780265,1.439746790437397,1.3397381532916357,1.4186278667090708,1.3142267198640671,1.4046802241173497,1.3745104162019894,1.4485524378819645,1.370145029429527,1.4335199156323517,1.367248609582726,1.4589021403999247
Mega Abomasnow,Razor Leaf,Weather Ball Ice,50,1.2335053313676416,1.2856978777385402,1.3128893122513066,1.2734680312995943,1.2750523655307273,1.3449323305946095,1.207692851337503,1.268490052652037,1.2616817404583436,1.3247228107154765,1.2714636213587902,1.340910915822813,1.239627556492974,1.30074001964973,1.2891671375744778,1.365176615213792
Mega Abomasnow,Powder Snow,Weather Ball Ice,50,1.282339630404224,1.3428223677443687,1.3915612654192087,1.3296516205164113,1.3581183963394368,1.443696426777143,1.264691331849182,1.3246051097211915,1.298955768010582,1.361448374503963,1.2973903733773475,1.3758129990632109,1.2876522178055398,1.3563631774875387,1.3103926875452319,1.4035233818120534
Mega Abomasnow,Razor Leaf,Blizzard,50,1.351393698357733,1.3686272156889636,1.4609226022808255,1.3483581574967431,1.3435874446393927,1.4086520996452283,1.2946128838474857,1.3416551821619138,1.3537268650456515,1.402292793616312,1.351108533702101,1.4169781861979747,1.3035432609538231,1.3634298693923907,1.3450316747464532,1.4439718843252138
Mega Abomasnow,Powder Snow,Blizzard,50,1.4569324922000892,1.531071073473446,1.5490917750594908,1.4918312181996867,1.531376807673579,1.6480417996738264,1.393794833739708,1.4846461005689247,1.470657188639272,1.534805940615355,1.4560735156354552,1.5488602399964313,1.3982134970209927,1.5138674814995088,1.4283674865419504,1.564048419236832
Mega Abomasnow,Razor Leaf,Energy Ball,50,1.461917578084822,1.4930795076627696,1.5834747667902986,1.4527156112324526,1.4824353256710903,1.5299546294220854,1.4203858793596946,1.452171454821725,1.4657102605740588,1.5037263273360792,1.4737297586652987,1.525030111076415,1.428418196731655,1.468646061491036,1.4571374753393016,1.5370728370460698
Mega Abomasnow,Powder Snow,Energy Ball,50,1.6122381458497617,1.6454349093153222,1.727541403718915,1.6097111913998978,1.6535913865465028,1.7279311171055578,1.5562740732888087,1.606867733842185,1.5757794100250573,1.623893662554981,1.6055939688629164,1.657251193290806,1.5617298973346674,1.626637101935228,1.5694812082998741,1.675985684402542
Mega Abomasnow,Powder Snow,Avalanche,50,1.2815082113347276,1.3476565982103061,1.3679124066317037,1.3225287058083388,1.3472665579421699,1.4372270615787723,1.2495847909820135,1.3286070179158274,1.2809209889554454,1.3485325905771774,1.2933844849890708,1.3533211402060936,1.279332630269598,1.3524512587544957,1.2993784016893197,1.3850340540701307
Celebi,Magical Leaf,Leaf Storm,30,1.607943909212466,1.6577484828744815,1.589662887801653,1.6173121660022995,1.620912203680659,1.683526692894519,1.5324128061062228,1.5984310399660764,1.589652316990547,1.6641788637121318,1.6169068117946201,1.6993442476691796,1.5376094030267795,1.6055091353217419,1.5831028363521003,1.6727636835896063
Mega Abomasnow,Razor Leaf,Weather Ball Ice,30,1.4426543696643468,1.4881287071004903,1.5239429811388487,1.4592076290539566,1.4830150178931665,1.551078613994543,1.4277536308703487,1.4893105763454537,1.4915310742361836,1.545667673975932,1.4663603515189365,1.5351563545523486,1.462165256032377,1.527586237978061,1.462213365850757,1.5565932050481317
Mega Abomasnow,Powder Snow,Weather Ball Ice,30,1.5120427195117772,1.5600867418658073,1.6072853484416847,1.5283432647758717,1.5436044489445735,1.6229990956801335,1.4673663380331459,1.5321301106046148,1.55065761880693,1.6093970124856163,1.5128964625061336,1.5886603916670383,1.4971201427760201,1.5587824378284345,1.5518345576936423,1.642694980618426
Mega Abomasnow,Razor Leaf,Blizzard,30,1.5871755751362842,1.597684026468269,1.7197502714633786,1.5575617879084611,1.5789811329504786,1.6288655809675447,1.5430845612919184,1.5918230326159934,1.5785647456096015,1.645208470001183,1.5760717312753714,1.627925235312486,1.563127011167897,1.6272410156566885,1.5205266236405635,1.6243642744549862
Mega Abomasnow,Powder Snow,Blizzard,30,1.7690626392841224,1.8185860733020194,1.8321032325023858,1.7365036938568414,1.7250558436840597,1.8362562703375354,1.6331054100851619,1.747402735078978,1.7589017819695227,1.8256315398926732,1.7059553017798992,1.7907302493643216,1.6448176090424813,1.7611476163435278,1.6679653808404962,1.8510840793504446
Mega Abomasnow,Razor Leaf,Energy Ball,30,1.7435012171289472,1.742160661021017,1.8423806316432996,1.6879477368573514,1.7236723115807047,1.765603382310885,1.6808279444503338,1.7144598749072404,1.7402540140019573,1.761256949896222,1.7126377302939733,1.768755854931525,1.706218508603517,1.741912513633127,1.657377390476757,1.7393550050064936
Mega Abomasnow,Powder Snow,Energy Ball,30,1.9330133369904345,1.9399681146501184,2.035253807151705,1.8735966987209676,1.8955703785003746,1.9609596611505729,1.8221845294886745,1.8654016042969714,1.904147891640767,1.937195521954682,1.887924343132444,1.928848641655886,1.8473991148607845,1.8916470620048134,1.858122911895627,1.9608402978120136
Mega Abomasnow,Powder Snow,Avalanche,30,1.519751774265437,1.584263036993863,1.6214885256739489,1.5476131660182941,1.54271558753739,1.6235478709836988,1.4554312873246404,1.5308844835506554,1.531568928990074,1.5911686579844495,1.5087478253111477,1.58956149350939,1.4872321822918075,1.5528965324536024,1.5365176615213791,1.614093527248213
Tangrowth,Vine Whip,Power Whip,35,1.4505194226351699,1.5197380601364556,1.4949839254581998,1.5283183843352746,1.543055673641008,1.6269255443309965,1.4690625110427928,1.5587476589278773,1.4983922483788057,1.5728327615688216,1.5184815095686308,1.6095820136503545,1.5235571419557792,1.607438053775362,1.5280908901644707,1.6357156311651746
Weavile,Snarl or Ice Shard,Avalanche,30,1.530981931635067,1.5658638186992149,1.7608029984485267,1.5546614394045755,1.4225956298935685,1.4753630805617604,1.5294180006360647,1.57906639810594,1.5243958832955145,1.4981664103584373,1.5323905964223579,1.6036044073694071,1.5142911224682944,1.5683278800825649,1.49481010022901,1.5851550030237238
Zarude,Vine Whip,Power Whip,30,1.3609027325401997,1.4233277333973327,1.3026101359360642,1.3525451802143627,1.3775264919345487,1.4610408180616636,1.3227145835541891,1.3987155023145694,1.35265144590104,1.4291137470829256,1.3601195521256189,1.4386135522148369,1.355002118204844,1.4362059796472062,1.371343029077318,1.4648405357443814
Shadow Tangrowth,Vine Whip,Power Whip,35,1.2311482154489664,1.2914252408543903,1.3280272831802888,1.3049329027832326,1.3049181088120945,1.3861213952805322,1.214477543376091,1.2852044241846001,1.2429694473421016,1.308935657672578,1.244332426283624,1.3193469242093054,1.2440712798464075,1.3069414023417432,1.2636687188333384,1.335920847832337
Kyurem (Black),Shadow Claw,Glaciate,30,1.3299790859533034,1.3193557787910997,1.314927731205937,1.2842554794727479,1.1304539376560336,1.1789780412586277,1.270177391427259,1.311450934662002,1.1193069999032124,1.1586028154473207,1.2918856225186242,1.3411161172324575,1.2890222907258682,1.3562009320101314,1.316182375159861,1.3983285251167357
Kyurem (Black),Shadow Claw,Blizzard,30,1.5722597456029075,1.6076867692940653,1.545212203500678,1.5236941767328782,1.3172230423793658,1.3730899141282586,1.4960864341496165,1.5472454857062086,1.2925892866744815,1.3511028423327993,1.5224606325556496,1.5959405808092073,1.510947062906177,1.5728887807252374,1.579097641495405,1.703754374485719
Kyurem (Black),Dragon Tail,Avalanche,30,1.257619912915281,1.3111855864504407,1.2372900934971414,1.2939250849933621,1.3042302073752308,1.3862296044953197,1.236898830347362,1.3162037527827837,1.266435093077527,1.345994601395894,1.2969532051568007,1.3645715305348618,1.27871068927287,1.3431672119917435,1.3046823107198446,1.4091147924535785
Kyurem (Black),Shadow Claw,Ice Beam,30,1.3849796002331403,1.4761939863544418,1.350702250435852,1.4305897908443532,1.284327441083947,1.368985693195959,1.347370931835047,1.456721085550726,1.2545624657210148,1.3284545151472786,1.425971361020654,1.5037248516750679,1.3968163831877631,1.4941005741687172,1.485035045454996,1.5955546302630144
Kyurem (Black),Dragon Tail,Glaciate,30,1.2667038090993246,1.2733431617924367,1.2692365792237656,1.2429663883019277,1.2581330818757293,1.3136675967506317,1.2168539524364819,1.2569613767270928,1.2459483583726758,1.3041392882876102,1.245626087344426,1.2938662622117143,1.2116041570896767,1.2808469213920661,1.2380414200596814,1.3051680893039488
Kyurem (Black),Dragon Tail,Blizzard,30,1.4812013576987693,1.510827304830802,1.468198353981137,1.4507305075076729,1.4773263048871916,1.532520733658476,1.4239549100674935,1.4758825400190818,1.4520739458203835,1.5094583113768592,1.4481955658651915,1.5027791408306195,1.4284632649198237,1.4931271013042733,1.4547581516620567,1.5447659836024943
Kyurem (Black),Dragon Tail,Ice Beam,30,1.340451537696712,1.414322693454932,1.3151818671348927,1.385557970538004,1.3899009885684692,1.4864236081589746,1.3090038517262093,1.4111894413230148,1.3482852441739168,1.4374482454536657,1.372324575099255,1.4465093455859392,1.3443389848841296,1.4334838610818168,1.387185359228306,1.5013829818873985
Kyurem (Black),Shadow Claw,Avalanche,30,1.2978897384029897,1.3744814344978915,1.266233154608835,1.3338777410692546,1.2056129665556232,1.275747996197219,1.2668910562210678,1.3596505176861373,1.181778098013701,1.242259670706658,1.3398759869741712,1.4165767051791052,1.3215705362213028,1.40628070270319,1.3965142908128365,1.4889807572197604
Shadow Exeggutor,Bullet Seed,Seed Bomb or Solar Beam,35,1.387485857304488,1.3998508588473275,1.4807221014730998,1.4254928548706127,1.413606535836573,1.4477774600205595,1.3158857203434748,1.3316106576204105,1.384333293901298,1.4141869293557163,1.3498684034438149,1.3930677610741846,1.3062653795192125,1.3395527433006138,1.3221604258989383,1.3871952730769612
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,40,1.0,1.0302139404121096,0.9999999999999999,1.017236813810777,0.9999999999999999,1.0401301602269302,0.9999999999999999,1.0349393971518428,1.0,1.0377041952100832,1.0,1.0440201632689476,1.0,1.044797779039687,1.0,1.0385549574200201
Torterra,Razor Leaf,Frenzy Plant,45,1.3851047416600955,1.4263619844344637,1.3990627182592221,1.4420099130784034,1.460909421157993,1.5354346532281127,1.3620092582776775,1.4211544577546908,1.4404271564842397,1.5074257691935433,1.440210554489896,1.5114332872373644,1.3931298053955634,1.4617235877883237,1.4292795606182276,1.521299903835668
Shadow Weavile,Snarl or Ice Shard,Avalanche,45,1.1213271848321733,1.127261974148867,1.3300177184280537,1.1666634085137313,1.0686664760123357,1.103695344684995,1.1334499452277464,1.1639545566981164,1.1397184552679407,1.1194037876262273,1.1352544943569611,1.1842708658607306,1.120539376076003,1.1686902283154412,1.1213355936908267,1.1873717395830234
Kyurem (White),Dragon Breath,Blizzard,50,1.253479960229026,1.3272482600198856,1.2841897240225986,1.3053558702733827,1.3234991768370445,1.4146190649177994,1.2691879571716314,1.3494204742217037,1.311441384279523,1.403690838504307,1.3005576125262077,1.3858054155328545,1.312106216705876,1.3672426381114626,1.3033736826973599,1.3835568906205078
Kyurem (White),Steel Wing,Blizzard,50,1.3046456611924435,1.3757859910172456,1.3392554705868762,1.373391435086042,1.3921347359308696,1.4770325941613398,1.2979963956323544,1.3594384960599313,1.3264972523040854,1.4251454504393088,1.3885444082615872,1.4735513226569121,1.3277448780004146,1.3915794597225604,1.6198039040736005,1.792245387581913
Darmanitan (Galarian Zen),Ice Fang,Avalanche,40,1.0214643261219871,1.0643998354304522,1.1232577027178325,1.0662459502639992,1.0709697864413852,1.1206610037177593,1.0194353157355382,1.0494805470157955,1.0531149515523675,1.103444567520191,1.1241557746353215,1.1294642458848194,1.0306193270418142,1.0761111561792993,1.0354023535476709,1.1323697072440493
Breloom,Bullet Seed,Grass Knot,45,1.5556296499468578,1.4564284979600233,1.4758881872999567,1.4069604809744602,1.4412230732962845,1.5069833589686115,1.3499151913495175,1.4217021802890561,1.403680084312861,1.4587738070913139,1.3943346567337287,1.445599321943168,1.357778318596036,1.4170700269507766,1.3764189195887735,1.4492559656584283
Crabominable,Frost Breath,Avalanche,50,1.2908183906469641,1.359841601810265,1.3892971453248764,1.3340483498047773,1.3298912497391384,1.407168087556713,1.2726244743630517,1.3392169334605462,1.3077311882306129,1.3665135986750836,1.3191060355979836,1.3755899540527277,1.3077526297287796,1.3710013250047322,1.3345824782638869,1.4086984108100606
Crabominable,Frost Breath,Glaciate,50,1.2674392292659513,1.2757191346384613,1.4747330239865217,1.2415553118852087,1.2422572442204685,1.2861747269649633,1.2121894766599526,1.247764938690413,1.2149977953907536,1.2587135836192156,1.2189409822902262,1.2720435383860462,1.2193829263675942,1.2690841242800357,1.2208508064915882,1.3228048260615253
Shadow Glaceon,Frost Breath,Avalanche,50,1.0850138855555937,1.114050125141427,1.1658867833322373,1.0987131480688335,1.1477055781850223,1.1818069393023596,1.071698646595286,1.118997137708046,1.1104455461516125,1.1647327045716067,1.1094883347459517,1.1524646473658384,1.094066322345709,1.1394409741939555,1.0896311056915404,1.156718119541187
