Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (Black),Shadow Claw,Glaciate,35,1.1387925176585556,1.0926926141646018,0.9928650627057753,0.970533732666882,1.3316222091869347,1.3401677951478985,0.9666755294053418,0.9902166327023881,1.1772558570422886,1.1475894449990565,1.1645926922790315,1.1530781003474808,1.4031739230812663,1.3321563689616909,1.1668185176511123,1.1763219682259227,1.4254698414944493,1.4469593763760729,1.163418056089637,1.1737153424121307,0.988908092278407,0.9750063426744461,1.0075591849987084,1.058628684583894,1.4363498887784212,1.5871297343141515,1.3867158634986287,1.505000976993538,1.1703542452216436,1.2802834815678574,1.3850630163709108,1.4677503532975351,1.381746943041086,1.4350957072482644,1.1607896191663718,1.1566605211748355,1.1870628569473323,1.225872544712551,1.5012604342491065,1.5683023131584575,0.9794105342056917,1.0258612504628024
Kyurem (Black),Shadow Claw,Blizzard,35,1.3418903383139613,1.3021908282524335,1.1485882884012406,1.1328532777892493,1.6218658756574458,1.6425395078015257,1.1196842285738278,1.1446332320029267,1.3892421505121446,1.3604220660056712,1.3656578005006592,1.3762107654468623,1.6923144046033036,1.6194590352265221,1.3913808425983847,1.4144976021708433,1.726531375512623,1.793770916056376,1.3756951126130363,1.407596808119337,1.1478911896551178,1.1498575233822736,1.169349094502341,1.2178456913628142,1.7143905212354273,1.88924143022883,1.6433650236313413,1.7843569944306408,1.3768242926472203,1.4970559430577375,1.7219623920617595,1.841685269941255,1.7381707147477814,1.8481890098928742,1.3719981336984042,1.3806461017393974,1.393478086863116,1.481221431229344,1.7798483991587275,1.9254671388963744,1.1194756785302653,1.1803527893689167
Kyurem (Black),Dragon Tail,Ice Beam,35,1.1797436492121696,1.2066009552122747,1.1870762459712998,1.2178512062840163,1.191492925016778,1.2284258919635573,1.1953895345600598,1.2372963531442411,1.1716599553730702,1.2146963170123652,1.1822424177339164,1.2197155520926075,1.206379117563263,1.23477359455106,1.1969364805026301,1.2425511492418486,1.197962976287804,1.2521516592845192,1.198211053446331,1.2367625964946627,1.2116706960297008,1.2395672185925546,1.2055902051063603,1.3212988884293773,1.2132153380602022,1.311387827553502,1.182024905896181,1.2793035077539563,1.2485169406643217,1.3429510069506847,1.2115952107366583,1.2966962795569201,1.230052960541185,1.2947840128245527,1.4093896786742666,1.4926770977653387,1.4810830363291194,1.6034790583769851,1.2152153476778997,1.2823693294011649,1.222836811760379,1.3093867774176569
Kyurem (Black),Dragon Tail,Blizzard,35,1.2772789370393636,1.2554131325576163,1.3052296561089258,1.286152245959637,1.2993210796411716,1.3041317582656533,1.276899755260881,1.304006624198601,1.2746405999285706,1.2699764212323064,1.2699942950943253,1.2805498698377515,1.3422680756621244,1.3038995222368484,1.3163494924520838,1.3288636934836824,1.308659209759146,1.325005226195556,1.2933142174497096,1.2986985177101698,1.3082107675950851,1.298310354148227,1.2626125644942061,1.3914641059796573,1.2831790855813237,1.3464993114964716,1.2715002554069401,1.3292076632000753,1.3016038689131895,1.3857107345759008,1.2861185517922042,1.340104365219243,1.3012332731569625,1.3649578437379626,1.6897741616857767,1.7187582388788163,1.703895251252428,1.8192990313579014,1.2471482256796849,1.3485637564810753,1.2851573161637062,1.3556282899300431
Kyurem (Black),Shadow Claw,Avalanche,35,1.1332088430532687,1.1599088344294748,1.0273024654755754,1.032725541593254,1.300668682074502,1.3541634828576836,1.0240857640845002,1.0556876965770843,1.1553621175967674,1.185424624430434,1.167228976167665,1.193729745613625,1.3085240118838093,1.3386016957063702,1.1751735333945348,1.1930245059819735,1.3543442763087086,1.414707987450717,1.1767575287666756,1.2159057357096608,1.038204001187746,1.0544010435664009,1.0685587889188772,1.1126692871496544,1.4222843985354767,1.5680757199005373,1.3456683677264816,1.4858081025991996,1.2160371143679285,1.3340683609924275,1.4136819057251655,1.5147245219437968,1.3910890380309326,1.4872862907961295,1.1665940145265585,1.1940004639058952,1.2032590318711538,1.3001911254957623,1.4748396854433075,1.5486849381657524,1.0405144945074285,1.1049354007653263
Kyurem (Black),Shadow Claw,Ice Beam,35,1.203160322166559,1.2470052648461754,1.0955654414082099,1.1073584159969505,1.3757500599972854,1.4403691793827254,1.0979828421104898,1.1327538305910072,1.2275824633282553,1.2774158265749973,1.2407255302913611,1.285327242473817,1.3763814849165974,1.4293388462150467,1.2296639909930298,1.2900426269759158,1.415653613170133,1.5115045450363769,1.2486070218282055,1.2951344255977926,1.1114638413139153,1.1330838275329875,1.1340840516207582,1.195438387089075,1.5136206270432906,1.6739470588520842,1.4102154047580082,1.5835660760071217,1.2951905580910883,1.414171229535867,1.4961498773763955,1.609259516398725,1.467093221755802,1.5927286584937248,1.2344793758415824,1.2879895811957405,1.2834206881128862,1.3846443373267237,1.5508840945568836,1.6536310284189648,1.1073401210904208,1.179390227595336
Shadow Aerodactyl,Rock Throw,Rock Slide,45,1.1464952321822848,1.1340651667983663,1.1591682064899742,1.1557143724293388,1.1436445380396878,1.1286499131389593,1.1729852548245148,1.1766825644280623,1.1803264043626442,1.143032166885438,1.1329296328703848,1.1207948531689214,1.1770766192750395,1.1380939754100974,1.2340284715654914,1.1758161002229675,1.1500645683182513,1.1702812765506267,1.1619923434150436,1.1775149185343192,1.1818611726224637,1.160469625429636,1.1967767888582124,1.1924711370754537,1.1143436886637206,1.1729793166928992,1.1151517910721638,1.1659403785973943,1.170778454312414,1.220479151440503,1.1200836753425265,1.171082367142672,1.159723083438103,1.1825468771188703,1.132849526164285,1.1314594248757155,1.1750145574326616,1.1852787542137122,1.130999263342007,1.192298015562854,1.1506752359614274,1.1866154288397952
Shadow Electivire,Thunder Shock,Wild Charge,35,1.128928108366128,1.0404420580713298,1.1236725998570225,1.0791217984111303,1.077046142256734,1.0607306377840595,1.086226530310889,1.0957206226901444,1.1740274594463889,1.0495027216200679,1.1288693436670938,1.0623502212386187,1.158809360595181,1.0480627440575174,1.232251139788219,1.0583456938717093,1.0620410042392814,1.0647863853947928,1.0674922888259433,1.040785978861696,1.0972034123759762,1.0725488174731843,1.1289937909566832,1.1116736184275462,1.045995872908513,1.0938782709118644,1.0788249495385318,1.0854682675474487,1.083634831102994,1.1372967173274624,1.0696850822471786,1.0761062045515466,1.0812031712738321,1.0923039922519768,1.0699126658334386,1.0449343139180316,1.0457038465228052,1.076230232900592,1.0402127538030306,1.1063997962736964,1.0877424457145286,1.1149794259905825
Tyrantrum,Rock Throw,Meteor Beam,40,1.1969806289075327,1.1734493845833351,1.1922212659163303,1.1948752842521333,1.1619442501936115,1.195746791260638,1.2067546535288924,1.2029226116692535,1.1811988631529384,1.1765840712755573,1.1837461051552824,1.1610085522499727,1.2214934022928639,1.1975328760060195,1.2252363489753024,1.222936350062305,1.1879397044348403,1.1939635086281835,1.2200706788317415,1.2015984954607635,1.2535780313731302,1.2274004525474909,1.273180761530902,1.3170009942982035,1.18849670912188,1.2302083032346605,1.2129409489235714,1.2491266074519314,1.2275544456789491,1.3089436220217698,1.1954225280076387,1.2396561716136738,1.2271756764326565,1.2824394290980399,1.1474847015997947,1.1768862989966316,1.2058611920536275,1.2382289485470368,1.209438113479809,1.2784151551742267,1.2197102262420612,1.2796266278268749
Magnezone,Spark,Wild Charge,30,1.324512575511793,1.3002356448416608,1.2852605047050867,1.2919277032745686,1.3167297792710435,1.3113032537549378,1.3442500851345935,1.3422914700403252,1.3233903288480726,1.3093869151561335,1.4384702545862744,1.3250756757903328,1.4321987917980712,1.3397994174291468,1.5325387672928132,1.3454331557566181,1.319341493347048,1.344584168205129,1.4353530289400698,1.3538670554375516,1.3218459669476166,1.3736042834048885,1.4206319708802584,1.4436832895297536,1.344823417395411,1.4230873482940207,1.375850306736296,1.4022113579218307,1.407549591346871,1.4686797487082612,1.3412154340595277,1.4165595797672403,1.3586176319001235,1.420006808501803,1.3251523815268667,1.3384859411557584,1.3412543282775913,1.4130239988366273,1.3643994212145796,1.4267287339369004,1.3464796492472801,1.3958025944482864
Rhyperior,Smack Down,Rock Wrecker,45,1.0989891772931393,1.128086680667182,1.0890451434401405,1.132838593030465,1.1081854143898615,1.1424179164339963,1.150980407329177,1.18855333237183,1.157175426544265,1.1728147942404468,1.123716271286089,1.1404681709685935,1.1177954858289056,1.1397792128552984,1.1322598193401499,1.1466311480296758,1.1151927659432035,1.1610001946169084,1.1209535551186633,1.1714439314056262,1.1328317188291943,1.1943555658200267,1.1784194441709872,1.250330960810749,1.1661055156795497,1.264497697552663,1.147249292051637,1.212482109115796,1.2034407314842521,1.2627171586357087,1.150162138605111,1.2335145010650073,1.158587049874871,1.243533707599071,1.1025143248884681,1.1743786062334092,1.1561760480893255,1.219251524940716,1.1891861066505025,1.2421935974351153,1.1679352933940306,1.2262398905284333
Shadow Magnezone,Spark,Wild Charge,45,0.9752553688422365,0.9718458981482624,0.9674882091194472,0.9814592462159576,0.97678830656429,0.9835353359354856,0.9854735629234027,0.9895165336646866,0.9822853856713586,0.9711620362147918,1.0923937071236691,1.0068633224762067,1.0778875604748221,1.015945706891875,1.131292304580794,1.0037098084865925,0.9730663026335015,0.9955774660477675,1.0262990388444433,1.016050942881437,0.9915479082455225,1.0237081693152161,1.0480653231500192,1.083916042867438,0.9842466416815898,1.0636265100094797,1.0288784610120065,1.0614570990730958,1.0495556421988936,1.090208531071446,1.0029070817688897,1.062661005780821,1.0061794939950872,1.0635988685083217,0.975615257581287,1.0001432715387268,1.0063788439718175,1.0600838557002505,0.9950757499138607,1.0418433940731027,1.0085692698111923,1.0719428474830224
Gigalith,Smack Down,Meteor Beam,50,1.1333798160696336,1.1291711305077965,1.1488440258610795,1.160716997926374,1.150399645323288,1.169752491824636,1.1527933998174864,1.171431624615945,1.1786489404245555,1.1583905923486315,1.1546821261429385,1.1524646314172275,1.1882430024741297,1.1729256567008257,1.169186454233398,1.1742733798636373,1.1615318334937101,1.1916378265520398,1.171202677749092,1.1842642512705546,1.1563143602601793,1.1839893125697745,1.2103258893753193,1.2528974505434842,1.1985303448943827,1.2548743668876614,1.170776764415614,1.2174478151548065,1.2271654526702247,1.286842937251256,1.1809576524381034,1.2397286549569126,1.177858700229322,1.2483881174773677,1.1320660635106323,1.170632631030945,1.1847479349220131,1.2503579936955471,1.1957259808113276,1.2334684716825057,1.1755068596934852,1.2546820565274504
Tyranitar,Smack Down,Stone Edge,40,1.265795102100462,1.261815780287828,1.2220677465707508,1.250557875046486,1.2473049125448572,1.2691495601999379,1.3044077043206963,1.320464092259605,1.277744780297735,1.2674560680802924,1.386029044710935,1.2601072726608415,1.399868371319004,1.2802716776266045,1.3225575954973054,1.323649045035181,1.285129504424378,1.3135695286442617,1.3009082924049706,1.321501760574728,1.2713685910304784,1.307909511964356,1.3376314343352158,1.4000285533296009,1.3096966770371765,1.3768651950081934,1.3273805166659227,1.3698399615153816,1.3601313435833553,1.4289701396939665,1.3075578989650447,1.380268982326374,1.3339269504854518,1.389822976790319,1.2606265541135255,1.2938089772084862,1.3354208152040088,1.378748897881672,1.3247020834995797,1.3835771773291905,1.302522723961497,1.3758895041957326
Mewtwo,Confusion or Psycho Cut,Thunderbolt,30,1.436256260262304,1.4705127020176807,1.561516813651206,1.6080220133546481,1.6699429333060312,1.715841208906556,1.614786687779616,1.6308114793745014,1.5191629296786089,1.49653438938606,1.4594079358491852,1.4824980890176291,1.7080150845024433,1.7286154017627617,1.479088126603535,1.4632696843838227,1.4860602382423629,1.4960335029700624,1.4532164156735716,1.4704111168366154,1.629580544012148,1.669035917670164,1.5747334529097747,1.5872258578456375,1.4577360543072906,1.5661507763781686,1.4772141500404188,1.5407776670187812,1.2920242301678022,1.3409045654700038,1.4809146203499903,1.5391566146012934,1.5372284250192112,1.5664769312256968,1.422191419249577,1.4383285702281694,1.4581903812794774,1.5546415449881186,1.4792003342486546,1.5390067779598904,1.639682252819694,1.7112464003576597
Frosmoth,Powder Snow,Ice Beam,50,1.3961240576316978,1.4200095803235697,1.6230148870055523,1.538697334663267,1.5767206775302065,1.5349574946824325,1.4173204996291908,1.449587961463351,1.550916153622014,1.5047883646655191,1.5868061312688024,1.5152949109731535,1.5134376491758346,1.5107190566415656,1.8130312519866623,1.5607367704358979,1.6796511486907253,1.658045064136393,1.4890999257149742,1.501758992196355,1.5162794486274194,1.486332359489735,1.413851395512307,1.5109415081603899,1.4162833107068367,1.4628472770419383,1.4712356240608218,1.5258702929492807,1.4672156692246996,1.5252397831831894,1.4012794015240306,1.4612029118350605,1.5821272502066015,1.6041264971188227,1.435524978878469,1.4661138197595551,1.4432906274574258,1.4735553313809364,1.487219303655058,1.5200716766473736,1.4240564396524102,1.4708649354801056
Xurkitree,Thunder Shock or Spark,Discharge,35,1.064912151120344,1.038889509925828,1.0741579258334857,1.052317978571385,1.0622660047161858,1.0587492949438375,1.054686500859657,1.0735541752992392,1.119673076763183,1.0737518997515094,1.079994727099057,1.0615364087257848,1.1095315782203268,1.066060721231087,1.245001763908941,1.0581497039893988,1.0455417595573238,1.0485373767685136,1.0615021921443029,1.0565734796737736,1.0946435101111953,1.0673289305449845,1.1045899257533267,1.1368228905128757,1.0602490864065572,1.0964805992719917,1.083467305431985,1.0814979245086516,1.0967951786815895,1.1446679281315308,1.0507777769168847,1.0803726754684975,1.0514088386378584,1.1142907597946288,1.0618843533201539,1.0459373371434257,1.0685798666887445,1.0987922066257245,1.0589192039035589,1.0895329042010944,1.0794091756912134,1.1057901047227539
Thundurus (Therian),Volt Switch,Thunderbolt,40,1.1084951090357429,1.0954950157254952,1.1465755222035408,1.1374574002834634,1.1216589965636,1.1343286385946687,1.1057502408594322,1.1345881738968202,1.089522798924818,1.1137569734657127,1.0877654260949294,1.108761355810758,1.1201851194723753,1.1269208799153958,1.1576951062808662,1.1536402567829793,1.1074373522960888,1.114636774899189,1.1191466171580424,1.137891111369628,1.1193568415852033,1.1198006480392393,1.1527905940646672,1.1694586584015612,1.0763075730302638,1.1153033171838784,1.058165057354976,1.1282521139263733,1.125522519087154,1.1821511441167607,1.093565706028767,1.1406113307501313,1.0956129500818728,1.1449646392629516,1.1081406349505605,1.0950212601493496,1.0869344521425546,1.1487314411827783,1.1051709874163542,1.1636222688893303,1.1170611716614778,1.1494939271595972
Mega Latias,Zen Headbutt,Thunder,50,1.5107461712409684,1.5097835860865274,1.820184863618616,1.8953410349680155,2.0806034764141392,2.191693557817893,1.8841805559824527,1.958437302142225,1.5710325927373496,1.5851729767079885,1.5395216030684995,1.5573998801270161,2.128540178927239,2.1642915575284065,1.5401360103904282,1.5536167379971022,1.574088913270007,1.6176950262853085,1.5442284056093956,1.6091755713883087,1.909215788953544,1.9825590627903649,1.6570263623360637,1.7422137808629439,1.5858511080202744,1.6945940741771532,1.547618466665675,1.6544178457540457,1.286620497142837,1.3707437117870744,1.598329035202825,1.6909661082477705,1.6006389783267738,1.66748406176877,1.563433277844389,1.6315405263629794,1.629271071310951,1.7205044723243805,1.628241037696158,1.6797627401612618,1.978109728524272,2.093699662687966
Shadow Aerodactyl,Rock Throw,Rock Slide,30,1.321782311480038,1.2735624398273777,1.4245125733608401,1.3241870435365986,1.306494688537771,1.2936107000403427,1.3873539107927022,1.3356182290413965,1.3446275361772515,1.2974401811533522,1.3173744418226778,1.2870860236918502,1.3850794919119376,1.3064588810693465,1.6815634623473792,1.3946166520250696,1.3234940890375362,1.3330884420605822,1.3627010439582297,1.3408506170381655,1.3410066089773456,1.3138894543100448,1.410755730506114,1.3637309153043646,1.264111063004603,1.3199004449556628,1.281251345225874,1.2943765838949806,1.3268880386416257,1.3742522408064415,1.3048819002928325,1.3070548335708094,1.3661081517967155,1.342965517793267,1.2894759315693005,1.2677352715205057,1.3414713455344882,1.3271379720778358,1.2934723487258475,1.3461774656944767,1.3091907658589816,1.335773769241084
Deoxys (Attack),Poison Jab,Zap Cannon,30,2.7049800930034866,2.2671585986453975,2.5655898992185535,2.070063263743304,2.8817365445226826,2.4219753501563686,3.019741768310529,2.2302136134961814,3.1276406084931203,2.9169043016606917,3.047002670100197,2.605251955931964,3.2716182312491884,3.1694675835324038,4.526603979549856,3.9527679206395794,3.4342764069189013,3.091480269032321,3.4901400776261453,2.5325453820217447,2.5676582701339625,1.742730336120457,4.404492021604439,2.706615417551588,2.0559794861315717,1.6541289754230706,2.865539900515277,1.7458680711568695,3.1134434781131484,2.105372606067494,2.6362451364730073,1.6770070490617168,2.624245533434653,1.812596096011987,1.9474821888374232,1.5246120788389235,1.538682138381458,1.2800909618048404,2.3509162855257437,1.7286573246667165,3.317185473865007,2.47703614655235
Shadow Aerodactyl,Rock Throw,Rock Slide,40,1.1820414858863502,1.158092003020052,1.223806273572815,1.2115527170912301,1.2100831602296194,1.1864431965426534,1.1966096119804166,1.199604708958624,1.2130454219325364,1.169571142994158,1.1912931389763666,1.1746356917423018,1.2433199826337684,1.1982257654118116,1.4146383360821326,1.241012958060471,1.2071028557375612,1.2224793953607418,1.2033423134862378,1.2067680989243186,1.218880510254317,1.1897786036541798,1.2535197693536404,1.242135777676256,1.1547126257700735,1.2085980764434245,1.1642510823798968,1.2071609162909953,1.2207159485855725,1.2653628184772205,1.1834687832801143,1.215998412783673,1.2005361803309995,1.2310028633340333,1.1677504729981274,1.147991319557077,1.1998489570890267,1.1981570565207216,1.1765426183211365,1.2340690948002795,1.192188706418397,1.226074978846657
Golem (Alola),Rollout,Wild Charge,30,1.4713436538622113,1.450960293285026,1.4534496062284583,1.4804073774743751,1.446873636558753,1.4584892049502576,1.4855044427970403,1.4947359846033381,1.4885684205301384,1.4682798152132785,1.5587674693995723,1.4466416407473082,1.575622611952771,1.4807322426360618,1.7168362884984245,1.5269493499559106,1.4092241399526066,1.4469299132601858,1.54972702729849,1.4920047615081085,1.448473433279498,1.4750406484852339,1.5104531639931082,1.547422640504452,1.4706177160730265,1.5192086358707448,1.4965916315792085,1.5438799041852023,1.5000944106703298,1.5805385407132109,1.4600418028486146,1.528813347730177,1.4761358118759909,1.5403586488627659,1.4289268959300279,1.4568327629534186,1.469642986983547,1.5409731391690562,1.4445234194237995,1.505487196878153,1.4923665146315563,1.5375062457048205
Mamoswine,Powder Snow,Avalanche,40,1.2336096527793525,1.2407759328339492,1.217418032406665,1.2576062411815239,1.2272556748508756,1.2630090317635727,1.2413801626975283,1.260222187497291,1.2763203144052413,1.2640543790135779,1.2802310303557176,1.251478838820145,1.2909174912778234,1.2634313740255256,1.2343318441396225,1.253653811377361,1.247405492045059,1.2981806626154548,1.2324665999684516,1.2571665400119314,1.236470086950294,1.2663960560380758,1.2808098429703922,1.3667402117895773,1.227043198077507,1.3033227316657763,1.2247019673773427,1.255856932438665,1.2889202538775086,1.3548771191756566,1.2209963334362632,1.291936458764717,1.3025519337507685,1.3164206442944948,1.2106124926854982,1.2338891460837509,1.2086806291743781,1.3014114141270334,1.2559526063188005,1.2961125317633901,1.227685043051249,1.303264480351558
Shadow Omastar,Rock Throw,Rock Slide,45,1.2222795079071265,1.2013334569218945,1.2086868565312319,1.204834731522054,1.1877623853887473,1.1953328452145178,1.2249666500947067,1.2315551684704884,1.4416368767250616,1.2445357079516093,1.2840234544142277,1.1916334121121912,1.294632605884066,1.2088757530955951,1.2299541877767532,1.2051179052074348,1.2126122579790428,1.2035502453355578,1.2191166265343778,1.2128291952300583,1.2283604824915355,1.221873183271383,1.2483976247415505,1.2842745653213268,1.2422324157678288,1.2768299665584,1.2038343772782052,1.2353571481707408,1.2448230104360622,1.3123216598598526,1.1840497991734322,1.2413509899251984,1.216792516530839,1.2697493593238733,1.1850928192623171,1.203934863419487,1.2121108674519023,1.2546849576047232,1.1979796697014942,1.243006497196553,1.2167142527217911,1.2547229616603637
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,45,1.1029498016947281,1.101865396056031,1.0886044416359033,1.107965209314802,1.0959470483448968,1.1298055712234705,1.146083439711274,1.1581722295935084,1.1654651603811939,1.1491535067985958,1.3138874195668826,1.1403841021814463,1.2804014110711928,1.1320157943136027,1.3237630156222053,1.1655232551053718,1.108323250066292,1.1417539653445612,1.1109467292968962,1.1610443080349766,1.1225310328690004,1.1595955788238885,1.2191243592147467,1.2662617637998341,1.1433460416190384,1.2071412043645369,1.2062297472215195,1.1953810522765933,1.1985041847003448,1.2600958719310236,1.1419315618297456,1.2141175892941944,1.175893945689005,1.2214026162554927,1.1178346689057193,1.15894074281811,1.1561069575668403,1.2087594806616804,1.1515543108249209,1.2016656517151052,1.1593053582393322,1.2043517148326164
Rhyperior,Smack Down,Rock Wrecker,35,1.197500929676827,1.2325849197290972,1.2027859160970136,1.2293823998659816,1.21138516002955,1.2557793940908193,1.2435565489656282,1.2875849438333788,1.2293681406631625,1.2762732406399009,1.2096545616867773,1.233503388460765,1.219699696406818,1.2539424442649612,1.2149943129994654,1.235380637056054,1.227225562600202,1.266659137203718,1.2064447679219774,1.2610812453132954,1.224794067145852,1.2796724618941975,1.2530714805273764,1.3605312460492542,1.2854794293823302,1.3287600302261948,1.2292551143380002,1.3090431910493505,1.286461517391445,1.3702110920360464,1.2418782048262973,1.3286807953179558,1.257520982967715,1.3200416945037352,1.2035016200827218,1.2611531076319231,1.2549932146782914,1.3419559873666536,1.2589921510000945,1.3181558620324811,1.2471153554313614,1.3262976629471688
