Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
Shadow Exeggutor (Alola),Bullet Seed,Solar Beam,45,1.3029428736023856,1.2575799692378942,1.2950865768008357,1.2210016851875696,1.2911019755641728,1.3284564058448527,1.2355557452323649,1.2543036331230797,1.2737770821365957,1.2675479334404862,1.2358547324345508,1.2678548084178256,1.2218749799447823,1.280782512877054,1.1913789615200718,1.2754099902564258
Exeggutor (Alola),Bullet Seed,Solar Beam,50,1.4631943829976297,1.432303505637523,1.3621944184092662,1.3862818154105951,1.503328130414691,1.5569145709080063,1.3919527595781365,1.3984913126760155,1.4392386221813902,1.471622523805336,1.4228364930230848,1.4793789488336722,1.4026889714914277,1.4517619872442398,1.423613967043019,1.4776602856826984
Shadow Tangrowth,Vine Whip,Power Whip,35,1.235423487263095,1.2377009467725202,1.357607217922004,1.2533155743938402,1.305163921506202,1.3665482971818042,1.2082041475356669,1.2368940866388174,1.2417132731705582,1.2794558406104344,1.2309527212755973,1.293561227104978,1.2440658055009697,1.3069412552191697,1.2636715549829036,1.3359261023593252
Kyurem (White),Dragon Breath,Blizzard,50,1.2322246236160348,1.244858690106613,1.2645088697881586,1.2332017672026916,1.3048156044209522,1.3946507583417704,1.2521817247100404,1.2986972381290947,1.297897421408243,1.3720759525408885,1.2761574759601684,1.3587168853832778,1.3121060353048841,1.3672409571825914,1.3033775695556489,1.3835568026217213
Kyurem (White),Steel Wing,Blizzard,50,1.2825485293868475,1.2988570578700347,1.319075532005729,1.2996563849186578,1.372478504068182,1.4561751119114446,1.279222323063696,1.3083357055545994,1.312888093870395,1.3930459790546723,1.3628318156919788,1.4447497269740313,1.3277422060611037,1.3915737922908382,1.6198019468267122,1.7922431335504987
Darmanitan (Galarian Standard),Ice Fang,Avalanche,45,1.2105107940350883,1.2093113260651425,1.5433871871054845,1.235289097886374,1.2690111987333843,1.3011031112569122,1.206111447333434,1.2202987682155946,1.2630310849320503,1.269092637326243,1.2495142052912385,1.268901384608342,1.2268654721672083,1.2514558483581675,1.2004710232553175,1.288960114519426
Shadow Latios,Dragon Breath or Zen Headbutt,Solar Beam,40,1.3762025272368887,1.3516913039631155,1.5050927863201575,1.3789174526120753,1.4650753730095518,1.487572072169401,1.4114786149738843,1.3875514908218873,1.4869284427221816,1.4767508920569046,1.4139872441520125,1.461414353925735,1.3993605113085756,1.4350157040376124,1.3717317048573083,1.4822855851125454
Darmanitan (Galarian Zen),Ice Fang,Avalanche,50,0.9435207550082552,0.9491645847962905,1.0873678333891812,0.9716440326903626,1.0133040443153736,1.034358035267566,0.9575663718756106,0.9562825272396833,1.0060006848302612,1.019149538113798,1.0371414344583527,1.0384834112006198,1.0042330146746434,1.010202859328532,0.9760446416825407,1.0440429507845816
Kyurem (White),Dragon Breath,Blizzard,40,1.315580328819424,1.2845144143245233,1.3638094945289665,1.3117102330740098,1.3704447554793038,1.4591027115874715,1.3266836376965103,1.3543361556334543,1.392041000001871,1.4298563540460185,1.3327696869084242,1.4123288468946351,1.3381185350000449,1.4271863235609337,1.4126314242144813,1.535052418807296
Kyurem (White),Steel Wing,Blizzard,40,1.4323894945714484,1.4174638018122157,1.4360271945709004,1.382076310917821,1.5070794565933363,1.5930744417767713,1.419095344529007,1.4363897380205097,1.4616384657556802,1.4951092641068486,1.4135408424116218,1.4964257498599447,1.4302960856065787,1.513659255755687,1.7279161306141912,1.8845287160160527
Darmanitan (Galarian Standard),Ice Fang,Avalanche,30,1.479904852091503,1.4187653081011269,1.852831090974065,1.4153654045669604,1.456200204847882,1.4545640097546686,1.3979772330320348,1.4065744353091856,1.485487024711894,1.4660281154631307,1.4643881337791433,1.4706270146077847,1.4259107956755173,1.432195876262195,1.3713115391256618,1.4526311665740075
Tangrowth,Vine Whip,Power Whip,40,1.3729796130450909,1.3843925143032496,1.4085992308828175,1.4023317698430802,1.4840163352574731,1.5683770242726143,1.333992561137855,1.4098463300034458,1.4374572214976826,1.5105632261118669,1.45725504813883,1.5410125954734522,1.4170764241771583,1.487836189624168,1.4987589405435493,1.5875017194413474
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,50,1.2487587848026913,1.2252753810905297,1.3186020456875376,1.2202982549935193,1.2138427638895608,1.2642670467880315,1.2334313246105206,1.247075584644714,1.2119421112605928,1.2421865919216224,1.3011165804536762,1.3044008329510814,1.2290536889406865,1.278152808564765,1.2584004250009022,1.3480993676955728
Glaceon,Frost Breath or Ice Shard,Avalanche,40,1.4058581196709923,1.3676202009514788,1.5693845421843053,1.4116272276213295,1.4654942215918154,1.5028562475721736,1.3779438055211388,1.3554528778486896,1.459785214028168,1.437741444767317,1.4473831858354718,1.454566594825103,1.3931785947613844,1.4293517255188364,1.3871714984696424,1.458094732814035
Shadow Venusaur,Vine Whip,Frenzy Plant,35,1.4437701558625908,1.2452447225291947,1.4497014400241384,1.2238544279371315,1.358353757966312,1.3433371139572106,1.2527665396790517,1.2594926306776109,1.3391521576831034,1.2981547566700782,1.3286328024157696,1.3145779206927681,1.2869373789467062,1.332607521637173,1.2831525100137884,1.358135064136155
Venusaur,Vine Whip,Frenzy Plant,35,1.5403657565425952,1.5018840377805345,1.581796584463825,1.4302564260986645,1.5663082812102178,1.5736564424615507,1.4304506342646213,1.4685156372134398,1.5481281493304193,1.5578297055416988,1.5092670011799205,1.5393157394682977,1.4884083409168796,1.5538540994148367,1.489240713230006,1.5950371739028202
Kyurem (Black),Shadow Claw,Glaciate,50,1.0887025507697115,1.076877166196324,1.0810269105283798,1.037640585650842,0.9327389942482514,0.9974147900507239,1.0502143625398794,1.1134947230751373,0.9584376514438506,0.9787261782916292,1.081277035954725,1.1659433775126251,1.1143307846627963,1.1870336760796765,1.104154867335891,1.2060390574135034
Kyurem (Black),Shadow Claw,Blizzard,50,1.293848708424562,1.303946030765871,1.2694947152078337,1.225902736647452,1.080597196153261,1.1449946638175195,1.2448327572656936,1.3159912230083217,1.0973046502968533,1.1384775437421295,1.2732152260518,1.3540819678920837,1.3020813144414252,1.3821992294945826,1.3030617835091216,1.4350637920460212
Kyurem (Black),Shadow Claw,Ice Beam,50,1.1475712715066464,1.206662895139625,1.1321875752755792,1.1651144839169116,1.0775524056821963,1.1456743026099896,1.1615899164176022,1.2142056933007714,1.0710196486409114,1.1194465598506096,1.2065784388737908,1.2994222157034385,1.2235627307954444,1.3048579192118073,1.2557555514242889,1.3709882003309977
Kyurem (Black),Dragon Tail,Avalanche,50,1.041569789880133,1.0718332821886654,1.0372876634346915,1.0556740585222193,1.1221873819233223,1.2050060760850114,1.0548638556866192,1.0921017668546134,1.0972379822580314,1.150931537556204,1.0853841032400948,1.163344329109722,1.1030894340770556,1.167763339447233,1.1256744643791312,1.2177804043773117
Kyurem (Black),Dragon Tail,Glaciate,50,1.0362472301867751,1.0403405293567256,1.033591366132189,0.9932224941771285,1.0861720328046875,1.1469254228570094,1.00328630206042,1.0394733532584786,1.0533677370102108,1.1120755970279115,1.0360674544637525,1.0920126319080552,1.0394987671656617,1.1144258303501864,1.045501089986847,1.1069692365803947
Kyurem (Black),Dragon Tail,Blizzard,50,1.208729406426908,1.2182460799024044,1.1988591788131182,1.165205781538931,1.2611008607596077,1.3395778665489007,1.19022339135779,1.2269253242905924,1.2345682107780307,1.2966404023658453,1.2115006914789426,1.2840211221048115,1.2322052460598716,1.3009822885153233,1.2262488349930116,1.3202479913086929
Kyurem (Black),Dragon Tail,Ice Beam,50,1.1078062137947522,1.153052913081049,1.095240171623763,1.1232514448353705,1.2000984402678312,1.2886500565805024,1.122047643888651,1.1665241820528107,1.167911510948864,1.21810515325416,1.154735579760173,1.2414918194973705,1.1788604529077817,1.243964181702197,1.1961738977906713,1.2910642960331398
Kyurem (Black),Shadow Claw,Avalanche,50,1.088538244602041,1.1270059378018085,1.0737602012036012,1.0864310104074855,1.008586518010143,1.0766080974471843,1.0879665046897338,1.1412966114994694,1.007285583574552,1.0486168861179668,1.1320832994678367,1.2216116675432769,1.1534090179810266,1.2227592385563322,1.17942961399016,1.2898883260895482
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,35,1.5142885180534402,1.4485535785892731,1.6724458110675287,1.4390894833466092,1.478394703670528,1.4900389112774397,1.443149547098694,1.4227199472859897,1.5102062162379617,1.4718760232692598,1.4978735582251426,1.4967350547281995,1.4347303744453526,1.4966408312679131,1.4405202996429298,1.5222720925162239
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,45,1.2990073384754117,1.2508443576763126,1.3590762079924392,1.2562740016545908,1.2612994340511987,1.3171331165493516,1.297834551678935,1.3102511890995563,1.2586123018716822,1.2923306495222093,1.3380237435277975,1.3338714443953459,1.293588330879644,1.3405654319925964,1.2816347429237767,1.3652008717777186
Shadow Exeggutor,Bullet Seed,Seed Bomb or Solar Beam,40,1.3717648016747839,1.2901176735263273,1.4474499411393935,1.277917056332111,1.3141012116402415,1.3450471772297958,1.2405885923624917,1.2359775239034396,1.3504946308184844,1.3186247635370922,1.2792908051206497,1.2895438761372968,1.2156675531607664,1.2959890206507771,1.225168209671347,1.2882101866278772
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,45,0.9772428191944997,0.9533015608850599,0.9450339045273225,0.9211437360100437,0.984619698305048,0.9991571893019398,0.9396209530926728,0.9418578026254398,0.9710362454835819,0.9939983047644352,0.9736149634735318,1.0088221564738526,0.9468719636400507,0.9832836712664244,0.9609870559484819,1.0170544758723667
Torterra,Razor Leaf,Frenzy Plant,50,1.3064592891581461,1.3009355708968642,1.304047145244564,1.294142215483377,1.426305565476308,1.4913497120219321,1.2859742171707655,1.3482098469202213,1.3506145696702523,1.4070744088661193,1.3412748311941238,1.4090354078947245,1.3746181486563323,1.434168026143019,1.4019895315028568,1.4929076077437906
Kartana,Razor Leaf,Leaf Blade,30,1.1273473990583105,1.119508992362187,1.2973846359947059,1.1371613987741682,1.1949096279250582,1.1933738045775946,1.1354979492960593,1.108162393414623,1.2285181283551538,1.193250118348399,1.173554612823174,1.1836866711322411,1.1635015254800736,1.1544210844834866,1.1545988427531075,1.2013051784058815
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,50,0.9455541320812616,0.9237896128003494,0.9140832716101299,0.9004630262614433,0.9427832626641641,0.9734179944593981,0.9023564972605573,0.9273830911094899,0.9321363149021684,0.9448217663755827,0.9184620985148071,0.9545506352232926,0.9331370275151166,0.9758814348369076,0.9495058023369934,0.9858747904355035
Breloom,Bullet Seed,Grass Knot,50,1.5292753961515362,1.3625278393291826,1.4848531923891188,1.3316227716273006,1.4096073691959137,1.4297957894785098,1.32485992544188,1.3361656217542754,1.3847385763389273,1.3626515654733282,1.3617657142910526,1.374790773512853,1.2985958780591424,1.3590296290972006,1.3285855723275781,1.3896202476472002
Frosmoth,Powder Snow,Ice Beam,45,1.565292616529831,1.5765297276028711,1.6941345391911427,1.5997649221725958,1.629784051409757,1.6708892653191052,1.526928381315765,1.5626833174655566,1.558287662389908,1.5970501778500445,1.6804798966627459,1.7124165390677037,1.5753175462938598,1.6382128586996,1.5446105098078524,1.638781932308848
Shadow Vileplume,Razor Leaf,Solar Beam,50,1.4345246275695487,1.2814271433224202,1.6274925470248038,1.3153393258668336,1.3802282879400076,1.3673360797484444,1.2724053082669378,1.243398830854343,1.3493517501529642,1.2904248005852867,1.3355405851895517,1.3004951680553856,1.2841862844131489,1.3179459061043588,1.2736220359544341,1.322337614370974
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.294334661212072,1.3275709608733877,1.390863596179335,1.3370647602658956,1.340839837795461,1.432773168114929,1.2972801102224045,1.324914906493621,1.4116106796098338,1.413078274601966,1.3441291865149616,1.4089667426810821,1.323880694237831,1.3920822321681838,1.3600801791271866,1.497201733285111
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.4040866158483205,1.446893714477204,1.470941563264596,1.4525070804927236,1.5001293913876457,1.581312907737328,1.4177090441484375,1.4581683182926182,1.5195000739092768,1.544727648992682,1.47612272295408,1.5272703662424993,1.474753048072196,1.5325060582801413,1.519464517215722,1.6088741790687762
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.5878769722858654,1.646665963819697,1.6991400926781721,1.6484377883074697,1.6594422746288426,1.782232049791656,1.587989886392167,1.6512861979399585,1.7275076482068112,1.772482734231596,1.6687476430392936,1.7317743682878197,1.6242042089644575,1.7348324795693486,1.6583847901063944,1.8509353981511474
Shadow Glaceon,Frost Breath,Avalanche,35,1.2593361296602048,1.2111215649138791,1.5723301592012755,1.2273750770893375,1.3129170963153842,1.2828439037463713,1.2636759880206987,1.2000636224446788,1.3126507796025366,1.2945768553567385,1.3092460123572471,1.2840449447299525,1.2467120674009333,1.2393977851338531,1.2377431294476622,1.2832749068854683
Breloom,Bullet Seed,Grass Knot,40,1.6976567427184739,1.488432817556615,1.624998195480083,1.4579222168895478,1.5447173692370118,1.5420595525370606,1.4532967973423856,1.4668430660993919,1.552596835186055,1.4759216673932853,1.4666349343071647,1.4571600690451298,1.4021012252614877,1.4475021787988431,1.425598857488025,1.503315929954614
Frosmoth,Powder Snow,Ice Beam,30,1.9427465251434088,1.8482681254506534,1.961045034067119,1.843383240564997,1.8724483450713343,1.8918435572875199,1.7342160266512059,1.7713013741025474,1.8848066851408674,1.8228471350331843,1.93298633266412,1.9734018054747196,1.7405753312480183,1.8264827383939652,1.759298152056055,1.868143840676543
Mega Mewtwo Y,Psycho Cut,Ice Beam,40,0.9922328977564747,1.0121005774013363,1.0369710040624733,1.028197071016592,1.1733642901499222,1.23799509499555,0.9745425472072032,1.035915656978167,1.041945292166178,1.108540544383924,1.0455957260030648,1.128151865654096,1.0285302317163798,1.100590233076926,1.0692604297848978,1.1635732016143472
Calyrex (Ice Rider),Confusion,Glaciate,45,1.1678133112940605,1.1954388683159725,1.3600429379663452,1.2338857849503975,1.50029364839319,1.5648287474228706,1.2029041436462835,1.242339314357682,1.2373517651219317,1.2886994586847142,1.2461004853898798,1.2901678265015337,1.2590617495337562,1.3108202551922155,1.2412253345642432,1.3619728307532377
Calyrex (Ice Rider),Confusion,Avalanche,45,1.2280346986763255,1.260793752694508,1.3044175091003234,1.2944546868912825,1.5254580657900714,1.618841903473116,1.2404525850098922,1.3059032518121576,1.2852907441260835,1.3495777815616001,1.3055019676242738,1.374832284047903,1.323612018498291,1.38881170749802,1.344998770472602,1.4329963154765253
Mega Latios,Dragon Breath or Zen Headbutt,Solar Beam,40,1.3201894674616368,1.2868267024114552,1.344065115060378,1.3198261630210932,1.3883200139348533,1.4482940309451786,1.3210101470535043,1.3331700397610011,1.3819223522235466,1.388195659373661,1.337572888669243,1.3804173817346794,1.3330422385345122,1.3983171586666134,1.3631356892672362,1.4365709888179625
Shadow Tangrowth,Vine Whip,Power Whip,50,1.0699725889681893,1.0790573410169566,1.1344373989745993,1.1042785869335416,1.1601681183337307,1.2278581861710602,1.0551886873118776,1.1154879791565364,1.1114039768804298,1.166282400797846,1.1062691495758792,1.1688398194712124,1.1283845185271704,1.188200889745719,1.1431980753197808,1.2323376205472867
Shadow Weavile,Snarl or Ice Shard,Avalanche,50,1.0834967138766467,1.0585804436595987,1.3457003426789482,1.091232930288575,1.0421933385795201,1.0570874205488117,1.1178881222616355,1.1169091175170418,1.1387853431355122,1.0765204260916588,1.1430083864982703,1.1392389621058328,1.124668254612058,1.130665679201231,1.0807844940669018,1.153038706157775
Avalugg (Hisuian),Powder Snow,Glaciate,30,1.4799304087368896,1.478916097015473,1.955514753286776,1.5512274011902787,1.55702240271594,1.6346895170270288,1.5196246638974862,1.527150847999109,1.6310108356613195,1.6376070047283227,1.5779958975259656,1.599535131832539,1.5311055462784573,1.5678800608138372,1.4894444609636301,1.6494759883931203
Avalugg (Hisuian),Powder Snow,Avalanche,30,1.6005429492839431,1.6096888396059288,2.0611286110537526,1.6896596254176324,1.7177910831829892,1.7737007226779256,1.6759191619634637,1.6731297021625124,1.7274807789102218,1.767287941186927,1.7014604670542437,1.7318378952881959,1.70808523692111,1.749162173228306,1.6552601582036037,1.7876980732463044
Avalugg (Hisuian),Powder Snow,Blizzard,30,1.797483776472072,1.8297381455759234,2.3783336011166987,1.9089613912555405,1.915872146307499,2.0126703866334563,1.8627805823209207,1.9036519495118671,1.9929769346922663,2.0292648927192816,1.9216976781192767,1.975880137006564,1.8637649066421593,1.9737286275556762,1.851718554605178,2.031252142408478
Crabominable,Frost Breath,Avalanche,30,1.729892050235987,1.5496406067326463,2.0087060880240135,1.539108910574004,1.6391712511122445,1.6448312681100639,1.5871445129954596,1.5820671271273,1.5959634308124968,1.57783964119385,1.5820153816306695,1.580199412499809,1.575588853277953,1.598792483368609,1.5631239895662667,1.6485951579649334
Crabominable,Frost Breath,Glaciate,30,1.7926814804216327,1.4553299019340213,2.2444995646241575,1.4571534051820492,1.5499832236765227,1.5284393779138237,1.4993113369778521,1.472343986158032,1.492483707214481,1.4638799376542506,1.4707715073929546,1.4637598704298318,1.4722467876354608,1.478294254003663,1.4454242919497147,1.539035840525135
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,50,1.3143503623113373,1.2841740826435077,1.4826003632098272,1.2818040784564366,1.307139074697562,1.3634124939520937,1.2540696647608687,1.281144662214609,1.3136165212493849,1.3430894826163509,1.3051425106804768,1.3361879377796628,1.2957982072881622,1.359546251503339,1.295559875249071,1.3898392420499608
Kyurem,Dragon Breath,Glaciate,45,1.3425858900960703,1.3204453163093754,1.4123946597641133,1.3216689165889062,1.40832233957533,1.4992094979015997,1.3254736005445742,1.352074411019456,1.3825363605575192,1.458000557594038,1.3632903155890588,1.4181026415710103,1.3639263912545132,1.4354186695144004,1.4404011850403,1.5849946658716283
Kyurem,Steel Wing,Glaciate,45,1.4344913521583365,1.4148592831337434,1.5176380551349937,1.4206640170155513,1.5081398705234321,1.5979860110812847,1.3990779891009486,1.4110454859618224,1.480012873312015,1.5381645052101363,1.4651523262248487,1.5587216810489926,1.5012235287171463,1.5961607574903829,1.68533232488852,1.8742010388028614
Kyurem,Dragon Breath,Blizzard,45,1.569614607670194,1.5446573432761077,1.641370278273477,1.573341478677571,1.650920306502216,1.7515623777779015,1.572334739413575,1.60753017942165,1.618099539891363,1.6865516176776023,1.5879198114867403,1.6796261747434706,1.611328438362775,1.708809310498409,1.6714051632033289,1.8496936063604728
Kyurem,Steel Wing,Blizzard,45,1.678176083874745,1.6604641990462616,1.77103374282263,1.690783576498859,1.7666371288895424,1.871534148360047,1.6570527765128455,1.6683516626206485,1.7341670424501205,1.7925790221147784,1.7304820297997683,1.8379379509366027,1.7768678948374979,1.8564392971881623,2.051439508796084,2.2387916026499206
Kyurem,Ice Shard,Frenzy Plant,45,1.3095663747969117,1.3129273795919596,1.2957073809225021,1.2804767893902802,1.3777240128835544,1.4520315220994102,1.3122175675734984,1.3194781990973907,1.3572140131988872,1.3891752660266186,1.3258738932989291,1.3821109056863827,1.3317378471798833,1.409003220386626,1.3426803591402328,1.4341436979154858
Shadow Cacturne,Sucker Punch,Grass Knot,30,1.9719567353762333,1.4923154979639401,1.9679267462961276,1.5556220538594876,1.4277114481042739,1.4120161554564106,1.7801873290544061,1.6206608592268663,1.5469701874301838,1.3866532943890697,1.61355809435192,1.606196747479862,1.5898208218724448,1.5710650379476805,1.5021275015059175,1.548131166882823
Kyurem (Black),Shadow Claw,Glaciate,40,1.165238914628567,1.139203423366775,1.2215044379857825,1.1447105739743049,1.008765261100074,1.0496975643317443,1.1618398660599227,1.1794121158987858,1.0307523028820875,1.06638999025146,1.2068180664560932,1.2591697021050792,1.2060532422708794,1.2533777799740466,1.2296914587683039,1.3072255182654302
Kyurem (Black),Shadow Claw,Blizzard,40,1.3823967897464666,1.3538856455429775,1.4359534371288265,1.3717988986836342,1.1724578247758077,1.23320884117198,1.3872532038607504,1.417313083719661,1.198049917764235,1.2294344162757582,1.412251384437068,1.4973331116116457,1.4093891469505158,1.518488664470112,1.4280417303451862,1.5564908061614544
Kyurem (Black),Shadow Claw,Ice Beam,40,1.24413976237497,1.2825259849427586,1.259830420949045,1.2814839701724312,1.1628223135125855,1.2257997651219765,1.2622781405598986,1.3154983155337285,1.159700845185325,1.198963586115534,1.303142998343627,1.394062810141774,1.307331449533371,1.4111957049104156,1.3511562895642462,1.466582098239901
Kyurem (Black),Dragon Tail,Avalanche,40,1.1423965450051112,1.1631728269320918,1.1293412376479073,1.1333544406734701,1.2114312920066777,1.301195168424264,1.1378347574984515,1.1678375678428798,1.1845194680777413,1.2293831475622101,1.164008030560224,1.2293412374623702,1.172076911920051,1.2273713610208714,1.1951096308744344,1.2817580044792387
Kyurem (Black),Dragon Tail,Glaciate,40,1.1306702336150367,1.1063847371760236,1.1480193121322813,1.0867518084738481,1.1675377510004044,1.2175310593246251,1.116711621583869,1.127530766612624,1.1428660707770204,1.1564825920264052,1.1300429461206956,1.1786619033872658,1.1279367256279367,1.1838781079169653,1.1384840663925384,1.224067273104108
Kyurem (Black),Dragon Tail,Blizzard,40,1.3158344833039328,1.2937408339655818,1.3344664979360479,1.2799367883447672,1.3704596756036718,1.4500265286593141,1.318917129041724,1.3241922832512403,1.334394196531316,1.3657747656888815,1.3104334067319312,1.3738124888477414,1.3026641992866117,1.385457271797294,1.3149892139521495,1.4052856178470028
Kyurem (Black),Dragon Tail,Ice Beam,40,1.2150942348349782,1.244881611075864,1.2012711999064656,1.218628439716742,1.2904579280501958,1.38451266947108,1.2040603196467894,1.2505576119851125,1.2555344202051124,1.3090942090678264,1.2334496905082875,1.3127264511793444,1.2509549492426506,1.3139975952991851,1.269975629152302,1.3697407263326125
Kyurem (Black),Shadow Claw,Avalanche,40,1.1835706069397351,1.1907040173352186,1.182127325250168,1.1902967133299505,1.0863156729111048,1.1496414280419966,1.183395328895804,1.2287758687513157,1.08915030527338,1.1275000514558258,1.2199878364478691,1.3109021674851995,1.2340963086847754,1.3231773818218222,1.2669283246848781,1.3783535944331307
Zarude,Vine Whip,Power Whip,45,1.1274777708957344,1.1621474547840345,1.1376847465027666,1.1331785954424998,1.2644168584004376,1.3330586402799656,1.15649057142308,1.2036918573107773,1.1984260130716509,1.2659182806643976,1.1959587485554612,1.2654829157522982,1.219317522548482,1.2816788046191818,1.2404347665349378,1.3332953813621646
Shadow Weavile,Snarl or Ice Shard,Avalanche,40,1.1999193294839912,1.1424564125059067,1.4501021543036237,1.1678351826151987,1.1278630650517285,1.1315285326965097,1.213975674857224,1.2168544694086365,1.2564595772389366,1.1625296806557905,1.2508905457810129,1.2353527445688306,1.2141868363327382,1.2062922362883277,1.181460156209537,1.2427181317042222
Kyurem,Steel Wing,Blizzard,30,2.0235267982371092,1.9718599213438934,1.9717509489557608,1.8272817495363802,2.0467734505393196,2.1234558366421084,1.9128094046201336,1.892030713720035,1.9696055115738187,2.0116116151703,2.0183317436012898,2.07428968872704,1.9146198044151,2.0078865137806616,2.340549354782668,2.55798115042295
Kyurem,Dragon Breath,Glaciate,30,1.6459484480574125,1.5912614157722624,1.7323803595904408,1.5861820236115458,1.6693949470448841,1.746611066687571,1.6176681526533088,1.5815050582416263,1.6230076772091857,1.6508598174908642,1.5986516705576954,1.653780650609906,1.5951381018330146,1.674371453435314,1.5355765759986901,1.6586528420788307
Kyurem,Dragon Breath,Blizzard,30,1.9240440496787299,1.8884087670118772,2.0251740998352554,1.8686958881137543,1.9622358902316683,2.050999372310368,1.890056208401946,1.862955982923639,1.9004384036344655,1.921608452975924,1.8869331499769713,1.947868311019474,1.8781367964790094,1.9665668291192773,1.801784301454178,1.9720818312026087
Kyurem,Steel Wing,Glaciate,30,1.7316007214222107,1.6785634341353945,1.7110156320941345,1.5639884733426466,1.7473342858069454,1.8046203745935945,1.6440956812557896,1.6133208207174292,1.676880729138405,1.7110427944068454,1.7161387853201557,1.7644878151164989,1.637037462504765,1.7064947779422126,1.9452769868911295,2.1273576860638475
Kyurem,Ice Shard,Frenzy Plant,30,1.4889120870224954,1.4573900593591917,1.5243512633881215,1.4682912223667646,1.5433593666445182,1.6082393918220925,1.4957791108627152,1.4873742590308232,1.5673786905521492,1.5741203392716476,1.5510332635470547,1.5666398233949388,1.5225758696905014,1.5717990107804012,1.5123605223148857,1.6015069497194323
Mega Abomasnow,Razor Leaf,Weather Ball Ice,45,1.2366020580865367,1.240724679153496,1.3915214021974596,1.2652772380641415,1.3233332420492996,1.400334104988602,1.2455881602928447,1.2745448626767646,1.2799531845542709,1.3217932448792098,1.298210998703613,1.3455881276755688,1.3006391036312457,1.3628260657503088,1.3084246758516673,1.3910275646190102
Mega Abomasnow,Powder Snow,Weather Ball Ice,45,1.2885764148403627,1.3108030716922734,1.4721679962960659,1.3205318103727206,1.3860212296821983,1.4580195105583411,1.2728508469851452,1.30804674100686,1.3550673509979623,1.4015686355224826,1.367590688685623,1.4230517530182332,1.3348279551122513,1.3956819030700847,1.3813378122776805,1.4648656303460952
Mega Abomasnow,Razor Leaf,Blizzard,45,1.3572912215041049,1.3357417922221198,1.5735812765871067,1.3472363401783887,1.406918627147272,1.4676668629748122,1.3342188112681947,1.3529053467824281,1.3687622722144155,1.3957890423415957,1.3748196564995439,1.418995133644927,1.366974704113341,1.435187553186437,1.3559595903269415,1.454817757746133
Mega Abomasnow,Powder Snow,Blizzard,45,1.4892649852308004,1.5078325705561089,1.6749035056069699,1.518975395315501,1.5428423165164133,1.6543551904067615,1.4151502232763409,1.4630709845785186,1.5209747043161148,1.5796979636590893,1.5365688195157436,1.6205965123053978,1.4523335609466832,1.5424037895055698,1.5032363437534495,1.6131034180332275
Mega Abomasnow,Razor Leaf,Energy Ball,45,1.461399958205707,1.4399550617218873,1.6945319030991775,1.4549318132895146,1.5339172337568572,1.5848807163862448,1.4482357105638834,1.4487292990589358,1.4766923821053477,1.4990926934598712,1.5146216422165566,1.5308487425235104,1.4879917378921035,1.5350306892962253,1.4763169023709366,1.5574063121739625
Mega Abomasnow,Powder Snow,Energy Ball,45,1.6389975582343228,1.6164509491258026,1.8484889603043557,1.615957316661885,1.682674942832526,1.745299587755607,1.5832560375112124,1.5777795736539517,1.6423790179983122,1.6684851779155339,1.696371300369671,1.7173070281726674,1.6100989733012103,1.666465847087469,1.65159077551812,1.75015562102251
Mega Abomasnow,Powder Snow,Avalanche,45,1.2934151867658936,1.3145930798440433,1.4770388451427277,1.3324861820581007,1.36813932498943,1.4497178177223868,1.2674467226344415,1.2989363519792194,1.3359438588875439,1.391765477444573,1.3543465547345832,1.3996337232458684,1.315658055009697,1.3695483500813117,1.3600901847538076,1.4526581658839368
Tapu Bulu,Bullet Seed,Grass Knot,50,1.1977841494202452,1.2169625056243445,1.2153817327007634,1.2237700774088542,1.292835775398253,1.3601036172797119,1.2150620992289185,1.2361150900362015,1.2439643439195118,1.2886257365199771,1.239559228495721,1.3058256750600157,1.260172696281217,1.3063214045968483,1.2748781214974243,1.3615829642471786
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,30,1.3392341101674972,1.3390381758861991,1.5782195702389856,1.3677828872584734,1.5308799033479767,1.604842079503456,1.3451735550372736,1.347901526257652,1.4606223348221221,1.4247528717028513,1.3747739108311354,1.39855946298509,1.354128839852188,1.413944505127076,1.3351342814208662,1.4598805695230908
Mega Glalie,Frost Breath,Avalanche,40,1.2724537485903837,1.2687633784096706,1.4955921182905796,1.305904433512051,1.3504805982297108,1.3898718425066394,1.3164070995020833,1.2999568838380375,1.348631443438821,1.3589009035642983,1.3419876415071716,1.3536499842895235,1.337886295579894,1.365263592945184,1.3263302476180832,1.4140226827731963
