Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Shadow Aerodactyl,Rock Throw,Rock Slide,50,1.0878389946445686,1.1119520363279694,1.0902205369494764,1.1236016539307832,1.0797669892594537,1.1314853438369723,1.1283123172219154,1.1784793639419662,1.0915059898739106,1.1339771721638916,1.0756433630873519,1.1210159342854091,1.09547673962116,1.1275947099813524,1.1271490574204097,1.1710048571703375,1.0744596273291924,1.1291144631765748,1.0897595316894,1.1400436171637367,1.1015749073583907,1.149980148226575,1.1244804136127962,1.1782236387938252,1.1015325421481588,1.1663308679206041,1.085499823182487,1.1492111657407513,1.160333871836295,1.2237910608508347,1.0999447055570917,1.1584876969864528,1.0891328664526798,1.1365261161365627,1.0945941014618623,1.1402088791901734,1.1010758308288688,1.1523149962977481,1.102149567727342,1.1542720750475293,1.1141124704872292,1.163318308649925
Raikou,Volt Switch or Thunder Shock,Wild Charge,30,1.3322319524203445,1.3763714592470395,1.3273507435366836,1.392914532779968,1.2752389555698733,1.3424039029963268,1.3631607334793185,1.4172352377392363,1.3306188593324568,1.4006663211332893,1.2774301861570647,1.331701278618633,1.309134442372493,1.3653736055222951,1.3156228960277003,1.3884413773203808,1.3275989352262643,1.3826122448979592,1.2996766973389704,1.343705163277409,1.3033902417504852,1.3708311275807306,1.3768047823979555,1.4362322459351085,1.3166473853193121,1.40169762514461,1.3275002566705831,1.3905157367586498,1.3865589660743134,1.4559827679052233,1.294186184288479,1.389588846320945,1.3269137243458808,1.3947208442758487,1.3172672004203858,1.3885576242364086,1.315109543098567,1.396280325798162,1.3027573861034403,1.3848406211404227,1.358617729126422,1.4329147885812408
Nihilego,Poison Jab,Rock Slide,50,1.3244780174503539,1.3958363001281655,1.3466510984458753,1.434596131836626,1.3506220483424223,1.4354321791286675,1.3960902142828502,1.4686258709646542,1.3316169830409503,1.4220343164436922,1.3060122364554618,1.3859842357752195,1.3271399712107828,1.4173945758497726,1.4459850197172261,1.594116692315091,1.3468251996450753,1.4413345164152618,1.5058634476689687,1.6308993170470416,1.377018263631551,1.4570539968237164,1.5751509187315482,1.7189019285284137,1.38297955310603,1.4495067008098166,1.366149142720252,1.458630405767673,1.6862250942380181,1.8172428648357564,1.3760614558236899,1.4902444804297168,1.3807630580682815,1.4546858282268262,1.159199223454024,1.2258332907595408,1.178640184677033,1.2494795069471667,1.4164249732865213,1.5054884056563191,1.4149173642412536,1.5047113114402233
Rhyperior,Smack Down,Rock Wrecker,40,1.1658519648048795,1.2190446627294298,1.1795952262594267,1.2473131331815046,1.1934261479498642,1.251605768145014,1.2063993832917064,1.2751478715932623,1.186581233916289,1.2648422806108246,1.171243143195004,1.2245531953601132,1.1940716295351195,1.2547130074917394,1.190866355679523,1.2555604982206405,1.1854374445430345,1.2535403726708074,1.184502515639049,1.2476230558797086,1.1829671784012705,1.2496691371095818,1.2212593452109923,1.324075026071119,1.2042739597821424,1.2794192198203584,1.2008646946760817,1.2929124696273142,1.2772967151319332,1.359407646742057,1.2105138433587426,1.27851613412852,1.215871510553448,1.2743653341114678,1.1916039615522163,1.2689958180371779,1.2160111503114248,1.299298749945555,1.2183150386478123,1.2850085344361029,1.2327967374973172,1.3101094655505474
Zekrom,Charge Beam,Wild Charge,40,1.1266566715682118,1.1579364228534672,1.1092723398188076,1.1537959098738744,1.094692164117143,1.1531922737145552,1.1151697564597218,1.1722734780511086,1.1046015539948715,1.153296863718769,1.0751905272274975,1.1153367002701196,1.109503304216966,1.1544885006706578,1.1197821486967394,1.1748641435029334,1.0949494232475598,1.1555740905057674,1.1123046314540967,1.1608478564459663,1.1096259043585672,1.1522300158814187,1.1547082237856734,1.2063804473950912,1.1048472007383239,1.1820202519140528,1.1160493263823137,1.1804337162478182,1.1630479267635971,1.2172967151319332,1.0901496899561596,1.1786405466250642,1.1221306293162145,1.179007392277016,1.1187297926534663,1.1682054051687016,1.117374450106712,1.179154144344266,1.1194682283065736,1.1538557610912976,1.1271517493024255,1.1940974458038207
Zekrom,Charge Beam,Fusion Bolt,40,1.1429277744798574,1.1269814856001779,1.0992185061444377,1.128921438287804,1.0728407649235143,1.1209473865998898,1.087487728565571,1.1337369702911644,1.0894350529277164,1.1239054023162809,1.0579313508746258,1.0760447852687947,1.0850488271665522,1.100989220401086,1.112827017408868,1.15659264691738,1.0742644188110027,1.1305128660159716,1.0793048036271116,1.136504505193886,1.10725472031057,1.140352038115405,1.1235403845306464,1.1660473245891043,1.0165212983062746,1.1132183385111334,1.047421316206751,1.1199849419924481,1.107969843834141,1.1755519655358104,1.0654942928235713,1.1246395987203286,1.0786280517459392,1.149863826476024,1.0871205762788558,1.1316770911638703,1.062563700509604,1.1561304934883925,1.095058353339532,1.157838497939246,1.0773556557201116,1.1638871002361022
Zekrom,Dragon Breath,Fusion Bolt,40,1.3104998135919472,1.3357281034540691,1.2922740777563264,1.3429709868479363,1.2745979767653486,1.3603978053948496,1.2911825459135962,1.3676178995443238,1.297334489134937,1.3485217131514682,1.2939260671304444,1.3385748919324028,1.3748773186770045,1.3798213759937186,1.27632069346927,1.3306903433682793,1.2322094055013308,1.3184312333629102,1.28827501769556,1.34958774128135,1.2835936121404623,1.3615779954120346,1.3519380755842134,1.4168294581613619,1.348637090379691,1.4264470759511771,1.3031678853766213,1.424145286957712,1.3879267635971997,1.5174690360796983,1.30100912358308,1.4024645523124928,1.2609425153195215,1.3322755568524463,1.8215768846201568,1.8697752833589993,1.6813450063156061,1.8018816150529204,1.3161210640984722,1.3647465341863145,1.2821742863275383,1.353058596265293
Zekrom,Dragon Breath,Wild Charge,40,1.2803673118678727,1.3300782593808052,1.248623329980771,1.3343949780927389,1.2610560540946258,1.3477177169198478,1.272118654261793,1.3546176162827543,1.2543563233739752,1.3382349279925039,1.2531411780060193,1.3243253932157675,1.2869168547780285,1.3566693656557725,1.232359695104357,1.3131762768106183,1.2295687666370896,1.3132706299911268,1.2568343121688061,1.359315516614696,1.260521439915299,1.3607067231339334,1.3074776375894128,1.449847979671871,1.3287231415164238,1.4246922566975602,1.2904370244464471,1.397234802249575,1.3769843834141087,1.4711900915455034,1.3043267901575892,1.3940321497689483,1.291763933469507,1.3660271374379924,1.5890072034856988,1.729019026836086,1.5690665969772204,1.7133237510344528,1.2953331205506446,1.3612772512177185,1.3008370895041856,1.3792230092294484
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,40,1.1675672389047207,1.2000630427234455,1.1921056789324207,1.2361764603877412,1.184103725647787,1.238359426373787,1.2052275340592935,1.2535992974078332,1.2025172634661827,1.234932519142021,1.302539835713523,1.213463660416609,1.3328937252592665,1.256614567998168,1.330912763297105,1.2502825334231027,1.1965749778172137,1.2531960958296362,1.1867981558357088,1.2421039542402388,1.219108434797953,1.2582384859714135,1.258845820542573,1.2909243129709325,1.1901054191418283,1.2576334637532334,1.2163790054870467,1.2620435541460855,1.2587937533656435,1.3376413570274635,1.2014100082941666,1.255707176428769,1.1935974127030444,1.261209999027332,1.1949466124641468,1.2472174985585731,1.196219347532558,1.2662920858922426,1.196736098583145,1.232317064709066,1.2243507190384204,1.280188881734278
Shadow Luxray,Snarl or Spark,Wild Charge,35,1.145409481689609,1.128003929769766,1.1591889111108542,1.167922914185963,1.106213176930077,1.1409954101932236,1.1197459182525218,1.177033307162896,1.1985768249707467,1.1518075997727628,1.1451190622145058,1.1502802045473421,1.1850688651159746,1.1499881408054438,1.2339617197268442,1.156186880831009,1.1088127772848269,1.1668110026619343,1.105857708568477,1.1545731065750962,1.136866949003,1.1659939121228164,1.1422234625383723,1.1927794016127373,1.1115675085466197,1.1537611626002522,1.1091363320062513,1.1672921823844127,1.1631987075928916,1.2473559504577274,1.117174848927683,1.1555452427031083,1.1356993483124211,1.175931329637195,1.124429815278396,1.1737302670471548,1.1033842937410165,1.1608083975782917,1.1337061656096918,1.1818181818181819,1.1383022107748444,1.1767868641339343
Magnezone,Spark,Wild Charge,30,1.3629740804802768,1.395439482985665,1.322416311179447,1.3725718007113599,1.3208597086701517,1.36868403398184,1.3750409047814294,1.4265621746210566,1.3424424381378317,1.3912214906672038,1.406591233572341,1.3713254050804624,1.4251643929728137,1.4038219321490495,1.5073218236029624,1.4313984803308646,1.3506512866015972,1.4099485359361135,1.4251143037514589,1.3942188127714117,1.357276777836598,1.4152439562378685,1.4087804591454547,1.4596301573079917,1.3461023514577999,1.424588267408457,1.3698794218637707,1.432803641300008,1.432730210016155,1.4982767905223477,1.3519293810971997,1.430042655713101,1.3558749148915477,1.4207761890866648,1.3572038506170767,1.4179627345511872,1.3548412387299098,1.4343481858965983,1.364982445428179,1.4210183039369424,1.3730306932818201,1.424833655290835
Deoxys (Attack),Poison Jab,Zap Cannon,35,2.4124274168644084,2.090093492038856,2.3217939676997954,1.898328728376936,2.2422982909445968,1.9904168687023003,2.259806476730515,1.717268737623474,2.6574398692706906,2.5335706800594804,2.254357309245366,1.83524486753068,2.541646219779501,2.4719898092714363,3.5212020294315667,3.107440848321631,2.620358473824312,2.3066690328305235,2.5413406538748493,1.8333173913875234,2.157567937180166,1.568257014293277,3.6971050041860667,2.243320652732694,1.6445256138617723,1.4749060846732787,2.2572637775065307,1.4840921276280215,2.647183629509962,1.8878298330640817,2.045677159445476,1.4430467238042577,2.1654021982297444,1.535113315825309,1.5826211346037353,1.2786880460088894,1.2468313079837972,1.1287948081362429,1.9233010921302787,1.5308974341183166,2.2398046791156903,1.6859089933462117
Shadow Mamoswine,Powder Snow,Avalanche,30,1.1447726541786605,1.1729146699137403,1.1881346265746446,1.2222710334755282,1.110537293010342,1.1784760645894083,1.216984829338138,1.238621356887589,1.2154317620617932,1.218833530619312,1.183374793850924,1.1841440215779253,1.2525987993587855,1.2037573199856053,1.1964659276714436,1.215107122246802,1.2326992014196982,1.242179236912156,1.1248732615308095,1.1863007671264325,1.141664460914064,1.201032292218105,1.1608477887284638,1.2079814344256274,1.1315724480378522,1.228542460126607,1.116950525319127,1.2130023613693661,1.1704146472805599,1.2239203015616584,1.1249456929578578,1.1911509143331096,1.1230911389942613,1.2212941348117887,1.1457483377974995,1.2074122189217396,1.121939108846204,1.2097565224966245,1.123020774066416,1.2027448966847532,1.1327430779137155,1.2072547757029406
Shadow Zapdos,Thunder Shock,Thunderbolt,40,1.0568888575986481,1.0808274917476435,1.0527701028504488,1.0750222540779875,1.0485101394211929,1.101860831213343,1.0580983706639313,1.0920056859262977,1.041538694834427,1.086866185786809,1.022014941605926,1.0610339686218366,1.0478886544312493,1.0904202244250336,1.0606214533038376,1.1038039819178609,1.0533309671694764,1.1020053238686778,1.0550092782124616,1.0995638283626348,1.0605479089465326,1.1184047997176638,1.0599268539870452,1.1568820410381446,1.0495248989354096,1.1051981645890474,1.0353863177467744,1.11675659643399,1.0931071620893915,1.1432633279483035,1.0605177929618075,1.105632133970536,1.0385662873261357,1.1069570080731448,1.0393746761350782,1.0910470963457088,1.0565965416612222,1.1130972603336382,1.064292751974022,1.094919582020788,1.0701008800171712,1.1273127280532305
Luxray,Spark,Wild Charge,35,1.343123622940511,1.3764866642238944,1.3270694365768412,1.3632308682365908,1.3084037967200484,1.3591573619570776,1.3560222832434612,1.4054844096195112,1.3439158588503697,1.377548780184189,1.3147406970903812,1.3585372413002124,1.3656455491216017,1.3839986750417117,1.413514715783399,1.403523853034529,1.3366388642413487,1.3984454303460514,1.3254739540489355,1.3807414917835212,1.3431709899417683,1.4063988883006884,1.372809658798819,1.4350865854912385,1.3171803304259662,1.411316634386658,1.3189445705615952,1.3974515462976693,1.4174367259019924,1.4793645665051156,1.3245388838421739,1.406680753584265,1.3299168368835717,1.4128124696041242,1.3390893100856098,1.402117985359481,1.3379502591576289,1.4124656997255978,1.3179944769015142,1.4095280387449522,1.3556127924447308,1.399270229663018
Shadow Magneton,Thunder Shock or Spark,Zap Cannon or Discharge,40,1.2341541154577877,1.2510748464333659,1.2341225342288913,1.2765652034851234,1.223771346586871,1.2699135176783947,1.257916772835862,1.310943597318457,1.2520545278829593,1.2877810193536414,1.3592253936112573,1.2803251717414603,1.2917034710635653,1.2866796708869042,1.3609244253149946,1.2937926805809368,1.240039041703638,1.2831162377994676,1.3100357737263981,1.2890211007594743,1.26519763543321,1.3009970001764604,1.2959329054242614,1.3484717183437862,1.2335859406481133,1.3085882154138124,1.3979877026271659,1.312191282326234,1.3194507269789983,1.3848142164781905,1.2511750069118055,1.2945021525336704,1.2468145122069838,1.2952655383717537,1.270513877839976,1.3104578264011035,1.2457075656605252,1.295326451500501,1.2493859369145586,1.2809425347969083,1.270819918437433,1.3181369392573514
Mewtwo,Confusion,Thunderbolt,40,1.3345664532707813,1.406025540303341,1.536467786499578,1.6300813478071543,1.7114300137494936,1.810746856546951,1.5714161914382572,1.6716869067189901,1.3766615591099725,1.4311215424972106,1.3298523636449926,1.3914044239492824,1.6853796578008964,1.783011499329342,1.3526167404058862,1.4385189237279985,1.3640993788819875,1.4400709849157054,1.347885141468827,1.4245116981998356,1.5582428974766191,1.6440246161990473,1.4278160480589868,1.5027393034972019,1.354395497263782,1.4671848799573644,1.3510112820980824,1.444690341200762,1.1954981152396338,1.2568120624663435,1.3679943915636479,1.4411607883407718,1.352993385857407,1.4323509386246476,1.3548391805396411,1.452250450674004,1.3757393614704474,1.4747157977263818,1.3682158171549106,1.4316898183483437,1.5837196823352653,1.68091865207126
Shadow Luxray,Snarl or Spark,Wild Charge,30,1.2603504471393163,1.2078825805274787,1.257181997895978,1.2035699009260008,1.1391721077907155,1.17635053902,1.186515455863579,1.228611488002773,1.2673885145610633,1.2269995858126108,1.2165623232654805,1.200400631201775,1.2878839925409755,1.2213314195046945,1.3217634894681158,1.2487406222948927,1.1392759538598047,1.2057284826974268,1.1830390450136783,1.2223136227115337,1.1743316569613553,1.2127007234868539,1.2157807382165886,1.2435556600032314,1.1497445763086402,1.23428786834956,1.1701440777540753,1.2413273861808558,1.2227140549273021,1.2758966074313407,1.1509538291401715,1.2097930407993998,1.1661316992510458,1.2333309016632623,1.1617536510068094,1.2094630593284046,1.176688880177708,1.2430070996123526,1.153397815739443,1.2295277612023148,1.1914681262073408,1.2476389783215283
Deoxys (Attack),Poison Jab,Zap Cannon,30,2.3786595580929095,2.0701502304899573,2.253183970898217,1.9112495809297,2.453705056758175,2.15907068036745,2.6255191511983,2.0495319716945377,2.664625907308031,2.570983344234987,2.5408303704553274,2.2603865517636867,2.760916593057873,2.765320852553407,3.788944527267481,3.527300543425988,2.8597373558118897,2.66603371783496,3.039771966407132,2.285615901134429,2.176217575436739,1.5905020292923946,3.652336119148686,2.3736028083368828,1.7772939387243114,1.5512732188584577,2.4003947023191614,1.604978268557283,2.7034464189553042,1.9720732364028,2.2015877404320867,1.5566768039812,2.194874039490322,1.637206983756444,1.6616332279936066,1.4076647423312436,1.3390652903001001,1.2157149701642058,1.9950736181845936,1.5865863643302203,2.7487229019102815,2.1571796522858984
Calyrex (Ice Rider),Confusion,Glaciate,30,1.3195994066943693,1.3600075523262605,1.5313021429424707,1.5890548471501293,1.7463998910668146,1.7653768490411887,1.5340385985924874,1.6213271386571848,1.3773315015537686,1.3947228452636655,1.3633958339100893,1.3690019023061013,1.7765829980043837,1.79015973108254,1.3853214869673944,1.4540702846975089,1.3249902395740905,1.4186690328305234,1.3413138714058883,1.3924205612840281,1.5812268395976707,1.6177430739368273,1.4059309959901884,1.4493632771763876,1.2641587916444605,1.3790539574423835,1.3101265100785981,1.3718757486225346,1.141917070543888,1.201690899299946,1.3329910344010427,1.387702910857459,1.3500389067211362,1.4097728820153683,1.3539925702650037,1.4156710481181167,1.3337079141077572,1.4103924386950653,1.3541027740386617,1.4140936151316246,1.5277742004722044,1.5803927881519642
Calyrex (Ice Rider),Confusion,Avalanche,30,1.355807370878422,1.4339931485040154,1.5212078473081236,1.604181839901658,1.6497067438940958,1.74539690868875,1.5587780690873674,1.6512817262658492,1.3885145610632168,1.4581252022841418,1.373514441311286,1.4339413330380342,1.6791719828573297,1.7521816828606012,1.3775788689044917,1.468897278060979,1.356709849157054,1.4435421472937,1.3746484800948866,1.4531211141507088,1.5481626080818776,1.647013410975825,1.408560139829326,1.486744121146248,1.3768051890655262,1.4867998596144598,1.3747390515736757,1.4898415486932615,1.238912224017232,1.3100700053850296,1.3803961451874087,1.470368103005648,1.3762158350355025,1.4668563369322052,1.3814855090974112,1.4829911616806675,1.3761749205104752,1.4563090726948038,1.3859507916903735,1.4733628453671197,1.559240180296201,1.6657759175788798
