Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Deoxys,Charge Beam,Thunderbolt,45,1.344769695412986,1.235443413523126,1.385994451069668,1.2605442532097726,1.5439606098448149,1.3304881548216447,1.468771714342026,1.369780480066678,1.2776470696970212,1.2395546678009828,1.6841236568426283,1.3724354409564639,1.340143090184264,1.2858972888204838,1.520645018892856,1.3375029662423987,1.4384642002245813,1.303281578828613,1.4963784418982344,1.3774333376960126,1.281247248599719,1.2481148709627576,1.3336773047406671,1.289150341153498,1.569631762639031,1.3574100842281849,1.2514886678352464,1.2186622712780184,1.291471391943027,1.2425296098473015,1.3086183336651989,1.3041505516447036,1.2607465087900636,1.2224390880052778,1.4123691964172747,1.3294573680295851,1.2697753602685296,1.232270912421978,1.2449246038025907,1.208754287034078,1.289723634580194,1.2356152936689917,1.3235359115443155,1.3167618643504206
Weavile,Snarl or Ice Shard,Avalanche,40,1.3207112990223024,1.2829278536746802,1.2046747365689456,1.183490673190163,1.293842282517472,1.3111869224233925,1.5887923220264557,1.5778877206997615,1.1876527649201198,1.1843640583777206,1.2851179822971386,1.2964001197536585,1.3772933870736854,1.3085616008207424,1.377053899000483,1.313348291035436,1.425120336140765,1.3643508732749186,1.4025427270298434,1.4010091417835286,1.3404127338213214,1.3317478783731436,1.1925987962637072,1.2158631210707431,1.1857891873179878,1.220398786217146,1.2873181510426719,1.3545278844506847,1.339814420821369,1.336438883350939,1.3221271024696282,1.3866151903010173,1.2684769626850072,1.336902945012339,1.3798875818593654,1.3722117963133302,1.3666369617009708,1.3685122269523056,1.3456531017260562,1.3508846886359152,1.3330205123945726,1.3533189755783561,1.1990670935121652,1.237598905374152
Mega Manectric,Thunder Fang,Wild Charge,40,1.0157832670370877,1.001031098126356,1.0444411693839213,1.0436171794713434,1.013862918765789,1.0202857514548462,1.1085950262420385,1.1160200818710315,1.0297441964286675,1.0496093409396696,1.021298847080342,1.0263293634457897,1.016080682047738,1.0238783119298496,1.0234318907030702,1.0194954959650362,1.0508269290757084,1.0359237925458626,1.026474613917935,1.018286373068387,1.023202172723672,1.012411779422845,1.0307346006200466,1.0180967623267934,1.02579768246365,1.0733333648811165,1.0012069904894745,1.0396809652410317,1.002763433661147,1.050440837338015,1.045474278692331,1.0835588177348638,1.0,1.0497435442509244,1.0,1.0518014954048018,1.0087785778044174,1.0002740649836106,1.0,1.0450269182663547,1.0270173215024483,1.069745164544283,1.0252557197669807,1.052494421576533
Jolteon,Thunder Shock,Thunderbolt,40,1.3756377507889712,1.3271318043271292,1.3900043974755998,1.3681890485098016,1.3735257222804322,1.3747312098129727,1.5027857906507252,1.4921464828292865,1.350265928730828,1.3562293625183246,1.4084814422151404,1.3796551687275664,1.3904889105273779,1.37260596915042,1.4311128100551769,1.3909287780875024,1.4775131255577065,1.3968965578576955,1.4306595589070907,1.410448562911469,1.3865355699627113,1.3677205376987647,1.4035772493604717,1.3930622424614454,1.466206105235595,1.483895360968312,1.378815172921065,1.470339563883812,1.395615213326787,1.429788780940195,1.4422269086797004,1.495948534458504,1.3625027107255587,1.4318744761911892,1.377448870811706,1.448646745382579,1.3833721795130174,1.3735277104421955,1.3907161462549973,1.4392704541857888,1.3828137717380728,1.4676920752300524,1.4124905413897257,1.469788864769539
Darmanitan (Galarian Zen),Ice Fang,Avalanche,35,1.0230622177790456,1.006213861341149,1.0877329515649474,1.0584201055023048,1.0429610621139804,1.0661380017405084,1.3081526675214217,1.228378743414578,1.0375760775123517,1.0762923101734998,1.0413216387846818,1.0361442747767575,1.0902121387554777,1.035810138251509,1.1327030431348475,1.049525009195563,1.4652553583469126,1.1199450668358437,1.1150889435348403,1.1019297539188448,1.1589159677824905,1.0763579774341863,1.0070642000427195,1.039461176914971,1.0147140670556405,1.0571993631381789,0.9637774560574789,1.0401810982723496,1.0328286293822129,1.057080227535348,1.0307833657719676,1.0613628014893133,0.9971951227050024,1.0452654386865872,1.0521520856660056,1.0634613791628267,1.0315793982580679,1.0160005287087144,1.0296048993627724,1.0429056268983472,1.0100751755690849,1.0409703801347392,1.0098100089433664,1.0613552480555746
Kyurem,Dragon Breath,Glaciate,30,1.5495086890582088,1.4952490232149798,1.4890605173753297,1.4797407318364244,1.4942674061400587,1.5190980635083595,1.6457221243267042,1.6411817626289047,1.5494635750396333,1.5439707548251955,1.4828945001900768,1.455991186890913,1.5452579373650888,1.4979641360555036,1.6318440667170597,1.5211573531872884,1.4504633925486294,1.4646984341561287,1.4645198945180367,1.4791621611816834,1.504615231079379,1.4679239045579764,1.4831714871563269,1.4871718148786146,1.5090160590369697,1.6234710282873197,1.484792012295746,1.5684459422442973,1.459976373618199,1.539072639717515,1.536722706465274,1.6459611513621784,1.4638816440851947,1.5708950038814196,1.5083431182116391,1.573059355298898,1.8577863685188396,1.8784835954210615,1.9637182340932933,2.0700767007144596,1.4996400188226033,1.558835342897909,1.522900530954613,1.6050447181424892
Kyurem,Steel Wing,Glaciate,30,1.634069653292979,1.571560716217812,1.5814251584906929,1.587929658415016,1.5646086462780784,1.586509886284597,1.6883739328067522,1.6914903856165808,1.5559820226116623,1.5582976548992855,1.5505256226630737,1.523325363301005,1.5833552574809282,1.5306119774589038,1.6929286078546606,1.552975044531005,1.2868938601146096,1.296289351556769,1.590267972049725,1.636129516650569,1.2868313434838343,1.2792127722570592,1.5718701788967169,1.5590776124540864,1.589698066252775,1.7014033617576272,1.5410223046479592,1.6314692690720793,1.5406992694865578,1.6378270076721269,1.6091740637351701,1.7109707153284517,1.5184552812333694,1.631885027453741,1.5609961954143832,1.6152787711649135,1.3236490100046883,1.311649834954861,1.3257762487466553,1.350971147260117,1.5573227081896082,1.6131950568956976,1.5986889848764403,1.664753843351604
Kyurem,Dragon Breath,Blizzard,30,1.8220914375891253,1.7700511942186723,1.735449882429156,1.734123854012292,1.7693464827970993,1.7937913259188742,1.9289077849680976,1.941632206655406,1.8137838298508933,1.8286677856501155,1.731552632189291,1.7134684294135143,1.8060900673227733,1.757562664840623,1.9086369702299537,1.7980953889405848,1.6920440624782804,1.716461684307403,1.714108763793799,1.7371102375508816,1.762728454725574,1.7361310427220416,1.7373931472934732,1.7308986368130383,1.7769166008753166,1.8603586512309052,1.711392543172766,1.8301087204513866,1.6880776040349337,1.8046762779025884,1.7947197262150694,1.9324917103146888,1.7132877220477076,1.8360694213877402,1.7885302698247327,1.8686171971768508,2.2548138441059207,2.292358212056425,2.383512584770695,2.544570031791111,1.7580202351630048,1.837909308947032,1.7836206042560123,1.9085816685948462
Kyurem,Steel Wing,Blizzard,30,1.9063915663095288,1.8531080998112888,1.8409774217857673,1.8733629873570588,1.8538752610645093,1.8722604018385705,1.9640218208980034,1.9804643495592196,1.8061265526002825,1.8363822372375311,1.8026611493463032,1.7973746967321118,1.840768719659025,1.7915718208977238,1.9577278800387554,1.8246994315813734,1.4709654165147332,1.488681831342636,1.8593404791744874,1.914947700965007,1.4825138574962868,1.4685839521430553,1.8343029719487303,1.8254489142715102,1.879651568699293,1.9729644807905935,1.7752533547354643,1.8997743668645455,1.7879519339016758,1.9233133272829166,1.8752501676052484,2.009065078041769,1.7836672549662975,1.9007512725284037,1.846708030982576,1.9129344448118806,1.5305060495243912,1.5064463498171279,1.5267239635810612,1.5599546260252066,1.825133342209683,1.9177108047230973,1.8730677423805953,1.9816381237036338
Kyurem,Ice Shard,Glaciate,30,1.2874731368372458,1.2286426833251318,1.2862406725937605,1.2761746680489072,1.2625977627000518,1.2568105490021664,1.4214683786670368,1.4319407890673777,1.2858925691345562,1.2752051953273809,1.2738343444815639,1.2423576867239043,1.29996737198195,1.266968984836634,1.3607537377756547,1.2706242474402607,1.3045177150149,1.3160963525788811,1.3248305520085126,1.3233932730695697,1.287849274012771,1.27901808789193,1.2889842348150742,1.2846358638920476,1.302829057794168,1.3795674886855296,1.2189281721034597,1.2818248244529822,1.2456919544334182,1.282220205416611,1.2670458803535678,1.32869150043135,1.2578241921123743,1.3115846159457958,1.2977537783616382,1.3322222296718746,1.2858183438853432,1.2738375369815067,1.2588848609421484,1.3181683480781436,1.2484098330690556,1.3301556544730961,1.2497102864957335,1.3209983337426965
Darmanitan (Galarian Standard),Ice Fang,Avalanche,35,1.2818958273080596,1.2436713794308942,1.3230140652952234,1.2967512489334332,1.2708240362980054,1.2913796933492951,1.5930084957768746,1.505448153587635,1.2347521668034767,1.2690669785892141,1.3406270788177996,1.27997900247503,1.3824561767847765,1.294189003291787,1.4202497774930412,1.2878809953984678,1.5442797141248756,1.35504571834574,1.3956844351970792,1.3565667372645682,1.2773731945806928,1.2867600306503415,1.2683511828198326,1.2968981648655449,1.2455236992764982,1.2748571641796023,1.203113279576815,1.2938001858046455,1.2495022292314484,1.2823991390554406,1.2675455578464174,1.3169381988203026,1.24200025820994,1.260181511315141,1.284092523819483,1.3365826554930529,1.2477290542704507,1.2631020903758337,1.241744423418739,1.2757892633664114,1.2574290342138827,1.291946278474306,1.2480820339154821,1.2712130819480258
Zapdos,Thunder Shock,Thunderbolt,45,1.1788343715700695,1.1669131586588486,1.2039327056349978,1.2164493684625983,1.2189715408570947,1.2214520235405397,1.2452194510142942,1.260077021041546,1.1948373866570718,1.206946631768827,1.1645209969310781,1.1641147747170246,1.1609018837294247,1.1579902384699436,1.1816205613746646,1.178838794293466,1.2114352026156578,1.1999710297308417,1.1800659372507787,1.2180081169882122,1.1894587796079519,1.2104267143347187,1.1912547238987292,1.2379564818137152,1.2369402198213324,1.3107169086316983,1.2093885205646075,1.2837794948693368,1.1878311239393173,1.2511980321267215,1.2479712229361402,1.327290937680614,1.193359529831562,1.2686640647763947,1.1984801555314426,1.2703451032316375,1.1593381682701935,1.1826014863944572,1.1989881896908323,1.2546817039497844,1.228417398959343,1.2688061731974396,1.2243861357721824,1.3020141230865763
Magnezone,Spark or Charge Beam,Wild Charge,40,1.1782682776143856,1.173820371275773,1.197651498865907,1.2102886615372503,1.1993302377395372,1.2314242064038121,1.363704327941916,1.3968457879166387,1.2240549057049743,1.250493200301978,1.2298346272992458,1.2218101444401914,1.262766489448479,1.2404105222137611,1.2528716921003444,1.207002853402505,1.341312509655384,1.2014796577324927,1.1896824377180797,1.2175057407979373,1.1994278884248573,1.2289325429884426,1.2083741416459717,1.247758144756974,1.297841663590111,1.3251866872389242,1.242016121407779,1.3177691699747274,1.2781277431449274,1.3102286760001787,1.2919064047492175,1.3650431789756456,1.219090524696353,1.282158311247794,1.2559340051141623,1.326807567472404,1.2104904547235364,1.2535348578551635,1.217198728355557,1.2945791970162914,1.2532658187406416,1.3220490576633512,1.265362993010237,1.3189735296635003
Glaceon,Frost Breath,Avalanche,40,1.3193642897925444,1.2836482565238827,1.3165482652767213,1.3143179313893079,1.344091875921387,1.3293205207623484,1.5217947923111665,1.4703397266522173,1.2982100205404896,1.3057164449513234,1.3310452857749522,1.3226910364986724,1.367149549487919,1.3052739781783194,1.4098973870499738,1.3084604989018065,1.3738183374721786,1.3608570654023178,1.3401927609324695,1.3619040709006833,1.3393638120471312,1.3019185410614136,1.307217877897723,1.3043930426826313,1.3300415031773918,1.3698865859782983,1.2853139897398296,1.339379050029253,1.322838934928263,1.3442837943056651,1.3398338011397082,1.4157154941966374,1.2816973290244948,1.3413353980842495,1.3850535866724658,1.384103618995547,1.3305978020872435,1.2840531650556457,1.2928912680455644,1.346312570228538,1.3272267801397084,1.3785888367380703,1.3236528635482983,1.354632888033744
Mewtwo,Psycho Cut or Confusion,Ice Beam or Thunderbolt,40,1.2847979041926094,1.2880290201500189,1.3958034988425811,1.4150839509635083,1.5474396540023474,1.570667691121294,1.1992095852703508,1.2249349401391998,1.4625827997957486,1.4954820093927836,1.400631563641074,1.3884964720619706,1.3158838589150286,1.320964245666987,1.503007982724469,1.5203514828730138,1.3329900216445296,1.3570196987948433,1.3628471912531024,1.3874354642515196,1.3287974458861949,1.3792266309484873,1.4446339223696223,1.4740259347363058,1.4620235673834916,1.4782960173483846,1.3531279927712332,1.4658084778974996,1.3298700549000937,1.4113988662907475,1.1901290712628425,1.2319208452220494,1.3781520438674835,1.4276796702852332,1.3872195899716044,1.4269888751935438,1.3045771191140225,1.3563020631321994,1.335542865452661,1.4294483878674413,1.35567990183755,1.4314817302421012,1.4823563587066537,1.5687100321204466
Mega Glalie,Ice Shard,Avalanche,50,1.1519544341882737,1.1428997156181244,1.1478030514080535,1.1769142868654374,1.1567893679644083,1.17055525785213,1.2710062064717411,1.3090089939033214,1.1484059859381224,1.1606114530227207,1.1522012361583283,1.158808754920162,1.1953869668503556,1.1732398944486948,1.2114320096065925,1.1825514834483535,1.1965342071517533,1.199886375277474,1.1780660530989486,1.22056118617302,1.1849541032021325,1.1743734612867338,1.1579171056687851,1.1629579478496117,1.1855079983068666,1.2436024910026109,1.1257207904949758,1.2223022901497418,1.1349238193008298,1.200230431612932,1.1842525707927811,1.2415863818922137,1.1348000226695445,1.2085555417328986,1.2036315181726223,1.2206111819909502,1.158624320889845,1.1486951134388532,1.1298907932869002,1.2029215530046355,1.161171368946266,1.215045921526005,1.1763149138355642,1.2231013665495485
Mega Glalie,Frost Breath,Avalanche,50,1.1452627501204171,1.134791536906413,1.118773456847882,1.1312313806403456,1.1314473599550643,1.1401500425264517,1.2447381515510927,1.2807357234531809,1.132871009322641,1.1436304600506502,1.1444058081149546,1.1504251861273553,1.1787391814187769,1.1540524986809417,1.194482335071141,1.166696195126772,1.1623086092920287,1.1576897536160136,1.168561291999722,1.1843415965681683,1.1853774963633505,1.1573205780401346,1.1504379251860857,1.1552650172402397,1.1692787067436257,1.214081265072309,1.1397054679685783,1.199711792446179,1.1350207846696323,1.1814500171097855,1.1866442200787892,1.2407736307991057,1.1260529737801996,1.1772298878963179,1.1810144451406264,1.194039619511159,1.1538502438199945,1.138146703541087,1.1149427692788985,1.173577450124372,1.1432894018236823,1.201051494263332,1.1441658745429468,1.1962124915743098
Mega Glalie,Ice Fang,Avalanche,50,1.1399582990271202,1.1414387538454012,1.15370006883812,1.1754193042022,1.1575690743698641,1.1700048326580605,1.279349884123544,1.3217035208434114,1.137605947162745,1.1653475372154423,1.1499758285904798,1.164339516000423,1.187525091534473,1.1701610555841275,1.2052778498362453,1.1851519621422018,1.1996247534891964,1.2123577549902482,1.180026452666903,1.217589620485003,1.1689764183493692,1.1724059623001721,1.1526447991572681,1.1725096331211395,1.1797581303873497,1.2173732762401206,1.1344104747773314,1.224632592002541,1.1357876799627058,1.2012495598569721,1.179315309915428,1.2316106843713732,1.1157673732153068,1.1939901854105812,1.1885675997933225,1.2313799262960212,1.1397466425294536,1.1485457191847963,1.126320861702251,1.193128479348609,1.1332717718717864,1.2116045948273604,1.1521977826423988,1.203866317235286
Calyrex (Ice Rider),Confusion,Glaciate,40,1.153996076549411,1.1854955121130273,1.343517487453676,1.3462511851846157,1.5695047535226978,1.5749657510603434,1.0792219155109999,1.0832320482192128,1.3387809442664136,1.3638940194139115,1.234434915705765,1.2467059773241986,1.1812076608987185,1.2172315248845276,1.5663998613769943,1.5621649669047164,1.272439359248137,1.2525786668801147,1.2579319418057362,1.2703941383231159,1.1891187495995248,1.2264640243651852,1.3466167982331612,1.3965659636049406,1.2355077435973063,1.268411460771741,1.2214206311578995,1.3175638093789506,1.2113170567201783,1.2704820793596476,1.0139233376336791,1.0841455018765247,1.2016839014111618,1.281400936050208,1.2094498890590533,1.2614983764924146,1.1615447336480458,1.2170357598658312,1.1940953342282665,1.2868506208829043,1.189935780326102,1.2457004224070582,1.390311576231206,1.45484307230407
Calyrex (Ice Rider),Confusion,Avalanche,40,1.207972363900418,1.2477783563808762,1.3570551386185565,1.386408381021248,1.5213963704812417,1.5813440613019623,1.1540538381126044,1.1728545909351369,1.3646339183815566,1.4106720843291376,1.2438292888966993,1.2868242656320694,1.226506522105371,1.26264621666581,1.4732011033660246,1.532687272060453,1.2759355552327487,1.297778627616259,1.2761659025965422,1.3090420298363152,1.2404683416764348,1.280840373112833,1.3536819876836241,1.4446027369986398,1.3114536528027347,1.3735350095187677,1.2761340890960782,1.3697805087274784,1.2452630691483295,1.3284059135385518,1.116723572397537,1.1912066006889421,1.2598186593158376,1.334712182538235,1.2772820106102758,1.3616080089436202,1.213367641111506,1.2835121619290688,1.2570492343676392,1.35282779275104,1.2616882743049902,1.3540451617509743,1.417803343465057,1.5171362005823048
