Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Blastoise,Water Gun,Hydro Cannon,45,1.353934360574187,1.4356692172031225,1.3520723986987346,1.2394133033142403,1.2260487368804425,1.2878902758004172,1.2516850047154982,1.3575668028921721,1.2512103112228858,1.3019412722676817,1.3984453836085884,1.2992836375625694,1.34168053367105,1.4367149189332469,1.3442870396277262,1.3127198046768267,1.408169021533146,1.310366407234714,1.2860915867944622,1.3834398296059638,1.2921512247071352,1.3219581872484094,1.4203263645414017,1.316989135610094,1.3012089000052107,1.3952807739739113,1.30271134038525,1.3566554703508884,1.4464900606291062,1.353761328347804,1.305757757414861,1.390349499966696,1.2997725823794162,1.294289105150724,1.4001993828625683,1.2893520056966532
Mega Swampert,Water Gun or Mud Shot,Hydro Cannon,30,1.1187861413826297,1.1970816382453997,1.118907344561315,1.114410820117207,1.091833592689468,1.101984902162037,1.0527004086765168,1.1477082678403017,1.0606381640993399,1.0581882124908832,1.1399254663349618,1.0592272877139346,1.1180732472351893,1.199949931523996,1.113868967853093,1.0628718500171879,1.1267573356367835,1.05798877068037,1.0982002129925452,1.1796272630457934,1.0984984025559106,1.1196814266545472,1.192156862745098,1.1137601177336278,1.0586559672068503,1.117034026366526,1.0505445260799333,1.1092802670215687,1.1804191224623444,1.0460105203118069,1.104640651613333,1.1626939948426631,1.034264889193381,1.0906622359363873,1.1762639449323522,1.0160075955376218
Clawitzer,Water Gun,Crabhammer,35,1.4902141607470332,1.521314193770508,1.4889687541718486,1.5279492103433434,1.3871966360957522,1.567940270834023,1.4304715498270983,1.4559572461490098,1.4212354605469977,1.4011130094216149,1.4741380171647234,1.4105845797240457,1.4537013857187036,1.5190996509932702,1.4523981327403654,1.4385252042696095,1.4985676888226844,1.4738437943465577,1.4968370607028754,1.5399041533546325,1.4839190628328007,1.439553304765615,1.4971129290568326,1.4430160585205385,1.408411929202925,1.485609573932225,1.4098883157035416,1.490240192661132,1.5272408475399792,1.496936857004035,1.4192381985479527,1.4732284738279429,1.4313893408695155,1.389546641348208,1.4761927367671492,1.3885212437692855
Crawdaunt,Snarl or Waterfall,Crabhammer,30,1.6403058535865602,1.5804525621298033,1.6399615662963822,1.598928914346257,1.4476906267589313,1.6095801741548854,1.5550204338258409,1.5595630304935555,1.6083684375982394,1.491302740560901,1.4966379921869537,1.4872663329636624,1.3381904663731279,1.3867716141193103,1.348012723283314,1.5307748583113714,1.537500110177783,1.5178267652684372,1.3964749733759318,1.4363471778487753,1.429350372736954,1.531195082889668,1.5623512097995933,1.523880015582392,1.4476838101193268,1.4880846924773765,1.4770117937227518,1.5862855694277205,1.5714134820542072,1.5970488201618185,1.5220518968913248,1.539702929785999,1.5314626093079462,1.5073534298599573,1.547315452171849,1.5119202468549728
Shadow Glaceon,Frost Breath,Avalanche,40,1.2068112673285414,1.2237603900985787,1.2078458857668823,1.2742509022282555,1.1037694930967124,1.2996391086978116,1.2285004715498271,1.2135523420308079,1.2284030179188934,1.1368182317737214,1.177691854249718,1.1446013048386936,1.1688117572562475,1.2095439350876935,1.1643644985053088,1.1627017355204359,1.1973328162322725,1.1827188351123374,1.1971246006389775,1.2241001064962727,1.1924813631522897,1.152369822101026,1.1924511968142666,1.1634333203480067,1.1209855314122938,1.1639049554478662,1.1239469890400013,1.1700255614001733,1.2109132391152797,1.188457232186239,1.1622562872884017,1.199889621573273,1.1724948379054743,1.1342416330405887,1.2067695229052933,1.1389698552100642
Samurott,Fury Cutter or Waterfall,Hydro Cannon,45,1.3000182683051933,1.375018443961974,1.2996915466930856,1.2617720094030396,1.248149190477767,1.2982849385822601,1.2392958189248664,1.337035523420308,1.2521125432254008,1.2475097163524465,1.323991647433784,1.242084544755168,1.2270826277114288,1.3239504027567113,1.227818928829134,1.2519898107586402,1.329281728997911,1.2565291354129022,1.2789456869009583,1.3572630457933972,1.2771991480298188,1.2904990693849285,1.3616586590486084,1.2871834826645892,1.2473468466121271,1.321504872075452,1.2491011411599187,1.3074550562984557,1.3728795656674484,1.3093563174683651,1.3015138972148477,1.3610611553576355,1.2940443226475598,1.2571184429147877,1.375599335390458,1.2567576548777593
Kyurem,Dragon Breath,Glaciate,45,1.3924471097433304,1.4299234839063257,1.4004517892399684,1.3191454491275703,1.2948846141111812,1.356347051617389,1.3627192706696007,1.4629896259038038,1.356758880855077,1.3053782133900829,1.3936396607019752,1.3073064972174766,1.3576582679252507,1.4486282710177154,1.3676056960254466,1.3316351264400237,1.4016993821229937,1.3283738640670586,1.3727476038338657,1.4770926517571885,1.3792438764643238,1.345903129463706,1.4034281262173744,1.3457905899666711,1.3141489934517916,1.3830267660187934,1.3298855366230697,1.3488180493060398,1.4389272661976888,1.360246741449606,1.3837458251263166,1.462257238826563,1.3928615607128922,1.3794635651554712,1.5179397104201282,1.3829195347733207
Kyurem,Steel Wing,Glaciate,45,1.4887474266281628,1.5236047581908758,1.4966748171412914,1.4198092904678343,1.3889895043538723,1.462829851339271,1.1843036780886513,1.2585790631876768,1.187657969192078,1.1909000989119685,1.2513762751151476,1.19787389223591,1.456388884798327,1.544074984905827,1.4626695333323516,1.4025896186085869,1.4628348302821435,1.388407534397504,1.466762513312034,1.5583067092651757,1.4807135250266241,1.4467125481539196,1.5425875427433668,1.451491148335714,1.4464332239070397,1.5379083945599499,1.4689003525958348,1.4353993704713015,1.5186851722753871,1.451338276612375,1.4531510186216017,1.5275327567012074,1.4525420341982815,1.6140327557559935,1.7949109897934963,1.6077474483740803
Kyurem,Dragon Breath,Blizzard,45,1.6288916759764762,1.6725125243284642,1.6297559073375352,1.534789590438036,1.540067211866371,1.5809224249246765,1.6053222257151838,1.7432914177931467,1.6088242690977679,1.5311672611375875,1.6313381090829162,1.5328757405908742,1.5946588716921672,1.6924691121681124,1.6003357533096736,1.5718138788749527,1.6665315152530125,1.5612191832741313,1.6036634717784877,1.7086368477103302,1.621437699680511,1.5661688958143964,1.6622429987447518,1.5610440202571096,1.5525159362895802,1.646440171608219,1.5634151425147205,1.5864968206688215,1.6914041869995986,1.6031962312778587,1.6167204285727879,1.7027394783667797,1.6270541330060042,1.6006930928079754,1.7714407785426063,1.5964111084737718
Kyurem,Steel Wing,Blizzard,45,1.7429508933903868,1.786585794284831,1.7447794804775054,1.657633347680694,1.6504784292951031,1.698341224381684,1.362033951587551,1.4400408676516818,1.367302734988997,1.35668255252825,1.4175983374796433,1.3642957767586847,1.7081375999528767,1.8083923601396026,1.7158687616887802,1.6535040942064116,1.7295884639454224,1.635108811578363,1.7176996805111822,1.815580404685836,1.7307880724174654,1.7077262693156734,1.8189152923862704,1.7094663030775226,1.7120177861150192,1.7886856686293922,1.7291699234015945,1.6915731879924794,1.7717852842385449,1.6956608995077846,1.7004557867793286,1.7803279000504315,1.7054799082717211,1.9646427723712319,2.144077854260622,1.954217896985521
Kyurem,Ice Shard,Frenzy Plant,45,1.35848738433001,1.4080682672512526,1.193020453475545,1.2137519451710095,1.2477816773168229,1.0741598516703639,1.7728041496384783,1.8172241433511473,1.5736057843445457,1.721867537891277,1.7952821988430299,1.5385506898860015,1.3312397838219918,1.4030438688205928,1.1748494264214293,1.306426449719267,1.3672622143090092,1.1584092090998035,1.342800851970181,1.4057720979765709,1.1829499467518636,1.3074752196684414,1.3678050469635978,1.163043760550578,1.282389314435586,1.3575808104493425,1.1341080020148333,1.7828759743963496,1.837114730549042,1.6059741850983376,1.7837534374316082,1.8372774590124936,1.5995641955220614,1.2858770472347496,1.3734630904343699,1.1418846427723712
Shadow Omastar,Rock Throw or Water Gun,Hydro Pump,50,1.4323036332848522,1.4731227559846265,1.432419566760116,1.4501191934576037,1.2880442340164884,1.4543025527265503,1.250886513674945,1.3143256837472492,1.2785822068531907,1.2022999530417928,1.2622765738492743,1.2022799708259648,1.2857290117366398,1.3543228238620466,1.2974582885416819,1.317426599561052,1.3660634800313787,1.3186605907292008,1.3879339723109692,1.4415974440894568,1.3716719914802982,1.3013721161753886,1.366402631692854,1.3175345193264945,1.2959199624824136,1.3575026488110746,1.2945130529935907,1.3833048144157847,1.4184042081247228,1.3858503918710523,1.3581875101100929,1.3985993358263633,1.3836411559285584,1.3301590315689533,1.4539283171136959,1.3457868502254926
Aurorus,Rock Throw,Weather Ball Ice,30,2.2552152498190736,2.431651946628444,2.2550448627417916,2.574987584014833,2.2345131278349832,2.578707413170877,1.6672209996856333,1.756155297076391,1.6821754165356806,1.6747394818611436,1.7478743917913058,1.6706631098322493,2.303657943952759,2.473426892662023,2.312891159968781,2.245158788220673,2.3474919129507374,2.2719804676826527,2.2750266240681576,2.4315867944621936,2.2681789137380193,2.2994849153789554,2.457542310522443,2.36612561139246,2.214597120177861,2.3797179233321173,2.236291317110451,2.2880938800515453,2.40669032680567,2.306071360669244,2.4114641317690046,2.5323475397980837,2.4203610135784497,2.289959648706385,2.5205601708995964,2.2769238072632327
Kyurem (Black),Shadow Claw,Glaciate,30,1.3627980017284629,1.3519125510282948,1.3630105464331135,1.2248750124159853,1.196303347349601,1.2658312088203159,1.2614775227915749,1.3366740018861993,1.2471675573718957,1.261876929532716,1.3138206995773762,1.2629060136478534,1.0768919257219431,1.1231169098914693,1.0756181247883134,1.2673001154663166,1.308480163591972,1.2810767454364362,1.1084238551650691,1.1473375931842384,1.1205750798722045,1.2535255161667316,1.3012942042159028,1.2454313292645978,1.241971062824588,1.3066975839369148,1.2237246626022615,1.3194013139827196,1.3609861207934597,1.3121976466611742,1.2975364677000372,1.33169668769566,1.294329784095991,1.2604984571564206,1.3391692380726323,1.2664324709233326
Kyurem (Black),Dragon Tail,Blizzard,30,1.5177518742578502,1.548108879098951,1.5204780674943614,1.36764890904877,1.3513773466211967,1.4116279839751018,1.402005658597925,1.4926878340144607,1.3902200565859792,1.4197763990048857,1.4690625343444335,1.4180279551199433,1.4073291413256366,1.4599084041409576,1.4082127026668827,1.4207292887803762,1.4725392893973717,1.4297374243078633,1.437955271565495,1.4947816826411076,1.4589243876464324,1.4051941306323854,1.458156949313942,1.401229277582998,1.3763222343806993,1.43862574470672,1.3732391919823528,1.4312905338318862,1.4751251663603524,1.4359380611361092,1.4181724758071421,1.474560627253956,1.4194570523250833,1.3932114882506528,1.4794113458343223,1.3944457631141705
Kyurem (Black),Shadow Claw,Ice Beam,30,1.419155723249229,1.5126209396935142,1.4186919893481729,1.258199516604311,1.3326159653014602,1.2546154355527597,1.326180446400503,1.4610845646023263,1.3374630619302106,1.3438439788588157,1.451228406718021,1.337539589765109,1.2234747522346738,1.304121813656913,1.2254259501965923,1.3443187928040687,1.453421240513693,1.3440014807894018,1.242364217252396,1.3155378061767837,1.2383280085197017,1.3836298316235989,1.4590745790589967,1.3753625070337188,1.3458305108297293,1.4395636843659354,1.345665502926719,1.408707776158185,1.49797198808543,1.4062466991993579,1.4164216455900964,1.5105668312827685,1.4174588221860638,1.4222074531212914,1.5280512698789461,1.420384524092096
Kyurem (Black),Dragon Tail,Avalanche,30,1.288653274593706,1.3435407488599875,1.2888078525607247,1.1525543820150317,1.2053107307221138,1.1596546700658876,1.2110185476265325,1.3018170386670858,1.2192549512731845,1.2496078490143772,1.3107534294477916,1.2426540379062634,1.2424345060155801,1.3205486915929139,1.243568409736846,1.2340969388204808,1.313222215366716,1.2330833032180728,1.2541214057507988,1.3329073482428115,1.2506389776357827,1.2584426264987232,1.324053153270138,1.250954421503701,1.2320358501380855,1.2941396140551995,1.2317492574644364,1.2660920632908719,1.3258022265880811,1.2662716268458076,1.26382347064029,1.322599982872313,1.265574300857336,1.2494849276050322,1.3494991692380727,1.250462853073819
Kyurem (Black),Shadow Claw,Avalanche,30,1.329916808948659,1.4083985019989742,1.3294688841578663,1.179515279939079,1.242527232394133,1.1894397907492633,1.2618359006601698,1.3569569317824584,1.279396416221314,1.2638351866838515,1.3547842420245981,1.2598886990578386,1.1484898464075868,1.2153018098281474,1.1491672434358755,1.2640212246480922,1.3565705622592616,1.2664539500938716,1.1702875399361021,1.2301810436634717,1.170457933972311,1.3000908972860667,1.3745141323637624,1.295104531878977,1.2733312490229796,1.3549493686276552,1.2715943237281364,1.3356042841751696,1.3986522170817755,1.33675560343917,1.3329336873055293,1.42779252661928,1.3319821491440913,1.3374317588416806,1.4259862330880608,1.3366437218134346
Kyurem (Black),Dragon Tail,Ice Beam,30,1.373528874461612,1.44922289440217,1.374686452646445,1.2251117438665033,1.2906681455484554,1.2379713935701753,1.2850204338258409,1.4015655454259666,1.2922351461804464,1.3144301571601276,1.4048696659972626,1.3114028514621987,1.324046121902013,1.4159954054810255,1.3243774574049803,1.306038623923563,1.4079927370805532,1.307730954668453,1.3351757188498403,1.4234717784877529,1.3315441959531416,1.3315759858027096,1.403557979483184,1.3251006362810025,1.2952686154968474,1.3811595713268372,1.2920205651954908,1.3478357310349198,1.4182035194456768,1.3398081838730802,1.3408790309535363,1.4109027242537562,1.347263852016785,1.328497507714218,1.4378637550439117,1.3254403038215048
Kyurem (Black),Shadow Claw,Blizzard,30,1.6110572430316956,1.6473584733317876,1.6121937424028443,1.4393884713439062,1.4193441048902427,1.4823990994272094,1.4972712983338572,1.6047626532536938,1.4821062558943727,1.4831100320714565,1.5580833058577865,1.481841161366384,1.2548117278042028,1.3080315725919271,1.2478095041748274,1.4926974165513474,1.5437405797995647,1.5077521088027643,1.2800212992545261,1.3379659211927581,1.2915335463258786,1.4772540362723456,1.5485521360862227,1.478102410942302,1.4557952512462438,1.5154760043770517,1.4396331613777291,1.5467076494074403,1.5974290723958002,1.5374654076092698,1.5385896301371167,1.596395573444473,1.5424243289277115,1.512290529314028,1.6316733918822692,1.5180346546403989
Kyurem (Black),Dragon Tail,Glaciate,30,1.2979613274031605,1.3047645145197895,1.2999269267792277,1.1823130152633845,1.1578419362315002,1.2245240539019304,1.2044608613643508,1.2656711725872367,1.1911222885884942,1.2158778686968599,1.253564327748304,1.212131203229126,1.198521507355648,1.2514247426627594,1.199220993417468,1.2140974676738385,1.2541140384123823,1.2255912139828828,1.2338338658146966,1.2914589989350374,1.254164004259851,1.2086395706185344,1.2554473445007144,1.2092542094100334,1.1673788060375523,1.2340941066124747,1.1656505653691833,1.2276337748484272,1.2680250121469463,1.2181169064368254,1.219538884606967,1.2563824422178451,1.2222602837486798,1.1856634227391407,1.249950154284358,1.1895941134583432
Empoleon,Metal Claw or Waterfall,Hydro Cannon,30,1.5043914195175763,1.585033690970539,1.5035974508687986,1.509050425454425,1.428493858226004,1.5854766082839453,1.3695473121659856,1.4672021376925495,1.4731027978623075,1.3829591663419558,1.4706311382869246,1.3795122341116406,1.4687219285198874,1.5426760127821875,1.476151206797532,1.4872590411888624,1.5145126175596944,1.4827373449798595,1.4871246006389776,1.5527902023429179,1.493503727369542,1.5057524996753668,1.5573994719300526,1.5175691468640438,1.4270317683636426,1.491575912320011,1.4626387369079255,1.5260261529036483,1.5520839934934618,1.53142362211378,1.4692605596947466,1.5346788082936065,1.5156956219729192,1.4580773795395205,1.5452931402800856,1.467305957749822
Sharpedo,Waterfall,Hydro Pump,45,1.6156243193299749,1.5126736367277251,1.6182345790912223,1.5671638578949112,1.3822269310995596,1.6654189981127703,1.6142848160955674,1.5312448915435397,1.6148978308707953,1.3650351187443177,1.435582331724765,1.365864380701176,1.3789889113051674,1.4166875285316682,1.3892308598524452,1.4166747463707439,1.4678148660678871,1.4161987783487435,1.5602875399361023,1.5271884984025559,1.6639084132055377,1.4092109249880969,1.4705795784097304,1.4159719516945852,1.3679502544595556,1.4046862244454865,1.3637642644989838,1.474016097344572,1.5134461414960814,1.5147875868770728,1.4342439553538293,1.4318841407134633,1.4353858011475549,1.4011583194873012,1.4671825302634702,1.4042060289579872
Shadow Feraligatr,Water Gun or Ice Fang or Waterfall,Hydro Cannon,50,1.1007953739030234,1.1609033676917997,1.100133147839773,1.03701287951528,1.0210426116610933,1.0765867629043473,1.0349324111914493,1.114423137378183,1.0338792832442627,1.037027045929123,1.113688816952912,1.0346591533535154,1.0746167552682344,1.1350891660653541,1.076545864196622,1.0401223414100995,1.1106537508924401,1.039910800066988,1.0752289669861554,1.1494462193823216,1.0794355697550586,1.040254512400987,1.1214301173007835,1.0418646928970263,1.0331231653726574,1.0968162159345527,1.0304222465391764,1.078722774996303,1.1453725415636817,1.0751843167078607,1.0794914980065276,1.1439011161542634,1.0753618223858867,1.0511559458817945,1.1293709945407073,1.050272964633278
Kyurem (White),Dragon Breath,Blizzard,30,1.564531031526879,1.6225118217013415,1.566250711409962,1.4764228719001424,1.4607985961659438,1.5274095288547496,1.431160012574662,1.5232819867966048,1.4206790317510216,1.477944629279941,1.5400393649651811,1.4799328597548183,1.5284138601322397,1.6040687999764383,1.5193205413285817,1.5061126633936521,1.5664636457387642,1.5165663314323994,1.54678381256656,1.6147497337593184,1.5589456869009584,1.491408042245596,1.5681253516859284,1.4855819590529369,1.4723655185590467,1.5523596130130441,1.4569155680614176,1.531222933434734,1.5802543464942858,1.531634873354881,1.4474037281265164,1.5211384202563443,1.4560246638691445,1.4380346546403988,1.551929741277,1.439202468549727
Kyurem (White),Steel Wing,Blizzard,30,1.5853656822860678,1.6439612711929907,1.587798528698805,1.492639803992981,1.4776975797106249,1.5450799589444757,1.2603017918893429,1.3310059729644765,1.2540521848475321,1.2399664298774091,1.2935187682962164,1.2384977370140575,1.5514379960828781,1.6166006449997792,1.543935087693463,1.5736031660687686,1.6357786924982152,1.5769701991132894,1.591139510117146,1.6537806176783811,1.5869329073482428,1.5665671124962126,1.6285936891312818,1.5596242912175908,1.5234137529744844,1.6081930766157746,1.513713025202786,1.5620339269493209,1.6069459408074023,1.5652343832520017,1.5492468575452218,1.6066626702063886,1.5535478100349214,1.7496700688345597,1.9041727984808925,1.7494896748160456
Kyogre,Waterfall,Surf,35,1.3115466228227344,1.3551077478692832,1.3118909101129124,1.2846687415157436,1.2280303281131013,1.2797354567427077,1.274709210939956,1.3351367494498585,1.2777554228230117,1.2450319215897852,1.301201930282049,1.2486187293308955,1.286214970474325,1.3544259060185253,1.2896166816381227,1.2818259543599553,1.3243193216574265,1.276660819898989,1.289787007454739,1.3398935037273696,1.287231096911608,1.2721811020213827,1.3213522053412978,1.2727437995065576,1.25052541990169,1.3034147951296615,1.253790839455995,1.3100217588778333,1.348268796079177,1.3059446099245833,1.2753085362488463,1.323751344047653,1.283824802793716,1.2662615713268455,1.3354948967481606,1.265055779729409
Feraligatr,Water Gun or Waterfall,Hydro Cannon,35,1.4397426979476262,1.5175516255278487,1.4385991723052494,1.4047876038804092,1.3901532960301957,1.4618481607787306,1.4053505187048096,1.5079597610814208,1.4057843445457403,1.3786330166152125,1.4773651450209315,1.373687418197804,1.4238959164740013,1.5161470835112727,1.4217974582885418,1.3883722775069853,1.4823583334067854,1.3875525548024292,1.4251437699680511,1.5277848775292864,1.4264110756123536,1.398008916590919,1.4896766653681341,1.39388823962256,1.3860055928994492,1.4721657721501398,1.3891667969360637,1.43918076768701,1.5238819528064727,1.4391068297526248,1.4544165643763143,1.516114298763952,1.447194389731,1.4344837408022788,1.5254877759316403,1.4355281272252551
