Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,50,1.2401691169528224,1.1963088080679412,1.2899000079007055,1.244871767696135,1.3698046983308956,1.2597098783162517,1.2053436690526513,1.1720697192796499,1.176738168551246,1.2260291872590368,1.4461594868753989,1.2728735611372393,1.201264263985278,1.1991947136529046,1.34425998212858,1.261180372518909,1.255298419495297,1.2506074238013904,1.2970018450184502,1.2601582458132272,1.1695784458179452,1.1861210509194589,1.2013676721998565,1.2168311917498482,1.316965006828294,1.262500183556293,1.1457328880167383,1.1927380472780673,1.1947314403010605,1.2153039115064432,1.0963058696822832,1.1463327948303714,1.1530286718881173,1.1998439490760402,1.2309619055725107,1.2353756550709483,1.1838314701847583,1.2037301888444587,1.1646515679442508,1.18198606271777,1.1599117536873362,1.1971805580608013,1.1824203192597125,1.2308460275031399
Zapdos,Thunder Shock,Thunderbolt,35,1.2883565666442094,1.319998783791785,1.301714453088116,1.3542676335074701,1.282786456560612,1.3480746273860658,1.3896732201427335,1.4462408503555566,1.2960824902321006,1.3351372680932543,1.3013611200383848,1.3607601812412582,1.2876576129604849,1.3405467803370974,1.311985097607806,1.3657690742645419,1.2784376578700474,1.335394163920229,1.292055776326994,1.3386105591825148,1.3117549130293344,1.3625499913890429,1.3154359455137044,1.370484751557933,1.3419139781788278,1.4303293734122382,1.2949486023210177,1.3687767222446034,1.279826662105143,1.3675789713764397,1.3408508346795907,1.42744211093161,1.3201611867771534,1.3835000839514464,1.3149082596695159,1.3683839354109164,1.3175841335629435,1.391669828668165,1.3301742160278747,1.3983536585365854,1.281292059219381,1.3560932968877912,1.3307247216944167,1.4054405118461026
Mega Latias,Zen Headbutt,Thunder,50,1.5635348771709716,1.6210999323084112,1.9275486037911824,2.03761121206457,2.1406278277068367,2.275248672171131,1.3105611214340598,1.3686356893069151,1.9897818718141123,2.1075672109089965,1.6098605383824989,1.6790051647421478,1.587829383661424,1.6426536893144392,2.182967350919846,2.29574337131862,1.6039085616685511,1.6814904135293127,1.598325290945217,1.6765469770082315,1.595361564515203,1.6624504869974548,1.968896487067777,2.0456626040919867,1.6585118724210342,1.7610390754636633,1.5869731900349582,1.6957855202796657,1.5836013228418293,1.69288402326377,1.3125471190091544,1.3983629509962303,1.6138430996849351,1.7073847642939683,1.6017533407098477,1.6686526512894713,1.6386780887890022,1.7305463938589067,1.653780487804878,1.7463850174216027,1.628241595093727,1.6797741116399107,2.0199671508163988,2.138009511234206
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.1845531955070707,1.2107080732221356,1.1920295370764693,1.245999063477351,1.1595968115504094,1.2185359763174104,1.3329651126904158,1.3647661798917474,1.1718684503324965,1.2446101896654331,1.2023438242629718,1.2356475844306336,1.2300363505545484,1.2132467034454948,1.2632333365368296,1.2415627063954735,1.2705050638697106,1.2919663691693328,1.215324297473744,1.2663638944081748,1.1676744675558277,1.23575843395396,1.160778690784757,1.2345778415044395,1.1723667014199914,1.2667586895549128,1.1436535887405943,1.2240055101430818,1.1542137073782643,1.2267989508495838,1.200096930533118,1.2864297253634893,1.1472113304822764,1.2167033748481466,1.1692180489524944,1.2475104264192696,1.1616050319605382,1.2404264323866787,1.1703832752613241,1.2383449477351915,1.1751328551012197,1.228316521208253,1.1837836677294344,1.2554721801766986
Shadow Articuno,Frost Breath,Ice Beam,30,1.4956816607003118,1.5582299689706878,1.4985210264750715,1.5694327486168949,1.5303329409479345,1.5883904837962541,1.6084069242508414,1.7040527683594175,1.5157334333842212,1.5898543224571118,1.4843066073392752,1.5691921546616212,1.4984947826379156,1.5620005257883365,1.4918566442217445,1.5556989176953637,1.7941975991724601,1.6419567466140634,1.5063049957422652,1.605173147885325,1.497598499779942,1.6057234160623048,1.4959686758947774,1.5908454199525726,1.5431944668791024,1.6323147182778015,1.500513327008798,1.5881557914982651,1.4919261033185085,1.5728133196487628,1.571610123855681,1.6632848680667742,1.529062015427313,1.610040592993511,1.5023527838235473,1.583441751881619,1.4954540147689794,1.595093546598173,1.5076393728222997,1.600226480836237,1.5054598937159192,1.5940392113332686,1.5536590340622416,1.630983435852844
Zekrom,Charge Beam,Wild Charge,45,1.0936240284336678,1.1186347102623968,1.0779510580200833,1.1296081828184708,1.0559539364999777,1.1065401071560803,1.1161917046061636,1.1825076038626985,1.0869407715993478,1.1379861308769115,1.0620493298509421,1.111078168213977,1.0416637840551721,1.0885380119270933,1.0691198632447874,1.1160354074949543,1.0690538622531214,1.119689552310616,1.0514689185353392,1.1097076355378939,1.0509960006888766,1.1179605426816432,1.0601003694920863,1.1309435835217558,1.0745972774930617,1.1371092086521095,1.0432754161847457,1.1013008616096376,1.0740449310069564,1.1168548295130574,1.111373182552504,1.1909639203015616,1.084810714179893,1.1381445742674001,1.079483968240458,1.113383509842783,1.0806456320597764,1.1411152622515397,1.0823693379790942,1.1428745644599303,1.0862344077368151,1.1284982864120103,1.1006086760490805,1.1574077056026106
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Thunderbolt,45,1.0615177318356903,1.1102060672787182,1.1729098298265122,1.2562025355483573,1.1859375492903026,1.2751839202787985,0.9712532485361633,1.0179576737820517,1.1866690816880998,1.2560276347452584,1.0897424871334098,1.141054947243585,1.064065134501005,1.1239437287880973,1.2085128484057834,1.2970295410071382,1.0920938680266545,1.1605252712357765,1.084586999716151,1.1612794493329548,1.0800436288486193,1.1321016475630992,1.1538190040258092,1.2438096288534715,1.1234819894565267,1.1995183482870526,1.0865638279899674,1.1741023275156273,1.0880602121108451,1.165856996236743,0.9508346795907376,1.01437802907916,1.0963762605062766,1.1649794072040218,1.103717033668519,1.1772308889510352,1.0917442573188174,1.1526152184699805,1.1100783972125436,1.1867508710801393,1.0880243093616018,1.1708037907063868,1.214657606303608,1.3077517632282374
Shadow Electivire,Thunder Shock,Wild Charge,50,0.9204263769957417,0.9486680119636481,0.9276410998552822,0.9698713341208346,0.9239779577917281,0.9616403148602273,0.9933443586681907,1.0424815942889618,0.9543056382125391,0.9908052371464796,0.9642451374020578,0.9884755183979794,0.9367788941445759,0.9674347261453191,0.9618831650816175,0.9861547615883071,0.9866426904664534,0.9917937645841853,0.9328519727504967,0.9707174283281295,0.923898275895061,0.9578254463346025,0.9490431809408261,0.9818562841228698,0.9756090397803199,1.020514251310592,0.9587129137480669,0.9917867678592314,0.9453985631200821,0.9910822214619683,1.0057081313947227,1.0511362412493268,0.9208683542553506,0.992720915762131,0.9502814829225587,0.9798037522950281,0.9462508391465515,0.9837205569014331,0.9610191637630662,1.0050522648083624,0.9345090258217591,0.9927848926752786,0.9737206531190622,1.0103700363917425
Shadow Magneton,Spark or Thunder Shock,Discharge or Zap Cannon,50,1.1545256547921003,1.1802292552484985,1.1511366417376927,1.1948102000034686,1.1589260483580415,1.2031598923458282,1.2907517022223074,1.3125788854195268,1.2051763396900146,1.2460436773876367,1.1874719922506236,1.2232630668881637,1.2803538990367793,1.1950397998051026,1.2044784878406867,1.1976039210794827,1.2684091510500612,1.2170607904929154,1.1470550667045132,1.193645330684076,1.2131785912474404,1.1979084942306588,1.1650140627585066,1.2148789499806982,1.203967752830438,1.2455542665824755,1.1448491858243772,1.1989239626245956,1.181423195347246,1.2366518417151329,1.2112654819601507,1.273753365643511,1.1567225355312152,1.2094934270955762,1.1458969152389868,1.2117262259402015,1.1703029683897144,1.2155293190508158,1.1605313588850175,1.2152003484320557,1.1837493582717042,1.2126097875705901,1.202129829420416,1.250147606625659
Shadow Raikou,Thunder Shock or Volt Switch,Wild Charge,40,1.0,1.0369567269916609,1.011793248172721,1.0656490814948134,1.002986888571955,1.0610792978238384,1.074985047687766,1.1352178567855828,1.053176184438637,1.1014567754288818,1.0,1.0420421779731217,1.0020161808395613,1.049900475779145,0.9999999999999999,1.0425785555230662,1.0,1.059695927253482,1.0149978711325573,1.0640966505818905,0.9999999999999999,1.053588855508142,1.0001875034467544,1.0730160480891193,1.0237007885578349,1.084744269372531,1.0100196233869185,1.054633588480682,1.0101379860873532,1.0787318964534154,1.0567151319332255,1.1275605815831986,1.011486533200328,1.063546306630189,1.018262952470119,1.0634704473329037,1.0241090452701322,1.0897886810075597,1.0172299651567944,1.0727700348432057,1.022477834357786,1.081960844167557,1.0559724324498405,1.0981396197653324
Darmanitan (Galarian Standard),Ice Fang,Avalanche,30,1.3362031579806464,1.3398469818032848,1.3942201521945654,1.3981184758961038,1.2674402580777986,1.329306540439217,1.5324385358866137,1.5291330638724467,1.2702033793049912,1.3567288534685744,1.3802762073320327,1.3620955002014294,1.397956541419668,1.3566070443777216,1.4157129449196297,1.353230453390151,1.5202915634246674,1.4258612186966249,1.4013376383763838,1.4060282429747375,1.303364013854073,1.3451175874012131,1.2720344123972867,1.3469916726410411,1.2986974845445602,1.3784637072497394,1.2514522605881817,1.3251244330660568,1.2665526285779451,1.3535180750370623,1.3233171782444801,1.3883791060850834,1.2685063556183271,1.3466997204910665,1.261773038434882,1.3583648456403583,1.293781559207262,1.3681080528881235,1.2595557491289198,1.3604268292682926,1.271274160203133,1.3305212915042113,1.2922933238865093,1.370487262890084
Crabominable,Frost Breath,Glaciate,50,1.184646011397151,1.192084084795317,1.3840629281556092,1.2296079901183372,1.1313882307624619,1.1832794010948051,1.3599622839896388,1.3050420686763426,1.2016443708437912,1.206344606308381,1.2206920120767153,1.1995396544466121,1.2220408098721702,1.1748997345361893,1.2222088175213526,1.2129357180977773,1.1583150905723014,1.1895703529072146,1.4371239000851546,1.2471508657394266,1.1407317399873704,1.1779693449932067,1.1835327855291458,1.243611095792202,1.173835151764343,1.2545999207036815,1.1526855449713447,1.201821985990721,1.1804652754019842,1.2011403808872163,1.1883252557889068,1.273753365643511,1.1595670080692155,1.1948858754160534,1.1958950913755577,1.2328587235387813,1.160459414494615,1.2080499693529085,1.169294425087108,1.2162020905923345,1.1402783366402576,1.1943222655437,1.2161175700192157,1.2534432600130967
Crabominable,Frost Breath,Avalanche,50,1.2026298902372086,1.267168939322412,1.3827236622274979,1.3043120508882513,1.19247749041589,1.260198007966143,1.4260610820578639,1.3948283091435785,1.2606489507594378,1.3005097420239604,1.2483715898443335,1.2900086456244542,1.2504887261888054,1.2684900584494778,1.2743140257929164,1.2867504074233869,1.196065577714162,1.2658020399817171,1.4065462673857507,1.3231798183366448,1.2067682121739796,1.2718670468244704,1.2760822809242818,1.3120057353995478,1.2437480726589232,1.3212528818338007,1.2331154400966873,1.301394430077064,1.211517846960885,1.294970920287376,1.2872051696284328,1.3613893376413568,1.222076267419925,1.2964967555235114,1.2258186107024305,1.302566783799229,1.2090569452146755,1.2827923878462393,1.244102787456446,1.3136411149825784,1.221212415534681,1.2929194821772974,1.2694169806662157,1.3356950393438751
Golem (Alola),Rock Throw or Rollout,Wild Charge,40,1.3317671985443909,1.3689975723843921,1.341543643689745,1.4019377925428902,1.3286689833454812,1.3939720969153195,1.618838423504822,1.6827108701713611,1.366723160918053,1.4226033068543482,1.3405855486802976,1.3772411857632367,1.3045816721255092,1.349283563975197,1.3502880079501236,1.3944839883120095,1.4906571002429696,1.4300650725300104,1.3160090831677547,1.37260147601476,1.3271302550756807,1.3918846514475973,1.3494181878343352,1.4095075277119065,1.378419653739409,1.4483913126477628,1.3242667221146474,1.4228904859062494,1.3554681263542023,1.423377808187935,1.395379644588045,1.4770490037695205,1.3346304654860788,1.4109275153334848,1.3276388264046788,1.3984776819911724,1.330047284083944,1.4036221943317475,1.3586933797909408,1.4329965156794424,1.3325886972568717,1.3907535624592418,1.3628439234377852,1.4377100039719601
Avalugg (Hisuian),Powder Snow,Blizzard,50,1.4316082913394772,1.52280630443932,1.4566434334538994,1.547595969484007,1.4498978082314598,1.5467965246497173,1.65080550926192,1.7293982678730684,1.5204388438947394,1.6199135767329933,1.50704097844931,1.6035166416954478,1.4978306289495895,1.5594328601897185,1.5268245104273803,1.5855711799840098,1.5308793812696961,1.6585947460848227,1.4658778030087993,1.5580471189327278,1.4798790638933006,1.5806463958361239,1.5127667788010808,1.627474769756797,1.5288917605251178,1.7018017885725194,1.4494925210204161,1.626635823727404,1.4739651043448512,1.5662561295472688,1.5709316101238555,1.6410123855681205,1.4813677172120219,1.588756432162293,1.4898289216103497,1.6105322033486131,1.499343276611891,1.6063745950205774,1.502952961672474,1.6323170731707317,1.4732139140569718,1.5455176145745169,1.5100748231404248,1.6000236170601054
Avalugg (Hisuian),Powder Snow,Glaciate,50,1.162344593394389,1.2359828002554036,1.1629144738997303,1.2518166805089597,1.1706776866639328,1.2558513296552045,1.322516585892254,1.3810679250021818,1.238039175097679,1.3025357725049809,1.2214886769478683,1.2964770211976226,1.2185737694872774,1.2486741634332001,1.2588452281877685,1.2789781801005624,1.231097692992374,1.326806033342154,1.1772991768379222,1.2600730911155265,1.2067203735241776,1.2794064180332574,1.2066177687089836,1.3204985385760768,1.2750260649936123,1.35386716398185,1.194973293999922,1.2658644036959543,1.2144030106055423,1.2953358421712853,1.27223478729133,1.3600969305331179,1.1879524736046776,1.2740273978014598,1.1694733898325693,1.2673297423488927,1.202321882023292,1.2891334170047577,1.1904703832752612,1.3128048780487804,1.1977078159037617,1.2986499424178934,1.2328320075574593,1.292937425525748
Avalugg (Hisuian),Powder Snow,Avalanche,50,1.2846839378901669,1.3527131844971858,1.302986273969488,1.378162450066578,1.2944152323015645,1.367850519426398,1.4203696254153126,1.495290819812399,1.3491836365047738,1.421046911791342,1.3049438487060987,1.3957319584828967,1.319904646506176,1.3798247503987886,1.362397224000049,1.4093066338955809,1.3308745699920614,1.432191055834877,1.3066633550950895,1.369351405052512,1.3253984959528502,1.3991369907575728,1.3416864280593392,1.3930623724700821,1.3787280283117227,1.4758072805768074,1.3095036972540253,1.4004730405853227,1.3364123617288175,1.4222830425362072,1.411276252019386,1.474981152396338,1.3390749538267044,1.4337030489190017,1.3434334837007404,1.4296414284498375,1.32419514900324,1.4096421587227461,1.3398257839721255,1.437343205574913,1.3194905024212236,1.386549374921952,1.353783560379161,1.429615793372194
Mega Mewtwo Y,Psycho Cut,Ice Beam,50,0.8852139486280051,0.948571995525634,0.9700466912423571,1.0455466035637964,0.998743149166776,1.0746954585679207,0.868076973013471,0.9162500239449841,1.0024801407612491,1.0744727921960306,0.9024764508579991,0.9735833171133573,0.8951566196949241,0.9469190977788408,0.9867129878601121,1.0714222910178735,0.8989180639418798,0.9742927421876879,0.8891214873687198,0.9636779733181947,0.9152777512007501,0.961863028377887,0.9798488942811449,1.029129211934043,0.9509243894917694,1.0250517628746385,0.9442098012969629,1.0250555562775345,0.9035009693237541,0.9819933857908542,0.8819816908992999,0.9233817985998922,0.9162362097403431,0.9936098134302561,0.9488588694478557,1.0098974988752842,0.9117509704912291,0.9946951344093868,0.935383275261324,1.0130662020905923,0.9081045080545573,0.983849259757739,0.9931510525694288,1.0817364980193875
Shadow Luxray,Spark or Snarl,Wild Charge,40,1.0611864751245412,1.0898281785841737,1.0766137190933074,1.1254824729593538,1.0755405537781069,1.1086304310649695,1.1151998501576112,1.1781570663244132,1.082336274484436,1.1346081196470619,1.1138008609412415,1.117136895089195,1.0578169505462467,1.0826653910699002,1.1300871691793664,1.1085371813458365,1.1945199547739902,1.122741706560177,1.0636921657678116,1.1238717002554641,1.0654911115788668,1.10584779655179,1.0723983896762808,1.106579165058181,1.1100603533091529,1.1490036564413575,1.065640879023769,1.1355053347022053,1.0824837495723572,1.1356483065343825,1.1087237479806138,1.174711900915455,1.0717044118954262,1.1375124692589555,1.0731977189548045,1.137884075240446,1.086534251773153,1.1317824932138585,1.070740418118467,1.1285975609756098,1.0493679843487673,1.1217271856918871,1.0817472330467082,1.1387824332012926
