Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Crabominable,Frost Breath,Glaciate,30,1.902765004353649,1.5446976149595684,1.9050629218456274,2.054810165601995,1.3340049946995707,2.082856297695858,1.645298144262649,1.4863188051699294,1.6461262184635335,1.5141253066864675,1.4436883350633367,1.513453055782599,1.4976867718737672,1.4768698157150102,1.5266802358575262,1.5505488795469984,1.5226599450963942,1.5734176085942613,1.496499937054964,1.4678191955905828,1.511279168832845,1.455548508421736,1.4486094443509623,1.4727765933251111,1.4185129396256644,1.4243396864505111,1.4289216761935162,1.5441559032216476,1.4891765405448887,1.5478974023772483,1.4332508599393035,1.4400513115593434,1.4484799353649687,1.384274058225333,1.473925269267636,1.413737603687293
Kyogre,Waterfall,Surf,30,1.4079948785299403,1.3943776229924632,1.4080133122253367,1.3515149954203676,1.215661485558213,1.3624781020682903,1.357712051188611,1.3692597613873165,1.3747699148179684,1.3220202395108123,1.3586910248493838,1.3296484129906672,1.3638393295963451,1.4211436914402698,1.370182292861234,1.3363342765651753,1.3825580103233803,1.3509428144827824,1.393193287038557,1.4159082649740236,1.406603731636888,1.3465978061019142,1.3855588356573467,1.3449917684135135,1.3152761059091305,1.3684519763328276,1.3196976508823528,1.381190774114809,1.404797308446512,1.3820918551639916,1.3443871766019073,1.3792544170543153,1.350707408041172,1.3372909079460074,1.3959601041218779,1.3354405215787768
Feraligatr,Water Gun or Waterfall,Hydro Cannon,30,1.5245120690749032,1.5313935823763882,1.5227368892214836,1.4593506096689104,1.358270821404623,1.6028307657832677,1.5245696285056363,1.5323922564780579,1.5189209858785722,1.473654482809589,1.511042704470152,1.4764839506587326,1.477817125227555,1.5563181271895394,1.4872955938574293,1.4720522961539304,1.5220838328601523,1.4900298620523431,1.5270242457524295,1.5575975221231633,1.5462049396562543,1.47213094848463,1.5459492643347024,1.4802123724658827,1.4304921768141248,1.5195606815367335,1.4498997641435605,1.5210086860559653,1.559481572999668,1.554376273975548,1.5068257642522187,1.5461044655124658,1.5076445080725787,1.5095696696577836,1.5658005267610078,1.5096647493335718
Clawitzer,Water Gun,Crabhammer,30,1.5897271363479002,1.5678342506053395,1.5901904765235149,1.6763667245800182,1.3769685585439213,1.6689836517996335,1.577255782482735,1.4812528185099527,1.575318274816209,1.5479299032438116,1.5260685897931527,1.5484454188956775,1.5482080673339425,1.5639541391056129,1.5624630571570493,1.577138626909027,1.543318444043084,1.6224563259658995,1.6240881177970852,1.5759206250901727,1.6382881051517932,1.5686129391540606,1.5546696301610754,1.584493644944031,1.4886955228056264,1.5148897121140996,1.5093378345879815,1.622186635373962,1.5856451733546428,1.6410199547373379,1.5079036470972271,1.509580174963556,1.521736403547007,1.4762520004165522,1.5268410972552866,1.501620731601094
Glaceon,Ice Shard or Frost Breath,Avalanche,30,1.6586053136001209,1.5947836638493251,1.6545822220246191,1.6437872391136414,1.3588429484262041,1.752762732104093,1.7799865319480002,1.6471655579782472,1.7809925231926935,1.6341776812273134,1.5957437576727187,1.6463568318609514,1.592546162990185,1.5842127750480668,1.6072162232651772,1.577148956549775,1.5375831457825329,1.608924340076815,1.6157966336882206,1.5806344672007582,1.6352140984873116,1.5762380201293265,1.5773929385253658,1.60698150096554,1.474418488963343,1.4870549638271169,1.5075586274603072,1.6109046104994191,1.5546224709835212,1.6354916103201276,1.551867937604133,1.558158410398541,1.5857772105248993,1.4429990245629705,1.525332514379491,1.447445596460697
Mega Glalie,Frost Breath,Avalanche,30,1.5306638278442717,1.4886936504661628,1.5315181721767097,1.6380703893052841,1.3141091016099213,1.6888949712091645,1.6540188509813332,1.5329488060246466,1.6594665099327777,1.4950146488956086,1.4927834210450879,1.493916524092239,1.4795968036822922,1.4685753529147332,1.4896203553590224,1.5183580253483124,1.4874219877358992,1.54106047848148,1.5086309182639477,1.4771931654636439,1.5037212617449713,1.4706488314598847,1.4666118407873725,1.4969752694912322,1.4217133327934162,1.4331189169361243,1.4428430695720151,1.4996571095869866,1.4543436105862457,1.5336714814782797,1.4497250390982355,1.4567638308721873,1.4720449881606492,1.3857142804028417,1.4649026203965405,1.3992379531296066
Mega Glalie,Ice Shard,Avalanche,30,1.5660843983496595,1.5239287350338624,1.5677795989447334,1.6651286956523308,1.3451493831592038,1.710900796945336,1.7153340709887217,1.59694851706591,1.7083860975085534,1.5207293840507317,1.5127240430311708,1.5252144946997024,1.5076035087673314,1.4975426046817641,1.5164843388558107,1.5301170066579228,1.489852380043134,1.5515197092675659,1.5364740686151546,1.5109921169550662,1.5392397102689712,1.509965027314321,1.5179507756675414,1.5375262341370148,1.4195302698404628,1.425624574048044,1.4478443891950783,1.5292834426686102,1.4913644989928474,1.5685735721231315,1.4553635994051455,1.4809104898748877,1.4788467947559814,1.3950992663249318,1.4709724927028123,1.4116480816264254
Mega Glalie,Ice Fang,Avalanche,30,1.5593027966763398,1.53516864333497,1.559107169708393,1.7646272861287342,1.3689626142686602,1.7977586459335722,1.711091062413299,1.610081655876609,1.7210331383457897,1.514112325436869,1.5232843784922674,1.517146985942338,1.4882101380990638,1.48584645145563,1.5055353648675038,1.503365678673048,1.50134285329719,1.535964365869615,1.542226363107117,1.5118131978948777,1.5198562038946373,1.508741168225768,1.5094902086958346,1.5295934163333662,1.4080343302030656,1.425028985254308,1.4291548536583396,1.5378625250942408,1.4925253084886096,1.5602684637419464,1.4577831957217602,1.4738327086869007,1.482999218162319,1.3719131933714084,1.4566893148730267,1.3811579426867284
Mega Blastoise,Water Gun,Hydro Cannon,35,1.150313947313601,1.1666735772209482,1.149678209623588,1.1317821792807203,1.04623813853575,1.1356735812363987,1.1029299271487818,1.1361299627679529,1.1133358390728716,1.101807921748885,1.1586795942367236,1.1086764253892187,1.1450296263579567,1.2143634559759269,1.14269616240041,1.1614735702055599,1.2146905646557256,1.1646429857044032,1.1555495289253548,1.1935550474508012,1.1611659334336075,1.153911097633211,1.2204307606774865,1.152246381769332,1.1298782247539831,1.19202015825676,1.1272847979067577,1.1457367887114727,1.19490411660191,1.1458141622291693,1.1304640162006265,1.202226895117985,1.146344157254232,1.1385044193459186,1.207696684545003,1.12900142038152
Shadow Weavile,Snarl or Ice Shard,Avalanche,30,1.4607401753149338,1.349464898297456,1.46100933724121,1.4658515405255286,1.202797919449531,1.4721911265101666,1.8021255811807753,1.4262446235972714,1.8390682225139625,1.396303039696519,1.3757662582682557,1.4005486196165957,1.1997257808947017,1.1919919056674746,1.2130483104260403,1.4194561131126964,1.4092253082458703,1.413163562035753,1.368306827313155,1.2899032597648763,1.3832923987349452,1.3814316550265686,1.3416737086640915,1.40734241489045,1.3354260304858667,1.3120972774830537,1.3401007563473732,1.4370011926459638,1.4033030993384255,1.4470991602614725,1.3228530115858688,1.2991447887133674,1.3560469083638846,1.2681448643809936,1.2794210840887963,1.2847581871695974
Calyrex (Ice Rider),Confusion,Glaciate,40,1.313308178915749,1.3354845139474136,1.3131332336548323,1.2725952960910698,1.1724781643148445,1.2913215854540085,1.3814808741860072,1.3599182225318436,1.3923469564741597,1.2827371999722024,1.323022640935293,1.2857940708622586,1.48687750900062,1.539166949540172,1.4896199621757715,1.2653199527966719,1.298101599842238,1.266962991714376,1.3069324717024071,1.3664548549009041,1.311269300251949,1.2881950543913405,1.3413877604229267,1.3096988798755431,1.232163427289496,1.2627912347348103,1.2411787259974185,1.0728121073298675,1.1007824178500725,1.0991308117998657,1.049197340583219,1.088355957158188,1.0584282791337853,1.2580004409560788,1.3407898433950196,1.2608549606358985
Calyrex (Ice Rider),Confusion,Avalanche,40,1.3684752336558315,1.409780499148503,1.3665570802625078,1.2183276678444495,1.234778484812427,1.2421188420228468,1.3852766762020665,1.4089915876530221,1.3868942908119346,1.3381295079167483,1.3816799998918823,1.346132234903856,1.5086943301664606,1.6006471796310107,1.505600633287156,1.3211798327850277,1.3817067696709227,1.3212401516266055,1.3647990346051357,1.4362657027226964,1.368170393244187,1.3407863553518258,1.4146628562834649,1.3620869799169015,1.3047521100481385,1.3683412927841578,1.3018089633794667,1.1707312351835446,1.2086679388724777,1.1865636385437015,1.1458116519643662,1.1991958153891555,1.1511876011224413,1.3176729930422835,1.4365246157833005,1.3159395550142732
Palkia,Dragon Tail,Aqua Tail or Hydro Pump,30,1.6982615376699308,1.7007192138553449,1.6984593626936975,1.4528794489032923,1.4341698939399912,1.6368153093324453,1.5920310330239067,1.6053068630918512,1.5884061744187834,1.6002562534235822,1.627147890006351,1.6046065191195313,1.6160808017792854,1.6882051577778856,1.6253605818063623,1.6113220688079282,1.6494788226713704,1.6253937001712215,1.6612391973279033,1.6847209790082525,1.6759584671579817,1.616388500063794,1.6803071851795697,1.6359740361400856,1.5294877282475254,1.600348851048341,1.5421567743734566,1.639959296680926,1.6722298420091781,1.652392846980854,1.5742738090372685,1.6176706189545766,1.581005919091004,1.5400980872085117,1.6363687601512253,1.5305213364301884
Mamoswine,Powder Snow or Mud-Slap,Avalanche,50,1.2793718955583786,1.310206372463556,1.279248404785967,1.3038487044281928,1.1527675223823723,1.440682823045406,1.2360366412552253,1.2751672151995155,1.2605001453734237,1.2369611527747972,1.2814575154997898,1.2428785398178315,1.2119404510860379,1.2929223869368798,1.2140378216075167,1.2457768985410165,1.2746159251758387,1.2540694558783483,1.2477533500173639,1.3006457541556387,1.2530444853488159,1.2247503557980757,1.289625889649281,1.2320184984180933,1.194875500099113,1.2548399512021589,1.2009580866907872,1.1879609663101007,1.2275239421891837,1.1135646658054157,1.1700036179534024,1.2264628300552558,1.0912969310300806,1.1376282194044132,1.2092041351175142,1.0571653284137514
Darmanitan (Galarian Standard),Ice Fang,Avalanche,30,1.5707816436362037,1.5058876923361286,1.5718122320807246,1.6962427709423342,1.295748623516694,1.6389392700066963,1.8220884099294519,1.5639068186751741,1.8395461845824062,1.4857266715030415,1.474092733352543,1.483125300213625,1.4070679931795813,1.405487003327641,1.4244941369824236,1.445751778732835,1.4546427822417825,1.4697226334949558,1.489484426685168,1.4699731540828815,1.4962048177061102,1.4492312049551008,1.4554055111873765,1.4723786511292778,1.3738681119258633,1.3799238005601795,1.4114809788080116,1.4964921624779972,1.4491405845055256,1.5074875839653956,1.402834154394726,1.402314335061034,1.4297181006085076,1.3132967253484815,1.3911760382452165,1.3352813907172019
Swampert,Water Gun or Mud Shot,Hydro Cannon,40,1.3656272027391774,1.3983542556608681,1.3647081156716885,1.3460051830630555,1.2453680219244991,1.3556424381127168,1.2712228211599332,1.323509242924534,1.2845388837252216,1.3257663080593503,1.4204586556447203,1.332119758393694,1.353518662443005,1.463224653114077,1.3599829882713437,1.3378548466361369,1.4198527869683757,1.3405557346722217,1.3802094052829177,1.4422517099755405,1.3775317553484987,1.35623908644491,1.439037412884174,1.348383114245545,1.320259895484122,1.4117588316158036,1.3271002315434914,1.3927571471367288,1.4570654970492067,1.299390408690792,1.3241673884309533,1.4085174796978548,1.2975108409455987,1.3080866092360186,1.4278361991816793,1.263025924032995
Shadow Articuno,Frost Breath,Ice Beam,40,1.5231954336389464,1.5352931831794776,1.5226164457537308,1.3394715953187344,1.318621796343529,1.4738069207522881,1.7758317666500847,1.5883092588029597,1.7765088348776055,1.514674609152357,1.5628270430228486,1.518744141988837,1.4862747590769632,1.5428555326781155,1.4880845815809376,1.4790618808084666,1.5274531488188212,1.47934979606785,1.4527688780230268,1.521536864496692,1.4568907178492048,1.4902228722843625,1.5550223463997057,1.4891206070725693,1.4607400274238589,1.5060283346483705,1.4632875267818248,1.4639617007665184,1.5283600159520627,1.4639469853270342,1.47679976583317,1.5370946419924085,1.476637439793155,1.4813540914156773,1.5599559828083236,1.477835011108233
Shadow Gyarados,Waterfall,Aqua Tail or Hydro Pump,30,1.4381477083519627,1.417727919655065,1.4379246556420846,1.3159964802731197,1.1823700438549525,1.3285077669716354,1.3637494291455654,1.3654337402954746,1.3693624883638678,1.3235350268612285,1.3508134868995005,1.3244648044180918,1.2940237456471337,1.3323060328727412,1.2944315553149857,1.2832512700762828,1.3211623036976985,1.287028162356911,1.3046181393897651,1.3486693456924488,1.3082436233676737,1.3371903139097479,1.3627425328631686,1.350201921956794,1.2496060724581195,1.2917326639225288,1.2352175821373572,1.297298993298555,1.3355051793460633,1.2997831211090067,1.313560133727254,1.3513594560261992,1.3205341068706613,1.3206915107977961,1.36395681929315,1.320629825618872
Mewtwo,Confusion or Psycho Cut,Ice Beam,35,1.562947073313654,1.6297001801906215,1.5706817320080388,1.3685961264059714,1.3792327543892615,1.53971582734105,1.5284440179998404,1.5596363625960081,1.533719928890402,1.525322968155252,1.575399525519323,1.5293725845539916,1.6496467248490505,1.7463188218132828,1.66452844877412,1.518703849199766,1.5861152412284136,1.5270450341034654,1.6210514466382753,1.6005145920852104,1.624809405995857,1.5138249664542052,1.5947384414164372,1.5227149874045327,1.4757332425687013,1.5706487139599643,1.4891019911336605,1.3276184931164445,1.3531282618754348,1.3346169907508858,1.301781841627202,1.339214050307895,1.3039538670207262,1.4695265245086369,1.5908475824124975,1.4617978447908284
Mega Swampert,Water Gun or Mud Shot,Hydro Cannon,35,1.094637543093134,1.1132459839272164,1.0938844591958412,1.025052569019024,0.9393640080141085,1.0220884151855971,1.0251427180789108,1.0669788827667943,1.0288613631056198,1.0191039182105879,1.1149183970198182,1.0266666697489724,1.025759269622793,1.0960312082652364,1.0231462654799524,1.0297970225593094,1.0993988462104305,1.0328455969123764,1.0784403964918132,1.1376477543256185,1.0820833287211162,1.0359083930131059,1.108660485734485,1.056328028259212,1.0190093275159753,1.0995466040115336,1.0172679166559682,1.0630274301054212,1.1378036821299686,1.0274193930322864,1.0615098316922522,1.1431972271379127,1.0100792038951067,1.0179827337607175,1.0984445431482417,1.0030233173694343
Mega Blastoise,Water Gun,Hydro Cannon,45,1.0371469934842632,1.0523002404373332,1.0376082355156864,0.9962293022314668,0.9431381338537265,1.0310984685453277,1.042775638203635,1.0736248443002352,1.0435036675944578,1.034798355670448,1.1166296635850486,1.039250746457417,1.0393470274690926,1.1081094045501787,1.0378969676397078,1.0351916304868392,1.1059381348425044,1.040049895295005,1.0854559068616092,1.136380410904444,1.0855243115116995,1.0429098026453256,1.1100048908752356,1.0591039774804012,1.0246651641014235,1.10667858194649,1.025744174114992,1.0795030278473248,1.1482897201285036,1.0956674588822806,1.0700083383485768,1.1412170154342016,1.0766883326651329,1.0293808028219567,1.1039473681097358,1.0295803924008862
Mewtwo,Confusion or Psycho Cut,Ice Beam,50,1.3810023534184013,1.3965929135679491,1.3760678679707798,1.2183409741730025,1.2256266175646604,1.2292646128972513,1.3416996960568934,1.412829767899617,1.3473716735324168,1.3188818001386895,1.3984753540129025,1.3312109642265926,1.4905967604321348,1.6007376117787218,1.4950992328994774,1.3404981390995683,1.4123296783099455,1.355058080752749,1.392062396447911,1.4297569983904455,1.4088018360813703,1.3556948340399988,1.4252605230863489,1.3630497920068245,1.3342663729760118,1.4064608460733938,1.3365667666739935,1.1817815341719566,1.2278677346981042,1.192543162470104,1.1402841149454672,1.1955307765954508,1.1571203265653052,1.3440196624634326,1.4427903934578152,1.3424770259888614
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.7520372230761891,1.7930488482936844,1.7522512337837184,1.6721790651126918,1.6168724606901734,2.0321709135205013,1.8092031033023908,1.8394896802750256,1.814683216468359,1.718129911935914,1.750877692515666,1.7173002500437626,1.7320457455606335,1.8353562174722773,1.7471814658657963,1.6948764981891826,1.7714072413911834,1.7431891670240305,1.7906162928769669,1.821895191543339,1.8186984092260348,1.7486336675893688,1.8226501455551591,1.7964246376838395,1.6000917745938188,1.7216920293020164,1.6417806713659047,1.7552738781967554,1.7995198030724635,1.7912046400806474,1.722684083428742,1.797079171223265,1.739895487707012,1.664495461035534,1.8201368004888034,1.6781491796395103
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.5277648419972534,1.5643930943080846,1.5272483987912693,1.4722741219153785,1.4120599179915183,1.776614529013254,1.6064249688958092,1.5903052376989586,1.6022864754079307,1.5279864360523372,1.5445380627665113,1.5336073171285134,1.539937981895222,1.6138201291475918,1.5571683204391071,1.5133147504139681,1.5596846642397229,1.5524010154349874,1.5765940337861937,1.6103871129091356,1.5855260375752784,1.537931464877229,1.6009854790006715,1.568718337977662,1.4505835751457126,1.5294023967965955,1.4878926651542699,1.5420855931149033,1.5893614326185102,1.5837724974262077,1.5378098148888648,1.572308417375817,1.5428362989818698,1.4669940521629476,1.5779961936357592,1.472883043244555
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.4301316485568514,1.4562114809451039,1.4332868577742985,1.3691015864661917,1.3084054228115216,1.6708038222270896,1.4625865490423413,1.4600806902966725,1.460578589802689,1.3769828503111126,1.4024318788477401,1.3789277971516505,1.3864893060708807,1.4718383807140996,1.4044698382575167,1.378620304317477,1.4083404023551582,1.4113165909681378,1.4621021165479404,1.4796726933177136,1.4846364394160125,1.4242991440506065,1.4707714423428373,1.4600033037292077,1.289682235724825,1.378072169909388,1.3285735903456863,1.4163935633953537,1.456328973328407,1.4426483130242729,1.3839783690389365,1.4338612763084755,1.3927211777404591,1.316200322770656,1.4601303338540461,1.3273981262510048
Mega Abomasnow,Razor Leaf,Weather Ball Ice,30,1.5398808254099248,1.516117444120675,1.4023712526270513,1.427125839347418,1.2863341479813486,1.2892178774628773,1.731431987231457,1.7484380850475656,1.6833410102898636,1.7682400249410704,1.7807102045211878,1.684350922227093,1.4219814338868917,1.4775806910326696,1.3306148206494604,1.4802137922615342,1.4858900237581738,1.334629964096673,1.4937266031612855,1.5190869048621898,1.3798803275093072,1.4702977177764671,1.4977258200614028,1.3662071339594395,1.4272224673010885,1.471827782829046,1.2782594152473732,1.794870532323036,1.834538376851317,1.7166140882573049,1.7760037161552367,1.8272961364725693,1.665865227009935,1.4003552998705826,1.4907412067439443,1.2928959325739418
Mega Abomasnow,Powder Snow,Weather Ball Ice,30,1.6141059233108315,1.5881666166275927,1.6133339061600016,1.5013056440213401,1.3480525534122791,1.5043218504078184,1.592262146369759,1.5798715206489269,1.597629876759814,1.549167211938425,1.5439846703178712,1.5599312463230166,1.480286053921151,1.5460985081316851,1.4789019178168368,1.5181384265766005,1.52828498226745,1.519303124872836,1.5505335131191151,1.5836156791863185,1.5768303731655648,1.515717614978714,1.5500137449927855,1.5249121830561838,1.4629392446098235,1.5018845033555743,1.4579734797579809,1.5547530869534005,1.5916821495141273,1.573903643377432,1.5359456229445554,1.5654095606751754,1.5366430964762563,1.4861837874246937,1.5731953122103224,1.4794308996372674
Mega Abomasnow,Razor Leaf,Blizzard,30,1.6943676817854607,1.624979056024946,1.4898037685667027,1.6152136351346975,1.3743919571678753,1.415527141256646,2.0125209790122263,2.006017351113832,1.9212158296459505,2.0094028347777138,2.0217067476677673,1.879374992309054,1.5114508068775616,1.5516873459213139,1.3914220520758112,1.5960088459287127,1.585345213463591,1.4019378406042526,1.5775229936996802,1.6209979011442113,1.4358344307282842,1.5809613975267645,1.5866501603479766,1.4499572857399092,1.525210025511785,1.567846379643923,1.3274271344769717,2.05904931871086,2.056337017016912,1.9428764681141044,1.988966199074291,2.0148778997042887,1.825937773742059,1.4562034891638405,1.5556405552909944,1.3239209411650819
Mega Abomasnow,Powder Snow,Blizzard,30,1.8856973007374978,1.8530869445975036,1.8870024463362156,1.7094155400416293,1.5305748757933164,1.7324627776884174,1.8485012232467302,1.8631125934153887,1.8526582236833868,1.7588340248723586,1.7643620099925035,1.7714848038646993,1.6496847325633057,1.74924947870454,1.6519146058403442,1.6870934269052709,1.740131906382153,1.6767592473761148,1.759746583848135,1.7955108088165075,1.7450778576624182,1.7133303008057772,1.7479182191420293,1.7247166096835016,1.604600428756532,1.6968635142147281,1.6074013717989173,1.7400178953275567,1.7879933665880967,1.7724605906247428,1.7400182823428747,1.773170801562903,1.7442344573367146,1.5973970274098175,1.7727646110810307,1.5887068532030981
Mega Abomasnow,Powder Snow,Avalanche,30,1.6197805041440845,1.6152601523952066,1.6216087370720598,1.5205760945627995,1.36458275728959,1.5211948162874152,1.6088811181558709,1.5926051060582274,1.608856352818617,1.5458333425209756,1.5491951305163285,1.5546301841153747,1.4802209165625824,1.5466205244278202,1.4794488357188635,1.5059457255633566,1.526272345673602,1.5148439128679152,1.5305450402219718,1.5647018309594642,1.554781224255621,1.5126916209167973,1.5495026223350588,1.520010675483186,1.4529261553526776,1.496211090346266,1.4523001749588458,1.5484328526790934,1.5649893759413278,1.568250809725045,1.5307498008143978,1.5715617074294328,1.5316991303785512,1.4715187022871477,1.545811875481926,1.4687004501125254
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,30,1.8567651911883938,1.4742147570473916,1.8628468119947905,1.6595873540622776,1.4868878536314685,1.6181111220067639,2.0958502592939747,1.5447052781817916,2.0958710013814943,1.726773823740522,1.4884249220360375,1.726773823740522,1.4200157797544704,1.3716276344916076,1.5164790964124653,1.6738531751124521,1.565809671673934,1.706627247088137,1.7483887102684086,1.5239828091572174,1.7597443324608582,1.6627457996103325,1.5044384615716508,1.6567884546991543,1.420712697862495,1.4943865740731794,1.5257929073394587,1.6493186732725145,1.546892260806451,1.6831925625199449,1.6215289110993427,1.499595531406659,1.6215289110993427,1.493767515422055,1.5108900704877384,1.5399966193141938
Weavile,Snarl or Ice Shard,Avalanche,45,1.3758575539934927,1.370661849594034,1.3763366302505433,1.4008123265497519,1.2371503491535505,1.5896868195448044,1.4752955479254872,1.4288220067826627,1.477417231024298,1.3850891961220704,1.3657872160511693,1.3905234495071002,1.2194788224948003,1.2531376678728656,1.2346422360069358,1.4072072720670863,1.4073259064259758,1.4303559969824928,1.2907147910703225,1.3015289733842872,1.3072953578082895,1.3545620432332415,1.3673984180314582,1.3729687920863358,1.3256358387270823,1.3397484549403642,1.3426108613611725,1.4076142908530105,1.396274569427744,1.4279952685069672,1.352858143385416,1.3648035378133885,1.3575111285391044,1.2959896217474967,1.361486268727071,1.296698849204682
Samurott,Fury Cutter or Waterfall,Hydro Cannon,40,1.3796042900054901,1.3805871706475623,1.3818634917415547,1.3347403159472693,1.2400744035765245,1.3907586961818774,1.31539112961051,1.3495224134348647,1.323943664490297,1.3417908604747553,1.3779968103824958,1.3404424642921389,1.252458902520698,1.3510421322065576,1.2630009318443047,1.351724204852427,1.3855535278853348,1.3533574462623916,1.3683857759603246,1.3924764640912173,1.3844048654730436,1.3298610276446938,1.382256878505975,1.3361119175251124,1.3067672308121605,1.375140137971372,1.3191274605621455,1.351498362507992,1.3964025542845608,1.3594081649452296,1.3361499430563164,1.3856004438357066,1.336275786386587,1.3286860789868407,1.3893383269147508,1.332970917415443
Shadow Weavile,Snarl or Ice Shard,Avalanche,35,1.3748943559421691,1.2832063539799048,1.373612789487698,1.398329771597547,1.140826558457498,1.4044108088524703,1.647312898324075,1.3603872440453222,1.6934341816012677,1.308152281652003,1.2899911578129446,1.308948601293473,1.1240676642162613,1.1280598634605632,1.1389944731541028,1.3314777490147713,1.332616310189721,1.348745731197706,1.300392904602905,1.208102292531379,1.3111248925197094,1.2901873078859896,1.2723106503970332,1.3154905298232444,1.240682551435735,1.2334205203310917,1.266163063734231,1.3718614110057956,1.3262527575004577,1.3800787529726881,1.263753697875773,1.246133582237778,1.2855102820860393,1.166287592933792,1.217818157703348,1.1857986319275116
Frosmoth,Powder Snow,Ice Beam,30,2.0620451210903954,1.9617650687966495,2.059469399316305,1.795311228709987,1.6875933867456878,1.9037779237815304,2.3977334620296418,2.111354701498115,2.420997322482599,2.151106511046261,1.9594072412895638,2.153217831272065,1.809271916362059,1.8280127338948866,1.8206177433116253,1.793481214139713,1.8318339181579433,1.8012334530110903,1.8898786445973177,1.827752363159274,1.907546969098021,1.9129792487590986,1.9529764073054332,1.9264108187269675,1.677048067283602,1.7598200384433647,1.68983108963919,1.8093724757759058,1.8105467039482859,1.8236873282963806,1.8021162918723144,1.8231133277453022,1.8192203143586714,1.6848691461314451,1.7891100004924672,1.6950488906588121
