Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,11.666666666666666,0.0,0.0,11.666666666666666,0.0,0.0,11.666666666666666,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
(Weather),,,,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy,Extreme,Extreme,Rainy
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Escavalier,Bug Bite,Megahorn,40,1.3155950941019343,1.267996859174142,1.1132849705732284,1.4652206058499817,1.3882775885949317,1.2521490259871717,1.4376333108661508,1.4020723693896142,1.370092781715311,1.4702240006315723,1.4156463213991952,1.3007705906843134,1.3651119510243315,1.3455445036407292,1.2118138623274102,1.4497637384712008,1.451558640879265,1.2363129749760524,1.4422691664974803,1.4490679079959556,1.2846514023318072,1.4393537548993978,1.500375841219376,1.1832590224838222,1.4179369946346665,1.4399106305759914,1.2244640047242596,1.398591603286484,1.4525547964764733,1.1765581623241081
Genesect (Chill),Fury Cutter,X-Scissor,50,1.2033351379759354,1.2081543526662126,0.9954800111946,1.2346282142338982,1.2362830955168587,1.0324089968182417,1.237327172268635,1.2634964549459928,1.0295979564203046,1.2726205569337417,1.2772972141362533,1.0757450421188788,1.2378821323085794,1.2614410153086775,1.0229417604446982,1.2901412227451807,1.3157732893000125,1.0701860280909412,1.295955127748986,1.358241374524773,1.0592727998700402,1.2572902640559862,1.3409276305358058,1.064736078372378,1.2734523249011969,1.3088987222299202,1.066238331119441,1.320550787326902,1.395820984753919,1.081553629118203
Shadow Scizor,Fury Cutter,X-Scissor,40,1.1732560155841363,1.1626038767354923,0.9685019246949526,1.3189356377181767,1.2006331884727899,1.0986139486194948,1.2986644165118564,1.1969478435589758,1.137531607150958,1.2761481004327968,1.2516437391651756,1.0643476970651478,1.2924249729857447,1.2284955550655776,1.0797343634323937,1.243104180368391,1.2316656334245741,1.0484573599226132,1.2573335616134136,1.2476492044188179,1.0525157658491873,1.2333228836884496,1.2859807858440964,1.0118052948352698,1.2194821426800935,1.2478792097505085,1.079493119039207,1.2688633746306042,1.3306502031982548,1.0676585320354253
Togekiss,Charm,Dazzling Gleam,45,1.2030802418517805,1.227762660953528,1.2004719517236444,1.196711293808224,1.224243109283109,1.2005200513197718,1.233742078027038,1.2467247923930498,1.2440874319752884,1.2478678022454184,1.2752510287175844,1.2521862652953306,1.240612449898716,1.259088680694769,1.240706651949707,1.2586124454524912,1.2756499221209414,1.2548390466604864,1.2563389218407632,1.3108706323568264,1.268671636625244,1.2618604004653922,1.3157202362314497,1.2586989875129055,1.2487537636772228,1.2924242083491424,1.258122239738289,1.3035959354605335,1.370462751606663,1.2996826818298794
Genesect (Douse),Fury Cutter,X-Scissor,35,1.303474420659876,1.3002138243337986,1.0764507670828918,1.3988307122347552,1.3426418779966058,1.221727837349052,1.380554556838764,1.3839277318126486,1.2601548399292415,1.4617453113197099,1.4549699478331515,1.2062489492191577,1.3686790001601359,1.3754299758268578,1.2549289589513277,1.4238463593480681,1.4313465386788544,1.2218540081521483,1.4341277554407224,1.4613434503007472,1.2287975782229412,1.4227332048616106,1.5010641047902626,1.1879468598368228,1.4376362220818033,1.4610391848040178,1.1945285485693613,1.4226868319514787,1.5042862863435316,1.2381201723479809
Lucario,Counter,Aura Sphere,45,0.9757623917704026,0.9741442664884458,0.9754335682039184,1.1009475473805324,0.9963396493317633,1.1007864350135133,1.0448206095216601,1.0356060488374907,1.1201773127227177,1.0212244048029637,1.0289219569552048,1.0240505905087591,1.0190433521069282,1.018972351808169,1.0471971365513428,1.0082197171204392,1.02416442206975,1.010144685562318,1.0344793469796254,1.0529491701306992,1.0482975664656973,1.0038533436712374,1.044450452305396,1.0070236033589666,1.0128949850928033,1.049015464841191,1.0360217553904225,1.0335061416480442,1.0821344988019874,1.0335061416480442
Shadow Hitmonlee,Low Kick,Close Combat,45,1.5968884335642872,1.3189974477451818,1.6097030724974961,1.4620898277362955,1.2723529702034908,1.463089346507995,1.5523887047755018,1.3457556129938983,1.5397586437082709,1.3817314319572689,1.3489396667847868,1.5387004748927922,1.4803340553043132,1.3449534463449566,1.4525896789942125,1.361271264927281,1.311490832470674,1.3596335136474216,1.351109799286174,1.3498487004095978,1.3791633130345418,1.2961880122262297,1.3310708135990192,1.296909217972845,1.427203421267536,1.3785764455410323,1.4527934942764054,1.3127706047974692,1.3731224904575423,1.30810054739351
Buzzwole,Counter,Fell Stinger or Superpower,50,1.1596502061422889,1.1400412747458872,1.153564299694819,1.1283770333055534,1.1131831248713633,1.114371803058267,1.1342615280370418,1.132704862373631,1.1206813369270072,1.146582774113244,1.156791095951166,1.1611489529549737,1.1629053028559226,1.1587040235436108,1.1486425396344297,1.1591237779290675,1.200415148279154,1.1513756249254357,1.1620157417967867,1.2094816945861504,1.170448029370671,1.184500217366564,1.223989184358566,1.1785822901661618,1.1584999012151862,1.1903968162996634,1.1620904934186582,1.2140540121400765,1.2816807162128196,1.2176113644681317
Genesect (Chill),Fury Cutter,X-Scissor,45,1.2229214594140567,1.2272111203964258,1.0203483393430721,1.276467714684338,1.2753382410747123,1.0626801442925733,1.2723941419716722,1.2932606505182782,1.0911461263770326,1.3170453699109457,1.3057418697158398,1.1085881648453484,1.2700599522998404,1.2858394933618391,1.0619239348174672,1.324896359650367,1.3542116004064049,1.0948574042863588,1.3256182120167639,1.3789877804582928,1.1345546240778825,1.2788633905168758,1.355649882517635,1.0829563128945643,1.315197977099818,1.3397427991674506,1.0913459666656269,1.3396068591070116,1.417556024518894,1.1085266100622562
Golisopod,Fury Cutter,X-Scissor,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golisopod,Waterfall,X-Scissor,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golisopod,Metal Claw,X-Scissor,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escavalier,Bug Bite,Megahorn,50,1.2524545157071558,1.2210045088173498,1.0577917654888007,1.3821693421723007,1.3173148662851706,1.1792228521443973,1.3404363575521991,1.330786257770719,1.1351291346363785,1.4088307707918841,1.3457758563868822,1.1819405794818891,1.2948719501902433,1.2860034475160578,1.1072245483936787,1.330432902857504,1.3282829265995935,1.1329655119934368,1.3677494306958122,1.4058944250223657,1.1460757624495763,1.3041020073739507,1.3858372221848025,1.075715912726273,1.3407300427471027,1.3624809292108264,1.1421159803842618,1.3539602838469906,1.4011851639489699,1.1355369254937238
Shadow Scizor,Fury Cutter,X-Scissor,50,1.0532097773292977,1.045813071902872,0.8735696975998194,1.203673235439997,1.143125510329749,1.0021312066219714,1.139024685345182,1.126611990560487,1.037673155896475,1.1521696431618982,1.1435333780344548,0.9794023027696092,1.11141305205761,1.1036677050919255,1.0235301745028749,1.1715848480888298,1.1701595697407627,0.9763873121547383,1.1726344540727478,1.1821101778233176,0.9692475071953564,1.1251969874773944,1.187123926994089,0.9473194941250322,1.1416146202491697,1.17279162740061,0.9791588225237112,1.13906622076719,1.206002961036905,0.986773914456076
Scizor,Fury Cutter,X-Scissor,30,1.427455503780136,1.4116878173628102,1.2536884052217254,1.7044756867941846,1.5484454238183127,1.4008680245093243,1.7442746468098898,1.5983371970318634,1.4946284894514994,1.6331961269239352,1.591584346302149,1.3853491981863024,1.704869526488214,1.6125733232273547,1.3978648954625228,1.628722841241018,1.6099109919130727,1.3782083074967442,1.6713662662697586,1.656161287561128,1.3818521870087221,1.5547231175944718,1.6145192370186021,1.3048447602040616,1.6090853977183004,1.6284715849170943,1.3901516195752082,1.668730968308015,1.7510286650198703,1.3559069215018056
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,45,0.9823001413211407,0.9464783120651366,0.9807009763585292,0.943666923799755,0.9443996265735871,0.9440999660061341,0.9324349008380888,0.9668895021728856,1.0419338669981817,0.9493583319785603,0.9649174896279553,0.9489581792992282,0.9621075737494493,0.9843953531589369,1.0105062820579749,0.9553892549953561,0.9701766977963651,0.9605175729000408,0.9635869514265996,0.9911987232401674,0.9805385724431416,0.954409209737301,0.9881790835291959,0.9532993277537851,0.9543367500545915,0.9715615206912469,0.9669102613118284,0.9809793273074555,1.0383697390369278,0.9809793273074555
Buzzwole,Counter,Fell Stinger or Superpower,45,1.1928328568625854,1.1658041204957672,1.182654280919652,1.148823436872632,1.1326199928638188,1.141881897886813,1.1710359498653482,1.1839749478462942,1.1645741772199365,1.192838480585245,1.2098702318212569,1.202444841656531,1.1859789314873548,1.1877325727857688,1.1766785531592894,1.181949602811375,1.2254390736304193,1.1811010177240826,1.2182759976866662,1.262215699470709,1.2232913843071072,1.2120862232236829,1.245080609193233,1.2009205659929882,1.1983503540655693,1.242577445722158,1.200640783352691,1.235256292515584,1.3046107093040666,1.2382109738170368
Golisopod,Fury Cutter,X-Scissor,45,1.3686374331181412,1.3476622460340888,1.2062947726132518,1.434678635656613,1.4397039075231886,1.1888939699268162,1.3790457571103385,1.4007571373982723,1.1795043045852867,1.517033668055916,1.5168374914532965,1.2821635439731573,1.3974183351553315,1.4002136323363699,1.236282019060533,1.5194051413444398,1.5491246874833,1.2903225134914442,1.4305708049654606,1.5182436306860683,1.2063148271754323,1.4696653632269558,1.563949889522509,1.2350807734897449,1.4405381620124145,1.5316653088288954,1.2245321988919171,1.4742797222164299,1.559553939031908,1.2991649935863347
Golisopod,Waterfall,X-Scissor,45,1.6749837635575187,1.6840758152848303,1.4151015204929898,1.682120449630032,1.7239153489474555,1.4316273066061134,1.9662553457453502,2.034592705369437,1.670158542145991,1.7913808302622132,1.8031947862075581,1.5206622742319942,2.000463447658499,2.077113079393092,1.7141019148714494,1.7749548893655833,1.8033935740823948,1.483314419167459,2.061717614979313,2.2053736521242113,1.7156165744555512,1.7728642577455498,1.8753419175118389,1.4771385547703968,2.0648758684781163,2.1796591065451647,1.7010932347274688,1.8158299725010898,1.9222960684786923,1.5288893389560656
Golisopod,Metal Claw,X-Scissor,45,1.6468354781934964,1.6469645507899777,1.4515526454185281,1.6468429567746488,1.6785214650597045,1.4413044871903016,1.827639455356027,1.8835787780421762,1.6035251864296347,1.7910233763986803,1.8260489638292912,1.5709487885737865,1.8932938198682037,1.9487935859783878,1.650297096234627,1.7529759664412357,1.7817746636636982,1.5357148860409602,1.9141740029050385,2.0575059473979374,1.653692938753059,1.7508469298710594,1.8675618457753824,1.5386040966433934,1.9577719405666063,2.0573436775663674,1.6629003596154137,1.792819691532226,1.8992801686070404,1.580532299888084
Shadow Scyther,Fury Cutter,Bug Buzz,40,1.2751951488643214,1.1964233004343605,1.0555160820894594,1.2375111555552556,1.195079978372141,1.0330479634047178,1.3886653489332565,1.2401808937258536,1.1790947264749363,1.3990157275205344,1.2701812383624247,1.1685908409903238,1.3388064504689212,1.2462783031090126,1.099003418660714,1.2993824886382679,1.2382009588654928,1.1009178436446818,1.2812066451634618,1.2694055998599583,1.066455400009867,1.2247549552749881,1.2124258591272814,1.0263148108042794,1.2722599547161706,1.2548734042987957,1.0906689823664875,1.2835104806896416,1.3027270033604788,1.055959651782859
Gardevoir,Charm,Dazzling Gleam,45,1.1783919922292956,1.2020188645385772,1.1825435455334294,1.2544701301045629,1.244609114826724,1.2513570131960308,1.2377479716970774,1.2619086384360045,1.3033663825697772,1.3079984558627629,1.2793899848883208,1.2944509544348644,1.2307471529577718,1.2482828317092474,1.2644880074474687,1.2514930298403106,1.2463178500715784,1.2788817519037685,1.2439029469493181,1.280195560618428,1.2699657979472314,1.220445973661218,1.2699357915558347,1.227735206979316,1.2743245512787493,1.2748760595185151,1.280374637476661,1.2626619789201243,1.3229831479116223,1.2588006689241336
Machamp,Counter,Dynamic Punch,40,1.1394122906308963,1.152220831996616,1.140737554642216,1.1409362062508224,1.15663127115127,1.1414644608049882,1.1387817905639865,1.1764152861143307,1.1872536767262394,1.181564340783294,1.1947886134975372,1.1810413133383724,1.176497197690897,1.1996233973811827,1.2038668950717641,1.1512597990516318,1.1893908726155233,1.1548858354412865,1.1829698782487457,1.2257399263858217,1.2012787116888675,1.171853467484094,1.2251113523233441,1.1725283884378932,1.1612739468535282,1.2111028750129074,1.175660497996373,1.2132523445496206,1.2852545881150719,1.2132523445496206
Shadow Poliwrath,Rock Smash,Dynamic Punch,50,1.204212475569673,1.2373031286841325,1.206292324684698,1.20061410382722,1.2462519232261613,1.198872234518873,1.1802644319972753,1.2183495856008142,1.1892038482996086,1.2323716881417033,1.2981234491770273,1.3916731175367791,1.2522826375781304,1.28211458420294,1.2603387852311447,1.2481203487080774,1.2933580593890857,1.2440015540598883,1.2318946706181253,1.3077226879610588,1.234667939317868,1.2710635741933316,1.3365930824787342,1.270710865011189,1.2058569721644465,1.29373694607655,1.225233970078237,1.292147982920034,1.3662333410457979,1.292147982920034
Shadow Scizor,Fury Cutter,X-Scissor,45,1.072266723090678,1.0647487784391438,0.9391647471939618,1.2432640690741859,1.1680623939273291,1.0299701161864787,1.23859740209888,1.161257038703273,1.1134455738662141,1.1949542002983735,1.1734802255438699,1.0178473647150152,1.2354977117271861,1.2081741241577157,1.0484028200114524,1.2025558230328586,1.1970457891127089,0.9983087429245173,1.2137980631131922,1.2212848531197502,1.0260191263461085,1.197542149047682,1.248697204284563,0.9804950620610908,1.191712002487878,1.2153494431172374,1.0131884981105137,1.235946718317286,1.314232893031949,1.0276544914199979
Shadow Venomoth,Bug Bite,Bug Buzz,35,1.803100243653456,1.5251121418324465,1.498812131542245,1.6387104726412645,1.5497893624505277,1.382158429129116,1.6783720794342614,1.5646680996523648,1.4001123791629146,1.912201029303206,1.651522511542759,1.6430276945048052,1.7492381051187689,1.587409921583217,1.4387421977683583,1.597550843073946,1.5655293075227221,1.4035814821845078,1.6052579931199378,1.620148772935655,1.3595939762645068,1.514925799406639,1.5112545285909391,1.2938590625572537,1.6233530927143236,1.562040006761379,1.3748749773592943,1.666616138163076,1.6100781139865603,1.392777662139371
Shadow Poliwrath,Rock Smash,Dynamic Punch,45,1.2698300015987198,1.3056039404706503,1.2710618437548624,1.2788142825691602,1.3115348019583166,1.279402796100912,1.2331050344478685,1.2662053512665892,1.239015279309069,1.3038403314929836,1.339309034807678,1.4603288475076701,1.2846930624778399,1.3138630983546504,1.278962156253375,1.2735300650195076,1.33374180224661,1.27921372701817,1.2819132900963897,1.3488705438316966,1.2929624865540932,1.2941730698625025,1.3610090979866674,1.2923755251402358,1.2709203746036213,1.3324041877989992,1.2952986711084769,1.3529092992966008,1.426452121142046,1.3529092992966008
Durant,Bug Bite,X-Scissor,40,1.3966990173035614,1.375739185407711,1.1777739570311097,1.5358152370123188,1.4565116810683691,1.3143969715936121,1.5444797795179315,1.4986943470400915,1.4118475401123258,1.604732805484315,1.5769706435462405,1.342568025228417,1.5714399939910397,1.5491318029134498,1.3700418094106745,1.5677958626333481,1.5437100604205782,1.3168716419216755,1.5687866001847042,1.5577747502661519,1.3593089399469187,1.5326441526301748,1.5980538881370316,1.2700931888570997,1.5652580701872751,1.5863301586771879,1.3118869023911728,1.612146869128637,1.69152635746136,1.3426076029248764
Shadow Scyther,Fury Cutter,Bug Buzz,50,1.1506008373873997,1.1251873778038575,0.9548642476741118,1.1531867562260232,1.1060079307773547,0.9673992077657848,1.1926787164686998,1.1244016012961184,1.0704637175803702,1.2818011328167684,1.170702647746958,1.0522233484897825,1.2233395530182432,1.1531949290074104,1.0338078899320622,1.1554809988318415,1.1341536684235658,1.0176942293047122,1.1657165071856739,1.1535206720778677,0.9808124278524034,1.150428622250683,1.175300524321343,0.9716113445643224,1.163690063795402,1.135562176274185,0.9915791084990971,1.1733300402400846,1.218326213767286,0.9779223320294566
Genesect (Burn),Fury Cutter,X-Scissor,30,1.355272054768084,1.341290822101644,1.1819279582637974,1.57251764644355,1.481328310310854,1.2875744512057279,1.4515897083540856,1.4338223875979563,1.3404436046534667,1.517346307992031,1.5134095564920271,1.2857528222925785,1.437425792022283,1.426648210994385,1.3057309576207512,1.5421015867325292,1.5396007887409808,1.2682141224871237,1.4984467758794227,1.5046254956677245,1.2776213197713655,1.4770598250422402,1.549662577852047,1.2355338009202386,1.4880181094206857,1.5252396408343771,1.2827558714090148,1.4702344868025086,1.5508132987192274,1.2840287932557184
Togekiss,Charm,Dazzling Gleam,35,1.324053710935066,1.3286190086726104,1.3217990797212888,1.324760461338093,1.3395071986017808,1.3252339925162886,1.3445441781949055,1.3505763380016238,1.3583025661740122,1.3540126298073742,1.3807085111007535,1.3708007995016165,1.3338724803796511,1.354509264217369,1.3367422287529769,1.352446994326326,1.3790122232174091,1.3523175705392305,1.365762552548348,1.4146970849873521,1.3801792003752484,1.3465954872575625,1.4068235842690795,1.3461223423096895,1.3700567087705195,1.3865730278524808,1.3715579175242323,1.4097383826375405,1.4821842697942396,1.412162627029345
Shadow Yanmega,Bug Bite,Bug Buzz,30,1.3338963865726046,1.2112238325339142,1.0822070488236235,1.2542420633180038,1.1864970017072851,1.0603043167992119,1.3674913061376976,1.2527336913424738,1.1801228797450967,1.5434370029735562,1.2856799831362151,1.3003257298331443,1.3272096860560625,1.2657508142089586,1.1145806052000853,1.310827546635029,1.2481925460978671,1.1050840316714445,1.3002742434751524,1.270840867318812,1.0905471836636709,1.253439220121545,1.230286671722082,1.0434299492816876,1.3008506920136165,1.2516273195992214,1.0609399828450556,1.3421624609595513,1.3304650291352595,1.0749660274894206
Hariyama,Counter,Dynamic Punch,45,1.162374394560507,1.1823673836931283,1.162888815619173,1.1595395708000285,1.1926123653319927,1.158873875165752,1.1496481175823947,1.2026880153178474,1.1649025994849627,1.178152599645354,1.225133326721847,1.1760846814548045,1.1970576213313973,1.2358549893422455,1.2068168216521689,1.1791023016417133,1.2454644592071127,1.1915922286109528,1.2147978130604384,1.2708268431554477,1.212792857190062,1.2311002813075342,1.2949362095485362,1.234288710987788,1.2023757747715917,1.2651930620414575,1.201752445014825,1.2796933727289177,1.3625543332291548,1.2819595386556166
Shadow Hitmonlee,Low Kick,Close Combat,35,1.688432460493994,1.399825956730593,1.6996524297515718,1.6294969118723788,1.3794774581867015,1.6301201151742544,1.6960075497028124,1.46148200158438,1.6850920125290225,1.618571055443077,1.4918358145663666,1.688845638969007,1.6946797721323605,1.5227041260424907,1.6611879693628202,1.4723565828195857,1.4113048311769234,1.49259023350474,1.4900439198374211,1.4689550361500667,1.5341162940491286,1.4254003815864178,1.4545488410538572,1.4301095588394186,1.5687968517509576,1.4911658929530516,1.598867275529345,1.3758697593274098,1.4299766715642688,1.3725363764644891
Shadow Scyther,Fury Cutter,Bug Buzz,45,1.2090329809859153,1.1631099748370748,0.9953375417527596,1.1939525608431154,1.1537408963077431,0.9954452015507277,1.3078829631017228,1.1669695078331053,1.1139539930867564,1.3502091303393382,1.2315780718235327,1.1200431334712369,1.2855613660281264,1.193202385874362,1.0665145777123233,1.2449100009706782,1.1994655089925945,1.058448504226216,1.2111219453643185,1.2105769241113713,1.0115191019863288,1.1710066049476704,1.1893071023558772,0.9913286870224588,1.2015847103355999,1.2065738875342753,1.0333134252310197,1.199747811156419,1.2609086315212206,0.9914283013644819
