Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Accelgor,Infestation,Bug Buzz,35,1.6819849962877964,1.5341194243502754,1.399389355857003,1.6200491113811286,1.5638724204873897,1.3231457812376768,1.738884346527557,1.658741256280287,1.4832633210122597,1.8172824484657144,1.7304773463862253,1.7187488651635348,1.7033233460883495,1.6446000356381152,1.4288699594570515,1.5837058955911105,1.599035913946825,1.3533927665083427,1.5944186033112926,1.6270852482125124,1.3660013481773678,1.5432625435386391,1.547792912647955,1.2813230887228881,1.6234239011892422,1.5851815930233721,1.328676822714277,1.6441358508280155,1.6191626148668854,1.3677410776653396
Shadow Granbull,Charm,Play Rough,50,1.0785119938895527,1.0728332125606017,1.0792024459593954,1.0566735722187615,1.0637330828383673,1.0572262307789961,1.210529180533251,1.1428314695314434,1.2302550591282497,1.0829853168172894,1.1107884701803603,1.0885185384243907,1.143481549927346,1.1296637341764013,1.1502593315832692,1.0800030195088914,1.0970123303095227,1.0926030164328109,1.0939602038013991,1.1264719043293392,1.112148576059673,1.0741796495578733,1.1150869701293413,1.0764527456981325,1.1096069611390054,1.133659169076502,1.1447830028942225,1.1044916767740578,1.1674453904366082,1.1044916767740578
Mega Beedrill,Bug Bite,X-Scissor,35,1.3160246127112263,1.1580484046426582,1.0745082442968268,1.2186923116827686,1.1767481471203132,1.0051151098737725,1.31619918143651,1.1938691025714718,1.1078724270325373,1.307755632519385,1.2306578769964704,1.1302732177801853,1.259889742284991,1.1931511625557305,1.0753424290130997,1.237671458339705,1.1939083794730676,1.0509214628919505,1.2609212929443463,1.2307146300290184,1.0519635953701054,1.1869582848047884,1.2137667029976644,1.0036733429651177,1.2278310030612145,1.2046011088620325,1.060507007757557,1.260884302571283,1.2499142614404954,1.076747802539759
Mega Beedrill,Infestation,X-Scissor,35,1.3706118993485394,1.209537559132644,1.1441786059562618,1.2533373554800238,1.2240750257587496,1.0368602119155357,1.364396124668463,1.2533781287061465,1.1390221814517596,1.3578851970049695,1.294341485844438,1.191229680072186,1.33557084361297,1.267511596165045,1.1152123682629724,1.2801765263590927,1.2597917475831997,1.076550384342114,1.2890492276787342,1.2743184502489904,1.075860384902718,1.2266159693922556,1.2415132981917727,1.0185748663585759,1.2697774138108897,1.2614762864042939,1.093634011394772,1.276407507539188,1.264300111800335,1.0922965636534676
Mega Beedrill,Bug Bite,Fell Stinger,35,1.4565508821157247,1.2576431334915545,1.182411187531269,1.3160596472685602,1.263169859289535,1.0843040224138025,1.4150419546048008,1.2827384925434238,1.1914934150098127,1.4655182044605892,1.3352134258466328,1.2562421452809887,1.3700320191931457,1.2960569915919766,1.1690947000244323,1.3492737798258267,1.291443201499713,1.133415002680963,1.3546449703573822,1.3182237091009652,1.16197709634859,1.2811400839882299,1.2956529637173437,1.070786181529068,1.3452926002351802,1.2965909163101703,1.1414828269175095,1.3615717716326783,1.34521096929205,1.1531996681571297
Mega Beedrill,Infestation,Fell Stinger,35,1.5239847968792564,1.3184788956327749,1.2640192660697467,1.3643468643915178,1.318226682479706,1.1281101871373689,1.4697830654252528,1.362767912968096,1.2417081442257722,1.5109318672907877,1.4251717061218905,1.3042930921258098,1.4555579110186072,1.3961463073217957,1.2153858928174501,1.3927030420844935,1.3599577233397961,1.1611958545749361,1.3878283013541308,1.359104518314663,1.1894884415876228,1.3211403132373243,1.3286064827989255,1.0923455637725297,1.3862657088031618,1.359345930527165,1.1903495060278908,1.3890117312322445,1.368310004663029,1.1778343195192398
Mega Beedrill,Poison Jab,X-Scissor,35,1.5507929160116156,1.3516040814655104,1.3895129802496524,1.378457397790589,1.3670022403680413,1.217649730772037,1.4941990852453286,1.391546906691035,1.3297947491345725,1.5163905709962278,1.4314995872661676,1.4107540833974563,1.4285636186280795,1.3822728667189605,1.2772705612635733,1.42907285431453,1.4124430593635802,1.2571401750431226,1.4277785224974697,1.4186737161107195,1.2634090834890521,1.3766330260232609,1.398404318322003,1.226845322313429,1.4421548177595809,1.4284378005361287,1.3072257242438554,1.4365445394182015,1.4421455426873155,1.2894707305973983
Mega Beedrill,Poison Jab,Fell Stinger,35,1.679332016999578,1.430254860138055,1.4889636275262124,1.4981721620774688,1.4449448111144523,1.3124049203745698,1.6044111867997546,1.479255198722769,1.4118240076765256,1.6429176894775785,1.539949214788905,1.5152848853846532,1.5413104906486688,1.4763089934804292,1.3639733926567112,1.5204437369852184,1.4832838007767633,1.3429491196841044,1.505344236541752,1.4985846058117582,1.3438939280165467,1.4548564925586243,1.4711127036724543,1.2835166744661195,1.5472535743662705,1.5061837799507556,1.3776202515102627,1.5232929849191275,1.5193213576093831,1.361754422542843
Gardevoir,Charm,Dazzling Gleam,50,1.1468501462626033,1.1572416457614112,1.1477801111346524,1.2159219017485583,1.1988071474151205,1.2070962350260792,1.1917351833321796,1.2051503339124354,1.2468316149912784,1.2654202074114609,1.2291179856212011,1.247476684929253,1.184667821537546,1.199076127790198,1.2039003528908205,1.2094457680822708,1.207415289781809,1.2296635280627817,1.1947922328083378,1.235088812624471,1.2147708002450532,1.1952118336389157,1.2366111468551426,1.1959019896994063,1.221566994428463,1.2162740795710005,1.2094622651412732,1.2331204403597338,1.2999557417992802,1.232592325790296
Zacian (Hero),Quick Attack,Play Rough,40,1.2415243358538337,1.2865669861357654,1.243823186940165,1.247340670060678,1.2662785702807926,1.2502465691201199,1.2675354763633635,1.3063827540942838,1.2699997301954675,1.2743401045627591,1.3152307961900396,1.2980352918789484,1.2624019722206403,1.3122688803937095,1.2577480752662296,1.2776211918256168,1.3167626586457575,1.2730951327390605,1.2982930768595533,1.38643188151403,1.3154362467663907,1.3148614214141578,1.398804050665379,1.3120919303820335,1.3058206029796546,1.337596757696372,1.3121747932492949,1.3861134121075207,1.4675004354033148,1.3861134121075207
Granbull,Charm,Play Rough,35,1.4326562196769939,1.4239563544558018,1.4321049529876562,1.417992281021105,1.4370262361774733,1.419402949508633,1.6496462627966528,1.542598851101917,1.6318512462036743,1.4588117253647555,1.4747194420150234,1.4692192734484781,1.5134730812824577,1.4884935548285054,1.5114580214232836,1.4438063296189958,1.4460573708457225,1.451873085515568,1.4816684943240197,1.524593674321062,1.5056617688010248,1.4484474852620242,1.4932420107936455,1.4471409315453896,1.4781359597840118,1.5131773795049603,1.5219049713648347,1.4700444392286216,1.5534777020443045,1.4700444392286216
Tapu Bulu,Bullet Seed or Rock Smash,Dazzling Gleam,45,1.2654004372744414,1.3320322667943834,1.3093358360292064,1.2423015289921422,1.2710620744745236,1.2679777198941053,1.2044638573367477,1.2361959203208563,1.2421020588431952,1.3098903333655985,1.3230474507231724,1.3393947741333747,1.1927638460506906,1.2125943629319513,1.2114925205883595,1.269689124941727,1.317513558178317,1.3154672575098352,1.2123027906503323,1.2567613399577109,1.2191175583778084,1.3539374694853672,1.3937896420275386,1.3568709857528332,1.2403549665396179,1.290351230400015,1.2443972275726498,1.3890439417140097,1.4615753297672918,1.3890439417140097
Togekiss,Charm,Dazzling Gleam,45,1.2016553579472316,1.228238519320373,1.2023748755922168,1.1968735014480993,1.2217214162230143,1.2005759922126964,1.2368482607578692,1.253920083897479,1.2484913820913135,1.2525062141168837,1.276028992125242,1.2542457574778378,1.2470900009368782,1.263449512364038,1.2427393586241484,1.2568719019317254,1.2717242659791332,1.2521102972855005,1.2571794861946253,1.3091030779542272,1.268250519009877,1.263733017501175,1.3178272069835255,1.2615523685501473,1.2505884798026108,1.2935735676139923,1.2591307772894746,1.3027645457479355,1.369179188283375,1.2994986775599688
Hariyama,Counter,Dynamic Punch,35,1.324114634984448,1.3057106510866876,1.3236131759192824,1.2928543667986903,1.3019902878020986,1.2945407055725358,1.2592984612930207,1.3360727486864625,1.3504579052141485,1.3047464588810536,1.338727374744757,1.323172637628675,1.321892347174026,1.3656346431871496,1.3659575906429742,1.2949118137224658,1.351061552724108,1.304991236706338,1.2987553365354145,1.3531018642105,1.298768779899482,1.3154792726424596,1.3728655538782717,1.314711371236847,1.290191650348157,1.3659265278315174,1.2913110401261394,1.3429693444854844,1.4194784773431097,1.3429693444854844
Shadow Hariyama,Counter,Dynamic Punch,45,1.043584875930499,1.0271511641363742,1.04307527138256,0.9993013611332415,1.0102609552183663,0.9993417442732911,0.9723498449797001,1.0302869664468737,1.0884257374754978,1.0079328221710764,1.029712082002177,1.0186463782886819,0.9886817020322911,1.0280033286734356,1.0549657304619546,1.0108459459999375,1.0485657863124673,1.0095509205347644,1.0047898706172231,1.0552682239203537,1.0109365607649656,1.0235354720612633,1.0871021136932644,1.023192013725708,0.9957493319570626,1.0476097025881617,1.0037143580601238,1.0467128142160587,1.1130848839829635,1.0467128142160587
Bewear,Low Kick,Superpower,30,1.5528490495156333,1.5115015997194037,1.5523468782771102,1.6588745482465703,1.493522459984842,1.6596825273645857,1.4733085895205573,1.5134780267669556,1.680883527729454,1.5198147233798562,1.5301277210159632,1.543040855961505,1.5280239399957014,1.5503317835039616,1.626165210218954,1.5218869535117612,1.5435286824174952,1.5218096316322902,1.5168243701303814,1.5671491041918328,1.545821130279641,1.5622415237223806,1.6190188412853697,1.5597319313920586,1.5233469397386399,1.5816909193051325,1.552950173813685,1.5846013921669853,1.6602533266998054,1.5846013921669853
Tapu Koko,Quick Attack,Dazzling Gleam,35,1.3930912062614282,1.3838958464269373,1.391529410089004,1.4248545152568135,1.4020235959847138,1.4399670882680544,1.5211351967051001,1.4771725423446482,1.6506875909857133,1.442766540815091,1.4341277199595337,1.4754413795808272,1.4148455895995489,1.438117719674995,1.513086793506515,1.4129708325694694,1.4546585736285498,1.4103826820911478,1.4439160903624524,1.4786166010182387,1.4838308978438763,1.4224410028285683,1.4704265345527392,1.424594573806829,1.4495264480868697,1.4632964368118964,1.486627191654281,1.4612024122904212,1.5289331900924055,1.4612024122904212
Tapu Koko,Volt Switch,Dazzling Gleam,35,1.3976176465875325,1.4077423926532198,1.357242535978108,1.4229690021969272,1.4468599525355763,1.3936333396456153,1.3940268795698143,1.3893138636126359,1.5130077457362086,1.4460954824826149,1.4568233928371697,1.431330294425604,1.3016726767714806,1.3221890620378756,1.3388585148458467,1.4034755776004062,1.4499304257772718,1.372224036245421,1.320706045480821,1.3780273015519402,1.3035661403909713,1.3864868124458336,1.4428776044067655,1.3773617848071973,1.328160116119824,1.343161609063058,1.3141605438851194,1.441314062809191,1.521232762554441,1.3921340255673822
Zapdos (Galarian),Counter,Close Combat,35,1.2668771732415105,1.2428432364006046,1.2676896295096154,1.22061404304189,1.2010231590454647,1.2205969619226003,1.2427850162293292,1.2612902052743267,1.2709564805289106,1.2724599240136614,1.287617179499403,1.3467901773705655,1.2563797920865014,1.2541964615393095,1.2668697426891344,1.2763110069408043,1.2862661492015715,1.2821839340559058,1.278493882309109,1.3067316685327337,1.2976861473815207,1.304805069328747,1.3436459709554687,1.3034980172445156,1.2753065071451024,1.2964887548248387,1.2877762890362305,1.2621839580564596,1.3310161345798874,1.2621839580564596
Conkeldurr,Counter,Dynamic Punch,50,1.0098480222055652,1.0124916542184699,1.0093175420760923,0.9914348730661958,0.9977767130781062,0.9922877164820992,1.010716753336485,1.0408755039772708,1.0141931260843502,1.0139347023516254,1.0390627515210276,1.0161811998583856,1.034659573334607,1.0579126719217578,1.0384018693477306,1.0238392039032986,1.0778909101644838,1.0263344311169231,1.0515341182977629,1.1035704998818903,1.0553248204830776,1.0586241432853356,1.1105606917873838,1.058361462031117,1.0356589567064616,1.0574770136658003,1.0371066124830626,1.0755779003634915,1.1342371078483087,1.0755779003634915
Zacian (Hero),Quick Attack,Play Rough,50,1.1240010433339684,1.1711539522950678,1.1245286747700125,1.1477761437074632,1.1669253436995344,1.1484485282612389,1.1777648219466046,1.2017003550862262,1.1732290558366345,1.1765692105975205,1.2099427982997295,1.1760144662184853,1.1591761349545615,1.200864132441523,1.1569972132463566,1.2164424368992475,1.2812356084955687,1.2266451240853744,1.21184003164952,1.3055302927004453,1.2215126473248665,1.231088071023363,1.3303884999683537,1.236936539365309,1.20315463291899,1.2941883819066777,1.2369911400550166,1.2624501314949224,1.3410946445080194,1.2603136277179936
Emboar,Low Kick,Focus Blast,30,1.8388106882977457,1.4303730364045217,1.8443556255463707,1.504632304656313,1.4428933370560333,1.5001519376104737,1.9713229454678116,1.6109297816108268,1.97100868184063,1.600094788144272,1.5700298586616068,1.6199913187899075,1.8578144282929894,1.635941369789533,1.8346891125558225,1.5123202769038155,1.4995460571454435,1.5051940237766879,1.6618598318043105,1.646896407356977,1.7849204632967353,1.497980448374682,1.5418488407886635,1.5003605689563833,1.7205800182783448,1.6358903553446913,1.76017099721045,1.566927450883697,1.6232250058209834,1.566927450883697
Terrakion,Smack Down,Sacred Sword,50,1.1098735269139215,1.143265065582264,1.109121115761999,1.0923256112615607,1.139037464166553,1.0915726185861978,1.1479362885923123,1.176585424220705,1.2825998364749922,1.1154706585267007,1.169046428363444,1.1359039346323632,1.1465924267168295,1.1838599752737613,1.2142330549029046,1.1567069426959795,1.2200454729553303,1.1553868798802944,1.1718775770448797,1.2395401985392822,1.185890805315122,1.2037740589033952,1.2704952428321035,1.2090645008939884,1.1560546789324988,1.2208405497298334,1.1851117408262648,1.2549306070115227,1.3410354671112878,1.2531537869476386
Shadow Machamp,Counter,Dynamic Punch,30,1.2220181746640768,1.1001928654473072,1.2258865222972577,1.1596193166793123,1.0587619499299674,1.1606291587780715,1.1842379019061104,1.1319649746794311,1.1898662590663123,1.1002747641289865,1.1088983988092982,1.1386065984327605,1.1669725053778652,1.144307766353578,1.1682579758652807,1.1163460707226263,1.10290739990054,1.1210452698279463,1.1129899386022357,1.1120785553376875,1.1091668379095183,1.0981755302174394,1.1334803268560496,1.0983762892977387,1.118369736240645,1.1339231492722395,1.1389130586700977,1.084626174262452,1.141290853783764,1.084626174262452
Genesect,Fury Cutter,X-Scissor,50,1.2032745730965833,1.2091599737208032,0.9954959486238141,1.2346162378602799,1.2362711030902487,1.0318221779565835,1.2417475591487783,1.2680103323405307,1.0359527443226675,1.2707931422401881,1.2716600351500533,1.0787316427202693,1.2398565657716112,1.262426882160919,1.0252773435275488,1.2873357059224626,1.3129120334677558,1.066085677857648,1.29552495376443,1.3577905255011014,1.0606837294964693,1.260140451617394,1.3439674180554926,1.0662741897248893,1.2744731513747634,1.3099479632896303,1.067785552242274,1.3203638286277524,1.3956233695784483,1.0813871481426225
Pheromosa,Bug Bite or Low Kick,Bug Buzz,30,1.4855789346242663,1.1812124217276971,1.2170538812557754,1.4199218148668158,1.1463597287940013,1.1694610991215242,1.3016269213308636,1.185227732621362,1.1076170511772276,1.5012292218458547,1.2312866902945947,1.2457869786338438,1.3871221487211611,1.2058915315388135,1.173500893708403,1.2328036272646097,1.176760556657425,1.0515687214943246,1.2686806106360056,1.2148707420544915,1.141135272890688,1.2802307707769864,1.181800740840045,1.0833263561869761,1.2117787927035464,1.1812862666466197,1.0102657620469326,1.1923289114667444,1.1632804877515899,1.0076901900980235
Tapu Koko,Volt Switch,Dazzling Gleam,45,1.2743135984161265,1.2921805590916942,1.2319993732874457,1.2745762511709002,1.3155524329207573,1.2523917784566174,1.2070672364625576,1.2423789017547853,1.2394206710156028,1.3069585563995403,1.3270691460892892,1.2793640214682338,1.171480102358545,1.2061049928264516,1.1627910890016,1.268546356621325,1.3226540599224015,1.2606436362524216,1.207961928392961,1.2566042446461803,1.1670249643270731,1.2844488295255556,1.3416625509809286,1.2720229471698783,1.2082315474787715,1.22356675180628,1.1715074733380306,1.3389761186744014,1.4084496333560763,1.293695921815922
Tapu Koko,Quick Attack,Dazzling Gleam,45,1.2979889114608278,1.2966257226334035,1.2952325335033055,1.2959025557993773,1.296872172916599,1.304675924773907,1.3293062856244626,1.3567526795695797,1.4270777001861652,1.3255529055312936,1.3421064968174399,1.3485639226392465,1.289440132559092,1.326343217093069,1.3323767132472752,1.2838782091342265,1.3424915748100121,1.2855791136963544,1.325872138243874,1.354556340178566,1.345299719801883,1.299096060852677,1.3596304886677022,1.3037896453499893,1.3206786100108576,1.3372245050825113,1.3821850578012562,1.375307419709444,1.4452687109502529,1.375307419709444
Sirfetch'd,Counter,Close Combat,45,1.308147485760984,1.2107576456260984,1.3033335944635644,1.2812265002811003,1.2274476505869367,1.2916948013086247,1.233248950988247,1.2437834103058294,1.4342419489740974,1.2973587279637042,1.2647598200741959,1.3045071115538138,1.266336493613613,1.2668781194832106,1.3761663307988632,1.222340379266581,1.2213677897955095,1.2323847985759515,1.2616142023379928,1.2699722682604093,1.2744069075845539,1.245279773601568,1.2627963148374166,1.2374170487900216,1.2483962885461457,1.265262039520794,1.2710620105392416,1.2497699385066945,1.3120962219476981,1.2497699385066945
Lucario,Counter,Aura Sphere,45,0.9756850662588288,0.9736816335832469,0.9752056845677375,1.1001921520481106,0.9942484602741667,1.101632185299356,1.047429220300093,1.0384408699905803,1.1220959354533713,1.0180055216933195,1.0296778800944502,1.022310010053248,1.022700818023334,1.019325925259157,1.0532962500987397,1.0083774577043354,1.0203508358188005,1.011465648047953,1.0345896413118418,1.0519217288934382,1.0468089294665097,1.0062055694904672,1.0481681834484478,1.0090797177179482,1.0138214173673317,1.0493450864923881,1.0373594296382058,1.0337540879533422,1.0820733562510496,1.0337540879533422
Sneasler,Rock Smash,Close Combat,45,1.542920774274874,1.3367498366452362,1.5488617244209586,1.3522952912204311,1.300706673319165,1.3510325536610743,1.2907968500907365,1.3172306558948184,1.3842462306547216,1.3349082497510458,1.326510823055044,1.3510067839946165,1.3355235220745056,1.359205968098376,1.4294658140461938,1.2915514609702843,1.3154693789446534,1.3012314133582155,1.3370343554771145,1.360270634123483,1.3582430675452224,1.2938121184061604,1.3539466892859104,1.2901422640142215,1.2980139770948929,1.3483394145181848,1.3227752347490631,1.3240870107486877,1.3737766727446263,1.3205640829407421
Buzzwole,Counter,Fell Stinger or Superpower,35,1.2896776703385138,1.2789287043252069,1.2739520814156582,1.2425595382446262,1.2252331151027038,1.2275680092145258,1.265405662845218,1.2794911017292123,1.2796426614926761,1.295435603552086,1.3020822887335615,1.282138007470806,1.3011577978584066,1.2972412792246322,1.292449312129267,1.2760275744097682,1.3155253759845447,1.2807354802371553,1.3052449092860996,1.345424358991594,1.3103833471287853,1.331720511963065,1.356364727335612,1.324944934533602,1.3075862390264135,1.317253674198341,1.2983535876469612,1.3401712773640841,1.4038301758530003,1.329531331247975
Conkeldurr,Counter,Dynamic Punch,45,1.0526825789933787,1.068552917151093,1.053498017487417,1.0414070582558954,1.0516209876767104,1.041855859393287,1.0316917096105547,1.0650728648197179,1.0327222456183156,1.055130966235586,1.0854256691524014,1.0549673517040277,1.0679355060336797,1.090026287702462,1.0693374433510114,1.0655345688687572,1.1051473256927502,1.0710993133799425,1.0767458608842275,1.1267634332815444,1.081790963370674,1.093797267051772,1.1428843157570712,1.0945002768432,1.0826024466117754,1.1047858586964776,1.0783680542215204,1.1281930980927775,1.1858925580678206,1.1281930980927775
Breloom,Counter,Dynamic Punch,30,1.4964088658461243,1.3082056614221036,1.50007994145935,1.446578272225805,1.2997508687119865,1.4433954903314539,1.3315796820764156,1.3339789482080873,1.4842843552082245,1.466491176105887,1.3745501095583506,1.4669717195121357,1.3771850665275434,1.353194883542355,1.4523124176787094,1.3564703938744276,1.332158861348147,1.392672082395114,1.3236500077779463,1.314270611077716,1.344689199025164,1.3413168499911872,1.352601636672413,1.3417997266619852,1.348770900827124,1.3426894336224129,1.359405890273664,1.2889165355254775,1.3432908250689934,1.2889165355254775
Zacian (Hero),Quick Attack,Play Rough,45,1.1580305557978925,1.2017670801426485,1.157238351959634,1.213011732409294,1.2287127078044686,1.2163000060311113,1.2099730312773838,1.2343763820150644,1.2077028020960294,1.2297863754125522,1.2742752661971455,1.2497251632414799,1.2296242383271394,1.278283785943519,1.2241034166665137,1.2274957752509525,1.30050959516129,1.2295705826998051,1.233366813711463,1.314182172946958,1.2536057983149702,1.2597146380364448,1.3331286496082084,1.2617088767409017,1.2114113501803483,1.306647000757211,1.2370933015403485,1.3537387567627968,1.4351949452016057,1.3537387567627968
Shadow Scizor,Fury Cutter,X-Scissor,35,1.233336300722322,1.2105532518725708,1.0249440053697871,1.4105174461491354,1.2441490840091622,1.1701891027520002,1.3800160475043668,1.2515263311627753,1.1584046692607004,1.3588915782358075,1.3035967333612672,1.1765577747472922,1.3549995683011824,1.2761386653342177,1.122370706204155,1.2945293588016298,1.2661644493842448,1.104132638999503,1.3010342748169301,1.292304922383777,1.094244127650503,1.2855288336387496,1.326228438748878,1.077137045939359,1.3138106173524475,1.3227183607211022,1.1579760832611568,1.3372004222319742,1.3863762146816128,1.0959771854905513
Shadow Scyther,Fury Cutter,Bug Buzz,35,1.360845198438204,1.2391873389820551,1.1223370502847805,1.3106139333853217,1.2404077916896346,1.092565695882691,1.4625376406649393,1.2990296421336143,1.2196753195717382,1.4908392369039378,1.3266993957354842,1.2592080713332947,1.3812220199463223,1.29319844735387,1.1463454582528874,1.3932915413620566,1.3059985867708386,1.1630571042520803,1.3368935842505227,1.3230384115321019,1.1359446747954207,1.2689670401267314,1.277443130858207,1.0703706675451228,1.350176838899173,1.2979773720024288,1.1448919106073392,1.3499954743024651,1.342068075230202,1.1150899240494319
Breloom,Counter,Dynamic Punch,45,1.3071933069947888,1.1686763011852346,1.3108983888858228,1.1825376976085167,1.1235348722648593,1.179502846642337,1.1228920934368287,1.1280110596397055,1.133918465070284,1.1762277725565213,1.1613010828271164,1.2692715667128018,1.1382212171702235,1.1513613943688104,1.1516701600592254,1.1645607595726652,1.149376678253826,1.1824868837872704,1.1191064772048558,1.1510383078261504,1.12990629975245,1.1759908129255956,1.1896157054235517,1.1773159100698993,1.1750498782200003,1.1530645874167424,1.176051193885679,1.157050131619769,1.2121073458001215,1.157050131619769
Heracross,Counter,Megahorn,40,1.2891934369664264,1.2254113246246403,1.197727855414565,1.2346070646665872,1.2108262980912587,1.1392302593926122,1.2583008883607498,1.2831530530728978,1.2440358535031772,1.3043427047000684,1.302952271699955,1.2373170016362776,1.2879456831036757,1.2899495004234323,1.2327135852862348,1.2331556970513293,1.257001397848759,1.1740941782701786,1.2927071670414805,1.3141389621338844,1.229389882524203,1.283215930386685,1.3083414027353404,1.176917361349566,1.2887188247889687,1.2997759223802627,1.2086242202888415,1.2997267727157245,1.3541714758705414,1.186960447900482
Shadow Hitmonlee,Rock Smash,Close Combat,30,1.807098053808258,1.525843613852484,1.8138432257180042,1.7060958297185325,1.5246383547465898,1.7030279236233568,1.71710631119724,1.5915263780853028,1.696843521582603,1.6997026282779526,1.5954340849345614,1.7227036093048733,1.8318944964830324,1.6135869395493063,1.8278600414063462,1.5471153436485745,1.5201202402737075,1.6057858333764987,1.5902251379385175,1.5874112497911477,1.6398995204559987,1.5190740645681735,1.5245245448533329,1.52106566607743,1.657292989882776,1.5991804694587983,1.6500571311711725,1.444667323777141,1.5062410305356617,1.4427305749258879
Shadow Pinsir,Bug Bite,X-Scissor,35,1.270171064040409,1.183000243919375,1.083275944030296,1.2619868336201976,1.2079757017914932,1.0435489462636423,1.3628413467234586,1.231954475763928,1.1458658320713129,1.3367390422171712,1.2617849011650704,1.2086428616987097,1.3052054059714049,1.231096717068269,1.1055035904482504,1.310974235350918,1.2601531428438082,1.0843865446935932,1.2983129730383731,1.2647394003875527,1.0899188212858386,1.287308628919308,1.288465796948761,1.0500350892318875,1.3080844918139216,1.2709660204909863,1.1193690552649167,1.2958852358013262,1.2936995423739501,1.107298533112188
Primarina,Charm,Moonblast,50,1.2673924751763075,1.2624397545850612,1.2683459862799804,1.24594708269244,1.2477971682456508,1.2460386564708552,1.2514574723538334,1.2696963760559035,1.2730412484207636,1.297680027815791,1.3109640091608292,1.2950418194252837,1.2346922722237632,1.2558804175905327,1.248430581911636,1.2947445960425694,1.3082910622713602,1.2993601310622431,1.2619452931901678,1.3242308379248822,1.2756105687887336,1.2875448136296228,1.353865496898243,1.2879224516762013,1.2580412463761717,1.310334827688334,1.2613779064367787,1.3165008180588442,1.3817291660294277,1.3165008180588442
Accelgor,Infestation,Bug Buzz,40,1.5231739875120403,1.4347963451263308,1.2683039680519033,1.5086509542862854,1.4816695339047565,1.2624126490538536,1.6699359155582199,1.5672451432251495,1.4102430704225024,1.6476614544631971,1.635516079716592,1.5157110226674135,1.6340149275940048,1.5545441352337879,1.3593400702842415,1.5102897323085154,1.521568318421709,1.2523033036574067,1.5273055849495776,1.522160041328742,1.2759707549217116,1.4566738730621183,1.4545288158636387,1.23235350941325,1.5272355501397499,1.503156962333965,1.2789881021348637,1.4979887800155185,1.526333379734738,1.253862292699644
Durant,Bug Bite,X-Scissor,30,1.5993188061838015,1.5731878303816718,1.347839800164156,1.80753469259679,1.6304816158654496,1.5255067504161677,1.8316127624582244,1.6667539816697146,1.5839232863599733,1.7306866514972183,1.6821950810789896,1.4819215186386532,1.7741570024303723,1.6758709753270349,1.4772931933037083,1.7271567213507741,1.6955350117182757,1.456080708396586,1.7418415104195673,1.7142685945731058,1.497167560010217,1.722818782079299,1.7690704098724628,1.407434946831653,1.7377131981929792,1.7402307814945224,1.4873027219970287,1.7336340477276944,1.7701795859205238,1.458135799640816
Shadow Gallade,Low Kick,Close Combat,50,1.1961996204116006,1.1359793540943737,1.1998066004226748,1.192734704068554,1.1409153328983623,1.196314569266891,1.1963799270120088,1.173729132672273,1.3096776539674757,1.2489978907062853,1.2149638760507018,1.2527966001983182,1.1811037161001614,1.167265987093124,1.2677688519199575,1.2362507599598271,1.1904765166888858,1.237395583420209,1.204021678384799,1.2095087602721704,1.2140636792951067,1.186266156039227,1.224834928192705,1.1840319118062121,1.21189674580728,1.2066424024315463,1.2168635728203863,1.1741914139090606,1.2297926231754417,1.1741914139090606
Scizor,Fury Cutter,X-Scissor,50,1.2539714347266413,1.2583702624892952,1.0432355994096083,1.29942210988516,1.3029563199930494,1.1336641868817847,1.3103271790528452,1.333377636019609,1.1241982992929949,1.3531773506251488,1.3473091484028699,1.1417550226954087,1.3078465209667849,1.324021302040374,1.083841935774238,1.3574935442086686,1.3766281570264838,1.1567081360030649,1.3605143431092195,1.4120264334947175,1.1593239140162435,1.3730151887492517,1.4471461228745244,1.1146897919198997,1.3907911268045783,1.4200727806045046,1.1386185843146877,1.3762139325315255,1.4548314786296563,1.1325093525880436
Bewear,Low Kick,Superpower,40,1.3345848296392309,1.3358465337632488,1.3341484899254177,1.48654682609607,1.3393479609572005,1.4896882758992998,1.3163650525708268,1.3501753142929538,1.350354792960213,1.3523237555226508,1.3873061006035252,1.3611757110464373,1.3526507593306647,1.3613513826302766,1.3667414087342775,1.3664298673979487,1.4265274640067647,1.3819673885968282,1.3762097395252186,1.4388618079788285,1.3856364376621604,1.4155213763982741,1.4780175036667396,1.4192120791680185,1.3650557804130083,1.4307864861259139,1.3645563780440841,1.4257399203352388,1.5117076986172588,1.4257399203352388
