Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Virizion, Tier 5","Virizion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Buzzwole, Ultra Beast Tier","Buzzwole, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier"
Mega Latios,Zen Headbutt or Dragon Breath,Psychic,35,1.491139244897974,3.210745300000001,1.2206913567654338,2.1134808,1.4890962679534248,3.205864,1.190512976250409,1.7163169,1.2239258855118387,1.0119498,1.245558869035038,1.6815667,1.1745912663149818,1.665519,1.5470647141691285,2.7476428,1.1883771336175923,1.5472172,1.3563194776135898,1.9298806,1.2141291198605773,2.10614,1.5757398741469033,2.5924654,1.5844453653647155,1.2916932000000003,1.1677644516056378,0.83233243,1.1046455263484207,0.9137892,1.4583639010797949,1.9061362,1.7183572687794888,1.2387631,1.0759841650828426,1.1171707,1.477105497017162,1.4639044,1.1037623906490284,1.2586125,1.3038814150124123,4.7569675
Mega Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,45,1.6549409781565283,3.259244700000001,1.387438935601493,2.1718767,1.6541041362325906,3.259239,1.347447732466665,1.7611853000000004,1.3838414729786823,1.0907792,1.416963892141848,1.7595763,1.3896494844394474,1.7529724,1.7842345423698798,3.0583117,1.3784504853752364,1.6480559,1.6485156681057775,2.0399318,1.3990752270834605,2.1796453,1.8074986480851896,2.7662003,1.813980839822003,1.3295393,1.350099882464844,0.87743396,1.2630342910714478,0.9540209,1.4237941183831173,1.7115918,1.7700127724185553,1.2605312,1.351525792911391,1.171776,1.4338602284135125,1.3458437,1.3369949243863186,1.347097,1.3670894217345337,4.1633716
Honchkrow,Peck,Sky Attack,35,1.3506297964448513,2.7649894000000006,1.7147800766490893,2.7681322,1.34943498759974,2.7644377,1.886262578158887,2.3736248,1.7233447401569775,1.4115695,1.6687378221571512,2.221978,1.8181216360671235,2.2823532,1.3345634606426586,2.3815699,1.7163256124425013,2.1556647,1.1516276868243809,1.6615319,1.7736838674584516,2.8188708,1.3626296979535495,2.2018106,1.873733883721888,1.1223800000000002,1.6264470374894244,1.1280121,1.8119065298104269,1.2824037,1.3681664556084543,1.6877993,1.5299382360082754,1.049444,1.8321140673871428,1.5470194,1.331148536777217,1.2739182,1.5299843686385526,1.7179583,1.5859340877075758,4.2437816
Shadow Crobat,Air Slash,Shadow Ball or Sludge Bomb or Air Cutter,40,1.8530454886409253,3.579487,2.337189655290563,3.598546700000001,1.4717526765783449,3.5886602,2.0924427374252175,2.8327603,2.097378524380988,1.6645725,1.9453550655884286,2.545125,2.2732408325996394,2.7928174,1.7080047458234842,2.9686973,2.098656229001232,2.559326,1.577386343626994,2.0764215,2.0918220108139374,3.4187002,1.6474802381240936,2.619529,1.6443540484333343,1.2544233,2.024261257740636,1.3526388,2.275093321225266,1.5996852000000004,1.973091962565117,1.9656688,1.633838647871626,1.2002676,2.31266592258829,1.9114019000000004,1.542420945362992,1.4341516,1.9584045625556725,2.1189194,2.041962903837154,5.196825
Toucannon,Peck,Drill Peck,50,1.5150084012695912,2.7942672,1.9123081906470183,2.794878,1.5167633130743756,2.7895584,1.8683001110742627,2.3485148,1.9409844117964294,1.4565009,1.8636597402845987,2.3630972,1.9718722554990247,2.3437681,1.5430976334364976,2.4660776,1.9523508034414256,2.2105856,1.4971053810192074,1.7145082,1.8882198699439086,2.8026574000000006,1.5246278792000687,2.2287536,1.5817748486441865,1.0868104,1.8640253481616584,1.1231103,2.067217765294875,1.2970554,1.5576723350835666,1.7430676,1.5182216693049795,1.0309342,2.028576852823382,1.5730504,1.502239603877574,1.3316278,1.850810348773071,1.7649134,1.7805727550638069,4.468735
Hoopa,Astonish or Confusion,Shadow Ball or Psychic,45,1.8531780432818368,3.702583000000001,1.5105059602676383,2.3979094,1.8641067853424356,3.6947653,1.4612027078091696,1.9139109000000005,1.4371340296600754,1.1233631,1.4250475168189307,1.8400178,1.4605383634698865,1.8602719,1.9549258604944983,3.2180576,1.438042004648392,1.7283108,1.806550848526643,2.232995,1.5147005220351393,2.3852463,1.8710018295504718,2.9078803,1.8903741909658065,1.4019657,1.4299002269918946,0.92849547,1.5132734318724348,1.0649095,1.7446076412409668,2.0891294,1.8714745060150477,1.3491815,1.399440144903672,1.2474928,1.7197645681646097,1.6117936,1.4645808986416096,1.4575379,1.7516593611951006,5.2819896
Shadow Latios,Zen Headbutt or Dragon Breath,Psychic,45,1.5883096514121768,3.1870540000000007,1.2902235800305217,2.0445185,1.5900155692582074,3.1875076,1.2543066467768944,1.6493521000000004,1.2771627833402193,0.9747871,1.285827976927988,1.6554954,1.28760192485421,1.6414723,1.6345723395405187,2.6986032,1.256784225977843,1.501932,1.5513795354492712,1.8653525,1.316963482570409,2.040906,1.6539383057800872,2.5005653,1.8512329589992675,1.2589583,1.2783538625615563,0.8139038,1.1708565824436654,0.8969137,1.5648945578649691,1.8827094,1.788384978807286,1.1882917,1.239189163423956,1.0800587,1.5254778440301506,1.4266112,1.234169414367623,1.2427661,1.4715786810710438,4.3910737
Azelf,Extrasensory or Confusion,Fire Blast or Future Sight,45,1.8858604482246217,3.606603400000001,1.6564669150910756,2.5014887,1.8826738117487665,3.6117425,1.5870203207659714,2.0821920000000005,1.5431887884675584,1.1861466,1.5843397991552146,2.0247858,1.6619500449731162,2.0351677,1.9718041899062158,3.1442838,1.5873637459937473,1.8952686,1.9243894653474094,2.354224,1.6440743458134723,2.5255606,2.1030583135466094,3.1469924,2.556166927229965,1.5964866,1.7301400601083434,1.0589162,1.7206974232442793,1.1656461,2.0233698642106694,2.3477,2.410698320291598,1.5342213,1.8165522979191764,1.3585736,1.9023382415744639,1.7984271,1.7288213847402094,1.5931103,1.996574285854345,5.867198
Zapdos,Thunder Shock or Charge Beam,Drill Peck,45,1.369661847225475,2.7072918000000006,1.7323988989791617,2.706516,1.4183144378118662,2.8159182,1.5916740990082503,2.0572348000000003,1.763193821029032,1.367099,1.7620607038390077,2.222061,1.7527655981480983,2.2213497,1.4990997300370257,2.5323462,1.6262652958949326,1.9246227,1.4694568720134937,1.7856574,1.7273834963682813,2.6861017,1.4907265325178123,2.27692,1.4639392884457794,1.0844944,1.6705035295569812,1.0876958,1.6544045570560437,1.2035089,1.3606985051,1.6305562,1.3992881176321008,1.0064197,1.6642097752202012,1.4600743,1.3602798570057952,1.2782286,1.753170382390524,1.7391739,1.3177474152614912,3.9408588
Moltres,Fire Spin or Wing Attack,Sky Attack,40,1.160175433670417,2.3589296,1.5046170604078497,2.4036422000000006,1.1614291751790964,2.353773,1.724153766558585,2.0922139,1.5218269789734533,1.2051611,1.5034731856396244,1.9663804,1.5086753163463689,1.972024,1.1602048886071712,2.036993,1.5226465068478408,1.8524411,1.0979657435868049,1.4751222,1.4368807704238562,2.372595,1.200958823001282,1.9159656,1.2088696578957439,0.9124595,1.357616274875248,0.9226502,1.4069395633103317,1.0974619000000003,1.2044151393346423,1.4528013,1.1656718812241438,0.86089224,1.4681387292794839,1.3122962000000002,1.1794595631604503,1.1136768,1.3453326261080634,1.4492918,1.1149374170954236,3.6331093
Mega Slowbro,Confusion,Ice Beam or Psychic,45,2.047226839042431,,1.6401604061214012,,1.8103457685086022,,1.6121442806518902,,1.6571291839841735,,1.692316050881467,,1.6592611124323051,,1.986571328609158,,1.630648013733948,,1.9893256188159807,,1.632487992044583,,2.154005253855923,,2.15013066488032,,1.5983646780361158,,1.5216462121742713,,2.0693915587756604,,2.11010071879117,,1.609969580628667,,2.0001169720502827,,1.6747490556659914,,1.9314341909387625,
Mega Gallade,Charm,Psychic,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3893179738788037,1.6235002,,,,,,,,,,
Tornadus (Therian),Gust,Hurricane or Psychic,50,1.452703812228197,2.7660706,1.7931837571729574,2.7447817,1.4539008424729467,2.7590506,1.7733215876603414,2.23776,1.7486187515923777,1.3151256,1.7544234411106971,2.2302554,1.8174506308254414,2.2422523,1.4621990916732748,2.323593,1.7878990654581826,2.0617936,1.4054000360716012,1.6187456,1.7932358646089683,2.7386467000000003,1.4288217031807906,2.1047642,1.4375094958400343,1.0270536,1.74293413776375,1.0761694,1.7659456155932098,1.2523273,1.4193851069824874,1.6336966,1.4360957887336114,0.9768442,1.7427190824859022,1.4921982,1.394109971205423,1.2603159,1.7837810999983095,1.6737148,1.4219167858444728,4.244548
Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,45,1.7495075363503978,3.442656000000001,1.5399598629478486,2.4105613,1.7513890485574595,3.4385617,1.5861107694766376,2.0618112000000006,1.6137522417925532,1.2336239,1.514024919749327,1.9548029,1.5447917446958914,1.9866312,1.839574743104875,3.0316668,1.5976179579518635,1.900056,1.8663525784710224,2.2942638,1.559719338974504,2.448939,2.038983073726603,3.097608,2.0543371133663504,1.521129,1.4782876045365703,0.95677,1.5935307302741155,1.1287156,1.6905379273134937,1.9737306,2.175845495216436,1.4449075,1.5505430132221711,1.3466978,1.729552476819892,1.6374238,1.4595013936649208,1.476762,1.6674109772057617,4.950272
Latios,Zen Headbutt or Dragon Breath,Psychic,40,1.8868314585063994,3.8500915,1.533349483398554,2.5129970000000004,1.8912318657567844,3.8464825,1.4652829133262193,2.0137346,1.5243625517038566,1.2065051,1.4994222711536533,1.970755,1.5154129985849194,1.9873744,1.8756017024128397,3.2445157,1.502892000231607,1.8611566,1.7316361652895018,2.3022823,1.478891896653709,2.5139718,2.0087831359392476,3.112619,1.9881201181190518,1.5298992,1.4510280015631576,0.98879814,1.393544317212331,1.0910910000000003,1.8304360464136793,2.2900038,2.106141211686326,1.468499,1.4514217684262742,1.3246514000000003,1.786216559507277,1.7110622,1.4091359831117742,1.5010228,1.6608749312791884,5.7000747
Mega Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,35,1.7289212979498403,3.711846400000001,1.3753334005237268,2.3461263,1.7306525565457795,3.7094202,1.35568305969235,1.9350002,1.3874403834585733,1.1669382,1.431707390032861,1.9231293,1.3377110393002882,1.8796132,1.768794973351793,3.2002933,1.3588365499148487,1.761219,1.532407084037257,2.2231498,1.3762521089801207,2.3583982,1.745434892204108,2.9578295,1.7922173776823014,1.4549327000000003,1.355215889763825,0.9510926,1.2615874651609178,1.027624,1.3968923222377128,1.8313004,1.8218552864984805,1.3795152,1.240740664723269,1.2837929,1.4772593426722143,1.4484166,1.2589797706415888,1.4527583,1.2637369749512775,4.603696
Shadow Exeggutor,Extrasensory or Confusion,Psychic,40,1.7773111812891884,3.5992343,1.4332023486491636,2.3059190000000003,1.7796538704117373,3.5961382,1.4231613995074246,1.9299715,1.3828908210771627,1.1053557,1.4023173577846273,1.8645387,1.5493805959341318,1.9003369,1.7633141082517385,3.1143365,1.3791030769520856,1.7108747,1.57381762299602,2.1502416,1.4004984143763866,2.2892187,1.912668331605312,3.0128973,2.5781229147620808,1.5332875,1.7373555582276197,1.0640944,1.5751063551700533,1.1439288000000003,1.7254464353587209,2.12266,1.88357701825422,1.4250045,1.5497421906218565,1.2698073000000003,1.7129626486071974,1.6518701,1.2973281698043015,1.4459832,1.9104795292387704,5.644693
Shadow Mewtwo,Psycho Cut or Confusion,Psystrike,30,1.2731459936345082,2.867408,0.9999999999999999,1.8104609000000005,1.2781250101474113,2.8581553,1.0,1.5154297,1.0,0.878689,0.9999999999999999,1.4756234000000001,0.9999999999999999,1.4536203000000003,1.459746862330368,2.553278,1.0,1.3642981,1.1212709948426336,1.7269555,0.9999999999999999,1.8182495000000005,1.3359992893062436,2.2866406,1.5604119318597514,1.1299917,1.0,0.73410577,1.0,0.82998085,1.2500946395260268,1.7164893,1.4593786908459423,1.069207,1.0,0.9887917,1.2129463567909773,1.2954323,1.0,1.140468,1.111923890603011,4.1657753
Shadow Moltres,Fire Spin or Wing Attack,Sky Attack,35,0.9999999999999999,2.1251519000000005,1.2880606545373552,2.1874666,1.0,2.1251476,1.4124315261708194,1.825471,1.2866157621705,1.0580827,1.284789029188449,1.7618289,1.3194138620952116,1.7311981,1.0,1.7674124,1.2915708271321853,1.643972,1.1037223732455645,1.3607736,1.23339622516514,2.1259747,1.0,1.6550695,0.9999999999999999,0.7956832000000003,1.1686261770489532,0.8197003,1.2093277942954375,0.96772337,1.0,1.2720162,1.0,0.75779915,1.276244223025097,1.1838737,1.0,0.9743488,1.097674562508218,1.2581906,1.0399228548650619,3.2752335
Hoopa,Astonish or Confusion,Shadow Ball or Psychic,35,1.8169561697975256,3.9994886000000007,1.467380943335774,2.5534484,1.8163875751633,3.991639,1.442008131849812,2.0993257,1.4154053616713227,1.2074703,1.4090539773512707,1.9930544,1.4022091746637937,2.0178154,1.9910650045635425,3.5095785,1.4319366494427321,1.8777647,1.626041619068477,2.3891509,1.5370508561436003,2.6290784,1.8133234902709048,3.14888,1.8782247847106153,1.5284126000000005,1.4218472702282055,1.0019741,1.5273527476588102,1.1682068,1.7465340018018034,2.293035,1.959396709464466,1.4815084,1.2817949862220503,1.3479056,1.718830070205284,1.7031544,1.4557257332430467,1.5870888,1.6411161719423244,5.8234515
Mega Pidgeot,Gust or Wing Attack,Brave Bird,45,1.1024400730290538,2.1429362000000003,1.3948003445485566,2.1420484,1.0991227641569012,2.1372094,1.3906492685629817,1.7584404000000005,1.3813982111046073,1.0698919,1.3568865800061438,1.7387265,1.4433174297147087,1.7732881,1.0998253565236695,1.8386531,1.420680512441386,1.6620662,1.0706411521452321,1.2817574,1.3827925255789917,2.1523468,1.1088899545434838,1.6900979,1.120223580935668,0.8111278,1.2846838446625073,0.8393801,1.5508379934459329,1.0027899,1.0992085424311435,1.2893292,1.0878694893300804,0.7643182,1.4105141827068908,1.1944463,1.0770703420172518,1.0063224,1.32996876098375,1.3076663,1.1728986438469455,3.352669
Shadow Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,50,1.4610668193480991,2.745064,1.285375623215388,1.9351265,1.4646766592312086,2.746811,1.3079427401663755,1.653111,1.3435552134118387,1.0056876,1.2690502091481166,1.5908599,1.3565205480252958,1.6309083,1.5629779298053126,2.4538476,1.381242544170678,1.570077,1.6235669137399076,1.8916866,1.3171261733652437,1.9862322000000003,1.7062065964022548,2.5071228,1.7512492499599162,1.2433379,1.255452195522701,0.76909006,1.3709765085240146,0.93185306,1.473473264169812,1.6620476,1.8597650874448801,1.1813074,1.3106429104027224,1.0922062,1.4621728317008857,1.2912065,1.281475200022697,1.2090775,1.5722917404908143,4.4744782
Azelf,Extrasensory or Confusion,Fire Blast or Future Sight,35,1.9649822549343987,4.036495000000001,1.6434974299674592,2.7278445,1.9682705006288068,4.028804,1.6527945153850263,2.2679045,1.5681609987689404,1.2937257,1.6992300755496486,2.2013955,1.7776089165295235,2.2074697,2.3356388804221906,3.4379237,1.6174572272552283,2.056278,1.8248336238014702,2.5776696,1.6105382995048705,2.7115202,2.108376608936954,3.439572,2.4732106234810534,1.7330267000000004,1.6673142060171349,1.1462411,1.8443540375743515,1.2964177,2.0542102973053544,2.5976522,2.483055882782819,1.6831834,1.654660684395722,1.4860747,1.9762488873382307,1.9324852,1.6224163075250624,1.7187076,1.9241261082597347,6.616361
Staraptor,Gust or Wing Attack,Brave Bird,45,1.3663687303573087,2.5557811000000004,1.730018292436007,2.5601923,1.3623496206835806,2.5561042,1.6318266484219524,2.1067417000000006,1.7026315490878317,1.2892991,1.6528331218511054,2.1097517,1.8013720376065916,2.1139176,1.3304435285837755,2.2101557,1.6967369447763574,2.0062966,1.3116665345000136,1.5296277,1.6799641312685545,2.559187,1.3424161601474331,2.039052,1.5547943205178212,0.9897506,1.587750039039836,1.0174791,1.9261504643611955,1.2089279,1.3529122830532898,1.5979985,1.3041600104372155,0.9257797,2.0060887274996317,1.4555327,1.3118578297712244,1.2245544,1.5760235559819697,1.5885068,1.6371850727924695,4.099291
Shadow Crobat,Air Slash,Shadow Ball or Sludge Bomb or Air Cutter,30,1.9431159751539195,3.948577,2.419453535553098,3.929262200000001,1.5694581355727966,3.922567,2.1595278303843237,3.1058414,2.0759209001246908,1.7928468,1.9505659131461004,2.7388914000000004,2.2283035345488877,3.133718300000001,1.7641682762341104,3.2932343,2.124085906040268,2.8462675,1.5311632444173593,2.3016653,2.0760710674821374,3.7504237000000007,1.6390063103197685,2.8420696,1.6638158422274056,1.3792398,2.021777001741252,1.462102,2.218494230815129,1.7802396,1.9086667148262804,2.142743,1.6289919812945874,1.3289429,2.1018497358555344,2.0691369,1.5108003184768901,1.5763333,1.946553437080355,2.3092027,2.0514399507109515,6.1056237
Shadow Gliscor,Wing Attack,Aerial Ace or Earthquake,50,1.7240599309341136,3.1838183,2.177240566701502,3.176861,1.7241914651145476,3.1789505,2.346686706056451,2.6880252,2.0992443067402786,1.550389,2.1333217872177954,2.580138,2.1861322388529674,2.532819,1.7680923460225568,2.7346199,2.176513782703662,2.434716,1.6502705851859591,1.8889965,2.1466440315357245,3.183522000000001,1.669714093395271,2.4178655,1.65956617051413,1.166449,2.02784234629123,1.2297411,2.154269812162866,1.3446534,1.7133086481161217,1.8735499,1.660626977708484,1.1058439,2.0890288078534964,1.7254442,1.6935694114292354,1.4718574,2.094549125186181,1.9839634,1.8069799132226274,4.763444
Zapdos,Thunder Shock,Drill Peck,35,1.3318014564904428,2.8967795000000005,1.6871660971384583,2.8981965,1.382519265056757,3.0114172,1.5977350856222485,2.2549777,1.7521321089864137,1.4573317,1.7201855209423769,2.3803756,1.6822393021393733,2.3820744,1.5146377711042303,2.7089498,1.5922905849130142,2.059012,1.343226835569233,1.9249215,1.686029495791977,2.9032204,1.4387830813538804,2.433251,1.4403860292511461,1.1756037000000001,1.6242601303452675,1.1644853,1.7545824698703405,1.3151697,1.350429997786561,1.7536535,1.44811632690833,1.111147,1.5895130813797222,1.6188321,1.3997960159309215,1.3736185,1.6195364067276028,1.8662277,1.2967217406144331,4.406953
Mega Slowbro,Water Gun or Confusion,Ice Beam or Psychic,35,1.9840331842587133,4.406263400000001,1.5720655419734975,2.761745,1.7601270312877586,3.925659,1.6056509201273144,2.319138,1.6401208555573725,1.385484,1.6890751313133479,2.2993584,1.57561895858752,2.2422762,1.9699694888126116,3.6362424,1.6186012304760555,2.1089177,1.8715268034984995,2.722019,1.6009570055522577,2.7724128,2.069998421804719,3.5598166,2.131515320216044,1.7580608000000004,1.6010816866920194,1.1434622,1.50966151610994,1.2418741,2.0348472699761313,2.6736438,2.169160872033844,1.6532981,1.458418388739319,1.5186309,2.047120173537062,2.0518153,1.656708178021729,1.8169681,1.7588034989045063,6.5029035
Togekiss,Air Slash or Charm,Aerial Ace or Dazzling Gleam,40,1.6044083046587327,3.3201523,1.7670249375898137,2.8988320000000005,1.6046657585870636,3.3171139,1.7314660083311444,2.3485281,1.714484738023264,1.3907889,1.783359440276793,2.3483894,1.7554117612033429,2.2918813,1.6741077660720096,2.8798075,1.7304114811649964,2.1197257,1.4778947542361172,1.9743829,1.7134542127744228,2.8029034,1.5844431979072136,2.5547588,1.579861514234282,1.2158222,1.9707937533818314,1.3309429,1.9727113507181113,1.4814937000000001,1.5415114433718053,1.9002161,1.5647155416176062,1.1395453,1.6768831383572402,1.5537320000000003,1.5094108954989824,1.4541284,1.9760107544567476,2.0369718,1.499157856325486,4.868976
Unfezant,Air Slash,Sky Attack,45,1.4380179799997617,2.7288702000000002,1.8242987076070714,2.7250028,1.4401257822244018,2.7287362,1.7406389439478558,2.2745876000000003,1.8392586516339473,1.3883963,1.7911260847987789,2.2687113,1.9173335059370091,2.26603,1.4022408373300446,2.374385,1.8025096070679856,2.1180685,1.3714001735231047,1.6318147,1.7686462910787841,2.7263174,1.4394183998400882,2.1456974,1.58984693674606,1.0541888,1.7153878128027462,1.0945803,2.0135193711364026,1.2692009,1.431335000884393,1.6749511,1.4043680286883842,1.0049242,2.0867632113380767,1.5427275,1.4041763973730919,1.3006576,1.687217776852402,1.7102242,1.7245806066589122,4.340592
Hoopa (Unbound),Astonish or Confusion,Psychic,50,1.5849536869983165,3.0782013,1.2385778131703393,1.9117782,1.582016364466008,3.0642288,1.3128364841697224,1.658315,1.2907776888003102,0.9686881,1.261516326783837,1.5812466,1.294888040020697,1.5947834,1.703701557137863,2.742136,1.3292921046114627,1.5108325,1.5711740955799323,1.8469435,1.2945102924400242,1.9491886000000005,1.761878023164445,2.5476665,2.0738872625864953,1.2939186,1.3519578836852633,0.8381226,1.3241799031397858,0.8968691,1.5840040782683062,1.8280885,1.8763751897025664,1.2285326,1.249391963401646,1.0719595,1.5867517217012577,1.4097977,1.2872578554375609,1.2161638,1.581977299191116,4.4629908
Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,35,1.666600656775591,3.630745600000001,1.4995415498857736,2.6134794,1.6657038363832628,3.631469,1.5877085490667144,2.2186117,1.6116502174165153,1.3482583,1.5507658075708584,2.1366944,1.5463579082490233,2.14151,1.828453511328913,3.2073357,1.5973753082122448,2.058691,1.7241717067484919,2.4823065,1.5483411012573083,2.6790216,2.0024495775198234,3.323921,2.095547295011677,1.6582017000000004,1.4555454490328057,1.0304662,1.5945437183544764,1.2594659,1.7286741937117265,2.1964412,2.1665428217237572,1.5689126,1.4378016033909178,1.4587094,1.7570968498664075,1.714114,1.3993945572204163,1.5955218,1.6679402183333143,5.4683356
Moltres,Fire Spin or Wing Attack,Sky Attack,30,1.1531216651400362,2.5679822,1.4949386907372686,2.6680520000000003,1.154880879287818,2.5614824,1.717023207083826,2.2901917,1.5007983560030393,1.3030145,1.4942020596541015,2.1939962000000004,1.4221766553241149,2.1691024000000003,1.210383902789805,2.247972,1.5150259948955478,2.0418153,1.0864264794518477,1.6136986,1.4250097795919798,2.6177666000000004,1.15351625930419,2.0551496,1.1654697152823912,0.99711066,1.4025912121798634,1.0169941,1.316926500239996,1.217629,1.2021041239293007,1.6080002,1.1762725477835807,0.94354856,1.4117847225396216,1.4298325,1.1613635615169884,1.2186621,1.3017068450143006,1.5792149,1.0785374447311264,3.9523325
Jynx,Frost Breath or Pound or Confusion,Avalanche or Psyshock,50,,4.243523,,3.0208206,,4.0381513,,2.560414,,1.5150592,,2.4635558,,2.4854891,,2.4664638,,2.3660617,,2.6013546,,3.098461000000001,,3.8731503,,1.9657791,,1.2777643,,1.5249035,,2.5834968,,1.8934577,,1.6828504,,1.9358678,,1.7084956,,6.363366
Latios,Zen Headbutt or Dragon Breath,Psychic,30,1.8050661414863158,4.1130905,1.4931336707576197,2.7867190000000006,1.8148342187658677,4.1032295,1.504994515160367,2.2319763,1.4952981300070578,1.3120942,1.4948089972884497,2.2450013000000006,1.4060795421018466,2.1804667000000006,1.991578498709696,3.6797416,1.4892035920219302,2.0225239,1.6639880868326467,2.510138,1.5406642527389893,2.7801452000000006,1.9419349220057294,3.4041162,2.5198006479235135,1.7295241,1.5027095842005957,1.1016352,1.3194065690830385,1.2262967,1.7646756736914477,2.419123,2.1568700551697506,1.6267368,1.3560479551238673,1.4483116,1.8225145145261494,1.9255599,1.358176765653552,1.6582942,1.670144438842678,6.0699825
Shadow Exeggutor,Extrasensory or Confusion,Psychic,30,1.8183624417798907,3.9031003,1.4144022972881498,2.4853485000000006,1.8163216902658201,3.903945,1.4098854182235874,2.1514997,1.3695584869327246,1.2226498,1.407536985262093,2.0559309000000003,1.4617786825593515,2.1168030000000004,1.8156473965239832,3.3997588,1.382857510161641,1.8794296,1.5369990286520216,2.3653295,1.3854543589878328,2.5210333000000005,2.122002933068085,3.3381948,2.504093155832336,1.7093191,1.9944656681464032,1.2255816,1.4972403778411678,1.2846832,1.7194990380092638,2.3585281,1.9191959133298424,1.5505188,1.3997595257922195,1.4058983,1.6937226732686694,1.8245938,1.305926336775449,1.6092643,1.9518216203688468,6.3416615
Shadow Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,45,1.8877882654154379,3.698761700000001,1.4986796546428383,2.3505151,1.8883824037494341,3.6902804,1.4300890637814143,1.8942729000000005,1.4767274734472313,1.1308159,1.4823217080071267,1.8779037,1.479886136522881,1.8719081,1.8753589535601591,3.1314094,1.4690857598643723,1.7533032,1.7905534972132913,2.1651945,1.4726117974413968,2.355204,1.9792980460160987,2.9368231,1.9260475875135479,1.4426484,1.4296750269329794,0.92747843,1.3625535880623234,1.0250099,1.5250689593302196,1.8406619,2.059636495155593,1.3770399,1.421407957568877,1.2418805,1.5169518690273969,1.4133817,1.4213565914880189,1.4068946,1.480895452588312,4.570285
Staraptor,Gust or Wing Attack,Brave Bird,35,1.3089918436243024,2.7501407000000007,1.651355930468698,2.7459738,1.300461886273924,2.7483828,1.7010127166145497,2.3503501,1.7380014835813342,1.4155797,1.6464566660286133,2.3002288,1.8630311997690112,2.3324974,1.3976879745921837,2.4555602,1.7552748151282065,2.1955953,1.1973129090104353,1.6851245,1.7080673472975363,2.830289,1.314472406617719,2.1769059,1.5503332164152925,1.0769577000000001,1.5720294763954943,1.1058795,2.020036207904103,1.3564316,1.4083655356073839,1.7143734,1.3980753072166576,1.0278254,1.886756924599812,1.565729,1.3854544842243361,1.3134176,1.5315383636362356,1.7272577,1.6887476717840135,4.631433
Shadow Zapdos,Thunder Shock,Drill Peck,50,1.1675789963264838,2.1818,1.4749211507395226,2.1790307,1.2354450627087017,2.3121612,1.3193180045104738,1.6690811,1.4565333498527167,1.1047472,1.4541438157958582,1.8228765,1.4699359924428737,1.8204418,1.2638661203353971,2.0305848,1.368906078205921,1.5695032,1.2531414396563194,1.4467187,1.4560413119348974,2.1943870000000003,1.2344551009569869,1.8387369,1.2047007646382968,0.8777427,1.4028612463395072,0.8650586,1.4955806259284221,0.96576875,1.1422695693973566,1.3210118,1.2294587322578012,0.8346505,1.421869674707747,1.1889186,1.1432082487300552,1.0213075,1.5181036226550695,1.4508668,1.1822788491211516,3.325493
Alakazam,Psycho Cut or Confusion,Shadow Ball or Fire Punch or Psychic,45,1.8072741611526921,3.373716000000001,1.577331768910144,2.3822668,1.8099582966662326,3.364065,1.547339709079633,2.0246477000000005,1.4830570207903526,1.1379572,1.549317652817282,1.9384183,1.6306266798252729,1.9144523,1.9867213584729078,3.0633483,1.5074331819534152,1.8050731,1.8430324417270536,2.246174,1.5601376814881678,2.3948655,2.0379818522991826,3.037844,2.379229043843249,1.4999181,1.572483743959117,1.004602,1.6196272981925592,1.1114424,1.5161550406799604,1.7381096,2.173604285562079,1.4526689,1.614196399941068,1.2851646,1.434361128482078,1.6990994,1.5980377763925215,1.49217,1.566860715525125,4.2879486
